# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"04.06.2020 23:20";"13.0";"748.9";"749.3";"72";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 930 m, broken clouds (60-90%) 1380 m";"10.0 and more";"8.0";
"04.06.2020 22:50";"13.0";"749.7";"750.1";"72";"Wind blowing from the west-southwest";"4";"";"";"";"Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1170 m";"10.0 and more";"8.0";
"04.06.2020 22:20";"13.0";"749.7";"750.1";"72";"Wind blowing from the west-southwest";"4";"";"";"";"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1050 m, broken clouds (60-90%) 1380 m";"10.0 and more";"8.0";
"04.06.2020 21:50";"13.0";"749.7";"750.1";"67";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1290 m";"10.0 and more";"7.0";
"04.06.2020 21:20";"14.0";"749.7";"750.1";"63";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1470 m";"10.0 and more";"7.0";
"04.06.2020 20:50";"14.0";"749.7";"750.1";"59";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1440 m";"10.0 and more";"6.0";
"04.06.2020 20:20";"14.0";"749.7";"750.1";"59";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"6.0";
"04.06.2020 19:50";"14.0";"750.4";"750.8";"59";"Wind blowing from the west-northwest";"5";"";"";"";"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1230 m";"10.0 and more";"6.0";
"04.06.2020 18:50";"14.0";"750.4";"750.8";"59";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 1020 m";"10.0 and more";"6.0";
"04.06.2020 18:20";"14.0";"750.4";"750.8";"63";"Wind blowing from the west-northwest";"5";"";"Light rain";"";"Broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1380 m";"10.0 and more";"7.0";
"04.06.2020 17:50";"14.0";"750.4";"750.8";"59";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"04.06.2020 17:20";"14.0";"750.4";"750.8";"59";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 1140 m";"10.0 and more";"6.0";
"04.06.2020 16:50";"15.0";"750.4";"750.8";"51";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"5.0";
"04.06.2020 16:20";"14.0";"750.4";"750.8";"59";"Wind blowing from the west-northwest";"6";"";"Light rain";"";"Broken clouds (60-90%) 1080 m";"10.0 and more";"6.0";
"04.06.2020 15:50";"15.0";"750.4";"750.8";"51";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 1350 m";"10.0 and more";"5.0";
"04.06.2020 15:20";"16.0";"750.4";"750.8";"45";"Wind blowing from the west-northwest";"5";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"4.0";
"04.06.2020 14:50";"15.0";"751.2";"751.6";"48";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.06.2020 14:20";"15.0";"751.2";"751.6";"48";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.06.2020 13:50";"16.0";"751.2";"751.6";"45";"Wind blowing from the north-west";"6";"";"";"";"Broken clouds (60-90%) 1470 m";"10.0 and more";"4.0";
"04.06.2020 13:20";"16.0";"751.2";"751.6";"45";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"4.0";
"04.06.2020 12:50";"16.0";"751.2";"751.6";"42";"Wind blowing from the north-west";"5";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"3.0";
"04.06.2020 12:20";"16.0";"751.9";"752.3";"45";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"4.0";
"04.06.2020 11:50";"15.0";"751.9";"752.3";"45";"Wind blowing from the north-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"04.06.2020 11:20";"14.0";"751.9";"752.3";"48";"Wind blowing from the north-west";"6";"11";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"04.06.2020 10:50";"14.0";"751.9";"752.3";"51";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.06.2020 10:20";"14.0";"751.9";"752.3";"51";"Wind blowing from the north-northwest";"4";"";"";"";"Scattered clouds (40-50%) 1080 m";"10.0 and more";"4.0";
"04.06.2020 09:50";"14.0";"751.9";"752.3";"55";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 1080 m";"10.0 and more";"5.0";
"04.06.2020 09:20";"14.0";"751.9";"752.3";"59";"Wind blowing from the north-northwest";"4";"";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1020 m";"10.0 and more";"6.0";
"04.06.2020 08:50";"13.0";"752.7";"753.1";"67";"Wind blowing from the north-northwest";"4";"";"";"";"Scattered clouds (40-50%) 660 m";"10.0 and more";"7.0";
"04.06.2020 08:20";"13.0";"752.7";"753.1";"72";"Wind blowing from the north";"3";"";"";"";"Broken clouds (60-90%) 600 m";"10.0 and more";"8.0";
"04.06.2020 07:50";"13.0";"752.7";"753.1";"72";"Wind blowing from the north-northwest";"5";"";"";"";"Broken clouds (60-90%) 540 m";"10.0 and more";"8.0";
"04.06.2020 07:20";"12.0";"752.7";"753.1";"77";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"8.0";
"04.06.2020 06:50";"12.0";"752.7";"753.1";"77";"variable wind direction";"3";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"8.0";
"04.06.2020 06:20";"12.0";"752.7";"753.1";"82";"Wind blowing from the north";"4";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 720 m";"10.0 and more";"9.0";
"04.06.2020 05:50";"12.0";"752.7";"753.1";"77";"Wind blowing from the north-northwest";"4";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 1110 m";"10.0 and more";"8.0";
"04.06.2020 05:20";"12.0";"752.7";"753.1";"77";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"8.0";
"04.06.2020 04:50";"11.0";"752.7";"753.1";"82";"Wind blowing from the north-northwest";"4";"";"";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 1080 m, overcast (100%) 1410 m";"10.0 and more";"8.0";
"04.06.2020 04:20";"11.0";"752.7";"753.1";"82";"Wind blowing from the north-northwest";"4";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 570 m";"10.0 and more";"8.0";
"04.06.2020 03:50";"12.0";"752.7";"753.1";"77";"Wind blowing from the north-northwest";"3";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"8.0";
"04.06.2020 03:20";"12.0";"753.5";"753.9";"82";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 540 m";"10.0 and more";"9.0";
"04.06.2020 02:50";"12.0";"753.5";"753.9";"82";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"9.0";
"04.06.2020 02:20";"12.0";"753.5";"753.9";"82";"Wind blowing from the north-northwest";"4";"";"Light rain";"";"Overcast (100%) 300 m";"10.0 and more";"9.0";
"04.06.2020 01:50";"12.0";"753.5";"753.9";"82";"Wind blowing from the north-northwest";"4";"";"Light rain";"";"Overcast (100%) 300 m";"10.0 and more";"9.0";
"04.06.2020 01:20";"12.0";"754.2";"754.6";"82";"Wind blowing from the north";"5";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"9.0";
"04.06.2020 00:50";"12.0";"754.2";"754.6";"88";"Wind blowing from the north";"5";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 480 m";"10.0 and more";"10.0";
"04.06.2020 00:20";"12.0";"754.2";"754.6";"88";"Wind blowing from the north";"4";"";"Light rain";"";"Broken clouds (60-90%) 300 m, overcast (100%) 450 m";"10.0 and more";"10.0";
"03.06.2020 23:50";"13.0";"754.2";"754.6";"82";"Wind blowing from the north";"5";"";"Light rain";"";"Broken clouds (60-90%) 300 m, overcast (100%) 420 m";"10.0 and more";"10.0";
"03.06.2020 23:20";"13.0";"754.2";"754.6";"82";"Wind blowing from the north";"5";"";"Light rain";"";"Broken clouds (60-90%) 360 m";"10.0 and more";"10.0";
"03.06.2020 22:50";"14.0";"755.0";"755.4";"77";"Wind blowing from the north";"4";"";"Light rain";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 660 m";"10.0 and more";"10.0";
"03.06.2020 22:20";"14.0";"755.0";"755.4";"77";"Wind blowing from the north";"4";"";"Light rain";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 960 m";"10.0 and more";"10.0";
"03.06.2020 21:50";"14.0";"755.0";"755.4";"77";"Wind blowing from the north";"4";"";"";"";"Broken clouds (60-90%) 570 m";"10.0 and more";"10.0";
"03.06.2020 21:20";"15.0";"755.0";"755.4";"68";"Wind blowing from the north";"4";"";"Light rain";"";"Few clouds (10-30%) 660 m";"10.0 and more";"9.0";
"03.06.2020 20:50";"15.0";"755.0";"755.4";"68";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"03.06.2020 20:20";"15.0";"755.0";"755.4";"63";"Wind blowing from the north-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 19:50";"15.0";"755.0";"755.4";"68";"variable wind direction";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"03.06.2020 19:20";"16.0";"755.0";"755.4";"63";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"03.06.2020 18:50";"16.0";"755.0";"755.4";"63";"Wind blowing from the north-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"03.06.2020 18:20";"17.0";"755.0";"755.4";"64";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"03.06.2020 17:50";"17.0";"754.2";"754.6";"64";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"03.06.2020 17:20";"18.0";"754.2";"754.6";"56";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"03.06.2020 16:50";"18.0";"754.2";"754.6";"60";"variable wind direction";"3";"";"Light rain";"";"Scattered clouds (40-50%) 1290 m";"10.0 and more";"10.0";
"03.06.2020 16:20";"18.0";"754.2";"754.6";"56";"Wind blowing from the north-northeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"9.0";
"03.06.2020 15:50";"18.0";"755.0";"755.4";"60";"Wind blowing from the north-northwest";"3";"";"Light rain";"";"Broken clouds (60-90%) 1290 m, cumulonimbus clouds";"10.0 and more";"10.0";
"03.06.2020 15:20";"18.0";"755.0";"755.4";"64";"Wind blowing from the north-west";"2";"";"Light rain";"";"Broken clouds (60-90%) 1200 m, cumulonimbus clouds";"10.0 and more";"11.0";
"03.06.2020 14:50";"18.0";"755.0";"755.4";"60";"Wind blowing from the north";"3";"";"Light rain";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"10.0";
"03.06.2020 14:20";"19.0";"755.0";"755.4";"52";"Wind blowing from the north-east";"3";"";"Light rain";"";"Broken clouds (60-90%) 1290 m";"10.0 and more";"9.0";
"03.06.2020 13:50";"19.0";"755.0";"755.4";"52";"Wind blowing from the north-east";"3";"";"Light rain";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"9.0";
"03.06.2020 13:20";"19.0";"755.0";"755.4";"49";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 1140 m, scattered clouds (40-50%) 1410 m";"10.0 and more";"8.0";
"03.06.2020 12:50";"19.0";"755.0";"755.4";"49";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 12:20";"19.0";"755.8";"756.2";"49";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 11:50";"19.0";"755.8";"756.2";"49";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 11:20";"19.0";"755.8";"756.2";"49";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 10:50";"18.0";"755.8";"756.2";"49";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"03.06.2020 10:20";"18.0";"755.8";"756.2";"49";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"03.06.2020 09:50";"19.0";"755.8";"756.2";"49";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"03.06.2020 09:20";"19.0";"755.8";"756.2";"49";"Wind blowing from the north-northeast";"3";"";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"8.0";
"03.06.2020 08:50";"18.0";"755.8";"756.2";"60";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"03.06.2020 08:20";"18.0";"755.8";"756.2";"64";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"03.06.2020 07:50";"18.0";"755.8";"756.2";"68";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.06.2020 07:20";"17.0";"756.5";"756.9";"73";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.06.2020 06:50";"16.0";"756.5";"756.9";"77";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.06.2020 06:20";"16.0";"756.5";"756.9";"77";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"9.0";"12.0";
"03.06.2020 05:50";"16.0";"756.5";"756.9";"77";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.06.2020 05:20";"15.0";"756.5";"756.9";"88";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 04:50";"15.0";"756.5";"756.9";"88";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 04:20";"15.0";"757.3";"757.7";"88";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"8.0";"13.0";
"03.06.2020 03:50";"15.0";"757.3";"757.7";"88";"variable wind direction";"2";"";"";"";"No Significant Clouds";"8.0";"13.0";
"03.06.2020 03:20";"16.0";"757.3";"757.7";"83";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 02:50";"15.0";"757.3";"757.7";"88";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 02:20";"15.0";"757.8";"758.2";"88";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 01:50";"16.0";"757.8";"758.2";"83";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 01:20";"16.0";"757.8";"758.2";"83";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.06.2020 00:50";"17.0";"758.6";"759.0";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.06.2020 00:20";"17.0";"758.6";"759.0";"77";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"02.06.2020 23:50";"16.0";"758.6";"759.0";"77";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.06.2020 23:20";"17.0";"759.3";"759.7";"73";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.06.2020 22:50";"17.0";"759.3";"759.7";"73";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.06.2020 22:20";"19.0";"759.3";"759.7";"49";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"02.06.2020 21:50";"20.0";"759.3";"759.7";"40";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 21:20";"20.0";"760.1";"760.5";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 20:50";"21.0";"760.1";"760.5";"38";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 20:20";"22.0";"760.1";"760.5";"36";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 19:50";"22.0";"760.1";"760.5";"36";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 19:20";"23.0";"760.1";"760.5";"33";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 18:50";"23.0";"760.1";"760.5";"36";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"02.06.2020 18:20";"23.0";"760.8";"761.2";"33";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 17:50";"24.0";"760.9";"761.2";"31";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 17:20";"24.0";"760.9";"761.2";"34";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"02.06.2020 16:50";"25.0";"760.9";"761.2";"26";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"02.06.2020 16:20";"24.0";"761.6";"762.0";"29";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 15:50";"24.0";"761.6";"762.0";"29";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 15:20";"24.0";"761.6";"762.0";"29";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 14:50";"24.0";"762.4";"762.8";"27";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"02.06.2020 14:20";"24.0";"762.4";"762.8";"29";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 13:50";"24.0";"762.4";"762.8";"29";"Wind blowing from the north-west";"4";"9";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 13:20";"23.0";"763.1";"763.5";"33";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 12:50";"24.0";"763.1";"763.5";"31";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 12:20";"23.0";"763.1";"763.5";"31";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"02.06.2020 11:50";"22.0";"763.9";"764.3";"36";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 11:20";"22.0";"763.9";"764.3";"36";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 10:50";"21.0";"763.9";"764.3";"38";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 10:20";"20.0";"764.6";"765.0";"40";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"02.06.2020 09:50";"20.0";"764.6";"765.0";"43";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"02.06.2020 09:20";"19.0";"764.6";"765.0";"49";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"02.06.2020 08:50";"18.0";"764.6";"765.0";"52";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"02.06.2020 08:20";"17.0";"764.6";"765.0";"56";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"02.06.2020 07:50";"17.0";"765.4";"765.8";"59";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 07:20";"16.0";"765.4";"765.8";"63";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 06:50";"15.0";"765.4";"765.8";"68";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 06:20";"14.0";"765.4";"765.8";"77";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.06.2020 05:50";"14.0";"765.4";"765.8";"77";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.06.2020 05:20";"13.0";"765.4";"765.8";"77";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 04:50";"13.0";"765.4";"765.8";"77";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 04:20";"13.0";"765.4";"765.8";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 03:50";"13.0";"765.4";"765.8";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 03:20";"14.0";"765.4";"765.8";"72";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 02:50";"14.0";"765.4";"765.8";"72";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 02:20";"14.0";"765.4";"765.8";"72";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 01:50";"15.0";"766.2";"766.6";"68";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 01:20";"15.0";"766.2";"766.6";"68";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"02.06.2020 00:50";"15.0";"766.2";"766.6";"63";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"02.06.2020 00:20";"16.0";"766.2";"766.6";"63";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 23:50";"16.0";"766.2";"766.6";"68";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 23:20";"16.0";"766.2";"766.6";"68";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 22:50";"17.0";"766.2";"766.6";"64";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 22:20";"17.0";"766.2";"766.6";"64";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 21:50";"18.0";"766.2";"766.6";"60";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 21:20";"17.0";"766.2";"766.6";"59";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 20:50";"18.0";"766.2";"766.6";"56";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 20:20";"19.0";"766.2";"766.6";"56";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 19:50";"20.0";"766.2";"766.6";"49";"Wind blowing from the east-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 19:20";"21.0";"765.4";"765.8";"46";"Wind blowing from the east-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 18:50";"22.0";"765.4";"765.8";"41";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 18:20";"22.0";"765.4";"765.8";"41";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 17:50";"23.0";"765.4";"765.8";"38";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 17:20";"23.0";"765.4";"765.8";"38";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 16:50";"24.0";"765.4";"765.8";"34";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 16:20";"24.0";"765.4";"765.8";"31";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"01.06.2020 15:50";"24.0";"765.4";"765.8";"31";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"01.06.2020 15:20";"24.0";"766.2";"766.6";"34";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 14:50";"24.0";"766.2";"766.6";"34";"Wind blowing from the east-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 14:20";"24.0";"766.2";"766.6";"34";"";"";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 13:50";"24.0";"766.2";"766.6";"36";"Wind blowing from the east-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 13:20";"24.0";"766.2";"766.6";"34";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 12:50";"24.0";"766.2";"766.6";"36";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 12:20";"24.0";"766.2";"766.6";"36";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 11:50";"24.0";"766.2";"766.6";"34";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 11:20";"23.0";"766.2";"766.6";"36";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"01.06.2020 10:50";"23.0";"766.9";"767.3";"41";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 10:20";"21.0";"766.9";"767.3";"46";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 09:50";"21.0";"766.9";"767.3";"50";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
