"# Weather station Lisbon, Portugal, WMO_ID=8579,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8579&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.06.2020 13:00,22.8,755.2,764.1,-0.8,48,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
17.06.2020 12:00,21.1,755.5,764.6,-0.7,55,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.6,No precipitation,6,,,,
17.06.2020 11:00,21.6,755.8,764.8,,53,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
17.06.2020 10:00,20.0,756.0,765.1,-0.3,61,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
17.06.2020 09:00,19.6,756.2,765.3,0.0,64,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
17.06.2020 08:00,18.3,,,,77,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
17.06.2020 07:00,16.9,756.3,765.4,0.2,81,"Calm, no wind",0,,,, ,,,,,,,,,,,13.5,No precipitation,1,,,,
17.06.2020 06:00,16.4,756.2,765.5,0.0,82,"Calm, no wind",0,,,, ,,,15.2,,,,,,,,13.2,No precipitation,12,,,,
17.06.2020 04:00,15.9,756.1,765.4,,84,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
17.06.2020 03:00,15.3,756.2,765.5,-1.3,86,"Calm, no wind",0,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
17.06.2020 02:00,15.6,756.5,765.8,-1.2,85,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
17.06.2020 00:00,16.1,757.5,766.8,-0.3,78,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.2,No precipitation,6,,,,
16.06.2020 23:00,16.9,757.7,767.0,0.1,71,"Calm, no wind",0,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
16.06.2020 22:00,17.7,758.0,767.3,0.4,67,"Calm, no wind",0,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
16.06.2020 21:00,18.4,757.8,767.0,0.4,67,"Calm, no wind",0,,,, ,,,,,,,,,,,12.2,No precipitation,12,,,,
16.06.2020 20:00,19.3,757.6,766.8,0.2,68,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
16.06.2020 19:00,20.8,757.6,766.7,0.2,65,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
16.06.2020 18:00,22.5,757.4,766.4,,60,Wind blowing from the north,3,,,, ,,,,25.3,,,,,,,14.4,0.2,12,,,,
16.06.2020 17:00,23.9,757.4,766.3,-0.2,54,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
16.06.2020 16:00,24.1,757.4,766.3,-0.2,51,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
16.06.2020 15:00,24.6,,,,51,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
16.06.2020 14:00,24.3,757.6,766.5,,55,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
16.06.2020 13:00,24.4,757.6,766.5,-0.4,58,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
16.06.2020 12:00,23.1,757.9,766.8,-0.1,63,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.7,0.2,6,,,,
16.06.2020 11:00,21.9,,,,70,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
16.06.2020 10:00,21.0,758.0,767.2,0.1,77,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
16.06.2020 09:00,19.7,758.0,767.2,0.3,85,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.1,0.1,1,,,,
16.06.2020 08:00,17.9,757.9,767.2,0.4,94,"Calm, no wind",0,,,, ,,,,,,,,,,,16.9,0.1,1,,,,
16.06.2020 07:00,18.1,757.9,767.1,,92,"Calm, no wind",0,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
16.06.2020 06:00,17.0,757.7,767.0,-0.2,94,Wind blowing from the west,1,,,, ,,,15.9,,,,,,,,16.0,0.4,12,,,,
16.06.2020 05:00,16.9,757.5,766.8,-0.5,94,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.9,,,,,,
16.06.2020 03:00,16.9,757.9,767.2,-1.0,83,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
16.06.2020 02:00,16.2,758.0,767.4,-1.1,85,"Calm, no wind",0,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
16.06.2020 01:00,16.3,758.4,767.8,-0.9,85,"Calm, no wind",0,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
16.06.2020 00:00,16.7,758.9,768.2,0.0,84,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,14.0,No precipitation,6,,,,
15.06.2020 23:00,17.2,759.1,768.4,0.5,81,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
15.06.2020 22:00,17.6,759.3,768.6,0.4,80,"Calm, no wind",0,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
15.06.2020 21:00,17.8,758.9,768.2,0.1,74,"Calm, no wind",0,,,, ,,,,,,,,,,,13.1,No precipitation,12,,,,
15.06.2020 20:00,18.7,758.6,767.8,-0.4,63,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
15.06.2020 19:00,19.8,758.9,768.1,0.1,57,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
15.06.2020 18:00,20.4,758.8,768.0,0.0,56,Wind blowing from the north-west,4,,,, ,,,,24.2,,,,,,,11.2,No precipitation,12,,,,
15.06.2020 17:00,21.8,759.0,768.0,,50,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
15.06.2020 16:00,22.7,758.8,767.8,-0.3,44,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
15.06.2020 15:00,23.5,758.8,767.8,-0.8,45,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
15.06.2020 14:00,22.8,,,,45,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
15.06.2020 13:00,22.3,759.1,768.2,-0.4,48,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
15.06.2020 12:00,21.5,759.6,768.7,0.0,56,"Calm, no wind",0,,,, ,,,,,,,,,,,12.2,No precipitation,6,,,,
15.06.2020 11:00,20.6,759.6,768.7,0.5,60,"Calm, no wind",0,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
15.06.2020 10:00,21.7,759.5,768.5,0.5,57,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
15.06.2020 09:00,20.0,759.6,768.7,0.8,65,"Calm, no wind",0,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
15.06.2020 08:00,18.6,759.1,768.1,0.5,71,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
15.06.2020 07:00,18.0,759.0,768.2,0.6,72,"Calm, no wind",0,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
15.06.2020 06:00,16.6,758.8,768.1,,78,"Calm, no wind",0,,,, ,,,14.3,,,,,,,,12.8,No precipitation,12,,,,
15.06.2020 05:00,14.5,758.6,768.0,-0.3,87,"Calm, no wind",0,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
15.06.2020 04:00,15.0,758.4,767.8,-0.7,85,"Calm, no wind",0,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
15.06.2020 02:00,15.2,758.9,768.4,-0.2,86,"Calm, no wind",0,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
15.06.2020 01:00,15.8,759.1,768.5,0.1,85,"Calm, no wind",0,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
15.06.2020 00:00,16.4,759.1,768.4,0.4,79,"Calm, no wind",0,,,, ,,,,,,,,,,,12.8,No precipitation,6,,,,
14.06.2020 23:00,16.8,759.1,768.4,0.7,76,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
14.06.2020 22:00,17.2,759.0,768.3,0.7,76,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
14.06.2020 21:00,17.4,758.7,768.0,0.8,72,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.3,No precipitation,12,,,,
14.06.2020 20:00,18.4,758.4,767.7,0.6,62,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
14.06.2020 19:00,20.0,758.3,767.5,0.4,53,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
14.06.2020 18:00,21.3,757.9,767.0,,47,Wind blowing from the north-west,3,,,, ,,,,23.6,,,,,,,9.5,No precipitation,12,,,,
14.06.2020 17:00,21.9,757.8,766.7,-0.2,42,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
14.06.2020 16:00,23.0,757.9,766.6,-0.2,40,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
14.06.2020 15:00,22.6,,,,43,Wind blowing from the west,4,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
14.06.2020 14:00,22.8,758.0,766.9,-0.3,46,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
14.06.2020 13:00,21.4,758.1,767.2,0.1,49,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
14.06.2020 12:00,21.0,758.2,767.3,0.3,55,Wind blowing from the west,4,,,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
14.06.2020 11:00,21.4,758.3,767.4,0.7,52,Wind blowing from the west,1,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
14.06.2020 10:00,21.0,758.0,767.0,,51,"Calm, no wind",0,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
14.06.2020 09:00,20.5,757.9,766.9,0.9,61,"Calm, no wind",0,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
14.06.2020 08:00,18.5,757.6,766.7,1.1,67,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
14.06.2020 06:00,14.7,757.0,766.4,0.9,83,"Calm, no wind",0,,,, ,,,13.9,,,,,,,,11.9,No precipitation,12,,,,
14.06.2020 05:00,14.0,756.5,766.0,0.3,86,"Calm, no wind",0,,,, ,,,,,,,,,,,11.7,,,,,,
14.06.2020 03:00,14.5,756.1,765.6,-0.5,83,"Calm, no wind",0,,,, ,,,,,,,,,,,11.6,,,,,,
14.06.2020 02:00,15.0,756.2,765.6,-0.4,81,"Calm, no wind",0,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
14.06.2020 01:00,15.3,756.4,765.7,0.0,81,"Calm, no wind",0,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
14.06.2020 00:00,15.6,756.6,765.9,0.6,80,"Calm, no wind",0,,,, ,,,,,,,,,,,12.1,No precipitation,6,,,,
13.06.2020 23:00,16.1,756.6,765.9,1.4,78,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
13.06.2020 22:00,16.4,756.4,765.7,1.4,76,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
13.06.2020 21:00,17.0,756.0,765.2,1.1,72,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.9,No precipitation,12,,,,
13.06.2020 20:00,17.9,755.2,764.5,0.3,65,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
13.06.2020 19:00,19.4,755.0,764.2,0.0,59,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
13.06.2020 18:00,21.5,754.9,763.9,,51,Wind blowing from the west-northwest,1,,,, ,,,,22.8,,,,,,,11.0,No precipitation,12,,,,
13.06.2020 17:00,20.8,754.9,763.9,,52,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
13.06.2020 16:00,21.3,755.0,763.9,0.1,56,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
13.06.2020 14:00,21.1,,,,53,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
13.06.2020 13:00,21.6,754.9,763.8,,51,Wind blowing from the west,5,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
13.06.2020 12:00,20.4,,,,51,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,9.9,,,,,,
13.06.2020 11:00,18.9,754.9,764.0,1.2,63,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
13.06.2020 09:00,19.3,754.0,763.0,,60,"Calm, no wind",0,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
13.06.2020 08:00,17.9,753.7,762.7,,68,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
13.06.2020 07:00,16.4,753.5,762.7,,76,"Calm, no wind",0,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
13.06.2020 01:00,14.4,752.6,762.0,0.1,85,"Calm, no wind",0,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
13.06.2020 00:00,14.5,752.7,762.0,0.8,83,"Calm, no wind",0,,,, ,,,,,,,,,,,11.6,0.1,6,,,,
12.06.2020 23:00,15.2,752.7,762.0,1.4,81,"Calm, no wind",0,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
12.06.2020 22:00,15.5,752.5,761.8,1.5,79,"Calm, no wind",0,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
12.06.2020 21:00,16.1,751.9,761.2,1.5,76,"Calm, no wind",0,,,, ,,,,,,,,,,,11.8,0.5,12,,,,
12.06.2020 20:00,16.7,751.3,760.6,1.0,73,"Calm, no wind",0,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
12.06.2020 19:00,17.6,751.0,760.1,0.9,70,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.0,0.1,1,,,,
12.06.2020 18:00,17.6,750.4,759.6,0.6,77,Wind blowing from the west-northwest,1,,,, ,,,,20.6,,,,,,,13.4,0.4,12,,,,
12.06.2020 17:00,19.5,750.3,759.1,0.5,62,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
12.06.2020 16:00,18.0,750.1,759.2,0.1,72,Wind blowing from the west,3,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
12.06.2020 15:00,18.9,749.8,758.8,-0.3,59,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
12.06.2020 14:00,19.3,749.8,758.8,-0.2,57,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
12.06.2020 13:00,18.5,750.0,759.0,0.1,57,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,9.8,No precipitation,1,,,,
12.06.2020 12:00,17.5,750.1,759.1,0.3,67,Wind blowing from the west,3,,,, ,,,,,,,,,,,11.2,0.3,6,,,,
12.06.2020 11:00,17.3,750.0,759.1,0.2,80,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.8,0.3,1,,,,
12.06.2020 10:00,15.9,749.9,759.1,,83,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
12.06.2020 09:00,17.3,749.8,758.8,0.3,65,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
12.06.2020 08:00,16.4,749.8,758.8,,78,Wind blowing from the west,1,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
12.06.2020 06:00,15.7,749.5,758.7,-0.3,70,"Calm, no wind",0,,,, ,,,14.8,,,,,,,,10.2,,,,,,
12.06.2020 03:00,15.0,749.8,759.0,-0.9,75,"Calm, no wind",0,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
12.06.2020 02:00,15.3,750.0,759.3,-0.9,65,"Calm, no wind",0,,,, ,,,,,,,,,,,8.8,,,,,,
12.06.2020 01:00,15.0,750.3,759.6,-0.7,69,"Calm, no wind",0,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
12.06.2020 00:00,15.4,750.7,759.9,0.0,74,"Calm, no wind",0,,,, ,,,,,,,,,,,10.7,No precipitation,6,,,,
11.06.2020 23:00,15.4,750.9,760.1,0.3,76,"Calm, no wind",0,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
11.06.2020 22:00,15.8,751.0,760.2,0.5,73,"Calm, no wind",0,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
11.06.2020 21:00,15.8,750.7,760.0,0.4,75,"Calm, no wind",0,,,, ,,,,,,,,,,,11.4,0.1,12,,,,
11.06.2020 20:00,15.9,750.6,759.8,0.1,78,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
11.06.2020 19:00,17.8,750.5,759.7,,62,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
11.06.2020 18:00,18.7,750.3,759.4,-0.7,63,Wind blowing from the north-northwest,2,,,, ,,,,21.3,,,,,,,11.5,0.1,12,,,,
11.06.2020 17:00,18.7,750.5,759.6,-0.7,62,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
11.06.2020 16:00,19.6,,,,62,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
11.06.2020 15:00,19.3,751.0,760.0,-0.9,70,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
11.06.2020 14:00,18.8,751.2,760.3,,83,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.8,0.1,1,,,,
11.06.2020 13:00,20.5,751.4,760.4,-0.9,71,Wind blowing from the west,4,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
11.06.2020 12:00,18.9,751.9,760.9,,83,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.9,No precipitation,6,,,,
11.06.2020 11:00,19.6,,,,74,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,14.8,,,,,,
11.06.2020 10:00,18.6,752.3,761.4,-0.4,75,Wind blowing from the west,1,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
11.06.2020 08:00,17.0,752.6,761.7,,84,"Calm, no wind",0,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
11.06.2020 07:00,16.4,752.7,761.8,,80,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.9,,,,,,
11.06.2020 03:00,14.7,753.2,762.6,-1.2,79,"Calm, no wind",0,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
11.06.2020 02:00,14.9,753.6,763.0,-1.1,78,"Calm, no wind",0,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
11.06.2020 01:00,15.1,754.1,763.4,-0.7,76,"Calm, no wind",0,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
11.06.2020 00:00,15.4,754.4,763.7,-0.2,76,"Calm, no wind",0,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
10.06.2020 23:00,15.5,754.7,764.0,0.3,76,"Calm, no wind",0,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
10.06.2020 22:00,15.7,754.8,764.1,0.5,73,"Calm, no wind",0,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
10.06.2020 21:00,15.8,754.6,763.9,0.6,72,"Calm, no wind",0,,,, ,,,,,,,,,,,10.8,No precipitation,12,,,,
10.06.2020 20:00,16.6,754.4,763.6,0.3,69,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
10.06.2020 19:00,18.0,754.3,763.4,0.1,62,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
10.06.2020 18:00,18.9,754.0,763.0,-0.3,58,Wind blowing from the north-northwest,3,,,, ,,,,23.3,,,,,,,10.3,No precipitation,12,,,,
10.06.2020 17:00,20.2,754.1,763.0,-0.3,56,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
10.06.2020 16:00,20.8,754.2,763.1,-0.2,55,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
10.06.2020 15:00,21.5,754.3,763.2,-0.1,52,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
10.06.2020 14:00,22.0,754.4,763.3,-0.3,51,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
10.06.2020 13:00,22.2,754.4,763.3,-0.3,51,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
10.06.2020 12:00,21.4,754.4,763.4,-0.3,52,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
10.06.2020 11:00,21.2,754.7,763.7,0.0,51,"Calm, no wind",0,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
10.06.2020 10:00,20.0,754.7,763.7,0.0,54,"Calm, no wind",0,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
10.06.2020 09:00,19.2,754.7,763.8,,60,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
10.06.2020 08:00,17.8,754.7,763.8,0.2,68,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
10.06.2020 07:00,16.4,754.7,763.9,0.2,75,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.0,,,,,,
10.06.2020 05:00,14.7,754.5,763.9,-0.3,82,"Calm, no wind",0,,,, ,,,,,,,,,,,11.7,,,,,,
10.06.2020 04:00,14.7,754.5,763.9,-0.7,81,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.5,,,,,,
10.06.2020 03:00,15.0,754.6,763.9,-0.9,79,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
10.06.2020 02:00,14.8,754.8,764.2,-0.8,79,"Calm, no wind",0,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
10.06.2020 01:00,15.2,755.2,764.5,-0.6,77,"Calm, no wind",0,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
10.06.2020 00:00,15.3,755.5,764.8,0.1,75,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.9,No precipitation,6,,,,
09.06.2020 23:00,15.4,755.6,764.9,0.4,76,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
09.06.2020 22:00,15.5,755.8,765.1,0.9,74,Wind blowing from the north,1,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
09.06.2020 21:00,15.7,755.4,764.7,0.6,70,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.3,No precipitation,12,,,,
09.06.2020 20:00,16.3,755.2,764.5,0.3,65,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
09.06.2020 19:00,18.3,754.9,764.2,0.1,54,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,8.7,No precipitation,1,,,,
09.06.2020 18:00,19.7,754.8,763.9,-0.2,51,Wind blowing from the north-northwest,2,,,, ,,,,23.6,,,,,,,9.1,No precipitation,12,,,,
09.06.2020 17:00,21.0,754.9,763.8,-0.3,47,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
09.06.2020 16:00,22.5,754.8,763.6,-0.6,47,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
09.06.2020 15:00,22.7,755.0,763.9,-0.5,48,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
09.06.2020 14:00,23.2,755.2,764.0,-0.5,51,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
09.06.2020 13:00,22.9,755.4,764.3,-0.3,50,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
09.06.2020 12:00,23.2,755.5,764.4,-0.1,46,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.9,No precipitation,6,,,,
09.06.2020 11:00,22.0,755.7,764.7,0.2,52,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
09.06.2020 10:00,21.4,755.7,764.7,0.5,56,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
09.06.2020 09:00,19.8,755.6,764.7,0.7,62,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
09.06.2020 08:00,17.6,755.5,764.5,0.9,72,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
09.06.2020 07:00,16.7,755.2,764.4,0.6,76,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
09.06.2020 06:00,15.7,754.9,764.2,0.3,80,Wind blowing from the north-northwest,6,,,, ,,,15.3,,,,,,,,12.3,No precipitation,12,,,,
09.06.2020 05:00,15.6,754.6,763.9,-0.1,82,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
09.06.2020 04:00,15.6,754.6,763.9,-0.4,81,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
09.06.2020 03:00,15.6,754.6,763.9,-0.7,79,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
09.06.2020 02:00,15.9,754.7,764.0,-0.6,77,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
09.06.2020 01:00,15.8,755.0,764.3,-0.2,75,"Calm, no wind",0,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
09.06.2020 00:00,16.0,755.3,764.6,0.4,73,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
08.06.2020 23:00,16.2,755.3,764.6,0.9,72,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
08.06.2020 22:00,16.4,755.2,764.5,1.2,71,Wind blowing from the north,5,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
