,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action to Next Point
257,-1,0,0,0,-1,-1,1,0,2,1,2,2,1,-2,-2,-1,0,2,3,1,1
258,1,3,2,-1,-2,-2,-2,2,2,2,1,0,-3,-2,-1,2,2,1,0,-2,-2
259,2,3,2,2,1,-2,-2,1,1,-2,-2,-3,-3,-2,3,2,2,-2,-2,-2,2
260,-2,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0
261,3,-3,-3,-3,-3,-3,1,2,0,-2,-3,1,2,3,3,3,0,-3,-3,-3,-1
262,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2,1,-2
263,0,-2,-3,-2,-1,3,3,3,2,-3,-3,-3,-1,-1,1,2,2,2,2,2,3
264,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1,2
265,0,0,0,0,-1,-1,2,2,2,1,-1,2,2,2,-2,-2,-2,-1,-2,-2,-1
266,2,2,-1,-2,-1,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0
267,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2
268,-2,2,2,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1,2,2,2,2,1,-2,-1
269,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0,0,1,2,2
270,1,2,-1,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1,0
271,-1,0,1,2,2,-1,-1,-1,0,0,0,-1,-1,1,0,2,1,2,2,1,-2
272,-1,-1,1,1,3,1,0,-1,-2,2,2,2,2,-2,-2,-2,2,2,2,2,-2
273,-3,-3,-3,2,-1,-3,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3
274,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0,-1,-1,1,2,3,-1
275,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1,0
276,2,3,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2,-2,2,-1,3,2,2,2,0
277,-1,-2,-3,-2,0,2,1,-2,0,-3,-1,0,3,2,1,-2,-3,-2,0,1,2
278,2,1,0,-3,-2,-1,2,2,0,-1,-3,-2,2,2,3,1,-2,-2,-1,2,3
279,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1,0,3,1
280,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2,1,-1,-2
281,-2,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2,1,-1,-2,-2,0,2,2,0
282,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1,3,2,1,-1,-1,1,2
283,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1,2,2,-1,-1,-1,0
284,1,0,2,2,2,2,-2,-2,-2,-1,0,1,-1,-2,-2,-2,-2,0,1,0,-2
285,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1,2,2,2,2,-2,-2,0,0
286,-2,-1,-1,0,2,2,1,-2,-2,-1,0,2,2,1,0,-2,-1,0,2,1,1
287,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1,3,2,-1,-2,-2,-2,2
288,-2,0,1,2,3,3,2,-3,-1,2,3,2,2,-1,-3,-3,-3,-3,2,3,2
289,-2,-1,1,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2
290,-2,-2,-2,-2,-2,-2,0,2,2,1,0,-3,1,2,3,2,2,-2,-2,-1,2
291,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3,3,3,-3,-3,-3,1
292,-1,0,2,2,3,2,1,1,1,-1,3,2,-2,-2,-3,-3,2,2,1,-3,-3
293,1,2,1,1,0,-1,1,2,3,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2
294,-2,2,2,0,1,-3,-2,0,2,3,2,2,-1,1,2,2,2,-1,-2,-3,-2
295,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-1,-3,-3,-3
296,2,2,1,3,2,2,1,-3,-2,-1,0,3,2,-2,-2,-2,-2,2,2,1,-2
297,1,-1,-1,-1,2,2,2,0,-1,-2,0,2,3,-1,2,-1,-1,2,2,2,2
298,-1,-1,-3,-3,-2,0,2,3,3,3,3,-1,-1,-2,-1,-3,-2,-2,0,0,2
299,-1,-2,-2,-2,0,3,1,2,-2,-2,-1,2,2,2,0,-2,-2,-2,-1,0,-2
300,2,-1,-3,-3,-3,-3,2,3,2,2,1,-2,-3,-1,2,2,0,-2,-3,-2,-1
301,-3,-2,-1,1,3,2,-2,-2,-3,-2,2,1,1,-2,-2,1,2,2,1,-2,-2
302,2,-1,-2,-3,-2,-1,2,2,1,-2,-1,-1,2,3,3,1,-2,-3,-2,-2,-1
303,-2,-1,3,3,2,0,-2,-1,0,2,2,2,-3,-3,-3,-2,2,1,-1,-2,-2
304,2,-2,-2,2,2,2,1,-2,-3,-2,3,3,3,3,2,-3,-3,2,2,0,-2
305,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1,1,1,0,0,-1,1,2
306,-1,1,2,2,-1,-1,-1,0,2,1,2,0,1,1,1,1,1,-2,2,-3,-1
307,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3,3,3,2,-3,-3,0
308,1,2,2,2,0,-1,-3,-2,0,2,2,-1,-2,-2,-1,2,1,0,-1,-2,-2
309,1,2,2,-1,-1,-1,0,2,1,2,0,1,1,1,1,1,-2,2,-3,-1,-2
310,-1,-2,-1,1,2,2,1,-1,-1,1,-1,3,2,1,0,-1,-1,2,2,2,1
311,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3,3,0,-3,-3,-2
312,-1,-2,-2,-2,-1,1,1,-1,-2,-2,-1,0,2,2,1,-2,-1,0,2,2,2
313,-2,-3,0,-1,2,1,1,-2,-2,1,2,2,-1,1,-3,-2,0,1,3,-1,-2
314,-1,-1,-3,-2,2,2,2,0,-2,-2,1,0,3,2,-1,-1,-1,2,2,2,-1
315,0,-1,-1,3,3,3,2,-2,-3,1,1,-1,-1,-3,-3,-2,0,2,3,2,2
316,1,1,1,1,0,0,2,2,2,2,-1,-2,-2,-2,-1,2,3,3,-2,-2,-2
317,-2,-3,-2,-2,2,-1,3,2,2,2,0,3,2,2,-2,-2,-2,0,2,3,2
318,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3,-1,1,0,0
319,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1
320,2,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2,0,1
321,2,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2
322,-1,0,2,2,2,-3,-3,-3,-2,2,1,-1,-2,-2,-2,2,3,2,2,-2,-3
323,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3,3
324,3,3,3,3,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2,3,2,-2,0,1,2
325,2,1,-2,-2,2,3,3,3,3,2,-3,-3,0,-1,-3,-3,-1,-3,-1,0,3
326,-3,-2,-1,0,2,1,1,-1,-1,0,2,2,-1,-2,-2,-2,-1,2,2,2,0
327,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1,0
328,-1,3,3,2,0,-2,-1,0,2,2,2,-3,-3,-3,-2,2,1,-1,-2,-2,-2
329,-1,2,2,2,1,-1,2,2,2,-2,-2,-2,-1,-2,-2,-1,1,1,0,1,1
330,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2
331,2,1,1,-1,-2,-1,1,1,1,1,0,0,2,2,2,2,-1,-2,-2,-2,-1
332,0,-2,0,1,1,1,-1,-2,-1,0,0,1,0,-1,-2,-1,0,1,1,1,-1
333,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
334,1,1,0,-3,-3,-2,0,2,2,0,-1,-2,2,2,2,2,-2,-2,-3,-2,2
335,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1
336,-2,3,3,-1,-3,-3,-2,0,3,3,3,2,-2,0,2,3,3,-2,-3,-3,-3
337,-2,0,0,-2,-2,-2,-1,2,2,2,2,1,-2,-1,1,2,2,-1,-1,-1,0
338,1,1,0,0,0,0,-1,-1,2,2,2,1,-1,2,2,2,-2,-2,-2,-1,-2
339,2,-1,-2,-3,0,-2,0,1,1,1,-1,-2,-1,0,0,1,0,-1,-2,-1,0
340,-2,-3,-2,-1,2,2,1,-1,-1,-1,1,2,3,3,-1,0,-1,-1,3,3,3
341,2,2,0,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2,-2,-2,2
342,-3,-1,2,2,2,-2,-1,1,2,2,2,1,0,-3,-2,-1,2,2,0,-1,-3
343,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1
344,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1,-2,-2,-2,2,1,2
345,2,2,-1,-1,-3,-2,-2,1,0,-2,-2,-2,0,1,2,2,0,-1,-1,0,2
346,-2,-2,-1,0,1,2,1,-1,-1,-1,2,2,2,0,-1,-2,0,2,3,-1,2
347,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3,3,-2,-2
348,2,2,3,2,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3
349,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1,1,1,-2,-2
350,-2,-1,2,2,2,1,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1
351,-2,-2,2,3,3,-1,0,0,0,1,1,1,0,0,0,3,3,3,1,-1,-3
352,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1,-1,-1,0,2,2,-1
353,2,2,1,-2,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1,2
354,2,2,-2,-2,-3,-2,-1,1,1,0,-1,-2,-2,-2,1,2,0,0,-2,-2,-2
355,2,3,2,1,-2,-3,-2,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0
356,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2,-2,1,2
357,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3,2,-3,-3
358,2,3,2,2,2,1,1,1,-2,-2,-2,-1,3,3,2,0,-2,-1,0,2,2
359,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2,0,1,1,0
360,3,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2,2,3,3,-1,0,0,0
361,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2,1,0,-2,-1,-1,1,1,1
362,-1,-2,-1,1,1,1,-1,-1,-2,-1,-1,2,1,1,-1,-2,-1,0,1,2,1
363,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0
364,-2,1,-3,-2,0,1,0,-1,-2,-2,-2,-1,2,1,0,-1,-2,-1,1,2,2
365,-1,0,1,1,1,0,-1,-2,-2,2,2,2,1,-3,-3,-2,-2,0,1,-1,-1
366,1,2,2,2,-2,-2,-2,3,3,3,3,-2,-3,-3,-3,2,2,-1,-2,-3,-2
367,-2,-1,2,3,2,1,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2,-1,2,2,1
368,0,1,2,0,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1
369,-3,2,3,-3,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1
370,3,3,3,1,-2,2,3,3,3,-3,-3,-3,-3,-3,1,2,0,-2,-3,1,2
371,1,1,1,1,-2,2,-3,-1,-2,1,1,2,-1,-2,-2,-2,1,1,2,0,-1
372,-2,-2,0,3,2,2,-2,-3,-2,0,2,3,1,-3,-2,-2,2,2,2,0,-2
373,2,2,1,-1,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2
374,-2,-2,1,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1
375,-2,-2,2,2,2,1,0,-3,-2,2,2,2,2,-2,-2,-2,2,2,2,1,-1
376,3,2,2,2,0,2,3,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2,2
377,-2,-3,0,2,3,2,1,0,-2,-2,-2,2,2,2,0,-2,-3,1,2,3,3
378,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3,3,-2,0,0,-1,3
379,0,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,1,-1,-3,-3,-2
380,-3,-2,-3,-3,0,0,1,0,-2,-2,-2,-1,2,2,3,2,2,-1,-2,0,1
381,-1,-3,-3,-3,1,1,0,-3,-3,-2,0,2,2,0,-1,-2,2,2,2,2,-2
382,-3,3,3,3,3,-3,-3,-3,-3,3,1,-2,-3,-2,1,3,3,-2,-3,-3,-3
383,2,2,-1,-1,-2,2,2,2,-1,-2,-3,-2,0,2,1,-2,0,-3,-1,0,3
384,-3,-3,-3,2,2,1,-1,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1
385,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1,2,1,-2
386,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0,0,1
387,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3,2,-3,-3,1,2
388,0,-3,-2,-2,0,1,1,0,-1,-2,-2,1,2,3,2,3,-1,-2,-1,2,2
389,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3,3,1,-2,2,3,3,3,-3
390,1,-2,-2,-2,-2,2,3,2,2,0,-3,-2,2,2,2,0,-2,-2,-2,-2,-1
391,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0,-2,-3,0,1,2,1,1
392,3,2,2,-3,-3,-2,-1,1,2,1,0,-2,1,3,3,3,2,-3,-3,-3,-2
393,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0,-3,-2,2,2,2,2,-2,-2
394,2,3,3,-1,0,0,0,1,1,1,0,0,0,3,3,3,1,-1,-3,-3,-3
395,1,2,2,2,1,-2,-2,-2,1,2,2,1,-2,-2,-1,1,1,1,0,-2,-2
396,0,0,-2,-3,-2,-2,-2,-2,2,2,2,2,2,1,0,-1,2,2,2,2,0
397,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2,-2,1,0,3,2,-1,-1
398,-2,-2,1,2,2,1,-2,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2
399,-2,2,2,2,2,-2,-2,-2,2,2,2,1,-1,-3,-2,1,2,2,0,-1,-2
400,-2,-2,2,0,-1,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2
401,-1,0,2,2,0,-2,-2,0,2,2,1,0,-2,-1,1,2,2,2,-2,-2,2
402,2,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3
403,-3,0,2,1,-2,-2,-3,-2,-1,1,1,2,-1,-1,-2,-1,0,2,1,-1,-1
404,2,-2,-2,-1,1,2,-2,0,-3,1,-1,2,2,1,-2,-2,-1,2,2,2,2
405,-3,-2,-2,0,1,-1,-1,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2
406,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1,-3,-3,-3,1,2,2
407,-1,0,2,2,-2,-2,-3,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1,-1
408,2,2,1,-2,-1,-1,2,3,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2,-2,2
409,-2,-2,-3,-3,-2,2,2,2,-1,-1,-2,2,2,2,-1,-2,-3,-2,0,2,1
410,2,1,-2,-3,-2,-1,2,1,-1,-2,-3,-2,0,2,2,0,-2,-2,1,2,2
411,3,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1
412,-2,-2,-2,0,1,0,-2,-2,-1,2,1,2,-2,-2,-2,-1,0,3,2,1,-1
413,-2,-2,2,2,2,1,-1,-3,-2,1,2,2,0,-1,-2,-2,2,1,1,0,-2
414,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1,-2,-3,-3,1,2,3,2,-2
415,-2,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,-2,0,-3,1,-1,2,2,1
416,1,1,1,-1,-2,-1,0,0,1,0,-1,-2,-1,0,1,1,1,-1,-1,-1,0
417,2,1,0,-3,-2,2,2,2,2,-2,-2,-2,2,2,2,1,-1,-3,-2,1,2
418,-2,-2,1,2,2,1,-1,-2,3,3,3,-2,-2,-3,-3,-2,2,2,2,-1,-1
419,0,-2,-2,-1,2,1,2,-2,-2,-2,-1,0,3,2,1,-1,-3,-2,-1,0,2
420,2,2,2,-1,-2,-2,-2,-1,2,3,3,-2,-2,-2,0,3,2,2,-2,-3,-2
421,2,3,3,3,0,-3,-3,-2,3,2,2,-2,-3,-2,0,2,2,2,1,-2,-2
422,-2,-1,-3,-1,-1,2,2,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1,1,1,2
423,-3,-3,-3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-1
424,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1,1,-2,-2,-2,-1,3
425,-2,1,2,3,3,2,-2,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1,-3,-3
426,0,-2,-2,0,1,2,2,-1,-2,-1,-1,2,2,0,-1,0,1,2,2,0,-2
427,2,3,2,2,2,0,2,3,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2
428,0,1,2,2,-1,-3,-2,-2,2,2,2,0,0,-3,-1,0,2,1,-1,-2,-1
429,2,1,-1,-1,1,1,3,2,1,-1,-1,1,2,3,2,2,-1,-1,1,3,2
430,-2,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3,3,-2
431,-1,-2,-2,-1,2,2,2,2,-2,-2,-2,-2,1,2,2,0,-1,-2,-1,-1,2
432,2,0,-1,2,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2
433,2,-1,-3,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1
434,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1,0,1,2,0
435,-2,1,2,2,1,-2,-3,0,2,3,3,3,2,-3,-3,1,2,1,-1,-3,-3
436,0,-2,-2,1,2,2,2,1,-2,-2,-2,1,2,2,1,-2,-2,-1,1,1,1
437,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2,-2,1,2,2,-1
438,-1,0,2,2,2,2,2,2,0,0,0,1,2,2,2,0,0,-2,-2,-2,-2
439,3,2,2,0,-3,-3,-2,0,2,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0
440,3,3,3,2,-3,-3,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2
441,1,-2,-2,-1,1,2,0,-1,-3,-1,-1,1,1,1,-2,-2,0,2,2,2,-1
442,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2
443,3,-2,-2,-3,-2,0,1,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1,-1,2,2
444,3,3,3,3,2,-3,-3,-3,1,3,3,3,3,2,1,2,-3,-3,-3,-3,-3
445,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1,0
446,-1,2,2,1,0,-2,-2,-1,3,3,2,2,-3,-2,-2,0,-1,-1,-2,-3,-2
447,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2
448,-2,-3,0,-3,-2,-2,1,1,1,0,-2,-1,-1,0,2,2,1,-2,-2,-1,0
449,-2,-1,1,2,0,-1,-2,-1,1,1,0,-1,-2,-2,-2,1,2,2,2,-1,-1
450,3,-3,-3,-3,-3,3,1,-2,-3,-2,1,3,3,-2,-3,-3,-3,-3,2,0,1
451,1,2,0,-2,-1,1,2,2,2,-1,-1,-3,-2,-2,1,0,-2,-2,-2,0,1
452,1,1,0,-1,1,2,3,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1
453,-1,-1,-2,-2,-2,-1,0,1,2,1,-1,-1,-1,2,2,2,0,-1,-2,0,2
454,-2,0,2,2,0,-2,-2,0,1,2,2,-1,-2,-1,-1,2,2,0,-1,0,1
455,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1,3,2,2,-2,-1,1,2
456,2,2,2,0,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1,2,2,1,-1,-1,-1
457,-3,-3,1,2,1,-1,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1,1,0,-1
458,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2,1,2,2,2
459,1,-2,-2,1,2,2,-1,1,-3,-2,0,1,3,-1,-2,-2,-2,-2,-1,-2,0
460,2,2,2,1,0,-1,2,2,2,2,0,-1,2,3,3,3,-3,-3,-2,-2,-2
461,0,0,1,0,1,1,0,2,3,3,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3
462,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1
463,-2,0,2,2,2,-2,-2,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2
464,-1,1,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1
465,-1,2,2,2,2,0,-1,0,2,2,3,2,1,1,1,-1,3,2,-2,-2,-3
466,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1,-2,-2,-2,2,1,2,0,-2
467,-3,-3,-3,-3,2,2,1,-1,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0
468,2,-1,-2,-2,-2,1,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3
469,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0,0,0,-1,-1,2,2
470,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1,1,1,0,-2,-1,-1,0,2,2,1
471,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1
472,-2,-3,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1,2
473,-3,-3,-2,1,3,2,2,-2,-2,-1,2,2,2,-1,-2,-3,-3,-2,2,2,2
474,1,1,2,-1,-1,-1,1,2,2,2,1,-2,-2,-2,2,1,1,-2,-2,-2,-1
475,3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-1,2,1,-2,-1,-3,0,0,2,3
476,2,0,-1,-2,0,2,2,1,-1,-2,-1,1,2,2,1,-2,-2,-2,-2,0,2
477,-3,-3,-2,0,2,3,3,3,3,-1,-1,-2,-1,-3,-2,-2,0,0,2,1,0
478,2,3,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2,2,3,3,-1,0,0
479,0,-2,-1,-1,1,1,0,0,0,0,-1,-1,2,2,2,1,-1,2,2,2,-2
480,2,0,-1,-2,-1,1,1,0,-1,-2,-2,-2,1,2,2,2,-1,-1,0,1,2
481,3,2,-2,0,1,2,3,3,2,-3,-1,2,3,2,2,-1,-3,-3,-3,-3,2
482,3,2,2,-1,0,1,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3
483,1,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3,-2,-2,-2,3,3,3,-2,-3
484,1,0,-2,0,1,2,2,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1,0
485,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
486,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1
487,-1,1,2,2,2,-1,-1,-3,-2,-2,1,0,-2,-2,-2,0,1,2,2,0,-1
488,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3,3,2
489,2,3,2,2,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3
490,-1,1,1,1,-2,-2,0,2,2,2,-1,-2,-2,-2,0,3,2,0,-2,-3,-2
491,-1,-1,1,2,2,2,2,-1,-3,-2,0,1,1,-2,-2,-2,-2,1,2,2,2
492,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0,-3,-2,2,2,2
493,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3,3,2,-2,-1,-1
494,-1,1,1,1,1,0,0,2,2,2,2,-1,-2,-2,-2,-1,2,3,3,-2,-2
495,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1,3,2,1,-1,-1,1
496,-1,-1,-2,-1,1,2,1,1,0,-2,-1,0,2,2,2,2,1,-1,-1,0,2
497,1,-1,3,2,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0
498,1,1,-1,-1,-2,-1,1,2,1,1,0,-2,-1,0,2,2,2,2,1,-1,-1
499,1,2,2,2,1,0,-3,-2,-1,2,2,0,-1,-3,-2,2,2,3,1,-2,-2
500,2,0,-2,-2,-2,-2,2,1,-2,0,-3,-1,1,1,2,0,-2,-1,1,1,2
501,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1,0,0,0,1,1,3,3,2
502,-2,2,3,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-2
503,3,3,-2,-1,-2,2,3,2,2,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2
504,2,2,1,-2,-2,-2,-2,0,2,2,0,-2,-2,0,1,2,2,-1,-2,-1,-1
505,-2,-3,-2,1,2,3,3,2,-2,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1
506,-2,-2,-2,-1,0,3,2,1,-1,-3,-2,-1,0,2,2,0,-2,-2,0,2,2
507,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1
508,-3,-2,2,2,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2
509,-2,-1,1,1,2,2,1,0,2,2,2,2,-2,-2,-2,-1,0,1,-1,-2,-2
510,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2
511,1,3,2,1,-3,-3,-3,1,2,2,1,-1,-2,-1,1,2,2,-1,-1,-1,2
512,1,1,1,-1,-1,-2,-1,1,2,1,1,0,-2,-1,0,2,2,2,2,1,-1
513,3,-2,-3,-3,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2,2,1,-1,-2,3
514,-3,1,-2,2,1,2,-1,-2,-2,-1,2,2,1,-1,-1,-3,-2,0,2,2,2
