Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.07.2020 18:00,17.7,740.3,763.4,-0.6,79,Wind blowing from the west,3,,,, ,,,,20.5,,,1000-1500,,,30.0,14.0,No precipitation,12,,,,
17.07.2020 17:00,19.1,740.5,763.4,-0.6,78,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,50.0,15.1,,,,,,
17.07.2020 16:00,19.1,740.8,763.8,-0.6,81,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,35.0,15.8,,,,,,
17.07.2020 15:00,19.0,740.9,763.9,-0.5,78,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,45.0,15.0,,,,,,
17.07.2020 14:00,19.4,741.1,764.1,0.0,79,Wind blowing from the west-southwest,2,,,, ,,,,,,,300-600,,,35.0,15.6,,,,,,
17.07.2020 13:00,17.1,741.4,764.5,0.2,85,Wind blowing from the west,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,9.0,14.6,,,,,,
17.07.2020 12:00,17.4,741.4,764.5,0.1,80,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,40.0,13.8,No precipitation,6,,,,
17.07.2020 11:00,18.9,741.1,764.1,0.0,74,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,14.2,,,,,,
17.07.2020 10:00,17.3,741.2,764.4,0.1,79,Wind blowing from the west,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,300-600,,,16.0,13.6,,,,,,
17.07.2020 09:00,16.7,741.3,764.5,0.2,83,Wind blowing from the west,4,9,,, ,,,,,,,300-600,,,40.0,13.8,,,,,,
17.07.2020 08:00,16.9,741.1,764.3,0.1,82,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,35.0,13.7,,,,,,
17.07.2020 07:00,15.6,741.1,764.4,0.2,87,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,35.0,13.5,,,,,,
17.07.2020 06:00,14.7,741.1,764.5,0.1,87,Wind blowing from the west,2,,,, ,,,13.5,,,,300-600,,,35.0,12.6,No precipitation,12,,,,
17.07.2020 05:00,14.5,741.0,764.4,-0.2,86,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,45.0,12.2,,,,,,
17.07.2020 04:00,13.7,740.9,764.4,-0.5,87,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.5,,,,,,
17.07.2020 03:00,13.6,741.0,764.5,-0.6,88,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.6,,,,,,
17.07.2020 02:00,14.1,741.2,764.7,-0.7,90,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.4,,,,,,
17.07.2020 01:00,14.5,741.4,764.8,-0.6,92,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,13.2,,,,,,
17.07.2020 00:00,15.9,739.5,762.7,-2.5,89,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,16.0,14.0,No precipitation,6,,,,
16.07.2020 23:00,15.0,741.9,765.3,-0.1,92,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,35.0,13.7,,,,,,
16.07.2020 22:00,15.4,742.0,765.4,0.0,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,27.0,14.0,,,,,,
16.07.2020 21:00,15.4,742.0,765.4,-0.2,91,Wind blowing from the west-southwest,2,,,, ,,,,,,,1000-1500,,,24.0,14.0,,,,,,
16.07.2020 20:00,15.9,742.0,765.4,0.0,86,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,45.0,13.5,,,,,,
16.07.2020 19:00,16.6,742.0,765.3,0.3,87,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,35.0,14.4,,,,,,
16.07.2020 18:00,16.6,742.2,765.4,0.5,88,Wind blowing from the west,3,,,, ,,,,18.5,,,200-300,,,30.0,14.5,No precipitation,12,,,,
16.07.2020 17:00,17.5,742.0,765.1,0.0,83,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,50.0,14.6,,,,,,
16.07.2020 16:00,17.6,741.7,764.8,-0.1,84,Wind blowing from the west-southwest,3,,,, ,,,,,,,200-300,,,45.0,14.8,,,,,,
16.07.2020 15:00,17.9,741.7,764.9,0.1,84,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,35.0,15.1,,,,,,
16.07.2020 14:00,16.1,742.0,765.3,0.4,87,Wind blowing from the west,3,,,, ,,,,,,,200-300,,,35.0,13.9,,,,,,
16.07.2020 13:00,16.4,741.8,765.1,0.3,86,Wind blowing from the west,3,,,, ,,,,,,,200-300,,,29.0,14.1,,,,,,
16.07.2020 12:00,15.8,741.6,764.9,0.4,89,Wind blowing from the west-northwest,3,,,, ,,,,,,,200-300,,,30.0,13.9,No precipitation,6,,,,
16.07.2020 11:00,14.9,741.6,765.0,0.7,89,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,50.0,13.1,,,,,,
16.07.2020 10:00,14.4,741.5,764.9,0.9,87,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,40.0,12.3,,,,,,
16.07.2020 09:00,14.1,741.2,764.7,1.2,87,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,35.0,11.9,,,,,,
16.07.2020 08:00,13.7,740.9,764.4,1.0,88,Wind blowing from the west-northwest,3,,,, ,,,,,,,300-600,,,40.0,11.8,,,,,,
16.07.2020 07:00,13.2,740.6,764.1,1.1,90,Wind blowing from the north-west,3,,,, ,,,,,,,300-600,,,45.0,11.6,,,,,,
16.07.2020 06:00,12.6,740.0,763.5,0.7,92,Wind blowing from the west-northwest,3,,,, ,,,12.0,,,,200-300,,,45.0,11.3,No precipitation,12,,,,
16.07.2020 05:00,12.2,739.9,763.5,0.8,93,Wind blowing from the west-northwest,3,8,,, ,,,,,,,200-300,,,50.0,11.1,,,,,,
16.07.2020 04:00,12.2,739.5,763.0,0.4,93,Wind blowing from the west-northwest,3,,,, ,,,,,,,200-300,,,50.0,11.1,,,,,,
16.07.2020 03:00,12.3,739.3,762.8,0.3,92,Wind blowing from the west,3,,,, ,,,,,,,200-300,,,50.0,11.1,,,,,,
16.07.2020 02:00,12.4,739.1,762.7,0.2,94,Wind blowing from the west-northwest,3,9,,, ,,,,,,,100-200,,,21.0,11.5,,,,,,
16.07.2020 01:00,12.5,739.1,762.6,0.5,94,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,45.0,11.5,,,,,,
16.07.2020 00:00,14.8,741.6,765.0,3.0,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,40.0,13.4,No precipitation,6,,,,
15.07.2020 23:00,12.7,738.9,762.4,0.9,92,Wind blowing from the west-northwest,5,,,, ,,,,,,,200-300,,,45.0,11.4,,,,,,
15.07.2020 22:00,12.5,738.6,762.1,1.0,94,Wind blowing from the west-northwest,4,9,,, ,,,,,,,200-300,,,23.0,11.5,,,,,,
15.07.2020 21:00,12.4,738.6,762.1,1.0,94,Wind blowing from the west,4,9,,, ,,,,,,,200-300,,,28.0,11.5,,,,,,
15.07.2020 20:00,12.9,738.0,761.4,0.6,90,Wind blowing from the west-northwest,4,10,,, ,,,,,,,300-600,,,50.0,11.3,,,,,,
15.07.2020 19:00,13.1,737.6,761.0,0.3,90,Wind blowing from the west,4,9,,, ,,,,,,,300-600,,,45.0,11.4,,,,,,
15.07.2020 18:00,13.1,737.6,761.0,0.1,89,Wind blowing from the west-northwest,5,,,, ,,,,14.1,,,200-300,,,45.0,11.3,1.0,12,,,,
15.07.2020 17:00,13.3,737.4,760.7,-0.1,91,Wind blowing from the west-northwest,4,,,,Rain (not freezing). ,,,,,,,200-300,,,35.0,11.9,,,,,,
15.07.2020 16:00,13.4,737.3,760.7,-0.1,94,Wind blowing from the west,3,8,,,Rain (not freezing). ,,,,,,,300-600,,,10.0,12.5,,,,,,
15.07.2020 15:00,13.5,737.5,760.9,0.2,91,Wind blowing from the west,3,8,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,3.0,12.1,,,,,,
15.07.2020 14:00,13.3,737.5,760.9,0.3,94,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,200-300,,,5.0,12.4,,,,,,
15.07.2020 13:00,12.9,737.4,760.8,0.3,92,Wind blowing from the west,2,,,,Drizzle and rain slight. ,,,,,,,200-300,,,7.0,11.7,,,,,,
15.07.2020 12:00,13.2,737.3,760.7,0.3,94,Wind blowing from the west,3,,,,Drizzle and rain slight. ,,,,,,,200-300,,,8.0,12.2,1.0,6,,,,
15.07.2020 11:00,13.7,737.2,760.5,0.3,90,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,300-600,,,30.0,12.1,,,,,,
15.07.2020 10:00,13.0,737.1,760.5,0.4,95,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,200-300,,,14.0,12.2,,,,,,
15.07.2020 09:00,12.5,737.0,760.4,0.3,97,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,100-200,,,6.0,12.0,,,,,,
15.07.2020 08:00,12.1,736.9,760.3,0.2,97,Wind blowing from the west,2,,,,Drizzle and rain moderate or heavy. ,,,,,,,100-200,,,2.0,11.6,,,,,,
15.07.2020 07:00,12.5,736.7,760.1,0.0,96,Wind blowing from the west,2,,,,Drizzle and rain slight. ,,,,,,,200-300,,,8.0,11.8,,,,,,
15.07.2020 06:00,11.7,736.7,760.3,-0.1,96,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain slight. ,,,10.9,,,,200-300,,,26.0,11.0,Trace of precipitation,12,,,,
15.07.2020 05:00,11.5,736.7,760.2,-0.3,95,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,45.0,10.7,,,,,,
15.07.2020 04:00,11.2,736.7,760.3,-0.8,95,Wind blowing from the west-southwest,3,,,, ,,,,,,,200-300,,,50.0,10.4,,,,,,
15.07.2020 03:00,11.2,736.8,760.3,-1.0,94,Wind blowing from the west-southwest,2,,,,Mist. ,,,,,,,200-300,,,8.0,10.3,,,,,,
15.07.2020 02:00,11.1,737.0,760.6,-0.8,94,Wind blowing from the west-southwest,2,,,, ,,,,,,,200-300,,,45.0,10.1,,,,,,
15.07.2020 01:00,11.3,737.5,761.0,-0.5,94,Wind blowing from the west,1,,,, ,,,,,,,100-200,,,50.0,10.4,,,,,,
15.07.2020 00:00,11.4,737.8,761.3,-0.3,94,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,45.0,10.4,No precipitation,6,,,,
14.07.2020 23:00,11.2,737.8,761.4,-0.5,94,Wind blowing from the west-southwest,2,,,, ,,,,,,,200-300,,,50.0,10.2,,,,,,
14.07.2020 22:00,11.1,738.0,761.6,-0.2,92,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,50.0,9.8,,,,,,
14.07.2020 21:00,11.2,738.1,761.6,0.0,88,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,35.0,9.3,,,,,,
14.07.2020 20:00,11.8,738.3,761.8,0.0,85,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,45.0,9.4,,,,,,
14.07.2020 19:00,12.3,738.2,761.7,-0.2,83,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,50.0,9.5,,,,,,
14.07.2020 18:00,13.5,738.1,761.5,-0.4,77,Wind blowing from the west,2,,,, ,,,,14.5,,,1000-1500,,,50.0,9.6,No precipitation,12,,,,
14.07.2020 17:00,13.9,738.3,761.7,-0.5,80,Wind blowing from the west,3,9,,, ,,,,,,,1000-1500,,,50.0,10.4,,,,,,
14.07.2020 16:00,13.7,738.4,761.8,-0.3,77,Wind blowing from the west,4,9,,, ,,,,,,,300-600,,,40.0,9.7,,,,,,
14.07.2020 15:00,14.1,738.5,761.9,-0.2,77,Wind blowing from the west,4,10,,, ,,,,,,,300-600,,,45.0,10.0,,,,,,
14.07.2020 14:00,13.5,738.8,762.2,0.0,79,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,50.0,9.8,,,,,,
14.07.2020 13:00,13.5,738.7,762.1,-0.3,81,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,26.0,10.2,,,,,,
14.07.2020 12:00,13.0,738.7,762.2,-0.3,78,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,40.0,9.3,No precipitation,6,,,,
14.07.2020 11:00,12.8,738.8,762.3,-0.2,79,Wind blowing from the west-northwest,3,,,, ,,,,,,,300-600,,,45.0,9.3,,,,,,
14.07.2020 10:00,12.9,739.0,762.4,0.0,78,Wind blowing from the west-northwest,3,8,,, ,,,,,,,300-600,,,50.0,9.2,,,,,,
14.07.2020 09:00,12.4,739.0,762.5,-0.3,82,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,40.0,9.3,,,,,,
14.07.2020 08:00,11.8,739.0,762.7,-0.3,82,Wind blowing from the west-northwest,5,,,, ,,,,,,,300-600,,,35.0,8.8,,,,,,
14.07.2020 07:00,11.7,739.0,762.5,0.0,84,Wind blowing from the west-northwest,4,,,, ,,,,,,,600-1000,,,40.0,9.1,,,,,,
14.07.2020 06:00,10.5,739.3,763.0,0.0,86,Wind blowing from the west-northwest,2,,,, ,,,9.1,,,,600-1000,,,50.0,8.2,No precipitation,12,,,,
14.07.2020 05:00,9.9,739.3,763.0,-0.2,86,Wind blowing from the west-northwest,3,,,, ,,,,,,,600-1000,,,50.0,7.7,,,,,,
14.07.2020 04:00,9.4,739.0,762.7,-0.7,86,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,7.1,,,,,,
14.07.2020 03:00,10.3,739.3,763.0,-0.3,84,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,7.6,,,,,,
14.07.2020 02:00,11.7,739.5,763.0,-0.2,84,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,50.0,9.1,,,,,,
14.07.2020 01:00,12.4,739.7,763.3,-0.2,92,Wind blowing from the west-northwest,3,,,, ,,,,,,,600-1000,,,45.0,11.2,,,,,,
14.07.2020 00:00,12.5,739.6,763.2,-0.6,92,Wind blowing from the west-northwest,2,,,, ,,,,,,,300-600,,,45.0,11.3,No precipitation,6,,,,
13.07.2020 23:00,12.9,739.7,763.2,-0.4,91,Wind blowing from the west,1,,,, ,,,,,,,300-600,,,45.0,11.5,,,,,,
13.07.2020 22:00,13.3,739.9,763.4,0.0,90,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,45.0,11.6,,,,,,
13.07.2020 21:00,13.5,740.2,763.6,0.3,88,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,50.0,11.5,,,,,,
13.07.2020 20:00,13.6,740.1,763.5,0.0,86,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,45.0,11.3,,,,,,
13.07.2020 19:00,14.6,739.9,763.3,-0.5,80,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.1,,,,,,
13.07.2020 18:00,15.5,739.9,763.2,-0.7,77,Wind blowing from the west,3,,,, ,,,,16.7,,,300-600,,,45.0,11.4,0.4,12,,,,
13.07.2020 17:00,16.2,740.1,763.3,-0.7,75,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,35.0,11.8,,,,,,
13.07.2020 16:00,15.9,740.4,763.6,-0.8,83,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,,,,300-600,,,40.0,12.9,,,,,,
13.07.2020 15:00,15.4,740.6,763.9,-0.9,92,Wind blowing from the west,4,,,,Rain (not freezing). ,,,,,,,300-600,,,16.0,14.1,,,,,,
13.07.2020 14:00,15.8,740.8,764.1,-0.9,89,Wind blowing from the west-southwest,4,9,,,Rain (not freezing). ,,,,,,,1000-1500,,,35.0,14.0,,,,,,
13.07.2020 13:00,15.4,741.2,764.5,-0.9,94,Wind blowing from the west-southwest,4,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,200-300,,,5.0,14.4,,,,,,
13.07.2020 12:00,15.2,741.5,764.8,-0.8,93,Wind blowing from the south-west,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,5.0,14.1,0.2,6,,,,
13.07.2020 11:00,15.6,741.7,765.1,-0.8,89,Wind blowing from the south-west,6,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,11.0,13.8,,,,,,
13.07.2020 10:00,15.0,742.1,765.5,-0.5,89,Wind blowing from the south-west,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,8.0,13.2,,,,,,
13.07.2020 09:00,14.4,742.3,765.7,-0.6,88,Wind blowing from the south-west,6,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,4.1,12.5,,,,,,
13.07.2020 08:00,13.8,742.5,766.0,-0.7,90,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,17.0,12.1,,,,,,
13.07.2020 07:00,12.8,742.6,766.3,-0.6,84,Wind blowing from the south-southwest,5,,,,Rain (not freezing). ,,,,,,,300-600,,,35.0,10.2,,,,,,
13.07.2020 06:00,11.9,742.9,766.6,-0.9,85,Wind blowing from the south-west,4,,,,Rain shower(s) or intermittent rain moderate. ,,,11.1,,,,300-600,,,29.0,9.5,0.2,12,,,,
13.07.2020 05:00,12.4,743.2,766.8,-1.0,75,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.1,,,,,,
13.07.2020 04:00,12.4,743.2,766.9,-1.5,73,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.7,,,,,,
13.07.2020 03:00,12.0,743.8,767.5,-1.2,74,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.5,,,,,,
13.07.2020 02:00,12.2,744.2,767.9,-1.1,74,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,50.0,7.6,,,,,,
13.07.2020 01:00,12.3,744.7,768.4,-0.9,70,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,50.0,7.0,,,,,,
13.07.2020 00:00,12.5,739.6,763.2,-6.2,92,Wind blowing from the west-northwest,2,,,, ,,,,,,,300-600,,,45.0,11.3,No precipitation,6,,,,
12.07.2020 23:00,11.6,745.3,769.0,-0.4,79,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.0,,,,,,
12.07.2020 22:00,12.3,745.6,769.3,-0.2,76,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,8.1,,,,,,
12.07.2020 21:00,12.8,745.8,769.5,-0.1,76,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.6,,,,,,
12.07.2020 20:00,14.2,745.7,769.3,-0.4,74,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.5,,,,,,
12.07.2020 19:00,15.6,745.8,769.2,-0.7,66,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,9.3,,,,,,
12.07.2020 18:00,17.7,745.9,769.1,-0.8,50,Wind blowing from the south-west,3,,,, ,,,,19.0,,,1000-1500,,,50.0,7.1,No precipitation,12,,,,
12.07.2020 17:00,18.5,746.1,769.3,-1.0,46,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,40.0,6.7,,,,,,
12.07.2020 16:00,18.6,746.5,769.7,-0.8,50,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,45.0,7.8,,,,,,
12.07.2020 15:00,17.6,746.7,769.9,-0.9,49,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,30.0,6.7,,,,,,
12.07.2020 14:00,18.0,747.1,770.3,-0.7,52,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,40.0,8.0,,,,,,
12.07.2020 13:00,17.1,747.3,770.6,-0.5,52,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,35.0,7.0,,,,,,
12.07.2020 12:00,16.0,747.6,771.1,-0.2,64,Wind blowing from the west-southwest,2,,,, ,,,,,,,1000-1500,,,23.0,9.1,No precipitation,6,,,,
12.07.2020 11:00,15.1,747.8,771.4,-0.1,64,Wind blowing from the west-southwest,2,,,, ,,,,,,,600-1000,,,22.0,8.4,,,,,,
12.07.2020 10:00,14.2,747.8,771.4,0.0,63,Wind blowing from the west,1,,,, ,,,,,,,600-1000,,,45.0,7.3,,,,,,
12.07.2020 09:00,14.1,747.8,771.4,0.2,66,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,50.0,7.9,,,,,,
12.07.2020 08:00,13.0,747.9,771.7,0.5,71,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.8,,,,,,
12.07.2020 07:00,12.4,747.8,771.6,0.4,80,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.1,,,,,,
12.07.2020 06:00,10.7,747.6,771.5,0.3,92,Wind blowing from the west,2,,,, ,,,7.7,,,,2500 or more or no clouds.,,,30.0,9.4,No precipitation,12,,,,
12.07.2020 05:00,8.7,747.4,771.5,0.0,97,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,8.3,,,,,,
12.07.2020 04:00,8.4,747.4,771.4,-0.1,97,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,7.9,,,,,,
12.07.2020 03:00,8.4,747.3,771.4,-0.2,97,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,7.9,,,,,,
12.07.2020 02:00,7.8,747.4,771.5,-0.2,95,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.0,,,,,,
12.07.2020 01:00,8.1,747.5,771.7,-0.1,92,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,6.9,,,,,,
12.07.2020 00:00,8.0,747.5,771.7,-0.1,90,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,6.4,No precipitation,6,,,,
11.07.2020 23:00,8.7,747.6,771.7,0.2,90,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.2,,,,,,
11.07.2020 22:00,8.7,747.6,771.7,0.4,89,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.0,,,,,,
11.07.2020 21:00,10.1,747.6,771.5,0.5,83,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,7.4,,,,,,
11.07.2020 20:00,11.4,747.4,771.3,0.5,78,Wind blowing from the west,1,,,, ,,,,,,,600-1000,,,50.0,7.6,,,,,,
11.07.2020 19:00,13.1,747.2,770.9,0.3,67,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,7.1,,,,,,
11.07.2020 18:00,13.6,747.1,770.7,0.3,66,Wind blowing from the west-northwest,3,,,, ,,,,15.4,,,1000-1500,,,45.0,7.4,No precipitation,12,,,,
11.07.2020 17:00,14.7,746.9,770.5,0.2,63,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,40.0,7.6,,,,,,
11.07.2020 16:00,14.0,746.9,770.5,0.1,64,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,45.0,7.3,,,,,,
11.07.2020 15:00,13.2,746.8,770.5,0.3,68,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,50.0,7.4,,,,,,
11.07.2020 14:00,14.8,746.7,770.2,0.5,68,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,40.0,8.9,,,,,,
11.07.2020 13:00,13.5,746.8,770.5,0.9,68,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,40.0,7.7,,,,,,
11.07.2020 12:00,13.8,746.5,770.2,0.9,66,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,45.0,7.4,No precipitation,6,,,,
11.07.2020 11:00,14.9,746.2,769.8,0.7,68,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,35.0,9.0,,,,,,
11.07.2020 10:00,13.5,745.9,769.6,0.9,68,Wind blowing from the north-west,5,,,, ,,,,,,,1000-1500,,,30.0,7.6,,,,,,
11.07.2020 09:00,12.4,745.6,769.3,0.9,75,Wind blowing from the north-west,4,,,, ,,,,,,,600-1000,,,50.0,8.1,,,,,,
11.07.2020 08:00,11.8,745.5,769.3,1.1,79,Wind blowing from the west-northwest,3,,,, ,,,,,,,300-600,,,40.0,8.2,,,,,,
11.07.2020 07:00,10.9,745.0,768.9,1.1,88,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,35.0,8.9,,,,,,
11.07.2020 06:00,9.5,744.7,768.7,0.9,92,Wind blowing from the west-northwest,2,,,, ,,,7.2,,,,1000-1500,,,30.0,8.3,No precipitation,12,,,,
11.07.2020 05:00,8.5,744.4,768.4,0.7,96,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,35.0,7.9,,,,,,
11.07.2020 04:00,7.6,743.9,768.0,0.4,95,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,6.9,,,,,,
11.07.2020 03:00,7.8,743.8,767.8,0.4,94,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,6.9,,,,,,
11.07.2020 02:00,7.9,743.7,767.7,0.5,93,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,6.9,,,,,,
11.07.2020 01:00,8.9,743.5,767.5,0.6,92,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,30.0,7.7,,,,,,
11.07.2020 00:00,9.1,743.4,767.3,0.9,92,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,30.0,7.9,No precipitation,6,,,,
10.07.2020 23:00,9.4,743.2,767.1,1.1,92,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.1,,,,,,
10.07.2020 22:00,10.0,742.9,766.7,1.2,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.5,,,,,,
10.07.2020 21:00,10.3,742.5,766.3,1.1,85,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.9,,,,,,
10.07.2020 20:00,12.1,742.1,765.7,0.9,76,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,19.0,8.0,,,,,,
10.07.2020 19:00,13.1,741.7,765.2,0.6,74,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,50.0,8.5,,,,,,
10.07.2020 18:00,13.3,741.4,764.8,0.9,73,Wind blowing from the west-northwest,4,,,,Rain (not freezing). ,,,,16.7,,,1000-1500,,,45.0,8.6,9.0,12,,,,
10.07.2020 17:00,11.2,741.2,764.8,1.1,92,Wind blowing from the west,1,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,600-1000,,,9.0,9.9,,,,,,
10.07.2020 16:00,10.8,741.1,764.8,1.5,90,Wind blowing from the north,5,,,,Rain shower(s) or intermittent rain heavy. ,,,,,,,600-1000,,,5.0,9.2,,,,,,
10.07.2020 15:00,13.2,740.5,763.9,1.2,71,Wind blowing from the west,3,9,,, ,,,,,,,1500-2000,,,35.0,8.0,,,,,,
10.07.2020 14:00,13.3,740.1,763.6,0.9,76,Wind blowing from the west-northwest,3,8,,,Rain (not freezing). ,,,,,,,1000-1500,,,35.0,9.2,,,,,,
