Local time in Aberdaron,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.07.2020 04:00,11.7,756.4,765.1,0.0,91,Wind blowing from the north-west,5,,,, ,,,,,,,1000-1500,,,65.0,10.2,,,,,,
29.07.2020 03:00,12.5,756.5,765.1,0.1,90,Wind blowing from the north-northwest,4,,,, ,,,,,,,1000-1500,,,50.0,10.9,,,,,,
29.07.2020 02:00,13.1,756.4,765.0,0.0,86,Wind blowing from the north-west,5,,,, ,,,,,,,1000-1500,,,70.0,10.7,,,,,,
29.07.2020 01:00,13.6,756.4,765.1,0.0,83,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,71.0,10.7,,,,,,
29.07.2020 00:00,13.9,756.4,765.1,0.3,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,71.0,10.6,No precipitation,6,,,,
28.07.2020 23:00,14.0,756.4,765.1,0.6,81,Wind blowing from the west-northwest,7,,,, ,,,,,,,1000-1500,,,71.0,10.8,,,,,,
28.07.2020 22:00,13.9,756.4,765.0,0.7,86,Wind blowing from the west-northwest,5,,,, ,,,,,,,1000-1500,,,71.0,11.6,,,,,,
28.07.2020 21:00,13.9,756.1,764.8,0.3,90,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,60.0,12.2,,,,,,
28.07.2020 20:00,13.9,755.8,764.5,0.2,90,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,45.0,12.3,,,,,,
28.07.2020 19:00,14.2,755.7,764.2,0.0,86,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,50.0,11.8,,,,,,
28.07.2020 18:00,14.5,755.8,764.3,0.4,85,Wind blowing from the west-southwest,5,,,, ,,,,16.3,,,1500-2000,,,50.0,11.9,No precipitation,12,,,,
28.07.2020 17:00,15.4,755.6,764.1,0.5,85,Wind blowing from the west-southwest,5,,,, ,,,,,,,1500-2000,,,40.0,12.8,,,,,,
28.07.2020 16:00,15.9,755.7,764.2,0.9,77,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,60.0,11.9,,,,,,
28.07.2020 15:00,16.0,755.4,763.9,0.9,76,Wind blowing from the west-southwest,6,,,, ,,,,,,,1500-2000,,,55.0,11.8,,,,,,
28.07.2020 14:00,14.6,755.1,763.6,1.1,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,45.0,11.0,,,,,,
28.07.2020 13:00,15.5,754.8,763.3,1.2,73,Wind blowing from the west,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.6,,,,,,
28.07.2020 12:00,15.6,754.5,763.0,1.4,74,Wind blowing from the west,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,10.9,No precipitation,6,,,,
28.07.2020 11:00,15.2,754.0,762.6,1.5,76,Wind blowing from the west,9,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.9,,,,,,
28.07.2020 10:00,14.4,753.6,762.1,1.6,74,Wind blowing from the west,9,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,9.8,,,,,,
28.07.2020 09:00,13.8,753.1,761.6,1.8,76,Wind blowing from the west-northwest,9,,,, ,,,,,,,600-1000,,,40.0,9.7,,,,,,
28.07.2020 08:00,13.2,752.5,761.1,1.7,82,Wind blowing from the west,10,,,, ,,,,,,,300-600,,,40.0,10.1,,,,,,
28.07.2020 07:00,12.8,752.0,760.6,1.5,82,Wind blowing from the west-northwest,8,,,, ,,,,,,,600-1000,,,40.0,9.8,,,,,,
28.07.2020 06:00,12.3,751.3,759.9,1.4,85,Wind blowing from the west,9,,,, ,,,12.1,,,,1000-1500,,,45.0,9.8,No precipitation,12,,,,
28.07.2020 05:00,12.3,750.8,759.4,1.4,90,Wind blowing from the west,10,,,, ,,,,,,,1000-1500,,,35.0,10.7,,,,,,
28.07.2020 04:00,12.7,750.5,759.1,1.3,88,Wind blowing from the west-northwest,9,,,, ,,,,,,,300-600,,,40.0,10.7,,,,,,
28.07.2020 03:00,12.6,749.9,758.5,1.1,85,Wind blowing from the west,10,,,, ,,,,,,,1000-1500,,,35.0,10.2,,,,,,
28.07.2020 02:00,12.4,749.4,757.9,1.1,87,Wind blowing from the west-northwest,10,,,, ,,,,,,,1000-1500,,,35.0,10.2,,,,,,
28.07.2020 01:00,12.2,749.2,757.8,1.6,89,Wind blowing from the west-northwest,9,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.4,,,,,,
28.07.2020 00:00,12.6,748.8,757.3,1.7,88,Wind blowing from the west-northwest,10,,,, ,,,,,,,1000-1500,,,30.0,10.6,No precipitation,6,,,,
27.07.2020 23:00,13.6,748.3,756.7,1.5,88,Wind blowing from the west,11,,,, ,,,,,,,600-1000,,,40.0,11.7,,,,,,
27.07.2020 22:00,14.3,747.6,756.1,1.2,89,Wind blowing from the west-southwest,11,,,, ,,,,,,,1000-1500,,,30.0,12.5,,,,,,
27.07.2020 21:00,14.1,747.1,755.6,1.3,90,Wind blowing from the west-southwest,8,,,, ,,,,,,,1500-2000,,,40.0,12.4,,,,,,
27.07.2020 20:00,14.6,746.8,755.2,1.6,81,Wind blowing from the south-west,5,,,, ,,,,,,,1500-2000,,,60.0,11.3,,,,,,
27.07.2020 19:00,14.9,746.4,754.9,1.8,81,Wind blowing from the west-southwest,3,,,, ,,,,,,,1500-2000,,,30.0,11.7,,,,,,
27.07.2020 18:00,16.0,745.8,754.2,2.0,69,Wind blowing from the west-northwest,7,,,, ,,,,17.0,,,2500 or more or no clouds.,,,60.0,10.3,7.0,12,,,,
27.07.2020 17:00,16.7,745.2,753.6,2.6,77,Wind blowing from the west-northwest,7,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.7,,,,,,
27.07.2020 16:00,16.8,744.6,753.0,3.2,81,Wind blowing from the north-west,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,13.4,,,,,,
27.07.2020 15:00,16.8,743.8,752.1,3.3,86,Wind blowing from the west-northwest,9,,,, ,,,,,,,1000-1500,,,40.0,14.5,,,,,,
27.07.2020 14:00,16.2,742.6,750.9,2.7,99,Wind blowing from the west,9,,,, ,,,,,,,600-1000,,,30.0,16.1,,,,,,
27.07.2020 13:00,15.5,741.4,749.7,1.8,100,Wind blowing from the west-southwest,10,,,, ,,,,,,,Less than  50,,,5.0,15.5,,,,,,
27.07.2020 12:00,15.1,740.5,748.9,1.0,100,Wind blowing from the south-west,13,,,, ,,,,,,,Less than  50,,,0.1,15.1,7.0,6,,,,
27.07.2020 11:00,15.0,739.9,748.2,0.0,100,Wind blowing from the south-west,15,,,, ,,,,,,,Less than  50,,,5.0,15.0,,,,,,
27.07.2020 10:00,15.4,739.6,747.9,-1.5,100,Wind blowing from the south-southwest,14,,,, ,,,,,,,Less than  50,,,4.3,15.4,,,,,,
27.07.2020 09:00,15.1,739.5,747.9,-2.3,100,Wind blowing from the south-southwest,14,,,, ,,,,,,,Less than  50,,,0.7,15.1,,,,,,
27.07.2020 08:00,14.7,739.9,748.3,-3.4,100,Wind blowing from the south,11,,,, ,,,,,,,Less than  50,,,0.1,14.7,,,,,,
27.07.2020 07:00,14.3,741.1,749.5,-3.3,100,Wind blowing from the south,13,,,, ,,,,,,,100-200,,,1.3,14.3,,,,,,
27.07.2020 06:00,13.8,741.8,750.3,-3.7,100,Wind blowing from the south-southeast,12,,,, ,,,13.5,,,,Less than  50,,,1.4,13.8,15.0,12,,,,
27.07.2020 05:00,14.0,743.3,751.8,-2.9,100,Wind blowing from the south-southeast,8,,,, ,,,,,,,Less than  50,,,0.4,14.0,,,,,,
27.07.2020 04:00,14.2,744.4,752.9,-2.6,100,Wind blowing from the south,9,,,, ,,,,,,,100-200,,,1.5,14.2,,,,,,
27.07.2020 03:00,14.1,745.5,754.0,-2.2,100,Wind blowing from the south,9,,,, ,,,,,,,100-200,,,6.0,14.1,,,,,,
27.07.2020 02:00,14.1,746.2,754.6,-2.0,100,Wind blowing from the south,9,,,, ,,,,,,,100-200,,,10.0,14.1,,,,,,
27.07.2020 01:00,14.3,747.0,755.5,-1.4,100,Wind blowing from the south,10,,,, ,,,,,,,50-100,,,6.0,14.3,,,,,,
27.07.2020 00:00,13.9,747.7,756.1,-0.8,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,Less than  50,,,6.0,13.9,0.4,6,,,,
26.07.2020 23:00,14.1,748.2,756.7,0.1,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,100-200,,,4.7,14.1,,,,,,
26.07.2020 22:00,14.1,748.4,756.9,0.1,99,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,7.0,13.9,,,,,,
26.07.2020 21:00,14.0,748.5,757.0,0.0,97,Wind blowing from the south-southwest,10,,,, ,,,,,,,2000-2500,,,14.0,13.6,,,,,,
26.07.2020 20:00,14.0,748.1,756.6,-0.4,96,Wind blowing from the south-southwest,11,,,, ,,,,,,,1500-2000,,,21.0,13.3,,,,,,
26.07.2020 19:00,14.2,748.3,756.9,-0.3,95,Wind blowing from the south-southwest,11,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,13.4,,,,,,
26.07.2020 18:00,14.6,748.5,757.0,0.1,92,Wind blowing from the south-west,12,,,, ,,,,16.4,,,2500 or more or no clouds.,,,22.0,13.3,No precipitation,12,,,,
26.07.2020 17:00,15.0,748.5,757.0,0.0,91,Wind blowing from the south-southwest,11,,,, ,,,,,,,1000-1500,,,22.0,13.5,,,,,,
26.07.2020 16:00,15.4,748.6,757.0,0.1,90,Wind blowing from the south-west,13,,,, ,,,,,,,1500-2000,,,25.0,13.7,,,,,,
26.07.2020 15:00,15.6,748.4,756.9,0.1,90,Wind blowing from the south-west,12,,,, ,,,,,,,1500-2000,,,23.0,13.9,,,,,,
26.07.2020 14:00,15.5,748.5,757.0,0.2,92,Wind blowing from the south-west,11,,,, ,,,,,,,200-300,,,15.0,14.2,,,,,,
26.07.2020 13:00,16.1,748.5,756.9,0.3,90,Wind blowing from the south-west,12,,,, ,,,,,,,1500-2000,,,15.0,14.4,,,,,,
26.07.2020 12:00,16.0,748.3,756.7,0.2,90,Wind blowing from the south-west,11,,,, ,,,,,,,200-300,,,16.0,14.4,No precipitation,6,,,,
26.07.2020 11:00,15.3,748.3,756.7,0.4,91,Wind blowing from the south-west,12,,,, ,,,,,,,200-300,,,18.0,13.8,,,,,,
26.07.2020 10:00,15.0,748.2,756.6,0.7,93,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,21.0,13.9,,,,,,
26.07.2020 09:00,14.2,748.1,756.6,0.9,95,Wind blowing from the south-west,10,,,, ,,,,,,,200-300,,,19.0,13.4,,,,,,
26.07.2020 08:00,13.9,747.9,756.4,1.2,93,Wind blowing from the south-west,9,,,, ,,,,,,,1000-1500,,,30.0,12.7,,,,,,
26.07.2020 07:00,13.4,747.5,756.1,1.0,96,Wind blowing from the south-west,7,,,, ,,,,,,,1000-1500,,,29.0,12.8,,,,,,
26.07.2020 06:00,13.0,747.2,755.7,0.7,97,Wind blowing from the west-southwest,9,,,, ,,,12.7,,,,2500 or more or no clouds.,,,28.0,12.5,0.4,12,,,,
26.07.2020 05:00,12.8,746.7,755.2,0.3,96,Wind blowing from the south-west,7,,,, ,,,,,,,1500-2000,,,27.0,12.2,,,,,,
26.07.2020 04:00,12.9,746.5,755.1,0.0,96,Wind blowing from the south-west,8,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.3,,,,,,
26.07.2020 03:00,12.9,746.5,755.0,0.3,96,Wind blowing from the west-southwest,8,,,, ,,,,,,,1500-2000,,,27.0,12.2,,,,,,
26.07.2020 02:00,13.0,746.4,754.9,0.5,97,Wind blowing from the west-southwest,8,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,12.5,,,,,,
26.07.2020 01:00,13.0,746.5,754.9,0.9,99,Wind blowing from the west-southwest,7,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,12.8,,,,,,
26.07.2020 00:00,13.2,746.2,754.6,0.6,100,Wind blowing from the west-southwest,7,,,, ,,,,,,,100-200,,,14.0,13.2,0.4,6,,,,
25.07.2020 23:00,13.4,745.9,754.3,0.4,100,Wind blowing from the south-west,8,,,, ,,,,,,,Less than  50,,,7.0,13.4,,,,,,
25.07.2020 22:00,13.5,745.6,754.1,0.6,100,Wind blowing from the south-west,9,,,, ,,,,,,,50-100,,,9.0,13.5,,,,,,
25.07.2020 21:00,13.4,745.6,754.0,0.2,100,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,15.0,13.4,,,,,,
25.07.2020 20:00,13.3,745.5,754.0,0.3,100,Wind blowing from the south-west,7,,,, ,,,,,,,50-100,,,25.0,13.3,,,,,,
25.07.2020 19:00,13.8,745.0,753.4,-0.3,100,Wind blowing from the south-southwest,3,,,, ,,,,,,,Less than  50,,,8.0,13.8,,,,,,
25.07.2020 18:00,13.6,745.4,753.9,0.0,98,Wind blowing from the west,8,,,, ,,,,16.9,,,600-1000,,,16.0,13.3,0.2,12,,,,
25.07.2020 17:00,14.2,745.2,753.7,-0.3,93,Wind blowing from the south-west,8,,,, ,,,,,,,600-1000,,,40.0,13.0,,,,,,
25.07.2020 16:00,14.6,745.3,753.7,-0.3,93,Wind blowing from the south-west,8,,,, ,,,,,,,600-1000,,,30.0,13.5,,,,,,
25.07.2020 15:00,15.7,745.4,753.8,-0.6,88,Wind blowing from the west-southwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,13.7,,,,,,
25.07.2020 14:00,16.2,745.5,753.9,-0.7,91,Wind blowing from the west-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,14.7,,,,,,
25.07.2020 13:00,15.3,745.6,754.0,-0.4,91,Wind blowing from the south-west,6,,,, ,,,,,,,600-1000,,,45.0,13.9,,,,,,
25.07.2020 12:00,15.1,746.0,754.4,0.1,94,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,40.0,14.2,No precipitation,6,,,,
25.07.2020 11:00,14.9,746.2,754.7,0.3,99,Wind blowing from the south-west,6,,,, ,,,,,,,1000-1500,,,23.0,14.7,,,,,,
25.07.2020 10:00,14.3,746.0,754.4,0.7,100,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,28.0,14.3,,,,,,
25.07.2020 09:00,15.0,745.9,754.3,0.7,100,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,16.0,15.0,,,,,,
25.07.2020 08:00,14.2,745.9,754.3,0.9,100,Wind blowing from the west-southwest,7,,,, ,,,,,,,Less than  50,,,7.0,14.2,,,,,,
25.07.2020 07:00,14.2,745.3,753.7,0.2,100,Wind blowing from the south-west,8,,,, ,,,,,,,,,,less than 0.1,14.2,,,,,,
25.07.2020 06:00,14.2,745.2,753.6,-0.1,100,Wind blowing from the south-west,8,,,, ,,,14.2,,,,,,,0.1,14.2,5.0,12,,,,
25.07.2020 05:00,14.4,745.0,753.5,-0.4,100,Wind blowing from the south-west,9,,,, ,,,,,,,,,,less than 0.1,14.4,,,,,,
25.07.2020 04:00,14.9,745.1,753.6,-0.9,100,Wind blowing from the south-west,11,,,, ,,,,,,,,,,less than 0.1,14.9,,,,,,
25.07.2020 03:00,14.8,745.3,753.7,-1.2,100,Wind blowing from the south-west,13,,,, ,,,,,,,,,,less than 0.1,14.8,,,,,,
25.07.2020 02:00,14.7,745.4,753.9,-1.5,100,Wind blowing from the south-southwest,12,,,, ,,,,,,,,,,less than 0.1,14.7,,,,,,
25.07.2020 01:00,14.6,746.0,754.4,-1.4,100,Wind blowing from the south-west,11,,,, ,,,,,,,,,,0.2,14.6,,,,,,
25.07.2020 00:00,13.2,746.2,754.6,-1.4,100,Wind blowing from the west-southwest,7,,,, ,,,,,,,100-200,,,14.0,13.2,0.4,6,,,,
24.07.2020 23:00,14.6,746.9,755.4,-0.6,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,,,,less than 0.1,14.6,,,,,,
24.07.2020 22:00,14.5,747.4,755.8,-0.4,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,,,,0.1,14.5,,,,,,
24.07.2020 21:00,14.5,747.6,756.1,-1.0,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,,,,0.1,14.5,,,,,,
24.07.2020 20:00,14.7,747.5,756.0,-1.6,100,Wind blowing from the south-southwest,11,,,, ,,,,,,,,,,0.1,14.7,,,,,,
24.07.2020 19:00,14.6,747.8,756.3,-1.6,100,Wind blowing from the south,11,,,, ,,,,,,,,,,0.2,14.6,,,,,,
24.07.2020 18:00,14.5,748.6,757.0,-1.5,100,Wind blowing from the south-southwest,9,,,, ,,,,16.7,,,50-100,,,1.4,14.5,1.0,12,,,,
24.07.2020 17:00,15.1,749.1,757.6,-1.2,96,Wind blowing from the south-southwest,8,,,, ,,,,,,,600-1000,,,23.0,14.5,,,,,,
24.07.2020 16:00,14.9,749.4,757.9,-1.4,98,Wind blowing from the south,8,,,, ,,,,,,,Less than  50,,,14.0,14.6,,,,,,
24.07.2020 15:00,15.5,750.1,758.6,-0.9,96,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,10.0,14.9,,,,,,
24.07.2020 14:00,16.4,750.3,758.8,-0.9,97,Wind blowing from the south-southwest,5,,,, ,,,,,,,Less than  50,,,13.0,15.9,,,,,,
24.07.2020 13:00,15.5,750.8,759.3,-0.6,99,Wind blowing from the south-southwest,5,,,, ,,,,,,,Less than  50,,,10.0,15.3,,,,,,
24.07.2020 12:00,14.9,751.0,759.5,-0.3,99,Wind blowing from the south,5,,,, ,,,,,,,,,,0.2,14.8,No precipitation,6,,,,
24.07.2020 11:00,14.2,751.2,759.7,-0.2,97,Wind blowing from the south,4,,,, ,,,,,,,Less than  50,,,0.2,13.8,,,,,,
24.07.2020 10:00,15.0,751.4,759.9,0.0,95,Wind blowing from the south-southwest,3,,,, ,,,,,,,50-100,,,1.7,14.2,,,,,,
24.07.2020 09:00,15.9,751.3,759.8,0.2,92,Wind blowing from the south-southwest,2,,,, ,,,,,,,600-1000,,,40.0,14.6,,,,,,
24.07.2020 08:00,15.3,751.4,759.9,0.4,94,Wind blowing from the south-west,2,,,, ,,,,,,,600-1000,,,28.0,14.3,,,,,,
24.07.2020 07:00,14.2,751.4,760.0,0.3,96,Wind blowing from the south-west,2,,,, ,,,,,,,600-1000,,,21.0,13.6,,,,,,
24.07.2020 06:00,14.3,751.1,759.6,-0.2,97,Wind blowing from the north-east,2,,,, ,,,12.8,,,,1000-1500,,,35.0,13.9,No precipitation,12,,,,
24.07.2020 05:00,13.3,751.0,759.6,-0.7,99,Wind blowing from the north-northwest,3,,,, ,,,,,,,600-1000,,,40.0,13.1,,,,,,
24.07.2020 04:00,13.0,751.1,759.7,-0.7,99,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,12.8,,,,,,
24.07.2020 03:00,13.8,751.3,759.9,-0.5,98,Wind blowing from the north-northwest,5,,,, ,,,,,,,1000-1500,,,23.0,13.5,,,,,,
24.07.2020 02:00,13.9,751.7,760.3,-0.2,99,Wind blowing from the north-west,4,,,, ,,,,,,,1000-1500,,,26.0,13.7,,,,,,
24.07.2020 01:00,14.1,751.8,760.3,-0.1,99,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,23.0,13.9,,,,,,
24.07.2020 00:00,13.8,751.8,760.3,-0.1,97,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,12.0,13.4,No precipitation,6,,,,
23.07.2020 23:00,15.0,751.9,760.4,0.2,97,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,65.0,14.5,,,,,,
23.07.2020 22:00,14.8,751.9,760.4,0.3,98,Wind blowing from the east-southeast,1,,,, ,,,,,,,1000-1500,,,40.0,14.5,,,,,,
23.07.2020 21:00,14.7,751.9,760.5,0.3,99,Wind blowing from the north-west,2,,,, ,,,,,,,600-1000,,,40.0,14.6,,,,,,
23.07.2020 20:00,14.3,751.7,760.3,0.0,100,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,21.0,14.3,,,,,,
23.07.2020 19:00,14.5,751.6,760.2,-0.2,99,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,23.0,14.4,,,,,,
23.07.2020 18:00,14.5,751.6,760.2,-0.4,100,Wind blowing from the west,4,,,, ,,,,15.6,,,600-1000,,,21.0,14.5,3.0,12,,,,
23.07.2020 17:00,15.0,751.7,760.3,-0.2,100,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,21.0,15.0,,,,,,
23.07.2020 16:00,14.9,751.8,760.3,-0.2,100,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,16.0,14.9,,,,,,
23.07.2020 15:00,14.8,752.0,760.6,-0.1,100,Wind blowing from the west,4,,,, ,,,,,,,Less than  50,,,4.9,14.8,,,,,,
23.07.2020 14:00,15.2,751.9,760.4,-0.3,100,Wind blowing from the west-southwest,5,,,, ,,,,,,,Less than  50,,,13.0,15.2,,,,,,
23.07.2020 13:00,14.8,752.0,760.5,-0.3,100,Wind blowing from the west-southwest,6,,,, ,,,,,,,Less than  50,,,6.0,14.8,,,,,,
23.07.2020 12:00,15.0,752.1,760.6,-0.4,100,Wind blowing from the south-west,7,,,, ,,,,,,,,,,0.1,15.0,3.0,6,,,,
23.07.2020 11:00,14.9,752.2,760.7,-0.6,100,Wind blowing from the south-west,9,,,, ,,,,,,,,,,0.1,14.9,,,,,,
23.07.2020 10:00,14.2,752.3,760.9,-0.8,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,,,,0.1,14.2,,,,,,
23.07.2020 09:00,14.0,752.5,761.1,-0.9,100,Wind blowing from the south-southwest,11,,,, ,,,,,,,,,,less than 0.1,14.0,,,,,,
23.07.2020 08:00,13.8,752.8,761.4,-1.1,100,Wind blowing from the south-southwest,11,,,, ,,,,,,,Less than  50,,,2.6,13.8,,,,,,
23.07.2020 07:00,13.8,753.1,761.7,-1.1,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,200-300,,,1.9,13.8,,,,,,
23.07.2020 06:00,13.8,753.4,762.0,-1.2,100,Wind blowing from the south-southwest,9,,,, ,,,13.6,,,,100-200,,,10.0,13.8,0.2,12,,,,
23.07.2020 05:00,13.6,753.9,762.4,-1.1,100,Wind blowing from the south-southwest,8,,,, ,,,,,,,100-200,,,9.0,13.6,,,,,,
23.07.2020 04:00,13.6,754.2,762.8,-1.2,100,Wind blowing from the south-southwest,8,,,, ,,,,,,,100-200,,,9.0,13.6,,,,,,
23.07.2020 03:00,13.7,754.6,763.1,-1.3,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,9.0,13.7,,,,,,
23.07.2020 02:00,13.6,755.0,763.6,-1.2,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,9.0,13.6,,,,,,
23.07.2020 01:00,13.7,755.4,764.0,-1.0,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,8.0,13.7,,,,,,
23.07.2020 00:00,13.7,755.9,764.5,-0.7,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,8.0,13.7,0.2,6,,,,
22.07.2020 23:00,13.7,756.2,764.8,-0.3,99,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,9.0,13.6,,,,,,
22.07.2020 22:00,13.9,756.4,765.0,-0.3,99,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,10.0,13.8,,,,,,
22.07.2020 21:00,13.8,756.6,765.1,-0.1,99,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,6.0,13.7,,,,,,
22.07.2020 20:00,14.1,756.5,765.1,-0.5,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,17.0,13.7,,,,,,
22.07.2020 19:00,14.0,756.7,765.3,-0.8,97,Wind blowing from the south-west,12,,,, ,,,,,,,200-300,,,15.0,13.6,,,,,,
22.07.2020 18:00,14.7,756.7,765.4,-1.2,96,Wind blowing from the south-west,13,,,, ,,,,15.2,,,200-300,,,21.0,14.1,5.0,12,,,,
22.07.2020 17:00,15.0,757.0,765.6,-1.1,99,Wind blowing from the south-west,11,,,, ,,,,,,,1500-2000,,,17.0,14.9,,,,,,
22.07.2020 16:00,14.1,757.5,766.0,-1.0,99,Wind blowing from the south-west,10,,,, ,,,,,,,300-600,,,6.0,14.0,,,,,,
22.07.2020 15:00,13.9,757.9,766.5,-0.9,99,Wind blowing from the south-southwest,9,,,, ,,,,,,,300-600,,,16.0,13.8,,,,,,
22.07.2020 14:00,13.4,758.1,766.7,-0.7,100,Wind blowing from the south-southwest,10,,,, ,,,,,,,100-200,,,14.0,13.4,,,,,,
22.07.2020 13:00,12.9,758.5,767.2,-0.5,100,Wind blowing from the south-southwest,9,,,, ,,,,,,,Less than  50,,,11.0,12.9,,,,,,
22.07.2020 12:00,12.9,758.8,767.4,-0.4,97,Wind blowing from the south-west,11,,,, ,,,,,,,200-300,,,1.3,12.4,0.8,6,,,,
22.07.2020 11:00,14.4,758.8,767.4,-0.5,94,Wind blowing from the south-southwest,11,,,, ,,,,,,,300-600,,,23.0,13.4,,,,,,
22.07.2020 10:00,14.2,759.0,767.6,-0.4,96,Wind blowing from the south-southwest,9,,,, ,,,,,,,1500-2000,,,23.0,13.6,,,,,,
22.07.2020 09:00,14.2,759.2,767.8,-0.3,96,Wind blowing from the south-southwest,8,,,, ,,,,,,,200-300,,,19.0,13.6,,,,,,
22.07.2020 08:00,14.0,759.3,767.9,-0.4,99,Wind blowing from the south-southwest,7,,,, ,,,,,,,100-200,,,21.0,13.8,,,,,,
22.07.2020 07:00,13.7,759.4,768.0,-0.4,98,Wind blowing from the south,7,,,, ,,,,,,,200-300,,,25.0,13.4,,,,,,
22.07.2020 06:00,13.4,759.5,768.2,-0.6,98,Wind blowing from the south,7,,,, ,,,12.1,,,,200-300,,,30.0,13.1,No precipitation,12,,,,
22.07.2020 05:00,13.2,759.7,768.3,-0.8,97,Wind blowing from the south-southwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.8,,,,,,
22.07.2020 04:00,13.2,759.8,768.5,-1.1,97,Wind blowing from the south,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.8,,,,,,
22.07.2020 03:00,13.1,760.1,768.7,-1.1,97,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.7,,,,,,
22.07.2020 02:00,13.1,760.5,769.1,-0.7,97,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.6,,,,,,
22.07.2020 01:00,13.0,760.9,769.6,-0.4,97,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.6,,,,,,
22.07.2020 00:00,13.1,761.2,769.9,0.0,97,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.6,No precipitation,6,,,,
21.07.2020 23:00,12.8,761.2,769.9,0.0,97,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.3,,,,,,
21.07.2020 22:00,12.2,761.3,770.0,0.1,96,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.5,,,,,,
21.07.2020 21:00,12.3,761.2,769.9,-0.1,91,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.8,,,,,,
21.07.2020 20:00,12.9,761.2,769.9,-0.3,85,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,10.4,,,,,,
