Local time in Sennybridge,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.07.2020 15:00,22.4,735.1,761.6,-0.6,50,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,11.3,,,,,,
30.07.2020 14:00,22.6,735.3,761.8,-0.7,51,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.8,,,,,,
30.07.2020 13:00,22.4,735.4,761.9,-0.9,55,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.8,,,,,,
30.07.2020 12:00,21.3,735.7,762.3,-0.5,56,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,12.0,No precipitation,6,,,,
30.07.2020 11:00,19.7,736.0,762.8,-0.3,60,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.7,,,,,,
30.07.2020 10:00,17.2,736.3,763.3,0.1,65,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.6,,,,,,
30.07.2020 09:00,16.1,736.2,763.3,0.1,72,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.0,,,,,,
30.07.2020 08:00,14.9,736.3,763.5,0.2,80,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.5,,,,,,
30.07.2020 07:00,13.8,736.2,763.6,0.0,87,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,11.6,,,,,,
30.07.2020 06:00,13.3,736.1,763.6,-0.5,87,Wind blowing from the south,3,,,, ,,,11.8,,,,2500 or more or no clouds.,,,40.0,11.2,Trace of precipitation,12,,,,
30.07.2020 05:00,12.3,736.1,763.6,-0.5,92,Wind blowing from the south,3,,,, ,,,,,,,2000-2500,,,24.0,11.1,,,,,,
30.07.2020 04:00,12.6,736.2,763.7,-0.8,92,Wind blowing from the south,2,,,, ,,,,,,,600-1000,,,15.0,11.3,,,,,,
30.07.2020 03:00,12.8,736.6,764.1,-0.5,91,Wind blowing from the south,3,,,, ,,,,,,,600-1000,,,35.0,11.3,,,,,,
30.07.2020 02:00,12.3,736.6,764.2,-0.6,91,Wind blowing from the south,2,,,, ,,,,,,,300-600,,,45.0,10.8,,,,,,
30.07.2020 01:00,12.9,737.0,764.5,-0.5,88,Wind blowing from the south-southwest,3,,,,Rain (not freezing). ,,,,,,,300-600,,,45.0,11.0,,,,,,
30.07.2020 00:00,12.9,737.1,764.6,-0.3,85,Wind blowing from the south,3,,,,Rain (not freezing). ,,,,,,,600-1000,,,50.0,10.5,Trace of precipitation,6,,,,
29.07.2020 23:00,12.8,737.2,764.6,-0.2,85,Wind blowing from the south,2,,,, ,,,,,,,600-1000,,,45.0,10.4,,,,,,
29.07.2020 22:00,12.7,737.5,765.0,0.0,87,Wind blowing from the south,2,,,, ,,,,,,,600-1000,,,50.0,10.6,,,,,,
29.07.2020 21:00,12.3,737.4,765.0,-0.1,92,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.0,,,,,,
29.07.2020 20:00,13.5,737.4,764.8,-0.3,86,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,45.0,11.1,,,,,,
29.07.2020 19:00,14.2,737.5,764.8,-0.3,81,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,45.0,11.0,,,,,,
29.07.2020 18:00,15.2,737.5,764.8,-0.3,77,Wind blowing from the west-southwest,4,,,, ,,,,17.5,,,1500-2000,,,40.0,11.1,Trace of precipitation,12,,,,
29.07.2020 17:00,15.3,737.7,765.0,-0.2,74,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,2000-2500,,,26.0,10.7,,,,,,
29.07.2020 16:00,16.0,737.8,765.1,-0.2,71,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,40.0,10.8,,,,,,
29.07.2020 15:00,17.0,737.8,764.8,-0.5,68,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,45.0,11.1,,,,,,
29.07.2020 14:00,16.7,737.9,765.1,-0.5,68,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,26.0,10.7,,,,,,
29.07.2020 13:00,15.8,738.0,765.3,-0.3,71,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,30.0,10.6,,,,,,
29.07.2020 12:00,15.4,738.3,765.6,0.1,71,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,45.0,10.1,No precipitation,6,,,,
29.07.2020 11:00,14.3,738.4,765.7,0.3,77,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,40.0,10.3,,,,,,
29.07.2020 10:00,13.9,738.3,765.7,0.5,79,Wind blowing from the south-west,4,,,, ,,,,,,,600-1000,,,50.0,10.3,,,,,,
29.07.2020 09:00,13.9,738.2,765.7,0.5,76,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,35.0,9.7,,,,,,
29.07.2020 08:00,12.1,738.1,765.7,0.5,89,Wind blowing from the west-southwest,2,,,, ,,,,,,,100-200,,,35.0,10.4,,,,,,
29.07.2020 07:00,11.1,737.8,765.5,0.4,97,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,19.0,10.6,,,,,,
29.07.2020 06:00,10.4,737.7,765.4,0.2,99,Wind blowing from the west-southwest,3,,,, ,,,7.6,,,,100-200,,,16.0,10.3,No precipitation,12,,,,
29.07.2020 05:00,8.5,737.6,765.5,0.2,99,Wind blowing from the south-west,1,,,,Mist. ,,,,,,,100-200,,,11.0,8.4,,,,,,
29.07.2020 04:00,9.0,737.4,765.2,0.0,97,Wind blowing from the south-southwest,1,,,, ,,,,,,,1000-1500,,,21.0,8.6,,,,,,
29.07.2020 03:00,9.7,737.5,765.3,0.1,97,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,18.0,9.3,,,,,,
29.07.2020 02:00,8.8,737.4,765.3,-0.1,98,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,20.0,8.5,,,,,,
29.07.2020 01:00,9.7,737.4,765.3,-0.2,94,Wind blowing from the south,2,,,, ,,,,,,,1000-1500,,,30.0,8.8,,,,,,
29.07.2020 00:00,9.4,737.4,765.2,0.1,94,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,40.0,8.5,No precipitation,6,,,,
28.07.2020 23:00,9.1,737.5,765.4,0.3,92,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,50.0,7.9,,,,,,
28.07.2020 22:00,8.1,737.6,765.6,0.8,91,Wind blowing from the south-west,2,,,, ,,,,,,,1000-1500,,,50.0,6.7,,,,,,
28.07.2020 21:00,8.6,737.3,765.3,0.5,90,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.0,,,,,,
28.07.2020 20:00,11.2,737.2,764.8,0.6,76,Calm no wind,0,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.0,,,,,,
28.07.2020 19:00,13.0,736.8,764.3,0.5,69,Wind blowing from the north-west,1,,,, ,,,,,,,1000-1500,,,50.0,7.4,,,,,,
28.07.2020 18:00,14.4,736.8,764.1,0.7,62,Wind blowing from the west,1,,,, ,,,,15.9,,,1000-1500,,,35.0,7.2,Trace of precipitation,12,,,,
28.07.2020 17:00,15.5,736.6,763.8,0.8,59,Wind blowing from the north-west,1,,,, ,,,,,,,1000-1500,,,45.0,7.5,,,,,,
28.07.2020 16:00,15.8,736.3,763.6,0.9,61,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,35.0,8.2,,,,,,
28.07.2020 15:00,14.6,736.1,763.4,1.0,61,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,45.0,7.1,,,,,,
28.07.2020 14:00,15.1,735.8,763.0,1.1,62,Wind blowing from the north-west,2,,,, ,,,,,,,1000-1500,,,40.0,7.9,,,,,,
28.07.2020 13:00,14.4,735.4,762.7,1.2,63,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,35.0,7.4,,,,,,
28.07.2020 12:00,14.1,735.1,762.4,1.3,66,Wind blowing from the north-west,2,,,, ,,,,,,,,,,20.0,7.9,Trace of precipitation,6,,,,
28.07.2020 11:00,13.4,734.7,762.1,1.3,65,Wind blowing from the north-northwest,1,,,, ,,,,,,,600-1000,,,40.0,7.0,,,,,,
28.07.2020 10:00,13.0,734.2,761.6,1.5,73,Wind blowing from the west-northwest,2,,,, ,,,,,,,600-1000,,,40.0,8.2,,,,,,
28.07.2020 09:00,12.5,733.8,761.2,1.5,77,Wind blowing from the west-northwest,1,,,, ,,,,,,,300-600,,,40.0,8.6,,,,,,
28.07.2020 08:00,11.6,733.4,760.9,1.6,88,Wind blowing from the west,1,,,, ,,,,,,,300-600,,,40.0,9.6,,,,,,
28.07.2020 07:00,11.1,732.7,760.3,1.2,92,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,300-600,,,26.0,9.8,,,,,,
28.07.2020 06:00,10.7,732.3,759.8,1.2,92,Wind blowing from the west-northwest,1,,,, ,,,9.9,,,,300-600,,,30.0,9.5,No precipitation,12,,,,
28.07.2020 05:00,10.4,731.8,759.4,1.2,92,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,21.0,9.2,,,,,,
28.07.2020 04:00,10.3,731.5,759.1,1.2,89,Wind blowing from the west-northwest,1,,,, ,,,,,,,300-600,,,28.0,8.6,,,,,,
28.07.2020 03:00,10.9,731.1,758.5,1.0,85,Wind blowing from the west-northwest,1,,,, ,,,,,,,600-1000,,,30.0,8.5,,,,,,
28.07.2020 02:00,11.7,730.6,758.0,0.8,88,Wind blowing from the west-northwest,1,,,, ,,,,,,,300-600,,,30.0,9.8,,,,,,
28.07.2020 01:00,11.8,730.3,757.6,0.8,92,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,22.0,10.5,,,,,,
28.07.2020 00:00,11.6,730.1,757.4,1.0,94,Wind blowing from the west-southwest,3,,,, ,,,,,,,200-300,,,23.0,10.6,No precipitation,6,,,,
27.07.2020 23:00,11.7,729.8,757.1,1.2,91,Wind blowing from the south-west,3,,,, ,,,,,,,300-600,,,40.0,10.2,,,,,,
27.07.2020 22:00,11.3,729.5,756.9,1.6,88,Wind blowing from the south,2,,,,Fog ,,,,,,,1000-1500,,,50.0,9.3,,,,,,
27.07.2020 21:00,11.2,729.1,756.4,2.0,86,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,50.0,9.0,,,,,,
27.07.2020 20:00,12.7,728.6,755.8,2.2,82,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,45.0,9.6,,,,,,
27.07.2020 19:00,14.4,727.9,754.9,2.5,75,Wind blowing from the west-northwest,1,,,, ,,,,,,,600-1000,,,35.0,10.0,,,,,,
27.07.2020 18:00,15.5,727.1,754.0,2.4,77,Wind blowing from the north-west,1,,,, ,,,,16.8,,,300-600,,,35.0,11.4,8.0,12,,,,
27.07.2020 17:00,15.5,726.4,753.3,2.2,81,Wind blowing from the north-west,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,35.0,12.3,,,,,,
27.07.2020 16:00,15.0,725.4,752.2,1.8,91,Wind blowing from the west-northwest,2,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,14.0,13.6,,,,,,
27.07.2020 15:00,16.1,724.7,751.4,1.3,97,Wind blowing from the west,6,,,,Drizzle and rain moderate or heavy. ,,,,,,,100-200,,,3.8,15.7,,,,,,
27.07.2020 14:00,15.7,724.2,751.0,0.9,98,Wind blowing from the west-southwest,6,11,15,,Drizzle not freezing slight. ,,,,,,,50-100,,,4.3,15.4,,,,,,
27.07.2020 13:00,16.2,723.6,750.2,0.3,95,Wind blowing from the west-southwest,9,,16,,Rain (not freezing). ,,,,,,,100-200,,,11.0,15.4,,,,,,
27.07.2020 12:00,16.4,723.4,750.0,-0.2,98,Wind blowing from the south-west,10,,15,,Rain (not freezing). ,,,,,,,100-200,,,10.0,16.0,7.0,6,,,,
27.07.2020 11:00,15.7,723.3,750.1,-1.0,98,Wind blowing from the south-west,9,14,16,,Rain not freezing moderate. ,,,,,,,100-200,,,3.2,15.4,,,,,,
27.07.2020 10:00,15.9,723.3,750.0,-1.6,96,Wind blowing from the south-southwest,11,,16,,Rain not freezing slight. ,,,,,,,200-300,,,14.0,15.2,,,,,,
27.07.2020 09:00,15.3,723.6,750.4,-2.2,96,Wind blowing from the south-southwest,9,,14,,Rain not freezing moderate. ,,,,,,,200-300,,,6.0,14.6,,,,,,
27.07.2020 08:00,14.3,724.3,751.1,-2.6,96,Wind blowing from the south-southwest,8,,13,,Rain not freezing heavy. ,,,,,,,200-300,,,3.1,13.7,,,,,,
27.07.2020 07:00,13.9,724.9,751.9,-2.7,95,Wind blowing from the south,9,,14,,Drizzle not freezing slight. ,,,,,,,300-600,,,27.0,13.1,,,,,,
27.07.2020 06:00,13.1,725.8,752.8,-2.5,93,Wind blowing from the south,9,,15,,Drizzle and rain slight. ,,,12.8,,,,600-1000,,,6.0,11.9,9.0,12,,,,
27.07.2020 05:00,13.0,726.9,754.0,-2.2,96,Wind blowing from the south-southwest,7,,13,,Rain not freezing heavy. ,,,,,,,300-600,,,4.3,12.3,,,,,,
27.07.2020 04:00,13.2,727.6,754.6,-2.3,94,Wind blowing from the south-southwest,7,,,,Rain not freezing moderate. ,,,,,,,300-600,,,9.0,12.3,,,,,,
27.07.2020 03:00,13.5,728.3,755.5,-2.1,96,Wind blowing from the south-southwest,5,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,11.0,12.8,,,,,,
27.07.2020 02:00,13.2,729.1,756.4,-1.6,94,Wind blowing from the south-southwest,5,,,,Rain (not freezing). ,,,,,,,300-600,,,50.0,12.3,,,,,,
27.07.2020 01:00,13.2,729.9,757.1,-1.1,96,Wind blowing from the south-southwest,5,,,,Rain (not freezing). ,,,,,,,200-300,,,26.0,12.5,,,,,,
27.07.2020 00:00,13.3,730.4,757.6,-0.6,98,Wind blowing from the south-west,6,,,,Rain not freezing heavy. ,,,,,,,100-200,,,3.8,13.0,3.0,6,,,,
26.07.2020 23:00,13.6,730.7,757.9,-0.2,94,Wind blowing from the south-southwest,3,,,, ,,,,,,,300-600,,,21.0,12.6,,,,,,
26.07.2020 22:00,13.2,731.0,758.2,0.1,93,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,18.0,12.0,,,,,,
26.07.2020 21:00,13.3,731.0,758.2,0.1,92,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,,,,300-600,,,19.0,12.0,,,,,,
26.07.2020 20:00,13.5,730.9,758.0,0.1,92,Wind blowing from the south-west,5,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,9.0,12.2,,,,,,
26.07.2020 19:00,14.1,730.9,758.0,-0.2,84,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,25.0,11.4,,,,,,
26.07.2020 18:00,14.6,730.9,758.1,-0.2,84,Wind blowing from the west-southwest,7,12,,, ,,,,17.1,,,300-600,,,28.0,11.9,3.0,12,,,,
26.07.2020 17:00,14.6,730.8,757.9,-0.1,82,Wind blowing from the south-west,7,,,, ,,,,,,,300-600,,,29.0,11.6,,,,,,
26.07.2020 16:00,15.2,731.1,758.1,0.3,84,Wind blowing from the west-southwest,7,,13,, ,,,,,,,300-600,,,27.0,12.5,,,,,,
26.07.2020 15:00,15.3,731.1,758.1,0.5,80,Wind blowing from the south-west,7,,,, ,,,,,,,300-600,,,45.0,11.9,,,,,,
26.07.2020 14:00,15.7,730.9,757.9,0.3,76,Wind blowing from the west-southwest,7,,,,Rain (not freezing). ,,,,,,,300-600,,,35.0,11.4,,,,,,
26.07.2020 13:00,15.2,730.8,757.9,0.5,83,Wind blowing from the west-southwest,7,12,,,Rain (not freezing). ,,,,,,,600-1000,,,45.0,12.3,,,,,,
26.07.2020 12:00,15.1,730.6,757.7,0.3,89,Wind blowing from the west-southwest,6,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,7.0,13.2,0.2,6,,,,
26.07.2020 11:00,14.5,730.6,757.6,0.3,85,Wind blowing from the south-west,7,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,6.0,12.0,,,,,,
26.07.2020 10:00,14.9,730.3,757.4,0.5,87,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,15.0,12.7,,,,,,
26.07.2020 09:00,13.9,730.3,757.4,1.0,87,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,19.0,11.8,,,,,,
26.07.2020 08:00,12.8,730.3,757.6,1.5,92,Wind blowing from the west-southwest,5,,,, ,,,,,,,200-300,,,26.0,11.5,,,,,,
26.07.2020 07:00,12.2,729.8,757.0,1.3,96,Wind blowing from the west,3,,,, ,,,,,,,100-200,,,17.0,11.5,,,,,,
26.07.2020 06:00,12.0,729.3,756.5,0.8,96,Wind blowing from the west-southwest,4,,,, ,,,11.6,,,,100-200,,,27.0,11.3,5.0,12,,,,
26.07.2020 05:00,11.7,728.8,756.1,0.7,96,Wind blowing from the west-southwest,3,,,, ,,,,,,,200-300,,,28.0,11.1,,,,,,
26.07.2020 04:00,11.7,728.5,755.8,0.3,97,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,25.0,11.2,,,,,,
26.07.2020 03:00,12.1,728.5,755.7,0.5,97,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,,,,100-200,,,17.0,11.7,,,,,,
26.07.2020 02:00,12.4,728.1,755.3,0.3,98,Wind blowing from the west,1,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,16.0,12.1,,,,,,
26.07.2020 01:00,12.6,728.2,755.4,0.4,97,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,100-200,,,25.0,12.2,,,,,,
26.07.2020 00:00,12.6,728.0,755.2,0.6,98,Wind blowing from the west-southwest,5,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,8.0,12.3,5.0,6,,,,
25.07.2020 23:00,12.4,727.8,755.0,0.8,96,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,26.0,11.8,,,,,,
25.07.2020 22:00,12.4,727.8,754.9,0.9,97,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,200-300,,,40.0,11.9,,,,,,
25.07.2020 21:00,12.4,727.4,754.6,0.6,99,Wind blowing from the west-southwest,2,,,, ,,,,,,,100-200,,,12.0,12.3,,,,,,
25.07.2020 20:00,12.7,727.0,754.1,0.4,96,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,1500-2000,,,30.0,12.1,,,,,,
25.07.2020 19:00,13.6,726.9,754.0,0.4,94,Wind blowing from the west,1,,,,Rain (not freezing). ,,,,,,,300-600,,,28.0,12.7,,,,,,
25.07.2020 18:00,13.9,726.8,753.8,0.1,87,Wind blowing from the north-northwest,1,,,,Rain shower(s) or intermittent rain slight. ,,,,17.2,,,300-600,,,50.0,11.7,3.0,12,,,,
25.07.2020 17:00,15.2,726.6,753.5,-0.3,84,Wind blowing from the west-southwest,7,,,, ,,,,,,,300-600,,,40.0,12.5,,,,,,
25.07.2020 16:00,16.4,726.5,753.3,-0.4,83,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,35.0,13.4,,,,,,
25.07.2020 15:00,16.7,726.7,753.5,-1.0,78,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,40.0,12.9,,,,,,
25.07.2020 14:00,16.0,726.9,753.7,-1.0,87,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,35.0,13.8,,,,,,
25.07.2020 13:00,16.1,726.9,753.7,-1.0,87,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,35.0,13.9,,,,,,
25.07.2020 12:00,15.7,727.7,754.6,-0.2,89,Wind blowing from the west-southwest,4,,,, ,,,,,,,200-300,,,40.0,13.9,3.0,6,,,,
25.07.2020 11:00,14.9,727.9,754.8,0.3,93,Wind blowing from the south-west,4,,,,Rain (not freezing). ,,,,,,,300-600,,,19.0,13.8,,,,,,
25.07.2020 10:00,15.1,727.9,754.9,0.5,92,Wind blowing from the west-southwest,4,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,200-300,,,22.0,13.8,,,,,,
25.07.2020 09:00,15.3,727.9,754.8,0.4,95,Wind blowing from the west-southwest,4,9,,,Rain (not freezing). ,,,,,,,100-200,,,29.0,14.5,,,,,,
25.07.2020 08:00,15.2,727.6,754.6,0.2,97,Wind blowing from the west,4,,,,Drizzle and rain slight. ,,,,,,,100-200,,,35.0,14.8,,,,,,
25.07.2020 07:00,15.5,727.4,754.3,-0.5,99,Wind blowing from the south-west,6,,,,Rain shower(s) or intermittent rain heavy. ,,,,,,,50-100,,,4.5,15.3,,,,,,
25.07.2020 06:00,15.5,727.5,754.4,-0.9,99,Wind blowing from the south-west,8,,,,Drizzle not freezing slight. ,,,13.9,,,,50-100,,,2.8,15.4,6.0,12,,,,
25.07.2020 05:00,15.2,727.4,754.3,-1.4,99,Wind blowing from the south-west,6,,,,Drizzle not freezing heavy. ,,,,,,,50-100,,,2.5,15.1,,,,,,
25.07.2020 04:00,15.0,727.9,754.8,-1.2,97,Wind blowing from the south-west,5,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,7.0,14.6,,,,,,
25.07.2020 03:00,15.2,728.4,755.4,-1.1,97,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,,,,100-200,,,12.0,14.8,,,,,,
25.07.2020 02:00,15.2,728.8,755.7,-1.1,97,Wind blowing from the south-west,7,,13,,Rain (not freezing). ,,,,,,,50-100,,,13.0,14.8,,,,,,
25.07.2020 01:00,15.2,729.1,756.0,-1.1,99,Wind blowing from the south-west,7,,,,Rain not freezing slight. ,,,,,,,50-100,,,5.0,15.1,,,,,,
25.07.2020 00:00,13.9,729.5,756.6,-0.8,97,Wind blowing from the south-southwest,5,,,,Drizzle and rain moderate or heavy. ,,,,,,,300-600,,,2.3,13.4,2.0,6,,,,
24.07.2020 23:00,14.5,729.9,757.0,-0.4,97,Wind blowing from the south-west,6,,13,,Rain shower(s) or intermittent rain slight. ,,,,,,,50-100,,,11.0,14.0,,,,,,
24.07.2020 22:00,14.9,730.2,757.3,-0.4,99,Wind blowing from the south-west,7,,,,Rain (not freezing). ,,,,,,,Less than  50,,,1.7,14.8,,,,,,
24.07.2020 21:00,15.1,730.3,757.3,-0.8,99,Wind blowing from the south-west,5,,,,Rain not freezing moderate. ,,,,,,,50-100,,,5.0,14.9,,,,,,
24.07.2020 20:00,14.8,730.3,757.4,-1.1,99,Wind blowing from the south-west,5,,,,Rain not freezing moderate. ,,,,,,,100-200,,,3.1,14.6,,,,,,
24.07.2020 19:00,14.6,730.6,757.7,-1.2,97,Wind blowing from the south-west,5,,,,Drizzle not freezing heavy. ,,,,,,,100-200,,,2.4,14.2,,,,,,
24.07.2020 18:00,15.4,731.1,758.1,-1.0,92,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,18.3,,,200-300,,,14.0,14.1,Trace of precipitation,12,,,,
24.07.2020 17:00,15.7,731.4,758.4,-0.7,91,Wind blowing from the south-west,5,,,,Drizzle and rain slight. ,,,,,,,200-300,,,50.0,14.2,,,,,,
24.07.2020 16:00,16.1,731.8,758.8,-0.6,92,Wind blowing from the west-southwest,5,,,,Drizzle and rain slight. ,,,,,,,200-300,,,4.8,14.8,,,,,,
24.07.2020 15:00,17.1,732.1,759.0,-0.4,83,Wind blowing from the west-southwest,7,,,,Rain (not freezing). ,,,,,,,300-600,,,40.0,14.2,,,,,,
24.07.2020 14:00,17.9,732.1,759.0,-0.7,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,45.0,14.2,,,,,,
24.07.2020 13:00,17.6,732.4,759.3,-0.3,82,Wind blowing from the south-west,5,,,, ,,,,,,,600-1000,,,45.0,14.5,,,,,,
24.07.2020 12:00,17.6,732.5,759.4,-0.3,82,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,40.0,14.5,Trace of precipitation,6,,,,
24.07.2020 11:00,15.8,732.8,759.9,0.0,94,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,100-200,,,22.0,14.9,,,,,,
24.07.2020 10:00,16.1,732.7,759.7,0.0,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,12.0,14.6,,,,,,
24.07.2020 09:00,15.4,732.8,760.0,0.2,94,Wind blowing from the west,2,,,, ,,,,,,,100-200,,,14.0,14.4,,,,,,
24.07.2020 08:00,14.4,732.8,760.0,0.4,95,Wind blowing from the west,3,,,, ,,,,,,,100-200,,,15.0,13.6,,,,,,
24.07.2020 07:00,13.8,732.7,760.0,0.2,97,Wind blowing from the west-southwest,4,,,,Mist. ,,,,,,,50-100,,,5.0,13.4,,,,,,
24.07.2020 06:00,13.7,732.6,759.9,-0.2,97,Wind blowing from the west-southwest,2,,,,Mist. ,,,13.3,,,,50-100,,,7.0,13.3,Trace of precipitation,12,,,,
24.07.2020 05:00,13.3,732.4,759.6,-0.6,98,Wind blowing from the west-southwest,2,,,,Mist. ,,,,,,,100-200,,,9.0,13.0,,,,,,
24.07.2020 04:00,13.5,732.5,759.7,-0.6,98,Wind blowing from the west,2,,,,Mist. ,,,,,,,50-100,,,8.0,13.2,,,,,,
24.07.2020 03:00,13.8,732.8,760.1,-0.3,97,Wind blowing from the west,2,,,, ,,,,,,,100-200,,,12.0,13.4,,,,,,
24.07.2020 02:00,14.1,733.0,760.3,-0.2,98,Wind blowing from the west,1,,,,Mist. ,,,,,,,100-200,,,10.0,13.8,,,,,,
24.07.2020 01:00,14.1,733.1,760.3,-0.2,99,Wind blowing from the west,2,,,,Mist. ,,,,,,,Less than  50,,,9.0,13.9,,,,,,
24.07.2020 00:00,14.1,733.1,760.3,-0.1,99,Wind blowing from the west-southwest,3,,,,Rain (not freezing). ,,,,,,,Less than  50,,,4.1,14.0,Trace of precipitation,6,,,,
23.07.2020 23:00,14.3,733.2,760.3,0.2,98,Wind blowing from the west-southwest,3,,,,Rain (not freezing). ,,,,,,,100-200,,,12.0,14.0,,,,,,
23.07.2020 22:00,14.3,733.3,760.5,0.4,96,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,14.0,13.6,,,,,,
23.07.2020 21:00,14.3,733.2,760.4,0.5,96,Wind blowing from the south-west,2,,,, ,,,,,,,600-1000,,,45.0,13.6,,,,,,
23.07.2020 20:00,15.2,733.0,760.0,0.0,92,Calm no wind,0,,,,Rain (not freezing). ,,,,,,,600-1000,,,50.0,13.9,,,,,,
23.07.2020 19:00,16.3,732.9,759.9,-0.1,86,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,45.0,14.0,,,,,,
23.07.2020 18:00,17.0,732.7,759.7,-0.6,90,Wind blowing from the west-southwest,3,,,, ,,,,17.5,,,200-300,,,45.0,15.4,2.0,12,,,,
23.07.2020 17:00,16.9,733.0,759.9,-0.3,92,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,200-300,,,45.0,15.5,,,,,,
23.07.2020 16:00,16.6,733.0,760.0,-0.7,94,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,200-300,,,24.0,15.7,,,,,,
23.07.2020 15:00,16.0,733.3,760.3,-0.7,96,Wind blowing from the west-southwest,6,,,,Rain (not freezing). ,,,,,,,100-200,,,30.0,15.4,,,,,,
