Local time in Lake Vyrnwy,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.07.2020 15:00,13.4,728.8,760.8,0.0,93,Wind blowing from the south-southwest,3,,,, ,,,,,,,200-300,,,7.0,12.2,,,,,,
08.07.2020 14:00,14.7,729.1,760.8,0.4,92,Wind blowing from the south-southeast,2,,,, ,,,,,,,100-200,,,8.0,13.4,,,,,,
08.07.2020 13:00,14.2,729.0,760.9,0.5,94,Wind blowing from the east-southeast,2,,,, ,,,,,,,100-200,,,20.0,13.2,,,,,,
08.07.2020 12:00,14.0,728.8,760.6,0.3,93,Wind blowing from the east,3,,,, ,,,,,,,100-200,,,23.0,12.9,No precipitation,6,,,,
08.07.2020 11:00,15.8,728.7,760.3,0.5,85,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,65.0,13.3,,,,,,
08.07.2020 10:00,15.4,728.5,760.3,0.6,85,Wind blowing from the north-west,1,,,, ,,,,,,,300-600,,,50.0,12.8,,,,,,
08.07.2020 09:00,14.7,728.5,760.3,0.7,86,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,65.0,12.3,,,,,,
08.07.2020 08:00,13.9,728.2,760.0,0.7,93,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,35.0,12.8,,,,,,
08.07.2020 07:00,13.1,727.9,759.8,0.5,96,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,60.0,12.5,,,,,,
08.07.2020 06:00,12.8,727.8,759.7,0.5,98,Wind blowing from the west-southwest,3,,,, ,,,12.1,,,,200-300,,,13.0,12.5,4.0,12,,,,
08.07.2020 05:00,12.6,727.5,759.4,-0.1,99,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,3.4,12.4,,,,,,
08.07.2020 04:00,12.7,727.4,759.4,-0.4,99,Wind blowing from the west-southwest,4,,,, ,,,,,,,100-200,,,5.0,12.5,,,,,,
08.07.2020 03:00,12.8,727.3,759.2,-0.8,98,Wind blowing from the south-west,1,,,, ,,,,,,,100-200,,,6.0,12.5,,,,,,
08.07.2020 02:00,13.0,727.6,759.4,-0.5,97,Wind blowing from the west-southwest,4,,,, ,,,,,,,200-300,,,21.0,12.6,,,,,,
08.07.2020 01:00,13.0,727.8,759.7,-0.4,99,Wind blowing from the west-southwest,6,,,, ,,,,,,,100-200,,,7.0,12.8,,,,,,
08.07.2020 00:00,12.7,728.1,760.0,-0.1,99,Wind blowing from the south-southwest,2,,,, ,,,,,,,50-100,,,2.9,12.5,3.0,6,,,,
07.07.2020 23:00,12.5,728.1,760.1,-0.5,99,Wind blowing from the south,1,,,, ,,,,,,,100-200,,,2.6,12.3,,,,,,
07.07.2020 22:00,12.4,728.2,760.2,-0.6,99,Wind blowing from the west-southwest,3,,,, ,,,,,,,50-100,,,3.9,12.3,,,,,,
07.07.2020 21:00,12.4,728.2,760.3,-0.8,98,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,5.0,12.1,,,,,,
07.07.2020 20:00,12.5,728.6,760.6,-0.9,97,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,9.0,12.1,,,,,,
07.07.2020 19:00,12.5,728.8,760.9,-1.4,97,Wind blowing from the west-southwest,4,,,, ,,,,,,,100-200,,,7.0,12.1,,,,,,
07.07.2020 18:00,12.1,729.0,761.1,-1.9,99,Wind blowing from the south-west,4,,,, ,,,,12.1,,,100-200,,,2.9,11.9,4.0,12,,,,
07.07.2020 17:00,11.8,729.5,761.6,-1.7,98,Wind blowing from the south-southwest,5,,,, ,,,,,,,100-200,,,1.4,11.5,,,,,,
07.07.2020 16:00,11.4,730.2,762.4,-1.4,99,Wind blowing from the south-southwest,5,,,, ,,,,,,,100-200,,,1.9,11.2,,,,,,
07.07.2020 15:00,11.4,730.9,763.2,-0.7,97,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,3.1,11.0,,,,,,
07.07.2020 14:00,10.4,731.2,763.6,-0.9,96,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,6.0,9.8,,,,,,
07.07.2020 13:00,10.2,731.6,764.0,-0.8,95,Wind blowing from the south-west,8,,,, ,,,,,,,100-200,,,7.0,9.5,,,,,,
07.07.2020 12:00,9.6,731.6,764.1,-0.8,96,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,4.1,9.0,2.0,6,,,,
07.07.2020 11:00,10.0,732.1,764.6,-0.4,90,Wind blowing from the south-west,7,,,, ,,,,,,,300-600,,,23.0,8.4,,,,,,
07.07.2020 10:00,9.9,732.4,764.8,-0.3,93,Wind blowing from the south-west,6,,,, ,,,,,,,200-300,,,24.0,8.8,,,,,,
07.07.2020 09:00,10.5,732.4,764.9,-0.5,95,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,20.0,9.8,,,,,,
07.07.2020 08:00,10.9,732.5,764.8,-0.6,96,Wind blowing from the south,2,,,, ,,,,,,,100-200,,,7.0,10.3,,,,,,
07.07.2020 07:00,11.0,732.7,765.1,-0.7,94,Wind blowing from the south-southwest,3,,,, ,,,,,,,2000-2500,,,20.0,10.1,,,,,,
07.07.2020 06:00,10.5,732.9,765.3,-0.7,94,Wind blowing from the west-southwest,3,,,, ,,,9.3,,,,2000-2500,,,22.0,9.6,No precipitation,12,,,,
07.07.2020 05:00,10.0,733.1,765.6,-0.8,95,Wind blowing from the west-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,9.3,,,,,,
07.07.2020 04:00,9.3,733.4,766.0,-0.9,95,Wind blowing from the south-west,2,,,, ,,,,,,,1500-2000,,,24.0,8.5,,,,,,
07.07.2020 03:00,10.2,733.6,766.1,-1.0,89,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.5,,,,,,
07.07.2020 02:00,10.3,733.9,766.5,-0.8,92,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,9.1,,,,,,
07.07.2020 01:00,10.4,734.3,766.9,-0.8,95,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,22.0,9.7,,,,,,
07.07.2020 00:00,9.9,734.6,767.2,-0.6,94,Wind blowing from the west-northwest,1,,,, ,,,,,,,100-200,,,21.0,8.9,No precipitation,6,,,,
06.07.2020 23:00,9.6,734.7,767.3,-0.5,89,Wind blowing from the south-west,2,,,, ,,,,,,,1500-2000,,,30.0,7.8,,,,,,
06.07.2020 22:00,9.9,735.1,767.7,-0.2,86,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,7.7,,,,,,
06.07.2020 21:00,10.2,735.2,767.8,0.1,87,Wind blowing from the west-southwest,4,,,, ,,,,,,,1500-2000,,,30.0,8.1,,,,,,
06.07.2020 20:00,11.2,735.2,767.6,0.1,84,Wind blowing from the west-southwest,5,,,, ,,,,,,,1500-2000,,,30.0,8.5,,,,,,
06.07.2020 19:00,11.9,735.3,767.7,0.2,80,Wind blowing from the west-southwest,6,,,, ,,,,,,,600-1000,,,30.0,8.5,,,,,,
06.07.2020 18:00,13.0,735.1,767.4,0.3,73,Wind blowing from the west,5,,,, ,,,,15.7,,,1000-1500,,,30.0,8.2,0.6,12,,,,
06.07.2020 17:00,14.2,735.1,767.2,0.5,67,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,35.0,8.1,,,,,,
06.07.2020 16:00,14.2,735.1,767.2,0.9,63,Wind blowing from the north-west,4,,,, ,,,,,,,1000-1500,,,30.0,7.3,,,,,,
06.07.2020 15:00,14.8,734.8,766.9,0.9,62,Wind blowing from the north-west,4,,,, ,,,,,,,1000-1500,,,30.0,7.6,,,,,,
06.07.2020 14:00,13.6,734.6,766.8,1.5,58,Wind blowing from the north-northwest,4,,,, ,,,,,,,1000-1500,,,40.0,5.3,,,,,,
06.07.2020 13:00,13.2,734.2,766.4,1.8,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,1000-1500,,,35.0,7.2,,,,,,
06.07.2020 12:00,12.6,733.9,766.1,2.0,75,Wind blowing from the north-northwest,4,,,, ,,,,,,,1000-1500,,,45.0,8.3,0.6,6,,,,
06.07.2020 11:00,13.1,733.1,765.2,1.6,91,Wind blowing from the west-northwest,3,,,, ,,,,,,,200-300,,,40.0,11.7,,,,,,
06.07.2020 10:00,10.9,732.4,764.8,1.8,88,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,5.0,8.9,,,,,,
06.07.2020 09:00,10.5,731.9,764.2,2.0,88,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,4.8,8.5,,,,,,
06.07.2020 08:00,10.1,731.5,763.9,2.1,91,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,23.0,8.6,,,,,,
06.07.2020 07:00,9.4,730.6,763.1,1.5,90,Wind blowing from the west,6,,,, ,,,,,,,300-600,,,13.0,7.8,,,,,,
06.07.2020 06:00,9.3,729.9,762.4,1.3,82,Wind blowing from the west,8,,,, ,,,8.7,,,,300-600,,,30.0,6.4,5.0,12,,,,
06.07.2020 05:00,9.1,729.4,761.9,0.9,89,Wind blowing from the west,8,,,, ,,,,,,,300-600,,,12.0,7.3,,,,,,
06.07.2020 04:00,9.0,729.1,761.5,0.7,86,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,35.0,6.8,,,,,,
06.07.2020 03:00,9.2,728.6,761.0,0.6,86,Wind blowing from the west,7,,,, ,,,,,,,1000-1500,,,7.0,7.0,,,,,,
06.07.2020 02:00,9.4,728.5,760.9,1.1,86,Wind blowing from the west,7,,,, ,,,,,,,600-1000,,,19.0,7.2,,,,,,
06.07.2020 01:00,9.8,728.4,760.7,1.4,81,Wind blowing from the west,7,,,, ,,,,,,,600-1000,,,40.0,6.7,,,,,,
06.07.2020 00:00,9.9,734.6,767.2,8.4,94,Wind blowing from the west-northwest,1,,,, ,,,,,,,100-200,,,21.0,8.9,No precipitation,6,,,,
05.07.2020 23:00,10.4,727.4,759.6,1.8,79,Wind blowing from the west,11,,,, ,,,,,,,600-1000,,,40.0,6.8,,,,,,
05.07.2020 22:00,10.3,727.0,759.2,1.6,84,Wind blowing from the west-southwest,9,,,, ,,,,,,,600-1000,,,35.0,7.6,,,,,,
05.07.2020 21:00,10.2,726.2,758.5,0.9,86,Wind blowing from the west-southwest,12,,,, ,,,,,,,600-1000,,,28.0,8.0,,,,,,
05.07.2020 20:00,10.3,725.6,757.8,0.6,86,Wind blowing from the west-southwest,10,,,, ,,,,,,,600-1000,,,25.0,8.1,,,,,,
05.07.2020 19:00,10.3,725.4,757.5,0.3,86,Wind blowing from the west-southwest,12,,,, ,,,,,,,600-1000,,,8.0,8.1,,,,,,
05.07.2020 18:00,11.3,725.3,757.3,0.3,79,Wind blowing from the west-southwest,11,,,, ,,,,14.2,,,600-1000,,,20.0,7.8,1.0,12,,,,
05.07.2020 17:00,11.3,725.0,757.0,0.6,83,Wind blowing from the south-west,12,,,, ,,,,,,,600-1000,,,18.0,8.5,,,,,,
05.07.2020 16:00,10.6,725.1,757.2,0.8,93,Wind blowing from the west-southwest,12,,,, ,,,,,,,300-600,,,2.7,9.5,,,,,,
05.07.2020 15:00,10.4,725.0,757.1,0.4,89,Wind blowing from the south-west,12,,,, ,,,,,,,300-600,,,1.6,8.6,,,,,,
05.07.2020 14:00,13.2,724.4,756.2,-0.2,74,Wind blowing from the south-west,15,,,, ,,,,,,,600-1000,,,29.0,8.6,,,,,,
05.07.2020 13:00,13.8,724.3,756.0,-0.4,73,Wind blowing from the south-west,12,,,, ,,,,,,,600-1000,,,30.0,9.1,,,,,,
05.07.2020 12:00,13.5,724.6,756.3,-0.1,70,Wind blowing from the west-southwest,13,,,, ,,,,,,,1000-1500,,,35.0,8.1,No precipitation,6,,,,
05.07.2020 11:00,12.9,724.6,756.4,0.2,73,Wind blowing from the south-west,12,,,, ,,,,,,,600-1000,,,40.0,8.1,,,,,,
05.07.2020 10:00,11.4,724.7,756.7,1.3,74,Wind blowing from the west-southwest,9,,,, ,,,,,,,600-1000,,,35.0,6.8,,,,,,
05.07.2020 09:00,11.6,724.7,756.7,1.9,71,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,40.0,6.5,,,,,,
05.07.2020 08:00,10.7,724.4,756.4,2.8,75,Wind blowing from the west-southwest,9,,,, ,,,,,,,600-1000,,,35.0,6.5,,,,,,
05.07.2020 07:00,10.6,723.4,755.4,2.4,78,Wind blowing from the west-southwest,11,,,, ,,,,,,,600-1000,,,35.0,6.9,,,,,,
05.07.2020 06:00,11.0,722.8,754.8,2.4,80,Wind blowing from the west-southwest,12,,,, ,,,10.9,,,,600-1000,,,40.0,7.6,6.0,12,,,,
05.07.2020 05:00,12.0,721.6,753.4,1.5,85,Wind blowing from the west-southwest,14,,,, ,,,,,,,600-1000,,,40.0,9.5,,,,,,
05.07.2020 04:00,12.6,721.0,752.7,1.2,84,Wind blowing from the west-southwest,12,,,, ,,,,,,,600-1000,,,55.0,10.0,,,,,,
05.07.2020 03:00,12.8,720.4,752.0,0.2,95,Wind blowing from the west-southwest,12,,,, ,,,,,,,200-300,,,25.0,12.0,,,,,,
05.07.2020 02:00,13.5,720.1,751.6,-0.3,99,Wind blowing from the west-southwest,13,,,, ,,,,,,,100-200,,,4.8,13.3,,,,,,
05.07.2020 01:00,13.7,719.8,751.3,-1.5,97,Wind blowing from the south-west,15,,,, ,,,,,,,100-200,,,2.6,13.3,,,,,,
05.07.2020 00:00,10.2,728.0,760.3,5.9,79,Wind blowing from the west,9,,,, ,,,,,,,600-1000,,,40.0,6.7,4.0,6,,,,
04.07.2020 23:00,13.6,720.4,751.9,-2.3,99,Wind blowing from the south-west,16,,,, ,,,,,,,100-200,,,1.3,13.5,,,,,,
04.07.2020 22:00,13.3,721.3,753.0,-1.8,100,Wind blowing from the south-west,12,,,, ,,,,,,,Less than  50,,,1.5,13.3,,,,,,
04.07.2020 21:00,13.0,722.1,753.7,-1.3,100,Wind blowing from the south-west,12,,,, ,,,,,,,Less than  50,,,0.2,13.0,,,,,,
04.07.2020 20:00,13.0,722.7,754.4,-1.0,100,Wind blowing from the south-west,8,,,, ,,,,,,,Less than  50,,,1.1,13.0,,,,,,
04.07.2020 19:00,13.0,723.1,754.9,-0.6,100,Wind blowing from the south-west,9,,,, ,,,,,,,,,,0.1,13.0,,,,,,
04.07.2020 18:00,13.0,723.4,755.1,-0.6,99,Wind blowing from the south-west,10,,,, ,,,,14.8,,,50-100,,,0.6,12.9,3.0,12,,,,
04.07.2020 17:00,13.3,723.7,755.4,0.0,99,Wind blowing from the south-west,10,,,, ,,,,,,,50-100,,,1.5,13.2,,,,,,
04.07.2020 16:00,13.3,723.7,755.5,-0.1,100,Wind blowing from the south-west,10,,,, ,,,,,,,Less than  50,,,0.1,13.3,,,,,,
04.07.2020 15:00,13.5,724.0,755.8,0.4,99,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,1.3,13.3,,,,,,
04.07.2020 14:00,14.2,723.7,755.3,0.1,98,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,3.0,13.9,,,,,,
04.07.2020 13:00,13.9,723.8,755.5,0.4,98,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,1.9,13.6,,,,,,
04.07.2020 12:00,14.0,723.6,755.2,0.0,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,2.2,13.5,1.0,6,,,,
04.07.2020 11:00,13.9,723.6,755.2,0.2,97,Wind blowing from the south-west,12,,,, ,,,,,,,100-200,,,2.0,13.4,,,,,,
04.07.2020 10:00,13.6,723.4,755.0,0.0,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,7.0,13.2,,,,,,
04.07.2020 09:00,13.1,723.6,755.3,0.3,97,Wind blowing from the south-west,12,,,, ,,,,,,,100-200,,,5.0,12.7,,,,,,
04.07.2020 08:00,12.5,723.4,755.2,0.3,99,Wind blowing from the south-west,11,,,, ,,,,,,,50-100,,,6.0,12.4,,,,,,
04.07.2020 07:00,12.6,723.4,755.2,0.3,99,Wind blowing from the south-west,10,,,, ,,,,,,,50-100,,,4.5,12.4,,,,,,
04.07.2020 06:00,12.7,723.3,755.0,0.3,99,Wind blowing from the south-west,10,,,, ,,,12.7,,,,100-200,,,3.8,12.5,11.0,12,,,,
04.07.2020 05:00,13.0,723.1,754.9,0.0,98,Wind blowing from the south-west,9,,,, ,,,,,,,200-300,,,1.7,12.7,,,,,,
04.07.2020 04:00,13.1,723.1,754.7,-0.1,99,Wind blowing from the south-west,8,,,, ,,,,,,,200-300,,,2.1,12.9,,,,,,
04.07.2020 03:00,13.3,723.0,754.6,-0.8,98,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,2.3,13.0,,,,,,
04.07.2020 02:00,13.4,723.1,754.7,-1.1,99,Wind blowing from the south-west,8,,,, ,,,,,,,100-200,,,2.8,13.2,,,,,,
04.07.2020 01:00,13.6,723.2,754.9,-1.1,98,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,2.3,13.3,,,,,,
04.07.2020 00:00,13.7,720.2,751.7,-4.3,99,Wind blowing from the south-west,16,,,, ,,,,,,,100-200,,,1.7,13.5,4.0,6,,,,
03.07.2020 23:00,13.6,724.2,755.8,0.0,99,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,1.8,13.4,,,,,,
03.07.2020 22:00,13.5,724.3,756.0,-0.3,99,Wind blowing from the south-west,8,,,, ,,,,,,,100-200,,,2.9,13.3,,,,,,
03.07.2020 21:00,13.3,724.5,756.2,-0.4,99,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,2.7,13.1,,,,,,
03.07.2020 20:00,13.1,724.2,756.0,-1.1,99,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,2.0,12.9,,,,,,
03.07.2020 19:00,13.2,724.6,756.3,-0.9,99,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,5.0,13.0,,,,,,
03.07.2020 18:00,13.1,724.9,756.7,-1.0,99,Wind blowing from the south-west,9,,,, ,,,,13.2,,,100-200,,,1.6,12.9,10.0,12,,,,
03.07.2020 17:00,13.1,725.3,757.1,-0.8,98,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,1.8,12.8,,,,,,
03.07.2020 16:00,13.0,725.5,757.4,-0.7,97,Wind blowing from the south-west,11,,,, ,,,,,,,200-300,,,3.6,12.6,,,,,,
03.07.2020 15:00,12.8,725.9,757.8,-0.6,97,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,4.4,12.3,,,,,,
03.07.2020 14:00,12.9,726.1,758.0,-0.4,97,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,1.2,12.5,,,,,,
03.07.2020 13:00,12.7,726.2,758.1,-0.2,97,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,3.1,12.2,,,,,,
03.07.2020 12:00,12.8,726.5,758.4,-0.5,97,Wind blowing from the south-west,12,,,, ,,,,,,,200-300,,,1.7,12.3,2.0,6,,,,
03.07.2020 11:00,11.8,726.5,758.5,-0.4,96,Wind blowing from the south-west,12,,,, ,,,,,,,200-300,,,6.0,11.2,,,,,,
03.07.2020 10:00,11.3,726.4,758.4,-0.5,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,5.0,10.8,,,,,,
03.07.2020 09:00,11.1,727.0,759.1,-0.2,96,Wind blowing from the south-west,12,,,, ,,,,,,,100-200,,,6.0,10.4,,,,,,
03.07.2020 08:00,10.4,726.9,759.1,-0.6,95,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,3.9,9.7,,,,,,
03.07.2020 07:00,10.6,726.9,759.1,-0.8,92,Wind blowing from the south-west,10,,,, ,,,,,,,200-300,,,21.0,9.3,,,,,,
03.07.2020 06:00,10.3,727.2,759.4,-0.6,95,Wind blowing from the south-west,8,,,, ,,,9.1,,,,200-300,,,14.0,9.5,No precipitation,12,,,,
03.07.2020 05:00,10.3,727.5,759.7,-1.0,89,Wind blowing from the south-west,8,,,, ,,,,,,,300-600,,,17.0,8.5,,,,,,
03.07.2020 04:00,10.2,727.7,760.0,-0.9,89,Wind blowing from the south-west,9,,,, ,,,,,,,300-600,,,28.0,8.4,,,,,,
03.07.2020 03:00,10.6,727.8,760.0,-1.0,97,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,16.0,10.1,,,,,,
03.07.2020 02:00,10.4,728.5,760.7,-0.6,94,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,23.0,9.4,,,,,,
03.07.2020 01:00,10.3,728.6,760.9,-0.8,92,Wind blowing from the south-west,3,,,, ,,,,,,,200-300,,,28.0,9.1,,,,,,
03.07.2020 00:00,10.6,728.8,761.1,-0.6,94,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,24.0,9.7,No precipitation,6,,,,
02.07.2020 23:00,10.3,729.1,761.5,0.0,95,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,24.0,9.6,,,,,,
02.07.2020 22:00,9.3,729.4,761.8,0.4,96,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,16.0,8.7,,,,,,
02.07.2020 21:00,10.0,729.4,761.7,0.8,90,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,30.0,8.4,,,,,,
02.07.2020 20:00,11.0,729.1,761.3,0.8,84,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,35.0,8.4,,,,,,
02.07.2020 19:00,12.1,729.0,761.0,0.9,74,Wind blowing from the west-southwest,7,,,, ,,,,,,,1000-1500,,,35.0,7.5,,,,,,
02.07.2020 18:00,13.7,728.6,760.5,0.8,70,Wind blowing from the west-southwest,6,,,, ,,,,16.7,,,2500 or more or no clouds.,,,40.0,8.2,0.2,12,,,,
02.07.2020 17:00,14.5,728.3,760.1,0.9,69,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,45.0,8.9,,,,,,
02.07.2020 16:00,15.0,728.1,759.8,0.8,65,Wind blowing from the west-southwest,6,,,, ,,,,,,,600-1000,,,45.0,8.5,,,,,,
02.07.2020 15:00,15.5,727.8,759.4,1.0,71,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,45.0,10.3,,,,,,
02.07.2020 14:00,15.7,727.4,759.0,1.0,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,300-600,,,35.0,12.4,,,,,,
02.07.2020 13:00,14.3,727.3,759.0,1.5,85,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,45.0,11.8,,,,,,
02.07.2020 12:00,13.9,726.8,758.6,1.4,83,Wind blowing from the north-west,2,,,, ,,,,,,,300-600,,,40.0,11.0,No precipitation,6,,,,
02.07.2020 11:00,15.1,726.4,758.0,1.5,78,Wind blowing from the north-west,3,,,, ,,,,,,,600-1000,,,45.0,11.3,,,,,,
02.07.2020 10:00,13.5,725.8,757.6,1.6,86,Wind blowing from the north-west,3,,,, ,,,,,,,200-300,,,20.0,11.2,,,,,,
02.07.2020 09:00,13.1,725.4,757.2,1.6,91,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,7.0,11.7,,,,,,
02.07.2020 08:00,12.8,724.9,756.7,1.5,87,Wind blowing from the north-west,3,,,, ,,,,,,,300-600,,,45.0,10.6,,,,,,
02.07.2020 07:00,12.5,724.2,756.1,1.0,88,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,50.0,10.5,,,,,,
02.07.2020 06:00,11.5,723.8,755.7,0.6,91,Wind blowing from the west-southwest,3,,,, ,,,10.3,,,,600-1000,,,50.0,10.1,No precipitation,12,,,,
02.07.2020 05:00,11.0,723.4,755.3,0.2,98,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,30.0,10.7,,,,,,
02.07.2020 04:00,10.9,723.2,755.2,0.1,98,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,17.0,10.6,,,,,,
02.07.2020 03:00,10.8,723.2,755.2,-0.1,98,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,13.0,10.5,,,,,,
02.07.2020 02:00,10.8,723.2,755.2,-0.2,97,Wind blowing from the south-west,5,,,, ,,,,,,,100-200,,,16.0,10.4,,,,,,
02.07.2020 01:00,10.9,723.1,755.1,-0.3,96,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,13.0,10.3,,,,,,
02.07.2020 00:00,10.8,723.3,755.2,0.0,95,Wind blowing from the south-west,4,,,, ,,,,,,,200-300,,,24.0,10.0,No precipitation,6,,,,
01.07.2020 23:00,10.6,723.4,755.4,0.5,94,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,27.0,9.7,,,,,,
01.07.2020 22:00,10.8,723.4,755.5,0.6,93,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,30.0,9.7,,,,,,
01.07.2020 21:00,10.5,723.3,755.2,0.6,94,Wind blowing from the south-west,3,,,, ,,,,,,,200-300,,,30.0,9.5,,,,,,
01.07.2020 20:00,10.9,722.9,754.8,0.4,94,Wind blowing from the west-southwest,5,,,, ,,,,,,,200-300,,,24.0,10.0,,,,,,
01.07.2020 19:00,11.1,722.8,754.6,0.4,96,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,3.9,10.5,,,,,,
01.07.2020 18:00,11.9,722.7,754.5,0.4,94,Wind blowing from the south-west,6,,,, ,,,,15.8,,,100-200,,,8.0,11.0,No precipitation,12,,,,
01.07.2020 17:00,12.7,722.5,754.3,0.6,89,Wind blowing from the south-west,6,,,, ,,,,,,,200-300,,,40.0,11.0,,,,,,
01.07.2020 16:00,12.8,722.4,754.1,0.6,88,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,40.0,10.9,,,,,,
01.07.2020 15:00,13.3,722.3,754.0,1.0,89,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,40.0,11.5,,,,,,
01.07.2020 14:00,13.8,721.9,753.4,0.8,91,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,14.0,12.4,,,,,,
01.07.2020 13:00,13.8,721.8,753.4,0.9,90,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,35.0,12.1,,,,,,
01.07.2020 12:00,14.4,721.3,752.8,0.6,86,Wind blowing from the south-west,7,,,, ,,,,,,,300-600,,,35.0,12.1,No precipitation,6,,,,
01.07.2020 11:00,14.4,721.1,752.6,0.6,88,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,40.0,12.4,,,,,,
01.07.2020 10:00,14.2,720.9,752.4,0.6,87,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,45.0,12.1,,,,,,
01.07.2020 09:00,13.0,720.7,752.3,0.7,90,Wind blowing from the west-southwest,4,,,, ,,,,,,,200-300,,,45.0,11.3,,,,,,
01.07.2020 08:00,12.6,720.5,752.2,0.7,96,Wind blowing from the south-west,3,,,, ,,,,,,,200-300,,,45.0,11.9,,,,,,
01.07.2020 07:00,11.4,720.3,752.0,0.5,97,Wind blowing from the south-west,3,,,, ,,,,,,,200-300,,,30.0,11.0,,,,,,
01.07.2020 06:00,11.1,720.0,751.8,0.0,98,Wind blowing from the south-west,2,,,, ,,,10.7,,,,200-300,,,30.0,10.8,0.6,12,,,,
01.07.2020 05:00,10.9,719.8,751.6,-0.3,97,Wind blowing from the south-west,2,,,, ,,,,,,,300-600,,,4.5,10.5,,,,,,
01.07.2020 04:00,10.8,719.8,751.6,-0.5,97,Wind blowing from the west-southwest,3,,,, ,,,,,,,300-600,,,35.0,10.4,,,,,,
01.07.2020 03:00,11.0,720.0,751.8,-0.5,99,Wind blowing from the south-west,4,,,, ,,,,,,,50-100,,,16.0,10.8,,,,,,
