Total errors 48773

04/03/2020 | Date                                     | Spain
07/24/2020 | Date                                     | Poland
07/24/2020 | Country                                  | Poland
07/24/2020 | Cases                                    | Poland
07/24/2020 | Cumulative Cases                         | Poland
07/24/2020 | Deaths                                   | Poland
07/24/2020 | Cumulative Deaths                        | Poland
07/24/2020 | Tests                                    | Poland
07/24/2020 | Cumulative Tests                         | Poland
07/24/2020 | Meeting Friends/Family (indoor)          | Poland
07/24/2020 | Meeting Friends/Family (outdoor)         | Poland
07/24/2020 | Domestic Travel                          | Poland
07/24/2020 | International Travel                     | Poland
07/24/2020 | Cafes and Restaurants                    | Poland
07/24/2020 | Pubs and bars                            | Poland
07/24/2020 | Sports and leisure                       | Poland
07/24/2020 | Schools Closure                          | Poland
07/24/2020 | Temperature                              | Poland
07/24/2020 | Humidity                                 | Poland
07/24/2020 | Nursing & Care Home Visit                | Poland
07/25/2020 | Date                                     | Poland
07/25/2020 | Country                                  | Poland
07/25/2020 | Cases                                    | Poland
07/25/2020 | Cumulative Cases                         | Poland
07/25/2020 | Deaths                                   | Poland
07/25/2020 | Cumulative Deaths                        | Poland
07/25/2020 | Tests                                    | Poland
07/25/2020 | Cumulative Tests                         | Poland
07/25/2020 | Meeting Friends/Family (indoor)          | Poland
07/25/2020 | Meeting Friends/Family (outdoor)         | Poland
07/25/2020 | Domestic Travel                          | Poland
07/25/2020 | International Travel                     | Poland
07/25/2020 | Cafes and Restaurants                    | Poland
07/25/2020 | Pubs and bars                            | Poland
07/25/2020 | Sports and leisure                       | Poland
07/25/2020 | Schools Closure                          | Poland
07/25/2020 | Temperature                              | Poland
07/25/2020 | Humidity                                 | Poland
07/25/2020 | Nursing & Care Home Visit                | Poland
07/26/2020 | Date                                     | Poland
07/26/2020 | Country                                  | Poland
07/26/2020 | Cases                                    | Poland
07/26/2020 | Cumulative Cases                         | Poland
07/26/2020 | Deaths                                   | Poland
07/26/2020 | Cumulative Deaths                        | Poland
07/26/2020 | Tests                                    | Poland
07/26/2020 | Cumulative Tests                         | Poland
07/26/2020 | Meeting Friends/Family (indoor)          | Poland
07/26/2020 | Meeting Friends/Family (outdoor)         | Poland
07/26/2020 | Domestic Travel                          | Poland
07/26/2020 | International Travel                     | Poland
07/26/2020 | Cafes and Restaurants                    | Poland
07/26/2020 | Pubs and bars                            | Poland
07/26/2020 | Sports and leisure                       | Poland
07/26/2020 | Schools Closure                          | Poland
07/26/2020 | Temperature                              | Poland
07/26/2020 | Humidity                                 | Poland
07/26/2020 | Nursing & Care Home Visit                | Poland
07/27/2020 | Date                                     | Poland
07/27/2020 | Country                                  | Poland
07/27/2020 | Cases                                    | Poland
07/27/2020 | Cumulative Cases                         | Poland
07/27/2020 | Deaths                                   | Poland
07/27/2020 | Cumulative Deaths                        | Poland
07/27/2020 | Tests                                    | Poland
07/27/2020 | Cumulative Tests                         | Poland
07/27/2020 | Meeting Friends/Family (indoor)          | Poland
07/27/2020 | Meeting Friends/Family (outdoor)         | Poland
07/27/2020 | Domestic Travel                          | Poland
07/27/2020 | International Travel                     | Poland
07/27/2020 | Cafes and Restaurants                    | Poland
07/27/2020 | Pubs and bars                            | Poland
07/27/2020 | Sports and leisure                       | Poland
07/27/2020 | Schools Closure                          | Poland
07/27/2020 | Temperature                              | Poland
07/27/2020 | Humidity                                 | Poland
07/27/2020 | Nursing & Care Home Visit                | Poland
07/28/2020 | Date                                     | Poland
07/28/2020 | Country                                  | Poland
07/28/2020 | Cases                                    | Poland
07/28/2020 | Cumulative Cases                         | Poland
07/28/2020 | Deaths                                   | Poland
07/28/2020 | Cumulative Deaths                        | Poland
07/28/2020 | Tests                                    | Poland
07/28/2020 | Cumulative Tests                         | Poland
07/28/2020 | Meeting Friends/Family (indoor)          | Poland
07/28/2020 | Meeting Friends/Family (outdoor)         | Poland
07/28/2020 | Domestic Travel                          | Poland
07/28/2020 | International Travel                     | Poland
07/28/2020 | Cafes and Restaurants                    | Poland
07/28/2020 | Pubs and bars                            | Poland
07/28/2020 | Sports and leisure                       | Poland
07/28/2020 | Schools Closure                          | Poland
07/28/2020 | Temperature                              | Poland
07/28/2020 | Humidity                                 | Poland
07/28/2020 | Nursing & Care Home Visit                | Poland
07/29/2020 | Date                                     | Poland
07/29/2020 | Country                                  | Poland
07/29/2020 | Cases                                    | Poland
07/29/2020 | Cumulative Cases                         | Poland
07/29/2020 | Deaths                                   | Poland
07/29/2020 | Cumulative Deaths                        | Poland
07/29/2020 | Tests                                    | Poland
07/29/2020 | Cumulative Tests                         | Poland
07/29/2020 | Meeting Friends/Family (indoor)          | Poland
07/29/2020 | Meeting Friends/Family (outdoor)         | Poland
07/29/2020 | Domestic Travel                          | Poland
07/29/2020 | International Travel                     | Poland
07/29/2020 | Cafes and Restaurants                    | Poland
07/29/2020 | Pubs and bars                            | Poland
07/29/2020 | Sports and leisure                       | Poland
07/29/2020 | Schools Closure                          | Poland
07/29/2020 | Temperature                              | Poland
07/29/2020 | Humidity                                 | Poland
07/29/2020 | Nursing & Care Home Visit                | Poland
07/30/2020 | Date                                     | Poland
07/30/2020 | Country                                  | Poland
07/30/2020 | Cases                                    | Poland
07/30/2020 | Cumulative Cases                         | Poland
07/30/2020 | Deaths                                   | Poland
07/30/2020 | Cumulative Deaths                        | Poland
07/30/2020 | Tests                                    | Poland
07/30/2020 | Cumulative Tests                         | Poland
07/30/2020 | Meeting Friends/Family (indoor)          | Poland
07/30/2020 | Meeting Friends/Family (outdoor)         | Poland
07/30/2020 | Domestic Travel                          | Poland
07/30/2020 | International Travel                     | Poland
07/30/2020 | Cafes and Restaurants                    | Poland
07/30/2020 | Pubs and bars                            | Poland
07/30/2020 | Sports and leisure                       | Poland
07/30/2020 | Schools Closure                          | Poland
07/30/2020 | Temperature                              | Poland
07/30/2020 | Humidity                                 | Poland
07/30/2020 | Nursing & Care Home Visit                | Poland
07/31/2020 | Date                                     | Poland
07/31/2020 | Country                                  | Poland
07/31/2020 | Cases                                    | Poland
07/31/2020 | Cumulative Cases                         | Poland
07/31/2020 | Deaths                                   | Poland
07/31/2020 | Cumulative Deaths                        | Poland
07/31/2020 | Tests                                    | Poland
07/31/2020 | Cumulative Tests                         | Poland
07/31/2020 | Meeting Friends/Family (indoor)          | Poland
07/31/2020 | Meeting Friends/Family (outdoor)         | Poland
07/31/2020 | Domestic Travel                          | Poland
07/31/2020 | International Travel                     | Poland
07/31/2020 | Cafes and Restaurants                    | Poland
07/31/2020 | Pubs and bars                            | Poland
07/31/2020 | Sports and leisure                       | Poland
07/31/2020 | Schools Closure                          | Poland
07/31/2020 | Temperature                              | Poland
07/31/2020 | Humidity                                 | Poland
07/31/2020 | Nursing & Care Home Visit                | Poland
08/01/2020 | Date                                     | Poland
08/01/2020 | Country                                  | Poland
08/01/2020 | Cases                                    | Poland
08/01/2020 | Cumulative Cases                         | Poland
08/01/2020 | Deaths                                   | Poland
08/01/2020 | Cumulative Deaths                        | Poland
08/01/2020 | Tests                                    | Poland
08/01/2020 | Cumulative Tests                         | Poland
08/01/2020 | Meeting Friends/Family (indoor)          | Poland
08/01/2020 | Meeting Friends/Family (outdoor)         | Poland
08/01/2020 | Domestic Travel                          | Poland
08/01/2020 | International Travel                     | Poland
08/01/2020 | Cafes and Restaurants                    | Poland
08/01/2020 | Pubs and bars                            | Poland
08/01/2020 | Sports and leisure                       | Poland
08/01/2020 | Schools Closure                          | Poland
08/01/2020 | Temperature                              | Poland
08/01/2020 | Humidity                                 | Poland
08/01/2020 | Nursing & Care Home Visit                | Poland
08/02/2020 | Date                                     | Poland
08/02/2020 | Country                                  | Poland
08/02/2020 | Cases                                    | Poland
08/02/2020 | Cumulative Cases                         | Poland
08/02/2020 | Deaths                                   | Poland
08/02/2020 | Cumulative Deaths                        | Poland
08/02/2020 | Tests                                    | Poland
08/02/2020 | Cumulative Tests                         | Poland
08/02/2020 | Meeting Friends/Family (indoor)          | Poland
08/02/2020 | Meeting Friends/Family (outdoor)         | Poland
08/02/2020 | Domestic Travel                          | Poland
08/02/2020 | International Travel                     | Poland
08/02/2020 | Cafes and Restaurants                    | Poland
08/02/2020 | Pubs and bars                            | Poland
08/02/2020 | Sports and leisure                       | Poland
08/02/2020 | Schools Closure                          | Poland
08/02/2020 | Temperature                              | Poland
08/02/2020 | Humidity                                 | Poland
08/02/2020 | Nursing & Care Home Visit                | Poland
08/03/2020 | Date                                     | Poland
08/03/2020 | Country                                  | Poland
08/03/2020 | Cases                                    | Poland
08/03/2020 | Cumulative Cases                         | Poland
08/03/2020 | Deaths                                   | Poland
08/03/2020 | Cumulative Deaths                        | Poland
08/03/2020 | Tests                                    | Poland
08/03/2020 | Cumulative Tests                         | Poland
08/03/2020 | Meeting Friends/Family (indoor)          | Poland
08/03/2020 | Meeting Friends/Family (outdoor)         | Poland
08/03/2020 | Domestic Travel                          | Poland
08/03/2020 | International Travel                     | Poland
08/03/2020 | Cafes and Restaurants                    | Poland
08/03/2020 | Pubs and bars                            | Poland
08/03/2020 | Sports and leisure                       | Poland
08/03/2020 | Schools Closure                          | Poland
08/03/2020 | Temperature                              | Poland
08/03/2020 | Humidity                                 | Poland
08/03/2020 | Nursing & Care Home Visit                | Poland
08/04/2020 | Date                                     | Poland
08/04/2020 | Country                                  | Poland
08/04/2020 | Cases                                    | Poland
08/04/2020 | Cumulative Cases                         | Poland
08/04/2020 | Deaths                                   | Poland
08/04/2020 | Cumulative Deaths                        | Poland
08/04/2020 | Tests                                    | Poland
08/04/2020 | Cumulative Tests                         | Poland
08/04/2020 | Meeting Friends/Family (indoor)          | Poland
08/04/2020 | Meeting Friends/Family (outdoor)         | Poland
08/04/2020 | Domestic Travel                          | Poland
08/04/2020 | International Travel                     | Poland
08/04/2020 | Cafes and Restaurants                    | Poland
08/04/2020 | Pubs and bars                            | Poland
08/04/2020 | Sports and leisure                       | Poland
08/04/2020 | Schools Closure                          | Poland
08/04/2020 | Temperature                              | Poland
08/04/2020 | Humidity                                 | Poland
08/04/2020 | Nursing & Care Home Visit                | Poland
08/05/2020 | Date                                     | Poland
08/05/2020 | Country                                  | Poland
08/05/2020 | Cases                                    | Poland
08/05/2020 | Cumulative Cases                         | Poland
08/05/2020 | Deaths                                   | Poland
08/05/2020 | Cumulative Deaths                        | Poland
08/05/2020 | Tests                                    | Poland
08/05/2020 | Cumulative Tests                         | Poland
08/05/2020 | Meeting Friends/Family (indoor)          | Poland
08/05/2020 | Meeting Friends/Family (outdoor)         | Poland
08/05/2020 | Domestic Travel                          | Poland
08/05/2020 | International Travel                     | Poland
08/05/2020 | Cafes and Restaurants                    | Poland
08/05/2020 | Pubs and bars                            | Poland
08/05/2020 | Sports and leisure                       | Poland
08/05/2020 | Schools Closure                          | Poland
08/05/2020 | Temperature                              | Poland
08/05/2020 | Humidity                                 | Poland
08/05/2020 | Nursing & Care Home Visit                | Poland
08/06/2020 | Date                                     | Poland
08/06/2020 | Country                                  | Poland
08/06/2020 | Cases                                    | Poland
08/06/2020 | Cumulative Cases                         | Poland
08/06/2020 | Deaths                                   | Poland
08/06/2020 | Cumulative Deaths                        | Poland
08/06/2020 | Tests                                    | Poland
08/06/2020 | Cumulative Tests                         | Poland
08/06/2020 | Meeting Friends/Family (indoor)          | Poland
08/06/2020 | Meeting Friends/Family (outdoor)         | Poland
08/06/2020 | Domestic Travel                          | Poland
08/06/2020 | International Travel                     | Poland
08/06/2020 | Cafes and Restaurants                    | Poland
08/06/2020 | Pubs and bars                            | Poland
08/06/2020 | Sports and leisure                       | Poland
08/06/2020 | Schools Closure                          | Poland
08/06/2020 | Temperature                              | Poland
08/06/2020 | Humidity                                 | Poland
08/06/2020 | Nursing & Care Home Visit                | Poland
08/07/2020 | Date                                     | Poland
08/07/2020 | Country                                  | Poland
08/07/2020 | Cases                                    | Poland
08/07/2020 | Cumulative Cases                         | Poland
08/07/2020 | Deaths                                   | Poland
08/07/2020 | Cumulative Deaths                        | Poland
08/07/2020 | Tests                                    | Poland
08/07/2020 | Cumulative Tests                         | Poland
08/07/2020 | Meeting Friends/Family (indoor)          | Poland
08/07/2020 | Meeting Friends/Family (outdoor)         | Poland
08/07/2020 | Domestic Travel                          | Poland
08/07/2020 | International Travel                     | Poland
08/07/2020 | Cafes and Restaurants                    | Poland
08/07/2020 | Pubs and bars                            | Poland
08/07/2020 | Sports and leisure                       | Poland
08/07/2020 | Schools Closure                          | Poland
08/07/2020 | Temperature                              | Poland
08/07/2020 | Humidity                                 | Poland
08/07/2020 | Nursing & Care Home Visit                | Poland
08/08/2020 | Date                                     | Poland
08/08/2020 | Country                                  | Poland
08/08/2020 | Cases                                    | Poland
08/08/2020 | Cumulative Cases                         | Poland
08/08/2020 | Deaths                                   | Poland
08/08/2020 | Cumulative Deaths                        | Poland
08/08/2020 | Tests                                    | Poland
08/08/2020 | Cumulative Tests                         | Poland
08/08/2020 | Meeting Friends/Family (indoor)          | Poland
08/08/2020 | Meeting Friends/Family (outdoor)         | Poland
08/08/2020 | Domestic Travel                          | Poland
08/08/2020 | International Travel                     | Poland
08/08/2020 | Cafes and Restaurants                    | Poland
08/08/2020 | Pubs and bars                            | Poland
08/08/2020 | Sports and leisure                       | Poland
08/08/2020 | Schools Closure                          | Poland
08/08/2020 | Temperature                              | Poland
08/08/2020 | Humidity                                 | Poland
08/08/2020 | Nursing & Care Home Visit                | Poland
08/09/2020 | Date                                     | Poland
08/09/2020 | Country                                  | Poland
08/09/2020 | Cases                                    | Poland
08/09/2020 | Cumulative Cases                         | Poland
08/09/2020 | Deaths                                   | Poland
08/09/2020 | Cumulative Deaths                        | Poland
08/09/2020 | Tests                                    | Poland
08/09/2020 | Cumulative Tests                         | Poland
08/09/2020 | Meeting Friends/Family (indoor)          | Poland
08/09/2020 | Meeting Friends/Family (outdoor)         | Poland
08/09/2020 | Domestic Travel                          | Poland
08/09/2020 | International Travel                     | Poland
08/09/2020 | Cafes and Restaurants                    | Poland
08/09/2020 | Pubs and bars                            | Poland
08/09/2020 | Sports and leisure                       | Poland
08/09/2020 | Schools Closure                          | Poland
08/09/2020 | Temperature                              | Poland
08/09/2020 | Humidity                                 | Poland
08/09/2020 | Nursing & Care Home Visit                | Poland
08/10/2020 | Date                                     | Poland
08/10/2020 | Country                                  | Poland
08/10/2020 | Cases                                    | Poland
08/10/2020 | Cumulative Cases                         | Poland
08/10/2020 | Deaths                                   | Poland
08/10/2020 | Cumulative Deaths                        | Poland
08/10/2020 | Tests                                    | Poland
08/10/2020 | Cumulative Tests                         | Poland
08/10/2020 | Meeting Friends/Family (indoor)          | Poland
08/10/2020 | Meeting Friends/Family (outdoor)         | Poland
08/10/2020 | Domestic Travel                          | Poland
08/10/2020 | International Travel                     | Poland
08/10/2020 | Cafes and Restaurants                    | Poland
08/10/2020 | Pubs and bars                            | Poland
08/10/2020 | Sports and leisure                       | Poland
08/10/2020 | Schools Closure                          | Poland
08/10/2020 | Temperature                              | Poland
08/10/2020 | Humidity                                 | Poland
08/10/2020 | Nursing & Care Home Visit                | Poland
08/11/2020 | Date                                     | Poland
08/11/2020 | Country                                  | Poland
08/11/2020 | Cases                                    | Poland
08/11/2020 | Cumulative Cases                         | Poland
08/11/2020 | Deaths                                   | Poland
08/11/2020 | Cumulative Deaths                        | Poland
08/11/2020 | Tests                                    | Poland
08/11/2020 | Cumulative Tests                         | Poland
08/11/2020 | Meeting Friends/Family (indoor)          | Poland
08/11/2020 | Meeting Friends/Family (outdoor)         | Poland
08/11/2020 | Domestic Travel                          | Poland
08/11/2020 | International Travel                     | Poland
08/11/2020 | Cafes and Restaurants                    | Poland
08/11/2020 | Pubs and bars                            | Poland
08/11/2020 | Sports and leisure                       | Poland
08/11/2020 | Schools Closure                          | Poland
08/11/2020 | Temperature                              | Poland
08/11/2020 | Humidity                                 | Poland
08/11/2020 | Nursing & Care Home Visit                | Poland
08/12/2020 | Date                                     | Poland
08/12/2020 | Country                                  | Poland
08/12/2020 | Cases                                    | Poland
08/12/2020 | Cumulative Cases                         | Poland
08/12/2020 | Deaths                                   | Poland
08/12/2020 | Cumulative Deaths                        | Poland
08/12/2020 | Tests                                    | Poland
08/12/2020 | Cumulative Tests                         | Poland
08/12/2020 | Meeting Friends/Family (indoor)          | Poland
08/12/2020 | Meeting Friends/Family (outdoor)         | Poland
08/12/2020 | Domestic Travel                          | Poland
08/12/2020 | International Travel                     | Poland
08/12/2020 | Cafes and Restaurants                    | Poland
08/12/2020 | Pubs and bars                            | Poland
08/12/2020 | Sports and leisure                       | Poland
08/12/2020 | Schools Closure                          | Poland
08/12/2020 | Temperature                              | Poland
08/12/2020 | Humidity                                 | Poland
08/12/2020 | Nursing & Care Home Visit                | Poland
08/13/2020 | Date                                     | Poland
08/13/2020 | Country                                  | Poland
08/13/2020 | Cases                                    | Poland
08/13/2020 | Cumulative Cases                         | Poland
08/13/2020 | Deaths                                   | Poland
08/13/2020 | Cumulative Deaths                        | Poland
08/13/2020 | Tests                                    | Poland
08/13/2020 | Cumulative Tests                         | Poland
08/13/2020 | Meeting Friends/Family (indoor)          | Poland
08/13/2020 | Meeting Friends/Family (outdoor)         | Poland
08/13/2020 | Domestic Travel                          | Poland
08/13/2020 | International Travel                     | Poland
08/13/2020 | Cafes and Restaurants                    | Poland
08/13/2020 | Pubs and bars                            | Poland
08/13/2020 | Sports and leisure                       | Poland
08/13/2020 | Schools Closure                          | Poland
08/13/2020 | Temperature                              | Poland
08/13/2020 | Humidity                                 | Poland
08/13/2020 | Nursing & Care Home Visit                | Poland
08/14/2020 | Date                                     | Poland
08/14/2020 | Country                                  | Poland
08/14/2020 | Cases                                    | Poland
08/14/2020 | Cumulative Cases                         | Poland
08/14/2020 | Deaths                                   | Poland
08/14/2020 | Cumulative Deaths                        | Poland
08/14/2020 | Tests                                    | Poland
08/14/2020 | Cumulative Tests                         | Poland
08/14/2020 | Meeting Friends/Family (indoor)          | Poland
08/14/2020 | Meeting Friends/Family (outdoor)         | Poland
08/14/2020 | Domestic Travel                          | Poland
08/14/2020 | International Travel                     | Poland
08/14/2020 | Cafes and Restaurants                    | Poland
08/14/2020 | Pubs and bars                            | Poland
08/14/2020 | Sports and leisure                       | Poland
08/14/2020 | Schools Closure                          | Poland
08/14/2020 | Temperature                              | Poland
08/14/2020 | Humidity                                 | Poland
08/14/2020 | Nursing & Care Home Visit                | Poland
08/15/2020 | Date                                     | Poland
08/15/2020 | Country                                  | Poland
08/15/2020 | Cases                                    | Poland
08/15/2020 | Cumulative Cases                         | Poland
08/15/2020 | Deaths                                   | Poland
08/15/2020 | Cumulative Deaths                        | Poland
08/15/2020 | Tests                                    | Poland
08/15/2020 | Cumulative Tests                         | Poland
08/15/2020 | Meeting Friends/Family (indoor)          | Poland
08/15/2020 | Meeting Friends/Family (outdoor)         | Poland
08/15/2020 | Domestic Travel                          | Poland
08/15/2020 | International Travel                     | Poland
08/15/2020 | Cafes and Restaurants                    | Poland
08/15/2020 | Pubs and bars                            | Poland
08/15/2020 | Sports and leisure                       | Poland
08/15/2020 | Schools Closure                          | Poland
08/15/2020 | Temperature                              | Poland
08/15/2020 | Humidity                                 | Poland
08/15/2020 | Nursing & Care Home Visit                | Poland
08/16/2020 | Date                                     | Poland
08/16/2020 | Country                                  | Poland
08/16/2020 | Cases                                    | Poland
08/16/2020 | Cumulative Cases                         | Poland
08/16/2020 | Deaths                                   | Poland
08/16/2020 | Cumulative Deaths                        | Poland
08/16/2020 | Tests                                    | Poland
08/16/2020 | Cumulative Tests                         | Poland
08/16/2020 | Meeting Friends/Family (indoor)          | Poland
08/16/2020 | Meeting Friends/Family (outdoor)         | Poland
08/16/2020 | Domestic Travel                          | Poland
08/16/2020 | International Travel                     | Poland
08/16/2020 | Cafes and Restaurants                    | Poland
08/16/2020 | Pubs and bars                            | Poland
08/16/2020 | Sports and leisure                       | Poland
08/16/2020 | Schools Closure                          | Poland
08/16/2020 | Temperature                              | Poland
08/16/2020 | Humidity                                 | Poland
08/16/2020 | Nursing & Care Home Visit                | Poland
08/17/2020 | Date                                     | Poland
08/17/2020 | Country                                  | Poland
08/17/2020 | Cases                                    | Poland
08/17/2020 | Cumulative Cases                         | Poland
08/17/2020 | Deaths                                   | Poland
08/17/2020 | Cumulative Deaths                        | Poland
08/17/2020 | Tests                                    | Poland
08/17/2020 | Cumulative Tests                         | Poland
08/17/2020 | Meeting Friends/Family (indoor)          | Poland
08/17/2020 | Meeting Friends/Family (outdoor)         | Poland
08/17/2020 | Domestic Travel                          | Poland
08/17/2020 | International Travel                     | Poland
08/17/2020 | Cafes and Restaurants                    | Poland
08/17/2020 | Pubs and bars                            | Poland
08/17/2020 | Sports and leisure                       | Poland
08/17/2020 | Schools Closure                          | Poland
08/17/2020 | Temperature                              | Poland
08/17/2020 | Humidity                                 | Poland
08/17/2020 | Nursing & Care Home Visit                | Poland
08/18/2020 | Date                                     | Poland
08/18/2020 | Country                                  | Poland
08/18/2020 | Cases                                    | Poland
08/18/2020 | Cumulative Cases                         | Poland
08/18/2020 | Deaths                                   | Poland
08/18/2020 | Cumulative Deaths                        | Poland
08/18/2020 | Tests                                    | Poland
08/18/2020 | Cumulative Tests                         | Poland
08/18/2020 | Meeting Friends/Family (indoor)          | Poland
08/18/2020 | Meeting Friends/Family (outdoor)         | Poland
08/18/2020 | Domestic Travel                          | Poland
08/18/2020 | International Travel                     | Poland
08/18/2020 | Cafes and Restaurants                    | Poland
08/18/2020 | Pubs and bars                            | Poland
08/18/2020 | Sports and leisure                       | Poland
08/18/2020 | Schools Closure                          | Poland
08/18/2020 | Temperature                              | Poland
08/18/2020 | Humidity                                 | Poland
08/18/2020 | Nursing & Care Home Visit                | Poland
08/19/2020 | Date                                     | Poland
08/19/2020 | Country                                  | Poland
08/19/2020 | Cases                                    | Poland
08/19/2020 | Cumulative Cases                         | Poland
08/19/2020 | Deaths                                   | Poland
08/19/2020 | Cumulative Deaths                        | Poland
08/19/2020 | Tests                                    | Poland
08/19/2020 | Cumulative Tests                         | Poland
08/19/2020 | Meeting Friends/Family (indoor)          | Poland
08/19/2020 | Meeting Friends/Family (outdoor)         | Poland
08/19/2020 | Domestic Travel                          | Poland
08/19/2020 | International Travel                     | Poland
08/19/2020 | Cafes and Restaurants                    | Poland
08/19/2020 | Pubs and bars                            | Poland
08/19/2020 | Sports and leisure                       | Poland
08/19/2020 | Schools Closure                          | Poland
08/19/2020 | Temperature                              | Poland
08/19/2020 | Humidity                                 | Poland
08/19/2020 | Nursing & Care Home Visit                | Poland
08/20/2020 | Date                                     | Poland
08/20/2020 | Country                                  | Poland
08/20/2020 | Cases                                    | Poland
08/20/2020 | Cumulative Cases                         | Poland
08/20/2020 | Deaths                                   | Poland
08/20/2020 | Cumulative Deaths                        | Poland
08/20/2020 | Tests                                    | Poland
08/20/2020 | Cumulative Tests                         | Poland
08/20/2020 | Meeting Friends/Family (indoor)          | Poland
08/20/2020 | Meeting Friends/Family (outdoor)         | Poland
08/20/2020 | Domestic Travel                          | Poland
08/20/2020 | International Travel                     | Poland
08/20/2020 | Cafes and Restaurants                    | Poland
08/20/2020 | Pubs and bars                            | Poland
08/20/2020 | Sports and leisure                       | Poland
08/20/2020 | Schools Closure                          | Poland
08/20/2020 | Temperature                              | Poland
08/20/2020 | Humidity                                 | Poland
08/20/2020 | Nursing & Care Home Visit                | Poland
08/21/2020 | Date                                     | Poland
08/21/2020 | Country                                  | Poland
08/21/2020 | Cases                                    | Poland
08/21/2020 | Cumulative Cases                         | Poland
08/21/2020 | Deaths                                   | Poland
08/21/2020 | Cumulative Deaths                        | Poland
08/21/2020 | Tests                                    | Poland
08/21/2020 | Cumulative Tests                         | Poland
08/21/2020 | Meeting Friends/Family (indoor)          | Poland
08/21/2020 | Meeting Friends/Family (outdoor)         | Poland
08/21/2020 | Domestic Travel                          | Poland
08/21/2020 | International Travel                     | Poland
08/21/2020 | Cafes and Restaurants                    | Poland
08/21/2020 | Pubs and bars                            | Poland
08/21/2020 | Sports and leisure                       | Poland
08/21/2020 | Schools Closure                          | Poland
08/21/2020 | Temperature                              | Poland
08/21/2020 | Humidity                                 | Poland
08/21/2020 | Nursing & Care Home Visit                | Poland
08/22/2020 | Date                                     | Poland
08/22/2020 | Country                                  | Poland
08/22/2020 | Cases                                    | Poland
08/22/2020 | Cumulative Cases                         | Poland
08/22/2020 | Deaths                                   | Poland
08/22/2020 | Cumulative Deaths                        | Poland
08/22/2020 | Tests                                    | Poland
08/22/2020 | Cumulative Tests                         | Poland
08/22/2020 | Meeting Friends/Family (indoor)          | Poland
08/22/2020 | Meeting Friends/Family (outdoor)         | Poland
08/22/2020 | Domestic Travel                          | Poland
08/22/2020 | International Travel                     | Poland
08/22/2020 | Cafes and Restaurants                    | Poland
08/22/2020 | Pubs and bars                            | Poland
08/22/2020 | Sports and leisure                       | Poland
08/22/2020 | Schools Closure                          | Poland
08/22/2020 | Temperature                              | Poland
08/22/2020 | Humidity                                 | Poland
08/22/2020 | Nursing & Care Home Visit                | Poland
08/23/2020 | Date                                     | Poland
08/23/2020 | Country                                  | Poland
08/23/2020 | Cases                                    | Poland
08/23/2020 | Cumulative Cases                         | Poland
08/23/2020 | Deaths                                   | Poland
08/23/2020 | Cumulative Deaths                        | Poland
08/23/2020 | Tests                                    | Poland
08/23/2020 | Cumulative Tests                         | Poland
08/23/2020 | Meeting Friends/Family (indoor)          | Poland
08/23/2020 | Meeting Friends/Family (outdoor)         | Poland
08/23/2020 | Domestic Travel                          | Poland
08/23/2020 | International Travel                     | Poland
08/23/2020 | Cafes and Restaurants                    | Poland
08/23/2020 | Pubs and bars                            | Poland
08/23/2020 | Sports and leisure                       | Poland
08/23/2020 | Schools Closure                          | Poland
08/23/2020 | Temperature                              | Poland
08/23/2020 | Humidity                                 | Poland
08/23/2020 | Nursing & Care Home Visit                | Poland
08/24/2020 | Date                                     | Poland
08/24/2020 | Country                                  | Poland
08/24/2020 | Cases                                    | Poland
08/24/2020 | Cumulative Cases                         | Poland
08/24/2020 | Deaths                                   | Poland
08/24/2020 | Cumulative Deaths                        | Poland
08/24/2020 | Tests                                    | Poland
08/24/2020 | Cumulative Tests                         | Poland
08/24/2020 | Meeting Friends/Family (indoor)          | Poland
08/24/2020 | Meeting Friends/Family (outdoor)         | Poland
08/24/2020 | Domestic Travel                          | Poland
08/24/2020 | International Travel                     | Poland
08/24/2020 | Cafes and Restaurants                    | Poland
08/24/2020 | Pubs and bars                            | Poland
08/24/2020 | Sports and leisure                       | Poland
08/24/2020 | Schools Closure                          | Poland
08/24/2020 | Temperature                              | Poland
08/24/2020 | Humidity                                 | Poland
08/24/2020 | Nursing & Care Home Visit                | Poland
08/25/2020 | Date                                     | Poland
08/25/2020 | Country                                  | Poland
08/25/2020 | Cases                                    | Poland
08/25/2020 | Cumulative Cases                         | Poland
08/25/2020 | Deaths                                   | Poland
08/25/2020 | Cumulative Deaths                        | Poland
08/25/2020 | Tests                                    | Poland
08/25/2020 | Cumulative Tests                         | Poland
08/25/2020 | Meeting Friends/Family (indoor)          | Poland
08/25/2020 | Meeting Friends/Family (outdoor)         | Poland
08/25/2020 | Domestic Travel                          | Poland
08/25/2020 | International Travel                     | Poland
08/25/2020 | Cafes and Restaurants                    | Poland
08/25/2020 | Pubs and bars                            | Poland
08/25/2020 | Sports and leisure                       | Poland
08/25/2020 | Schools Closure                          | Poland
08/25/2020 | Temperature                              | Poland
08/25/2020 | Humidity                                 | Poland
08/25/2020 | Nursing & Care Home Visit                | Poland
08/26/2020 | Date                                     | Poland
08/26/2020 | Country                                  | Poland
08/26/2020 | Cases                                    | Poland
08/26/2020 | Cumulative Cases                         | Poland
08/26/2020 | Deaths                                   | Poland
08/26/2020 | Cumulative Deaths                        | Poland
08/26/2020 | Tests                                    | Poland
