Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.06.2020 23:00,17.7,756.5,760.9,,84,Wind blowing from the west,4,,,, ,,,,,,,,,,,15.0,,,,,,
19.06.2020 22:00,18.0,756.2,760.6,,83,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.1,,,,,,
19.06.2020 21:00,18.2,756.1,760.5,,84,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.4,,,,,,
19.06.2020 20:00,18.2,755.8,760.2,,84,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.4,,,,,,
19.06.2020 19:00,18.2,755.8,760.1,,87,Wind blowing from the north-west,4,,,, ,,,17.5,21.7,,,,,,,15.9,0.2,12,,,,
19.06.2020 18:00,18.6,755.6,760.0,,85,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,16.0,,,,,,
19.06.2020 17:00,18.5,755.5,759.9,,88,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.5,,,,,,
19.06.2020 16:00,18.4,755.2,759.5,,85,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.9,,,,,,
19.06.2020 15:00,19.8,755.0,759.3,,74,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,14.9,,,,,,
19.06.2020 14:00,20.7,754.8,759.1,,68,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.6,,,,,,
19.06.2020 13:00,21.1,754.9,759.1,,66,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.4,Trace of precipitation,6,,,,
19.06.2020 12:00,20.7,754.7,759.0,,68,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,14.6,,,,,,
19.06.2020 11:00,20.9,754.4,758.7,,66,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.2,,,,,,
19.06.2020 10:00,20.9,754.3,758.6,,67,Wind blowing from the west-northwest,4,,,, ,,,16.3,,,,,,,,14.4,,,,,,
19.06.2020 09:00,19.5,754.3,758.5,,69,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,13.7,,,,,,
19.06.2020 08:00,18.3,754.2,758.5,,73,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,13.4,,,,,,
19.06.2020 07:00,17.6,754.2,758.5,,77,Wind blowing from the west-southwest,3,,,, ,,,16.3,23.1,,,,,,,13.5,No precipitation,12,,,,
19.06.2020 06:00,16.9,754.1,758.5,,80,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,13.4,,,,,,
19.06.2020 05:00,16.7,754.0,758.3,,80,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,13.3,,,,,,
19.06.2020 04:00,16.4,753.9,758.2,,82,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.2,,,,,,
19.06.2020 03:00,16.8,753.8,758.2,,79,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.1,,,,,,
19.06.2020 02:00,17.4,753.8,758.2,,77,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.2,,,,,,
19.06.2020 01:00,17.7,753.7,758.1,,75,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.1,No precipitation,6,,,,
19.06.2020 00:00,18.2,753.7,758.0,,73,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.3,,,,,,
18.06.2020 23:00,18.9,753.6,757.9,,69,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.0,,,,,,
18.06.2020 22:00,19.3,753.5,757.8,,68,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,13.2,,,,,,
18.06.2020 21:00,19.9,753.5,757.8,,62,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.3,,,,,,
18.06.2020 20:00,21.9,753.2,757.5,,56,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,12.8,,,,,,
18.06.2020 19:00,23.1,752.8,757.0,,63,Wind blowing from the west-northwest,4,,,, ,,,19.4,27.2,,,,,,,15.7,No precipitation,12,,,,
18.06.2020 18:00,24.7,752.7,756.9,,59,Wind blowing from the west,3,,,, ,,,,,,,,,,,16.1,,,,,,
18.06.2020 17:00,24.9,752.6,756.8,,49,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,13.4,,,,,,
18.06.2020 16:00,25.8,752.5,756.7,,45,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.1,,,,,,
18.06.2020 15:00,26.3,752.5,756.7,,45,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,13.3,,,,,,
18.06.2020 14:00,25.6,752.8,757.0,,47,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.6,,,,,,
18.06.2020 13:00,25.8,752.8,757.0,,50,Wind blowing from the east,4,,,, ,,,,,,,,,,,14.7,No precipitation,6,,,,
18.06.2020 12:00,25.8,752.9,757.1,,53,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,15.6,,,,,,
18.06.2020 11:00,25.4,753.0,757.2,,55,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,15.6,,,,,,
18.06.2020 10:00,23.2,753.1,757.3,,62,Wind blowing from the north-east,3,,,, ,,,18.3,,,,,,,,15.6,,,,,,
18.06.2020 09:00,21.6,752.9,757.2,,67,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.1,,,,,,
18.06.2020 08:00,19.9,752.9,757.2,,71,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,14.4,,,,,,
18.06.2020 07:00,19.5,752.8,757.1,,70,Wind blowing from the east-northeast,3,,,, ,,,18.3,26.5,,,,,,,13.9,No precipitation,12,,,,
18.06.2020 06:00,20.2,752.7,757.0,,67,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,13.9,,,,,,
18.06.2020 05:00,19.4,752.5,756.8,,68,Wind blowing from the east,2,,,, ,,,,,,,,,,,13.3,,,,,,
18.06.2020 04:00,19.1,752.4,756.7,,67,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,12.8,,,,,,
18.06.2020 03:00,18.9,752.4,756.7,,67,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.6,,,,,,
18.06.2020 02:00,20.0,752.8,757.0,,62,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.4,,,,,,
18.06.2020 01:00,20.6,753.1,757.3,,58,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,12.0,No precipitation,6,,,,
18.06.2020 00:00,21.1,753.3,757.6,,56,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,11.9,,,,,,
17.06.2020 23:00,22.0,753.2,757.5,,53,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,11.9,,,,,,
17.06.2020 22:00,23.5,753.3,757.5,,49,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.2,,,,,,
17.06.2020 21:00,24.7,752.9,757.1,,45,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,12.1,,,,,,
17.06.2020 20:00,25.9,752.7,756.9,,41,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,11.5,,,,,,
17.06.2020 19:00,26.5,752.6,756.8,,41,Wind blowing from the east-northeast,3,,,, ,,,21.9,28.6,,,,,,,12.2,No precipitation,12,,,,
17.06.2020 18:00,26.5,752.7,756.9,,40,Wind blowing from the east,4,,,, ,,,,,,,,,,,11.7,,,,,,
17.06.2020 17:00,28.0,752.8,757.0,,38,Wind blowing from the east,4,,,, ,,,,,,,,,,,12.2,,,,,,
17.06.2020 16:00,28.2,753.1,757.3,,36,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.7,,,,,,
17.06.2020 15:00,28.3,753.7,757.9,,33,Wind blowing from the east,3,,,, ,,,,,,,,,,,10.6,,,,,,
17.06.2020 14:00,28.1,753.9,758.1,,33,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.4,,,,,,
17.06.2020 13:00,27.1,754.3,758.5,,35,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.3,No precipitation,6,,,,
17.06.2020 12:00,27.4,754.6,758.8,,37,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.5,,,,,,
17.06.2020 11:00,26.4,754.7,758.9,,39,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.2,,,,,,
17.06.2020 10:00,25.6,754.8,759.0,,39,Wind blowing from the north-east,3,,,, ,,,14.8,,,,,,,,10.7,,,,,,
17.06.2020 09:00,25.5,754.9,759.1,,42,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.8,,,,,,
17.06.2020 08:00,24.1,755.1,759.3,,50,Wind blowing from the east,2,,,, ,,,,,,,,,,,13.0,,,,,,
17.06.2020 07:00,21.7,755.1,759.4,,59,Wind blowing from the east-northeast,1,,,, ,,,14.8,24.9,,,,,,,13.3,No precipitation,12,,,,
17.06.2020 06:00,19.8,755.0,759.3,,68,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,13.6,,,,,,
17.06.2020 05:00,16.5,754.9,759.3,,76,Calm no wind,0,,,, ,,,,,,,,,,,12.3,,,,,,
17.06.2020 04:00,15.4,754.9,759.2,,81,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,12.2,,,,,,
17.06.2020 03:00,15.2,754.9,759.3,,82,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,12.2,,,,,,
17.06.2020 02:00,15.9,755.2,759.5,,79,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,12.3,,,,,,
17.06.2020 01:00,16.6,755.2,759.5,,75,Calm no wind,0,,,, ,,,,,,,,,,,12.2,No precipitation,6,,,,
17.06.2020 00:00,17.6,755.4,759.7,,72,Calm no wind,0,,,, ,,,,,,,,,,,12.4,,,,,,
16.06.2020 23:00,18.4,755.5,759.9,,65,Calm no wind,0,,,, ,,,,,,,,,,,11.7,,,,,,
16.06.2020 22:00,19.3,755.5,759.7,,63,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,12.1,,,,,,
16.06.2020 21:00,21.8,755.3,759.6,,49,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,10.7,,,,,,
16.06.2020 20:00,23.7,754.9,759.1,,43,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.3,,,,,,
16.06.2020 19:00,24.9,754.9,759.1,,44,Wind blowing from the north-west,2,,,, ,,,19.1,26.8,,,,,,,11.7,No precipitation,12,,,,
16.06.2020 18:00,25.4,754.9,759.1,,43,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.8,,,,,,
16.06.2020 17:00,26.1,755.2,759.4,,37,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.1,,,,,,
16.06.2020 16:00,25.4,755.4,759.6,,38,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.2,,,,,,
16.06.2020 15:00,26.1,755.6,759.8,,37,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.3,,,,,,
16.06.2020 14:00,26.0,755.8,760.0,,40,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.3,,,,,,
16.06.2020 13:00,24.9,756.0,760.2,,41,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.7,No precipitation,6,,,,
16.06.2020 12:00,24.9,756.3,760.5,,39,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.9,,,,,,
16.06.2020 11:00,23.6,756.7,760.9,,43,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.1,,,,,,
16.06.2020 10:00,23.5,756.9,761.2,,45,Wind blowing from the north-northeast,3,,,, ,,,12.9,,,,,,,,10.7,,,,,,
16.06.2020 09:00,22.5,757.0,761.3,,47,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.5,,,,,,
16.06.2020 08:00,20.8,757.2,761.5,,55,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.5,,,,,,
16.06.2020 07:00,19.4,757.1,761.5,,63,Wind blowing from the east-northeast,1,,,, ,,,12.9,23.3,,,,,,,12.1,Trace of precipitation,12,,,,
16.06.2020 06:00,17.1,757.1,761.5,,74,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.4,,,,,,
16.06.2020 05:00,14.8,757.2,761.5,,84,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.1,,,,,,
16.06.2020 04:00,13.3,757.0,761.5,,87,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.1,,,,,,
16.06.2020 03:00,15.0,757.0,761.3,,76,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,10.8,,,,,,
16.06.2020 02:00,14.8,757.3,761.8,,76,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.6,,,,,,
16.06.2020 01:00,15.5,757.5,761.8,,75,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.1,Trace of precipitation,6,,,,
16.06.2020 00:00,16.0,757.6,761.9,,71,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,10.8,,,,,,
15.06.2020 23:00,16.9,757.5,761.8,,65,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,10.2,,,,,,
15.06.2020 22:00,18.1,757.3,761.6,,59,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,10.0,,,,,,
15.06.2020 21:00,20.3,757.0,761.3,,52,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,10.1,,,,,,
15.06.2020 20:00,20.8,756.6,760.9,,51,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,10.1,,,,,,
15.06.2020 19:00,23.3,756.6,760.9,,43,Wind blowing from the north-east,3,,,, ,,,18.2,25.0,,,,,,,10.1,No precipitation,12,,,,
15.06.2020 18:00,23.4,756.4,760.6,,43,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,10.0,,,,,,
15.06.2020 17:00,24.2,756.3,760.6,,39,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,9.4,,,,,,
15.06.2020 16:00,24.5,756.2,760.5,,36,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,8.6,,,,,,
15.06.2020 15:00,24.4,756.4,760.6,,38,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.0,,,,,,
15.06.2020 14:00,24.4,756.4,760.6,,37,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,8.9,,,,,,
15.06.2020 13:00,23.2,756.6,760.9,,40,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.8,No precipitation,6,,,,
15.06.2020 12:00,23.5,756.7,761.0,,46,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,11.1,,,,,,
15.06.2020 11:00,22.7,756.9,761.2,,48,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,11.2,,,,,,
15.06.2020 10:00,21.8,757.0,761.2,,56,Wind blowing from the east-northeast,4,,,, ,,,14.7,,,,,,,,12.7,,,,,,
15.06.2020 09:00,20.8,756.9,761.2,,60,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,12.8,,,,,,
15.06.2020 08:00,19.7,756.7,760.9,,63,Wind blowing from the east,4,,,, ,,,,,,,,,,,12.4,,,,,,
15.06.2020 07:00,18.2,756.5,760.9,,67,Wind blowing from the east,3,,,, ,,,14.7,24.5,,,,,,,11.9,No precipitation,12,,,,
15.06.2020 06:00,17.2,756.4,760.7,,71,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.8,,,,,,
15.06.2020 05:00,15.7,756.0,760.3,,75,Wind blowing from the east,4,,,, ,,,,,,,,,,,11.3,,,,,,
15.06.2020 04:00,14.8,755.8,760.1,,78,Wind blowing from the east,3,,,, ,,,,,,,,,,,10.9,,,,,,
15.06.2020 03:00,15.4,755.7,760.0,,74,Wind blowing from the east,3,,,, ,,,,,,,,,,,10.8,,,,,,
15.06.2020 02:00,15.7,755.7,760.0,,74,Wind blowing from the east,4,,,, ,,,,,,,,,,,11.1,,,,,,
15.06.2020 01:00,16.4,755.7,760.0,,73,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.6,No precipitation,6,,,,
15.06.2020 00:00,17.3,755.5,759.9,,72,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,12.2,,,,,,
14.06.2020 23:00,18.2,755.6,760.0,,69,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.4,,,,,,
14.06.2020 22:00,19.3,755.4,759.7,,64,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,12.3,,,,,,
14.06.2020 21:00,20.1,755.2,759.4,,56,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.9,,,,,,
14.06.2020 20:00,22.5,754.9,759.1,,48,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,11.0,,,,,,
14.06.2020 19:00,24.5,754.6,758.8,,43,Wind blowing from the east-northeast,4,,,, ,,,19.0,26.2,,,,,,,11.2,Trace of precipitation,12,,,,
14.06.2020 18:00,24.2,754.4,758.6,,44,Wind blowing from the east,4,,,, ,,,,,,,,,,,11.2,,,,,,
14.06.2020 17:00,25.2,754.3,758.5,,42,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.5,,,,,,
14.06.2020 16:00,25.9,754.6,758.8,,48,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.9,,,,,,
14.06.2020 15:00,24.9,754.7,758.9,,48,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,13.0,,,,,,
14.06.2020 14:00,25.3,754.9,759.1,,55,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,15.5,,,,,,
14.06.2020 13:00,24.0,755.2,759.4,,61,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
14.06.2020 12:00,22.4,755.1,759.4,,69,Wind blowing from the east,5,,,, ,,,,,,,,,,,16.3,,,,,,
14.06.2020 11:00,21.8,755.2,759.4,,73,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,16.8,,,,,,
14.06.2020 10:00,20.2,755.2,759.5,,81,Wind blowing from the east-northeast,5,,,, ,,,17.6,,,,,,,,16.9,,,,,,
14.06.2020 09:00,19.6,755.2,759.4,,85,Wind blowing from the east,4,,,, ,,,,,,,,,,,17.0,,,,,,
14.06.2020 08:00,19.2,754.9,759.2,,87,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,17.0,,,,,,
14.06.2020 07:00,19.0,754.5,758.8,,88,Wind blowing from the east-northeast,4,,,, ,,,17.6,19.6,,,,,,,16.9,5.0,12,,,,
14.06.2020 06:00,18.7,754.7,759.0,,90,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,17.1,,,,,,
14.06.2020 05:00,18.5,754.7,759.0,,93,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.3,,,,,,
14.06.2020 04:00,18.6,754.7,759.0,,95,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,17.7,,,,,,
14.06.2020 03:00,18.6,754.4,758.7,,96,Wind blowing from the east,3,,,, ,,,,,,,,,,,17.9,,,,,,
14.06.2020 02:00,18.0,754.3,758.6,,96,Wind blowing from the east,4,,,, ,,,,,,,,,,,17.4,,,,,,
14.06.2020 01:00,17.7,754.0,758.4,,95,Wind blowing from the east,4,,,, ,,,,,,,,,,,16.8,5.0,6,,,,
14.06.2020 00:00,18.0,753.9,758.2,,93,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,16.8,,,,,,
13.06.2020 23:00,18.4,753.7,757.9,,93,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,17.2,,,,,,
13.06.2020 22:00,18.7,753.9,758.2,,93,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.5,,,,,,
13.06.2020 21:00,18.8,754.7,759.0,,94,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.8,,,,,,
13.06.2020 20:00,19.1,754.9,759.2,,96,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,18.5,,,,,,
13.06.2020 19:00,19.6,755.3,759.6,,95,Wind blowing from the south-east,1,,,, ,,,19.5,31.8,,,,,,,18.7,13.0,12,,,,
13.06.2020 18:00,20.1,755.7,760.0,,88,Wind blowing from the east,5,,,, ,,,,,,,,,,,18.0,,,,,,
13.06.2020 17:00,20.3,753.9,758.2,,88,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,18.2,,,,,,
13.06.2020 16:00,22.4,753.0,757.3,,73,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,17.4,,,,,,
13.06.2020 15:00,22.9,752.9,757.1,,73,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,17.8,,,,,,
13.06.2020 14:00,25.1,752.8,757.0,,74,Wind blowing from the east,4,,,, ,,,,,,,,,,,20.2,,,,,,
13.06.2020 13:00,31.1,752.7,756.8,,49,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,19.2,Trace of precipitation,6,,,,
13.06.2020 12:00,30.7,753.6,757.7,,52,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,19.7,,,,,,
13.06.2020 11:00,28.9,753.9,758.0,,55,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,19.1,,,,,,
13.06.2020 10:00,27.6,754.0,758.2,,62,Wind blowing from the north-east,2,,,, ,,,18.5,,,,,,,,19.6,,,,,,
13.06.2020 09:00,25.2,754.0,758.2,,70,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,19.3,,,,,,
13.06.2020 08:00,23.4,754.1,758.3,,79,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,19.5,,,,,,
13.06.2020 07:00,20.7,754.1,758.4,,87,Wind blowing from the east-northeast,3,,,, ,,,18.5,26.9,,,,,,,18.5,Trace of precipitation,12,,,,
13.06.2020 06:00,19.5,754.1,758.4,,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,17.9,,,,,,
13.06.2020 05:00,18.7,754.0,758.2,,92,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.4,,,,,,
13.06.2020 04:00,18.6,753.9,758.2,,90,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,17.0,,,,,,
13.06.2020 03:00,18.6,753.7,757.9,,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,17.1,,,,,,
13.06.2020 02:00,19.1,754.0,758.2,,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,17.3,,,,,,
13.06.2020 01:00,19.5,754.1,758.4,,88,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.5,Trace of precipitation,6,,,,
13.06.2020 00:00,20.2,754.0,758.3,,87,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.9,,,,,,
12.06.2020 23:00,22.0,754.0,758.3,,78,Wind blowing from the east,3,,,, ,,,,,,,,,,,17.9,,,,,,
12.06.2020 22:00,22.8,753.6,757.9,,72,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,17.5,,,,,,
12.06.2020 21:00,23.9,753.5,757.7,,65,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,17.0,,,,,,
12.06.2020 20:00,25.1,753.2,757.4,,58,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,16.3,,,,,,
12.06.2020 19:00,27.0,753.1,757.3,,51,Wind blowing from the east-northeast,5,,,, ,,,14.7,28.2,,,,,,,16.1,Trace of precipitation,12,,,,
12.06.2020 18:00,26.9,753.0,757.2,,51,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,16.0,,,,,,
12.06.2020 17:00,27.6,753.1,757.3,,50,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,16.1,,,,,,
12.06.2020 16:00,26.9,753.4,757.6,,52,Wind blowing from the east,3,,,, ,,,,,,,,,,,16.1,,,,,,
12.06.2020 15:00,26.4,753.6,757.8,,50,Wind blowing from the east,4,,,, ,,,,,,,,,,,15.1,,,,,,
12.06.2020 14:00,24.9,754.0,758.2,,57,Wind blowing from the east,3,,,, ,,,,,,,,,,,15.9,,,,,,
12.06.2020 13:00,25.1,754.1,758.3,,61,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,17.1,No precipitation,6,,,,
12.06.2020 12:00,24.2,754.4,758.6,,67,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,17.6,,,,,,
12.06.2020 11:00,23.3,754.6,758.8,,69,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,17.2,,,,,,
12.06.2020 10:00,20.4,754.9,759.2,,77,Wind blowing from the east,3,,,, ,,,13.9,,,,,,,,16.2,,,,,,
12.06.2020 09:00,18.4,755.1,759.4,,85,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.9,,,,,,
12.06.2020 08:00,16.1,755.0,759.4,,92,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,14.8,,,,,,
12.06.2020 07:00,14.7,754.9,759.2,,97,Wind blowing from the north-east,1,,,, ,,,13.9,20.3,,,,,,,14.2,No precipitation,12,,,,
12.06.2020 06:00,14.1,754.8,759.1,,99,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,13.9,,,,,,
12.06.2020 05:00,13.9,754.6,758.9,,99,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,13.8,,,,,,
12.06.2020 04:00,14.0,754.4,758.8,,99,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.9,,,,,,
12.06.2020 03:00,14.4,754.2,758.5,,98,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,14.1,,,,,,
12.06.2020 02:00,14.5,754.5,758.8,,97,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,14.1,,,,,,
12.06.2020 01:00,14.8,754.4,758.8,,97,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,14.3,No precipitation,6,,,,
12.06.2020 00:00,15.1,754.3,758.6,,95,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.3,,,,,,
11.06.2020 23:00,16.2,754.5,758.8,,92,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,14.9,,,,,,
11.06.2020 22:00,17.1,754.2,758.5,,90,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,15.5,,,,,,
11.06.2020 21:00,17.6,754.0,758.4,,89,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,15.7,,,,,,
11.06.2020 20:00,19.6,753.8,758.1,,88,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.5,,,,,,
11.06.2020 19:00,20.4,753.4,757.7,,82,Wind blowing from the north-northwest,3,,,, ,,,15.0,20.6,,,,,,,17.2,2.0,12,,,,
11.06.2020 18:00,20.3,753.4,757.7,,86,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,17.8,,,,,,
11.06.2020 17:00,19.0,753.7,757.9,,92,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.7,,,,,,
11.06.2020 16:00,18.4,753.8,758.1,,90,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.8,,,,,,
11.06.2020 15:00,19.1,754.0,758.3,,83,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,16.1,,,,,,
11.06.2020 14:00,18.7,754.1,758.4,,83,Wind blowing from the west,1,,,, ,,,,,,,,,,,15.7,,,,,,
11.06.2020 13:00,17.9,754.0,758.3,,87,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.7,Trace of precipitation,6,,,,
11.06.2020 12:00,17.4,753.8,758.2,,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.9,,,,,,
11.06.2020 11:00,17.0,753.9,758.2,,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.5,,,,,,
11.06.2020 10:00,16.6,753.8,758.2,,92,Wind blowing from the east,3,,,, ,,,14.4,,,,,,,,15.3,,,,,,
11.06.2020 09:00,16.2,753.7,758.1,,94,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,15.3,,,,,,
