Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
01.06.2020 20:50,15.0,756.7,759.7,77,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,11.0,
01.06.2020 20:20,15.0,756.7,759.7,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0,
01.06.2020 19:50,16.0,756.7,759.7,72,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,11.0,
01.06.2020 19:20,17.0,756.8,759.7,68,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,11.0,
01.06.2020 18:50,17.0,756.8,759.7,68,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 1800 m,10.0 and more,11.0,
01.06.2020 18:20,19.0,756.8,759.7,60,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,11.0,
01.06.2020 17:50,20.0,756.8,759.7,49,Wind blowing from the north-west,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,9.0,
01.06.2020 17:20,20.0,756.8,759.7,53,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0,
01.06.2020 16:50,20.0,756.8,759.7,53,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0,
01.06.2020 16:20,21.0,756.8,759.7,50,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 1170 m,10.0 and more,10.0,
01.06.2020 15:50,20.0,756.8,759.7,49,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,9.0,
01.06.2020 15:20,21.0,756.8,759.7,53,Wind blowing from the north-west,5,,,,Broken clouds (60-90%) 1290 m,10.0 and more,11.0,
01.06.2020 14:50,20.0,756.8,759.7,49,Wind blowing from the north-northwest,6,,,,Scattered clouds (40-50%) 1440 m,10.0 and more,9.0,
01.06.2020 14:20,22.0,756.1,759.0,44,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 1530 m,10.0 and more,9.0,
01.06.2020 13:50,21.0,756.8,759.7,50,Wind blowing from the north-west,4,,,,Broken clouds (60-90%) 1650 m,10.0 and more,10.0,
01.06.2020 13:20,20.0,756.1,759.0,53,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1350 m scattered clouds (40-50%) 2100 m,10.0 and more,10.0,
01.06.2020 12:50,22.0,756.1,759.0,50,Wind blowing from the north,2,,,,Few clouds (10-30%) 1350 m scattered clouds (40-50%) 3000 m,10.0 and more,11.0,
01.06.2020 12:20,22.0,756.8,759.7,50,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 1410 m broken clouds (60-90%) 2820 m,10.0 and more,11.0,
01.06.2020 11:50,21.0,756.8,759.7,50,variable wind direction,1,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2760 m,10.0 and more,10.0,
01.06.2020 11:20,20.0,756.8,759.7,56,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2490 m,10.0 and more,11.0,
01.06.2020 10:50,20.0,756.8,759.7,56,variable wind direction,1,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
01.06.2020 10:20,20.0,756.8,759.7,64,Wind blowing from the east,2,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2880 m,10.0 and more,13.0,
01.06.2020 09:50,18.0,756.8,759.7,68,Calm no wind,0,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2820 m,10.0 and more,12.0,
01.06.2020 09:20,17.0,757.6,760.5,68,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2700 m,10.0 and more,11.0,
01.06.2020 08:50,17.0,757.6,760.5,73,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 900 m scattered clouds (40-50%) 2550 m,10.0 and more,12.0,
01.06.2020 08:20,16.0,757.5,760.5,77,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 2700 m,10.0 and more,12.0,
01.06.2020 07:50,16.0,757.5,760.5,72,variable wind direction,1,,,,Few clouds (10-30%) 960 m scattered clouds (40-50%) 2100 m,10.0 and more,11.0,
01.06.2020 07:20,15.0,757.5,760.5,82,variable wind direction,1,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,12.0,
01.06.2020 06:50,15.0,756.7,759.7,88,variable wind direction,1,,,,Scattered clouds (40-50%) 1440 m,10.0 and more,13.0,
01.06.2020 06:20,14.0,756.7,759.7,88,variable wind direction,1,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,12.0,
01.06.2020 05:50,14.0,756.7,759.7,94,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 900 m cumulus congestus of great vertical extent  broken clouds (60-90%) 1500 m,10.0 and more,13.0,
01.06.2020 05:20,14.0,756.7,759.7,88,variable wind direction,1,,Rain,,Scattered clouds (40-50%) 870 m cumulus congestus of great vertical extent  broken clouds (60-90%) 1380 m,10.0 and more,12.0,
01.06.2020 04:50,13.0,757.5,760.5,94,variable wind direction,1,,Thunderstorm rain,,Few clouds (10-30%) 240 m scattered clouds (40-50%) 900 m cumulonimbus clouds  broken clouds (60-90%) 1860 m,10.0 and more,12.0,
01.06.2020 04:20,14.0,756.7,759.7,88,variable wind direction,1,,Rain,,Few clouds (10-30%) 240 m scattered clouds (40-50%) 1140 m broken clouds (60-90%) 1650 m,8.0,12.0,
01.06.2020 03:50,14.0,756.7,759.7,88,variable wind direction,1,,Thunderstorm heavy rain,,<span class=h_0 style=display: inline,>Few clouds (10-30%) less than 30 m  scattered clouds (40-50%) 630 m overcast (100%) 960 m</span><span class=h_1 style=display: none,>Few clouds (10-30%) less than 984 feet  scattered clouds (40-50%) 630 m overcast (100%) 960 m</span>,5.0
01.06.2020 03:20,14.0,756.7,759.7,94,Wind blowing from the east,1,,,,Scattered clouds (40-50%) 540 m broken clouds (60-90%) 660 m broken clouds (60-90%) 2280 m,8.0,13.0,
01.06.2020 02:50,14.0,756.7,759.7,94,variable wind direction,1,,,,Scattered clouds (40-50%) 540 m broken clouds (60-90%) 840 m,6.0,13.0,
01.06.2020 02:20,14.0,756.7,759.7,94,Wind blowing from the north-west,1,,,,Few clouds (10-30%) 720 m scattered clouds (40-50%) 1110 m,6.0,13.0,
01.06.2020 01:50,14.0,757.5,760.5,94,Calm no wind,0,,,,Scattered clouds (40-50%) 900 m scattered clouds (40-50%) 2400 m,10.0 and more,13.0,
01.06.2020 01:20,14.0,757.5,760.5,94,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
01.06.2020 00:50,14.0,757.5,760.5,94,variable wind direction,1,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
01.06.2020 00:20,14.0,757.5,760.5,94,variable wind direction,1,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
31.05.2020 23:50,15.0,757.5,760.5,94,Wind blowing from the south-southeast,1,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 2400 m,10.0 and more,14.0,
31.05.2020 23:20,15.0,757.5,760.5,88,variable wind direction,1,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 1800 m,10.0 and more,13.0,
31.05.2020 22:50,15.0,757.5,760.5,88,Wind blowing from the south-east,1,,,,Scattered clouds (40-50%) 900 m cumulus congestus of great vertical extent  broken clouds (60-90%) 1800 m,10.0 and more,13.0,
31.05.2020 22:20,15.0,757.5,760.5,88,Wind blowing from the south-east,2,,,,Scattered clouds (40-50%) 900 m cumulus congestus of great vertical extent  broken clouds (60-90%) 1800 m,10.0 and more,13.0,
31.05.2020 21:50,15.0,757.5,760.5,88,variable wind direction,1,,Light rain,,Few clouds (10-30%) 30 m broken clouds (60-90%) 1140 m broken clouds (60-90%) 2460 m,10.0 and more,13.0,
31.05.2020 21:20,15.0,757.5,760.5,88,Wind blowing from the east,2,,Light rain,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 1500 m,10.0 and more,13.0,
31.05.2020 20:50,15.0,757.5,760.5,88,variable wind direction,1,,,Shower(s) rain,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2100 m,10.0 and more,13.0,
31.05.2020 20:20,15.0,757.5,760.5,94,Wind blowing from the east-northeast,3,,Light rain,,Few clouds (10-30%) 300 m scattered clouds (40-50%) 600 m cumulonimbus clouds  broken clouds (60-90%) 1500 m,10.0 and more,14.0,
31.05.2020 19:50,15.0,757.5,760.5,88,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 750 m cumulonimbus clouds  broken clouds (60-90%) 1950 m,10.0 and more,13.0,
31.05.2020 19:20,16.0,757.5,760.5,77,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 750 m cumulonimbus clouds  broken clouds (60-90%) 1500 m,10.0 and more,12.0,
31.05.2020 18:50,17.0,757.6,760.5,73,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 750 m cumulonimbus clouds  broken clouds (60-90%) 1500 m,10.0 and more,12.0,
31.05.2020 18:20,17.0,757.6,760.5,73,variable wind direction,1,,,,Scattered clouds (40-50%) 750 m cumulonimbus clouds  broken clouds (60-90%) 1800 m,10.0 and more,12.0,
31.05.2020 17:50,17.0,756.8,759.7,73,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2400 m,10.0 and more,12.0,
31.05.2020 17:20,16.0,756.7,759.7,83,variable wind direction,1,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,13.0,
31.05.2020 16:50,17.0,756.8,759.7,73,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2400 m,10.0 and more,12.0,
31.05.2020 16:20,18.0,756.8,759.7,73,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 2100 m,10.0 and more,13.0,
31.05.2020 15:50,19.0,756.8,759.7,60,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 2100 m,10.0 and more,11.0,
31.05.2020 15:20,19.0,757.6,760.5,60,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2100 m,10.0 and more,11.0,
31.05.2020 14:50,19.0,757.6,760.5,68,Wind blowing from the east-southeast,4,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,13.0,
31.05.2020 14:20,18.0,757.6,760.5,78,Wind blowing from the east,2,,,Rain,Scattered clouds (40-50%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,14.0,
31.05.2020 13:50,18.0,757.6,760.5,73,Wind blowing from the east,4,,,,Scattered clouds (40-50%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,13.0,
31.05.2020 13:20,18.0,757.6,760.5,68,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,12.0,
31.05.2020 12:50,19.0,757.6,760.5,60,Wind blowing from the west-southwest,5,,,,Scattered clouds (40-50%) 900 m cumulonimbus clouds  broken clouds (60-90%) 2700 m,10.0 and more,11.0,
31.05.2020 12:20,19.0,757.6,760.5,68,variable wind direction,1,,,Rain,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2250 m,10.0 and more,13.0,
31.05.2020 11:50,17.0,757.6,760.5,73,Wind blowing from the west-southwest,3,,Light rain,,Scattered clouds (40-50%) 1020 m broken clouds (60-90%) 1830 m,10.0 and more,12.0,
31.05.2020 11:20,19.0,757.6,760.5,60,Wind blowing from the south-west,3,,,,Scattered clouds (40-50%) 990 m broken clouds (60-90%) 2400 m,10.0 and more,11.0,
31.05.2020 10:50,19.0,757.6,760.5,60,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 1110 m broken clouds (60-90%) 2400 m,10.0 and more,11.0,
31.05.2020 10:20,19.0,758.3,761.2,56,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 1110 m broken clouds (60-90%) 2100 m,10.0 and more,10.0,
31.05.2020 09:50,19.0,758.3,761.2,52,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 1140 m broken clouds (60-90%) 2550 m,10.0 and more,9.0,
31.05.2020 09:20,19.0,758.3,761.2,56,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 1800 m broken clouds (60-90%) 2550 m,10.0 and more,10.0,
31.05.2020 08:50,18.0,758.3,761.2,64,Wind blowing from the south,3,,,,Broken clouds (60-90%) 1800 m,10.0 and more,11.0,
31.05.2020 08:20,18.0,758.3,761.2,68,Wind blowing from the north,1,,,,Broken clouds (60-90%) 1800 m,10.0 and more,12.0,
31.05.2020 07:50,17.0,758.2,761.2,73,variable wind direction,1,,,,Scattered clouds (40-50%) 1710 m broken clouds (60-90%) 2850 m,10.0 and more,12.0,
31.05.2020 07:20,16.0,758.2,761.2,83,variable wind direction,1,,,,Scattered clouds (40-50%) 1710 m broken clouds (60-90%) 2820 m,10.0 and more,13.0,
31.05.2020 06:50,15.0,758.2,761.2,88,Wind blowing from the south-southwest,2,,,,Few clouds (10-30%) 1800 m broken clouds (60-90%) 2700 m,10.0 and more,13.0,
31.05.2020 06:20,15.0,758.2,761.2,88,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
31.05.2020 05:50,14.0,758.2,761.2,94,variable wind direction,1,,,,Broken clouds (60-90%) 1980 m overcast (100%) 2400 m,10.0 and more,13.0,
31.05.2020 05:20,14.0,758.2,761.2,94,variable wind direction,1,,,,Scattered clouds (40-50%) 1260 m broken clouds (60-90%) 1920 m,10.0 and more,13.0,
31.05.2020 04:50,14.0,758.2,761.2,94,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 1650 m overcast (100%) 2100 m,10.0 and more,13.0,
31.05.2020 04:20,14.0,758.2,761.2,88,variable wind direction,1,,,,Scattered clouds (40-50%) 1530 m broken clouds (60-90%) 2100 m,10.0 and more,12.0,
31.05.2020 03:50,14.0,758.2,761.2,88,Wind blowing from the west-southwest,2,,,,Overcast (100%) 2040 m,10.0 and more,12.0,
31.05.2020 03:20,13.0,758.2,761.2,94,variable wind direction,1,,Light rain,,Few clouds (10-30%) 1770 m overcast (100%) 2400 m,10.0 and more,12.0,
31.05.2020 02:50,14.0,758.2,761.2,88,variable wind direction,1,,Light rain,,Scattered clouds (40-50%) 1830 m,10.0 and more,12.0,
31.05.2020 02:20,13.0,759.0,762.0,94,Wind blowing from the east,2,,Light rain,,Broken clouds (60-90%) 1770 m,10.0 and more,12.0,
31.05.2020 01:50,13.0,759.0,762.0,94,Wind blowing from the east-northeast,2,,Rain,,Scattered clouds (40-50%) 1140 m overcast (100%) 1770 m,10.0 and more,12.0,
31.05.2020 01:20,14.0,759.0,762.0,82,Wind blowing from the south-west,3,,Light rain,,Broken clouds (60-90%) 1440 m broken clouds (60-90%) 2040 m,10.0 and more,11.0,
31.05.2020 00:50,15.0,759.0,762.0,77,variable wind direction,1,,Light rain,,Broken clouds (60-90%) 1200 m,10.0 and more,11.0,
31.05.2020 00:20,15.0,759.0,762.0,77,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 720 m scattered clouds (40-50%) 1020 m broken clouds (60-90%) 1590 m,10.0 and more,11.0,
30.05.2020 23:50,16.0,758.2,761.2,83,Wind blowing from the south,2,,,,Broken clouds (60-90%) 1800 m overcast (100%) 2520 m,10.0 and more,13.0,
30.05.2020 23:20,15.0,759.0,762.0,82,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 1830 m broken clouds (60-90%) 2460 m,10.0 and more,12.0,
30.05.2020 22:50,15.0,759.0,762.0,82,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 2280 m overcast (100%) 3300 m,10.0 and more,12.0,
30.05.2020 22:20,16.0,759.0,762.0,77,variable wind direction,1,,,,Scattered clouds (40-50%) 3300 m,10.0 and more,12.0,
30.05.2020 21:50,16.0,758.2,761.2,77,Wind blowing from the east-southeast,2,,,,Overcast (100%) 3300 m,10.0 and more,12.0,
30.05.2020 21:20,16.0,759.0,762.0,77,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 2940 m,10.0 and more,12.0,
30.05.2020 20:50,16.0,759.0,762.0,83,Wind blowing from the south-east,1,,,,Scattered clouds (40-50%) 2520 m broken clouds (60-90%) 3000 m,10.0 and more,13.0,
30.05.2020 20:20,16.0,758.2,761.2,77,variable wind direction,1,,,,Scattered clouds (40-50%) 2460 m broken clouds (60-90%) 2940 m,10.0 and more,12.0,
30.05.2020 19:50,16.0,758.2,761.2,77,Wind blowing from the west-northwest,1,,,,Scattered clouds (40-50%) 2940 m,10.0 and more,12.0,
30.05.2020 19:20,16.0,758.2,761.2,72,Wind blowing from the north,2,,,,Few clouds (10-30%) 3000 m,10.0 and more,11.0,
30.05.2020 18:50,17.0,758.2,761.2,68,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 3000 m,10.0 and more,11.0,
30.05.2020 18:20,19.0,758.3,761.2,60,Wind blowing from the north-northwest,2,,,,Scattered clouds (40-50%) 3300 m,10.0 and more,11.0,
30.05.2020 17:50,19.0,758.3,761.2,60,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 3300 m,10.0 and more,11.0,
30.05.2020 17:20,20.0,758.3,761.2,56,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 3300 m,10.0 and more,11.0,
30.05.2020 16:50,20.0,758.3,761.2,56,Wind blowing from the west,3,,,,Few clouds (10-30%) 1050 m broken clouds (60-90%) 3300 m,10.0 and more,11.0,
30.05.2020 16:20,20.0,759.1,762.0,53,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3300 m,10.0 and more,10.0,
30.05.2020 15:50,21.0,758.3,761.2,50,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3600 m,10.0 and more,10.0,
30.05.2020 15:20,22.0,758.3,761.2,47,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2400 m scattered clouds (40-50%) 3600 m,10.0 and more,10.0,
30.05.2020 14:50,22.0,758.3,761.2,44,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1050 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2400 m scattered clouds (40-50%) 3600 m,10.0 and more,9.0,
30.05.2020 14:20,22.0,758.3,761.2,50,Wind blowing from the north-west,5,,In the vicinity thunderstorm,,Few clouds (10-30%) 1050 m cumulonimbus clouds  scattered clouds (40-50%) 3600 m,10.0 and more,11.0,
30.05.2020 13:50,22.0,758.3,761.2,50,Wind blowing from the west,4,,,,Few clouds (10-30%) 1050 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1500 m scattered clouds (40-50%) 3600 m,10.0 and more,11.0,
30.05.2020 13:20,21.0,758.3,761.2,57,Wind blowing from the north-northeast,1,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 1500 m,10.0 and more,12.0,
30.05.2020 12:50,22.0,758.3,761.2,61,Wind blowing from the east,2,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 1200 m,10.0 and more,14.0,
30.05.2020 12:20,21.0,758.3,761.2,64,Wind blowing from the north,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 1200 m,10.0 and more,14.0,
30.05.2020 11:50,20.0,759.1,762.0,64,variable wind direction,1,,,,Few clouds (10-30%) 360 m scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2640 m,10.0 and more,13.0,
30.05.2020 11:20,19.0,759.1,762.0,68,Wind blowing from the north,2,,Light rain,Rain,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 1350 m,10.0 and more,13.0,
30.05.2020 10:50,21.0,759.1,762.0,50,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 900 m cumulonimbus clouds  scattered clouds (40-50%) 1350 m broken clouds (60-90%) 2700 m,10.0 and more,10.0,
30.05.2020 10:20,20.0,759.1,762.0,56,Wind blowing from the north,2,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
30.05.2020 09:50,21.0,759.1,762.0,46,variable wind direction,1,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2700 m,10.0 and more,9.0,
30.05.2020 09:20,22.0,759.1,762.0,50,Wind blowing from the north-west,1,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0,
30.05.2020 08:50,20.0,759.1,762.0,49,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,9.0,
30.05.2020 08:20,20.0,759.1,762.0,69,Calm no wind,0,,,,No Significant Clouds,10.0 and more,14.0,
30.05.2020 07:50,19.0,759.9,762.8,60,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0,
30.05.2020 07:20,18.0,759.9,762.8,56,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,9.0,
30.05.2020 06:50,17.0,759.8,762.8,59,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0,
30.05.2020 06:20,16.0,759.8,762.8,68,variable wind direction,1,,,,Few clouds (10-30%) 510 m,10.0 and more,10.0,
30.05.2020 05:50,14.0,759.8,762.8,72,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0,
30.05.2020 05:20,12.0,759.8,762.8,82,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,9.0,
30.05.2020 04:50,11.0,759.0,762.0,82,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0,
30.05.2020 04:20,12.0,759.0,762.0,82,Wind blowing from the south-southwest,2,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,9.0,
30.05.2020 03:50,12.0,759.0,762.0,82,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 2160 m scattered clouds (40-50%) 3300 m,10.0 and more,9.0,
30.05.2020 03:20,13.0,759.0,762.0,77,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 3000 m,10.0 and more,9.0,
30.05.2020 02:50,13.0,759.0,762.0,82,Wind blowing from the south,3,,,,Broken clouds (60-90%) 2700 m,10.0 and more,10.0,
30.05.2020 02:20,13.0,759.8,762.8,82,Wind blowing from the south,2,,,,Broken clouds (60-90%) 2940 m,10.0 and more,10.0,
30.05.2020 01:50,13.0,759.8,762.8,82,Wind blowing from the west-southwest,2,,,,Broken clouds (60-90%) 2940 m,10.0 and more,10.0,
30.05.2020 01:20,13.0,759.8,762.8,82,Wind blowing from the east,2,,,,Broken clouds (60-90%) 2850 m,10.0 and more,10.0,
30.05.2020 00:50,13.0,759.8,762.8,82,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 2940 m,10.0 and more,10.0,
30.05.2020 00:20,12.0,759.8,762.8,82,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 2940 m,10.0 and more,9.0,
29.05.2020 23:50,13.0,759.8,762.8,77,Wind blowing from the south-southwest,2,,,,Few clouds (10-30%) 4200 m,10.0 and more,9.0,
29.05.2020 23:20,14.0,759.8,762.8,72,variable wind direction,1,,,,Few clouds (10-30%) 3600 m,10.0 and more,9.0,
29.05.2020 22:50,14.0,759.8,762.8,77,variable wind direction,1,,,,Few clouds (10-30%) 3600 m,10.0 and more,10.0,
29.05.2020 22:20,14.0,759.8,762.8,77,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 3600 m,10.0 and more,10.0,
29.05.2020 21:50,15.0,759.8,762.8,63,Wind blowing from the south,2,,,,Few clouds (10-30%) 3900 m,10.0 and more,8.0,
29.05.2020 21:20,16.0,759.8,762.8,68,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,10.0,
29.05.2020 20:50,17.0,759.8,762.8,64,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,10.0,
29.05.2020 20:20,17.0,759.8,762.8,73,variable wind direction,1,,,,Few clouds (10-30%) 1500 m scattered clouds (40-50%) 3000 m,10.0 and more,12.0,
29.05.2020 19:50,17.0,759.8,762.8,68,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1800 m,10.0 and more,11.0,
29.05.2020 19:20,18.0,759.9,762.8,64,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 1800 m,10.0 and more,11.0,
29.05.2020 18:50,19.0,759.9,762.8,60,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 2640 m,10.0 and more,11.0,
29.05.2020 18:20,20.0,759.9,762.8,56,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 2820 m,10.0 and more,11.0,
29.05.2020 17:50,21.0,759.1,762.0,46,Wind blowing from the west,3,,,,Broken clouds (60-90%) 2760 m,10.0 and more,9.0,
29.05.2020 17:20,22.0,759.1,762.0,44,Wind blowing from the west,3,,,,Scattered clouds (40-50%) 2580 m,10.0 and more,9.0,
29.05.2020 16:50,22.0,759.1,762.0,41,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 2400 m,10.0 and more,8.0,
29.05.2020 16:20,23.0,759.1,762.0,33,Wind blowing from the west-northwest,5,,,,Few clouds (10-30%) 1500 m,10.0 and more,6.0,
29.05.2020 15:50,24.0,758.3,761.2,34,Wind blowing from the west,5,,,,Few clouds (10-30%) 1500 m,10.0 and more,7.0,
29.05.2020 15:20,24.0,758.3,761.2,34,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,7.0,
29.05.2020 14:50,24.0,758.3,761.2,36,Wind blowing from the north-west,6,,,,Few clouds (10-30%) 1200 m,10.0 and more,8.0,
29.05.2020 14:20,24.0,758.3,761.2,31,Wind blowing from the north-northwest,7,,,,Few clouds (10-30%) 1200 m,10.0 and more,6.0,
29.05.2020 13:50,24.0,758.3,761.2,36,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1200 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2940 m,10.0 and more,8.0,
29.05.2020 13:20,23.0,758.3,761.2,36,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1200 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2940 m,10.0 and more,7.0,
29.05.2020 12:50,24.0,759.1,762.0,36,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%)41 cumulus congestus of great vertical extent  scattered clouds (40-50%) 2940 m,10.0 and more,8.0,
29.05.2020 12:20,23.0,759.1,762.0,38,Wind blowing from the north-west,3,8,,,Scattered clouds (40-50%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1800 m,10.0 and more,8.0,
29.05.2020 11:50,23.0,759.1,762.0,41,Wind blowing from the north-west,2,,,,Scattered clouds (40-50%) 900 m,10.0 and more,9.0,
29.05.2020 11:20,23.0,759.9,762.8,38,Wind blowing from the north-west,3,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,8.0,
29.05.2020 10:50,23.0,759.9,762.8,38,Wind blowing from the north-west,2,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,8.0,
29.05.2020 10:20,23.0,759.9,762.8,38,variable wind direction,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,8.0,
