Local time in Vienna,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.06.2020 06:00,20.0,740.2,755.5,0.3,70,Wind blowing from the west,4,,,, ,,,,,,,,,,,14.3,,,,,,
14.06.2020 05:00,19.4,739.8,755.2,-0.1,71,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.9,,,,,,
14.06.2020 04:00,19.7,739.5,754.9,-0.5,70,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,14.1,,,,,,
14.06.2020 03:00,20.5,739.9,755.2,-0.4,67,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,14.1,,,,,,
14.06.2020 02:00,20.8,739.9,755.3,-0.5,67,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,14.5,,,,,,
14.06.2020 01:00,21.8,740.0,755.3,-0.4,63,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.5,No precipitation,6,,,,
14.06.2020 00:00,22.6,740.3,755.5,-0.2,62,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,14.8,,,,,,
13.06.2020 23:00,23.2,740.4,755.6,0.2,59,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,14.6,,,,,,
13.06.2020 22:00,23.7,740.4,755.6,0.5,53,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.6,,,,,,
13.06.2020 21:00,24.0,740.5,755.7,0.4,55,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.5,,,,,,
13.06.2020 20:00,25.1,740.2,755.3,0.1,57,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,15.9,,,,,,
13.06.2020 19:00,28.0,739.9,754.9,-0.5,47,Wind blowing from the north-east,6,,,, ,,,20.8,29.9,,,,,,,15.6,No precipitation,12,,,,
13.06.2020 18:00,29.1,740.1,755.0,-0.7,44,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,15.5,,,,,,
13.06.2020 17:00,29.1,740.1,755.0,-1.3,42,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.0,,,,,,
13.06.2020 16:00,29.1,740.4,755.3,-1.3,38,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,13.2,,,,,,
13.06.2020 15:00,28.9,740.8,755.8,-0.9,39,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.7,,,,,,
13.06.2020 14:00,28.7,741.4,756.4,-0.3,41,Wind blowing from the east,2,,,, ,,,,,,,,,,,14.0,,,,,,
13.06.2020 13:00,28.1,741.7,756.7,-0.1,42,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,14.0,No precipitation,6,,,,
13.06.2020 12:00,27.6,741.7,756.7,-0.3,41,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,13.2,,,,,,
13.06.2020 11:00,26.5,741.7,756.7,-0.2,49,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.0,,,,,,
13.06.2020 10:00,26.0,741.8,756.9,0.0,51,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.2,,,,,,
13.06.2020 09:00,25.8,742.0,757.1,0.2,54,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,15.9,,,,,,
13.06.2020 08:00,24.5,741.9,757.0,0.2,59,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.9,,,,,,
13.06.2020 07:00,20.9,741.8,757.2,0.4,73,Wind blowing from the south-southwest,1,,,, ,,,18.5,26.1,,,,,,,15.8,No precipitation,12,,,,
13.06.2020 06:00,19.1,741.8,757.3,0.7,81,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,15.8,,,,,,
13.06.2020 05:00,18.6,741.7,757.1,0.8,85,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.0,,,,,,
13.06.2020 04:00,18.6,741.4,756.8,0.4,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.2,,,,,,
13.06.2020 03:00,19.1,741.1,756.5,0.0,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.5,,,,,,
13.06.2020 02:00,19.8,740.9,756.3,-0.5,78,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,15.9,,,,,,
13.06.2020 01:00,20.4,741.0,756.4,-0.1,76,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,16.1,No precipitation,6,,,,
13.06.2020 00:00,21.7,741.1,756.4,0.3,72,Calm no wind,0,,,, ,,,,,,,,,,,16.4,,,,,,
12.06.2020 23:00,22.8,741.4,756.6,0.9,66,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.0,,,,,,
12.06.2020 22:00,23.7,741.1,756.3,0.7,63,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,16.1,,,,,,
12.06.2020 21:00,24.5,740.8,755.9,0.5,58,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.7,,,,,,
12.06.2020 20:00,25.5,740.5,755.6,0.3,53,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.2,,,,,,
12.06.2020 19:00,26.0,740.4,755.5,0.0,48,Wind blowing from the north-east,2,,,, ,,,18.1,27.6,,,,,,,14.1,No precipitation,12,,,,
12.06.2020 18:00,25.8,740.3,755.4,-0.3,53,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,15.4,,,,,,
12.06.2020 17:00,26.4,740.2,755.3,-0.6,47,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.3,,,,,,
12.06.2020 16:00,26.3,740.4,755.5,-0.5,46,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,13.9,,,,,,
12.06.2020 15:00,26.9,740.6,755.7,-0.3,45,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.8,,,,,,
12.06.2020 14:00,26.1,740.8,755.8,-0.4,45,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.3,,,,,,
12.06.2020 13:00,25.7,740.9,756.1,-0.8,46,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.1,No precipitation,6,,,,
12.06.2020 12:00,24.9,740.9,756.1,-0.9,46,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,12.5,,,,,,
12.06.2020 11:00,24.3,741.2,756.4,-0.7,46,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.0,,,,,,
12.06.2020 10:00,23.7,741.7,756.9,-0.2,48,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,12.1,,,,,,
12.06.2020 09:00,23.7,741.8,757.0,0.1,54,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.7,,,,,,
12.06.2020 08:00,22.5,741.9,757.2,0.1,55,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.1,,,,,,
12.06.2020 07:00,18.9,741.9,757.4,0.5,66,Wind blowing from the south-west,1,,,, ,,,14.5,23.1,,,,,,,12.3,No precipitation,12,,,,
12.06.2020 06:00,15.4,741.7,757.4,0.6,78,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,11.5,,,,,,
12.06.2020 05:00,14.7,741.8,757.6,0.6,80,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.2,,,,,,
12.06.2020 04:00,15.1,741.4,757.0,0.2,78,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.3,,,,,,
12.06.2020 03:00,15.1,741.1,756.7,-0.6,79,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,11.4,,,,,,
12.06.2020 02:00,15.8,741.2,756.9,-0.4,76,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,11.6,,,,,,
12.06.2020 01:00,16.6,741.2,756.8,-0.5,73,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,11.8,No precipitation,6,,,,
12.06.2020 00:00,17.7,741.7,757.2,0.3,69,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,12.0,,,,,,
11.06.2020 23:00,19.3,741.6,757.0,0.6,63,Calm no wind,0,,,, ,,,,,,,,,,,12.1,,,,,,
11.06.2020 22:00,20.5,741.7,757.1,0.8,57,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.7,,,,,,
11.06.2020 21:00,21.5,741.4,756.8,0.6,50,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,10.6,,,,,,
11.06.2020 20:00,22.3,741.0,756.3,0.4,46,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,10.0,,,,,,
11.06.2020 19:00,23.0,740.9,756.2,0.4,42,Wind blowing from the east-northeast,3,,,, ,,,14.3,26.1,,,,,,,9.2,No precipitation,12,,,,
11.06.2020 18:00,23.4,740.8,756.1,0.0,38,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,8.2,,,,,,
11.06.2020 17:00,24.3,740.6,755.8,-0.6,40,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,9.9,,,,,,
11.06.2020 16:00,25.6,740.5,755.7,-0.9,38,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,10.2,,,,,,
11.06.2020 15:00,25.4,740.8,756.0,-0.7,32,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,7.6,,,,,,
11.06.2020 14:00,23.4,741.2,756.4,-0.5,46,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,11.2,,,,,,
11.06.2020 13:00,22.5,741.4,756.7,-0.5,54,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.6,No precipitation,6,,,,
11.06.2020 12:00,21.3,741.5,756.9,-0.4,58,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,12.7,,,,,,
11.06.2020 11:00,19.8,741.7,757.1,-0.3,66,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,13.2,,,,,,
11.06.2020 10:00,17.5,741.9,757.4,0.0,80,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,13.9,,,,,,
11.06.2020 09:00,16.8,741.9,757.5,0.3,81,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,13.5,,,,,,
11.06.2020 08:00,15.8,742.0,757.6,0.4,85,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,13.2,,,,,,
11.06.2020 07:00,14.4,741.9,757.6,0.5,90,Wind blowing from the north,1,,,, ,,,13.2,18.1,,,,,,,12.7,No precipitation,12,,,,
11.06.2020 06:00,14.4,741.6,757.3,0.5,87,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,12.3,,,,,,
11.06.2020 05:00,13.2,741.6,757.4,0.5,88,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.3,,,,,,
11.06.2020 04:00,13.2,741.4,757.2,0.0,90,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,11.6,,,,,,
11.06.2020 03:00,13.6,741.1,756.9,-0.4,90,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.9,,,,,,
11.06.2020 02:00,14.0,741.1,756.8,-0.5,89,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.2,,,,,,
11.06.2020 01:00,14.8,741.4,757.0,0.0,87,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.7,No precipitation,6,,,,
11.06.2020 00:00,15.6,741.5,757.2,0.1,86,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,13.2,,,,,,
10.06.2020 23:00,15.9,741.6,757.3,0.6,85,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.3,,,,,,
10.06.2020 22:00,16.5,741.4,757.0,0.6,81,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,13.2,,,,,,
10.06.2020 21:00,16.9,741.4,757.0,0.3,80,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.4,,,,,,
10.06.2020 20:00,17.6,741.0,756.5,0.1,76,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.3,,,,,,
10.06.2020 19:00,18.0,740.8,756.4,-0.2,74,Wind blowing from the west,3,,,, ,Precipitation,,15.4,19.1,,,,,,,13.2,7.0,12,,,,
10.06.2020 18:00,18.8,741.1,756.5,0.0,72,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.6,,,,,,
10.06.2020 17:00,18.8,740.9,756.4,-0.2,71,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,13.4,,,,,,
10.06.2020 16:00,18.6,741.0,756.4,-0.5,72,Wind blowing from the west,3,,,, ,Precipitation,,,,,,,,,,13.5,Trace of precipitation,3,,,,
10.06.2020 15:00,18.2,741.1,756.7,-0.6,72,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.1,Trace of precipitation,1,,,,
10.06.2020 14:00,17.1,741.1,756.7,-0.8,77,Wind blowing from the north-west,4,,,,Precipitation ,,,,,,,,,,,13.1,Trace of precipitation,1,,,,
10.06.2020 13:00,16.6,741.5,757.1,-0.5,80,Wind blowing from the north-west,4,,,,Precipitation ,Precipitation,,,,,,,,,,13.2,7.0,6,,,,
10.06.2020 12:00,15.9,741.7,757.4,-0.1,87,Wind blowing from the west,3,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,13.7,2.0,1,,,,
10.06.2020 11:00,15.6,741.9,757.6,0.1,87,Wind blowing from the west,2,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,13.5,4.0,1,,,,
10.06.2020 10:00,15.5,742.0,757.6,0.1,86,Wind blowing from the north-west,3,,,,Precipitation ,,,,,,,,,,,13.2,1.0,3,,,,
10.06.2020 09:00,15.8,741.8,757.5,-0.1,82,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.7,Trace of precipitation,1,,,,
10.06.2020 08:00,15.8,741.8,757.5,-0.2,81,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,12.6,,,,,,
10.06.2020 07:00,15.5,741.9,757.6,-0.1,82,Wind blowing from the north-west,2,,,, ,Precipitation,,15.1,17.9,,,,,,,12.4,0.1,12,,,,
10.06.2020 06:00,15.3,741.9,757.6,-0.5,84,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.5,,,,,,
10.06.2020 05:00,15.2,742.0,757.7,-0.5,85,Wind blowing from the north-west,2,,,,Precipitation ,,,,,,,,,,,12.7,Trace of precipitation,1,,,,
10.06.2020 04:00,15.4,742.0,757.6,-0.6,83,Wind blowing from the north-west,3,,,,Precipitation ,,,,,,,,,,,12.5,0.1,3,,,,
10.06.2020 03:00,15.6,742.4,758.1,-0.5,80,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.2,,,,,,
10.06.2020 02:00,15.8,742.5,758.2,-0.4,80,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.3,,,,,,
10.06.2020 01:00,15.9,742.6,758.3,-0.5,80,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.4,Trace of precipitation,6,,,,
10.06.2020 00:00,15.8,742.9,758.6,-0.3,81,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.5,,,,,,
09.06.2020 23:00,15.8,742.9,758.6,0.0,82,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.7,,,,,,
09.06.2020 22:00,15.9,743.1,758.8,0.5,84,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.1,Trace of precipitation,3,,,,
09.06.2020 21:00,16.5,743.2,758.8,0.9,82,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,13.3,,,,,,
09.06.2020 20:00,16.8,742.9,758.5,1.0,82,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,13.6,Trace of precipitation,1,,,,
09.06.2020 19:00,17.8,742.6,758.1,0.6,82,Wind blowing from the north-northwest,3,,13,, ,,,15.7,23.4,,,,,,,14.6,Trace of precipitation,12,,,,
09.06.2020 18:00,18.8,742.3,757.9,0.3,79,Wind blowing from the north-northeast,5,,13,, ,,,,,,,,,,,15.0,Trace of precipitation,1,,,,
09.06.2020 17:00,22.6,741.9,757.2,-0.8,54,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,12.7,,,,,,
09.06.2020 16:00,23.1,742.0,757.3,-0.9,50,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,12.1,,,,,,
09.06.2020 15:00,22.8,742.0,757.3,-1.4,51,Calm no wind,0,,,, ,,,,,,,,,,,12.0,,,,,,
09.06.2020 14:00,21.6,742.7,758.1,-0.8,55,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.2,,,,,,
09.06.2020 13:00,20.8,742.9,758.4,-0.5,57,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.0,No precipitation,6,,,,
09.06.2020 12:00,19.5,743.4,758.9,0.0,62,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.1,,,,,,
09.06.2020 11:00,18.1,743.5,759.1,0.0,66,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.7,,,,,,
09.06.2020 10:00,17.2,743.4,759.0,0.0,69,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.5,,,,,,
09.06.2020 09:00,16.5,743.4,759.1,0.1,72,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.5,,,,,,
09.06.2020 08:00,16.3,743.5,759.2,0.3,72,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.3,,,,,,
09.06.2020 07:00,15.7,743.4,759.1,0.3,74,Wind blowing from the north-northwest,4,,,, ,,,15.4,16.7,,,,,,,11.0,No precipitation,12,,,,
09.06.2020 06:00,15.5,743.3,759.1,0.0,75,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,,,,,,
09.06.2020 05:00,15.5,743.2,759.0,-0.2,75,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,,,,,,
09.06.2020 04:00,15.5,743.1,758.8,-0.5,75,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.0,,,,,,
09.06.2020 03:00,15.7,743.3,759.0,-0.4,74,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.0,,,,,,
09.06.2020 02:00,15.8,743.4,759.1,-0.6,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,,,,,,
09.06.2020 01:00,15.9,743.6,759.3,-0.5,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,No precipitation,6,,,,
09.06.2020 00:00,16.1,743.7,759.4,-0.5,72,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.1,,,,,,
08.06.2020 23:00,15.9,744.0,759.7,0.2,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,,,,,,
08.06.2020 22:00,15.9,744.1,759.8,,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.1,,,,,,
08.06.2020 21:00,16.3,744.2,759.9,0.7,71,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,,,,,,
08.06.2020 20:00,16.4,743.8,759.4,,70,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.9,,,,,,
08.06.2020 18:00,16.8,743.5,759.1,0.0,68,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.8,,,,,,
08.06.2020 17:00,17.3,743.5,759.1,-0.3,66,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.8,,,,,,
08.06.2020 16:00,17.8,743.5,759.1,-0.6,61,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.2,,,,,,
08.06.2020 15:00,17.8,743.5,759.1,-0.5,60,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.0,,,,,,
08.06.2020 14:00,17.4,743.8,759.4,-0.3,61,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.7,,,,,,
08.06.2020 13:00,16.8,744.1,759.8,0.1,63,Wind blowing from the west-northwest,4,,,, ,Showers or intermittent precipitation.,,,,,,,,,,9.7,0.1,6,,,,
08.06.2020 12:00,16.3,744.0,759.7,0.1,66,Wind blowing from the north-west,3,,,,Precipitation ,,,,,,,,,,,9.8,0.1,1,,,,
08.06.2020 11:00,16.1,744.1,759.8,0.2,67,Wind blowing from the west-northwest,3,,,,Precipitation ,,,,,,,,,,,10.0,Trace of precipitation,1,,,,
08.06.2020 10:00,15.2,744.0,759.7,0.4,67,Wind blowing from the west,5,,,,Precipitation ,,,,,,,,,,,9.1,Trace of precipitation,3,,,,
08.06.2020 09:00,15.3,743.9,759.7,0.6,65,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,8.6,,,,,,
08.06.2020 08:00,15.0,743.9,759.7,0.7,65,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.4,,,,,,
08.06.2020 07:00,13.6,743.6,759.4,0.7,70,Wind blowing from the west,5,,18,, ,,,12.7,18.6,,,,,,,8.1,6.0,12,,,,
08.06.2020 06:00,13.0,743.3,759.2,0.7,73,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.2,,,,,,
08.06.2020 05:00,12.9,743.2,759.1,0.6,73,Wind blowing from the west,5,,,, ,,,,,,,,,,,8.1,,,,,,
08.06.2020 04:00,12.7,742.9,758.8,0.3,74,Wind blowing from the west,5,,,, ,,,,,,,,,,,8.1,,,,,,
08.06.2020 03:00,12.9,742.6,758.5,0.2,73,Wind blowing from the west,5,,,, ,,,,,,,,,,,8.2,,,,,,
08.06.2020 02:00,12.9,742.6,758.4,,75,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,8.5,,,,,,
08.06.2020 01:00,12.9,742.6,758.4,1.0,77,Wind blowing from the west,5,,18,, ,Precipitation,,,,,,,,,,8.9,6.0,6,,,,
08.06.2020 00:00,13.2,742.4,758.2,1.8,78,Wind blowing from the west,6,,,, ,,,,,,,,,,,9.4,Trace of precipitation,1,,,,
07.06.2020 23:00,13.2,742.0,757.9,2.2,80,Wind blowing from the west,6,,16,,Precipitation ,,,,,,,,,,,9.8,0.4,1,,,,
07.06.2020 22:00,13.5,741.6,757.4,,82,Wind blowing from the west,7,,18,, ,,,,,,,,,,,10.5,6.0,3,,,,
07.06.2020 21:00,14.9,740.6,756.3,,74,Wind blowing from the west,7,,18,, ,,,,,,,,,,,10.2,Trace of precipitation,1,,,,
07.06.2020 20:00,16.1,739.8,755.4,3.3,68,Wind blowing from the west,9,,18,, ,,,,,,,,,,,10.2,Trace of precipitation,1,,,,
07.06.2020 19:00,18.3,738.9,754.3,2.4,63,Wind blowing from the west-southwest,7,,18,, ,,,18.3,30.5,,,,,,,11.1,No precipitation,12,,,,
07.06.2020 18:00,23.4,737.4,752.5,0.7,52,Wind blowing from the west,6,,,, ,,,,,,,,,,,13.1,,,,,,
07.06.2020 17:00,27.6,736.5,751.4,-0.5,38,Wind blowing from the south-southeast,5,,15,, ,,,,,,,,,,,12.0,,,,,,
07.06.2020 16:00,29.0,736.5,751.3,-1.3,33,Wind blowing from the south-southeast,9,,14,, ,,,,,,,,,,,11.3,,,,,,
07.06.2020 15:00,29.9,736.7,751.6,-1.5,32,Wind blowing from the south-southeast,6,,13,, ,,,,,,,,,,,11.3,,,,,,
07.06.2020 14:00,29.2,737.0,751.9,-1.6,35,Wind blowing from the south-east,7,,,, ,,,,,,,,,,,12.4,,,,,,
07.06.2020 13:00,26.5,737.8,752.8,-0.9,42,Wind blowing from the south,6,,,, ,,,,,,,,,,,12.7,No precipitation,6,,,,
07.06.2020 12:00,25.9,738.2,753.3,-1.0,48,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,14.0,,,,,,
07.06.2020 11:00,24.1,738.6,753.7,-0.7,53,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,14.0,,,,,,
07.06.2020 10:00,22.7,738.7,754.0,-0.6,58,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,14.1,,,,,,
07.06.2020 09:00,23.4,739.2,754.4,-0.1,53,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,13.2,,,,,,
07.06.2020 08:00,21.1,739.3,754.6,-0.2,61,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,13.2,,,,,,
07.06.2020 07:00,18.5,739.3,754.8,-0.3,71,Calm no wind,0,,,, ,,,17.0,24.1,,,,,,,13.0,No precipitation,12,,,,
07.06.2020 06:00,17.4,739.3,754.8,-0.6,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,12.6,,,,,,
07.06.2020 05:00,17.1,739.5,755.0,-0.1,74,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.4,,,,,,
07.06.2020 04:00,17.2,739.6,755.1,0.3,75,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,12.6,,,,,,
07.06.2020 03:00,17.6,739.9,755.4,0.5,73,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.6,,,,,,
07.06.2020 02:00,17.4,739.6,755.1,0.6,73,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.5,,,,,,
07.06.2020 01:00,17.7,739.3,754.8,0.6,71,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,12.3,No precipitation,6,,,,
07.06.2020 00:00,18.7,739.4,754.9,1.0,69,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,12.8,,,,,,
06.06.2020 23:00,20.2,739.0,754.3,1.2,66,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,13.7,,,,,,
06.06.2020 22:00,20.9,738.7,754.0,1.0,62,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,13.3,,,,,,
06.06.2020 21:00,21.7,738.4,753.7,0.6,56,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,12.6,,,,,,
06.06.2020 20:00,22.7,737.8,753.0,0.0,53,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,12.5,,,,,,
06.06.2020 19:00,24.0,737.7,752.8,-0.5,51,Wind blowing from the south-east,6,,16,, ,,,17.5,26.6,,,,,,,13.3,No precipitation,12,,,,
06.06.2020 18:00,24.8,737.8,752.9,-0.7,47,Wind blowing from the south-east,6,,13,, ,,,,,,,,,,,12.7,,,,,,
06.06.2020 17:00,25.2,737.8,752.9,-1.1,46,Wind blowing from the south-east,7,,13,, ,,,,,,,,,,,12.6,,,,,,
06.06.2020 16:00,26.3,738.2,753.2,-1.1,44,Wind blowing from the south-east,7,,16,, ,,,,,,,,,,,12.9,,,,,,
06.06.2020 15:00,26.3,738.5,753.6,-1.2,43,Wind blowing from the south-southeast,7,,14,, ,,,,,,,,,,,12.7,,,,,,
06.06.2020 14:00,25.3,738.9,754.0,-1.0,45,Wind blowing from the south-southeast,8,,16,, ,,,,,,,,,,,12.4,,,,,,
06.06.2020 13:00,24.3,739.3,754.5,-0.4,45,Wind blowing from the south-southeast,8,,16,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
06.06.2020 12:00,23.7,739.7,754.9,-0.2,44,Wind blowing from the south-east,7,,16,, ,,,,,,,,,,,10.7,,,,,,
06.06.2020 11:00,22.1,739.9,755.2,-0.2,46,Wind blowing from the south-southeast,9,,16,, ,,,,,,,,,,,9.9,,,,,,
06.06.2020 10:00,21.6,739.7,755.0,-0.4,47,Wind blowing from the south-east,6,,,, ,,,,,,,,,,,9.9,,,,,,
06.06.2020 09:00,20.7,739.9,755.3,0.2,54,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,11.1,,,,,,
06.06.2020 08:00,20.4,740.1,755.5,0.7,53,Wind blowing from the south,5,,,, ,,,,,,,,,,,10.4,,,,,,
06.06.2020 07:00,18.0,740.1,755.6,1.0,60,Wind blowing from the south,3,,,, ,,,13.6,18.6,,,,,,,10.1,No precipitation,12,,,,
06.06.2020 06:00,15.1,739.7,755.4,0.7,73,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.3,,,,,,
06.06.2020 05:00,13.6,739.4,755.2,0.4,81,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,10.4,,,,,,
06.06.2020 04:00,14.4,739.1,754.8,0.1,78,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.6,,,,,,
