,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
1917,1,2,3,3,3,3,2,1,1,-1,-1
3088,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3454,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
371,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3031,-3,-3,-2,-1,-1,1,1,2,3,3,3
1231,-3,-3,-2,-1,-1,1,1,2,3,3,3
3003,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2554,-1,-1,1,1,2,3,3,3,3,2,1
517,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
237,1,2,3,3,3,3,2,1,1,-1,-1
2991,-3,-3,-2,-1,-1,1,1,2,3,3,3
2068,2,3,3,3,3,2,1,1,-1,-1,-2
3250,3,3,3,2,1,1,-1,-1,-2,-3,-3
932,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2818,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
315,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3072,-3,-2,-1,-1,1,1,2,3,3,3,3
3438,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1576,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3471,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1519,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
807,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1675,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
320,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1049,3,3,3,3,2,1,1,-1,-1,-2,-3
2428,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1921,3,3,2,1,1,-1,-1,-2,-3,-3,-3
121,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2117,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1959,3,3,3,3,2,1,1,-1,-1,-2,-3
490,3,3,3,2,1,1,-1,-1,-2,-3,-3
1813,-2,-1,-1,1,1,2,3,3,3,3,2
1056,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2899,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3396,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
56,1,1,2,3,3,3,3,2,1,1,-1
586,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1114,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3290,3,3,3,2,1,1,-1,-1,-2,-3,-3
3298,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
654,-1,-1,1,1,2,3,3,3,3,2,1
655,-1,1,1,2,3,3,3,3,2,1,1
2578,2,3,3,3,3,2,1,1,-1,-1,-2
2435,-1,1,1,2,3,3,3,3,2,1,1
3441,-3,-3,-2,-1,-1,1,1,2,3,3,3
2619,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2419,3,3,3,3,2,1,1,-1,-1,-2,-3
525,-1,1,1,2,3,3,3,3,2,1,1
809,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1300,3,3,3,2,1,1,-1,-1,-2,-3,-3
2323,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
265,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
71,-3,-3,-2,-1,-1,1,1,2,3,3,3
1018,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
724,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1216,1,1,2,3,3,3,3,2,1,1,-1
850,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3036,1,1,2,3,3,3,3,2,1,1,-1
3142,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1589,3,3,3,3,2,1,1,-1,-1,-2,-3
729,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
782,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1625,-1,1,1,2,3,3,3,3,2,1,1
1648,2,3,3,3,3,2,1,1,-1,-1,-2
451,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2490,-3,-3,-3,-2,-1,-1,1,1,2,3,3
27,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2575,-1,1,1,2,3,3,3,3,2,1,1
1424,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2040,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1958,2,3,3,3,3,2,1,1,-1,-1,-2
2559,3,3,3,3,2,1,1,-1,-1,-2,-3
1223,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1804,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1468,2,3,3,3,3,2,1,1,-1,-1,-2
819,3,3,3,3,2,1,1,-1,-1,-2,-3
1908,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1375,-1,1,1,2,3,3,3,3,2,1,1
2840,-3,-3,-3,-2,-1,-1,1,1,2,3,3
59,3,3,3,3,2,1,1,-1,-1,-2,-3
332,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1772,-3,-2,-1,-1,1,1,2,3,3,3,3
1153,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
693,-2,-1,-1,1,1,2,3,3,3,3,2
2728,2,3,3,3,3,2,1,1,-1,-1,-2
519,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1067,1,2,3,3,3,3,2,1,1,-1,-1
3382,-3,-2,-1,-1,1,1,2,3,3,3,3
1494,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3243,-2,-1,-1,1,1,2,3,3,3,3,2
7,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3444,-1,-1,1,1,2,3,3,3,3,2,1
1039,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2544,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3327,1,2,3,3,3,3,2,1,1,-1,-1
577,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1924,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
4,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
810,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1176,1,1,2,3,3,3,3,2,1,1,-1
139,3,3,3,3,2,1,1,-1,-1,-2,-3
1079,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1082,-3,-2,-1,-1,1,1,2,3,3,3,3
3143,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2499,3,3,3,3,2,1,1,-1,-1,-2,-3
1091,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3071,-3,-3,-2,-1,-1,1,1,2,3,3,3
1436,1,1,2,3,3,3,3,2,1,1,-1
1120,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1073,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2591,-3,-3,-2,-1,-1,1,1,2,3,3,3
834,-1,-1,1,1,2,3,3,3,3,2,1
789,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2516,1,1,2,3,3,3,3,2,1,1,-1
1536,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1156,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3084,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1883,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
10,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1507,1,2,3,3,3,3,2,1,1,-1,-1
3393,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3400,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3242,-3,-2,-1,-1,1,1,2,3,3,3,3
2810,3,3,3,2,1,1,-1,-1,-2,-3,-3
210,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3083,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
153,-2,-1,-1,1,1,2,3,3,3,3,2
2444,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1894,-1,-1,1,1,2,3,3,3,3,2,1
1630,3,3,3,2,1,1,-1,-1,-2,-3,-3
1221,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2701,-3,-3,-2,-1,-1,1,1,2,3,3,3
3147,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
865,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3231,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2871,3,3,2,1,1,-1,-1,-2,-3,-3,-3
91,-3,-3,-2,-1,-1,1,1,2,3,3,3
1730,3,3,3,2,1,1,-1,-1,-2,-3,-3
599,3,3,3,3,2,1,1,-1,-1,-2,-3
2753,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
620,3,3,3,2,1,1,-1,-1,-2,-3,-3
3313,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1363,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
869,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
881,-3,-3,-2,-1,-1,1,1,2,3,3,3
2119,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1419,3,3,3,3,2,1,1,-1,-1,-2,-3
2918,2,3,3,3,3,2,1,1,-1,-1,-2
2010,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2356,1,1,2,3,3,3,3,2,1,1,-1
2169,3,3,3,3,2,1,1,-1,-1,-2,-3
1081,-3,-3,-2,-1,-1,1,1,2,3,3,3
1947,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3091,-3,-3,-2,-1,-1,1,1,2,3,3,3
2561,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2131,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2286,1,1,2,3,3,3,3,2,1,1,-1
2265,-1,1,1,2,3,3,3,3,2,1,1
3053,-2,-1,-1,1,1,2,3,3,3,3,2
619,3,3,3,3,2,1,1,-1,-1,-2,-3
2315,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3322,-3,-2,-1,-1,1,1,2,3,3,3,3
1177,1,2,3,3,3,3,2,1,1,-1,-1
344,-1,-1,1,1,2,3,3,3,3,2,1
2940,3,3,3,2,1,1,-1,-1,-2,-3,-3
1740,0,3,3,2,1,1,-1,-1,-2,-3,-3
2504,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2416,1,1,2,3,3,3,3,2,1,1,-1
3238,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2645,-1,1,1,2,3,3,3,3,2,1,1
1230,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2999,3,3,3,3,2,1,1,-1,-1,-2,-3
2682,-3,-2,-1,-1,1,1,2,3,3,3,3
1989,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3326,1,1,2,3,3,3,3,2,1,1,-1
2921,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1797,1,2,3,3,3,3,2,1,1,-1,-1
2471,-3,-3,-2,-1,-1,1,1,2,3,3,3
815,-1,1,1,2,3,3,3,3,2,1,1
513,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1130,3,3,3,2,1,1,-1,-1,-2,-3,-3
2206,1,1,2,3,3,3,3,2,1,1,-1
3352,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1481,-3,-3,-2,-1,-1,1,1,2,3,3,3
1321,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3061,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2977,1,2,3,3,3,3,2,1,1,-1,-1
2091,3,3,2,1,1,-1,-1,-2,-3,-3,-3
60,3,3,3,2,1,1,-1,-1,-2,-3,-3
930,3,3,3,2,1,1,-1,-1,-2,-3,-3
2633,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2090,3,3,3,2,1,1,-1,-1,-2,-3,-3
3136,1,1,2,3,3,3,3,2,1,1,-1
912,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
308,2,3,3,3,3,2,1,1,-1,-1,-2
612,-3,-2,-1,-1,1,1,2,3,3,3,3
361,-3,-3,-2,-1,-1,1,1,2,3,3,3
403,-2,-1,-1,1,1,2,3,3,3,3,2
689,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
380,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2132,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1207,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
286,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2768,2,3,3,3,3,2,1,1,-1,-1,-2
1662,-3,-2,-1,-1,1,1,2,3,3,3,3
574,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3360,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3229,3,3,3,3,2,1,1,-1,-1,-2,-3
981,-3,-3,-2,-1,-1,1,1,2,3,3,3
3310,3,3,3,2,1,1,-1,-1,-2,-3,-3
2543,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1892,-3,-2,-1,-1,1,1,2,3,3,3,3
2953,-2,-1,-1,1,1,2,3,3,3,3,2
2713,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1596,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1048,2,3,3,3,3,2,1,1,-1,-1,-2
2387,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1281,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3321,-3,-3,-2,-1,-1,1,1,2,3,3,3
1299,3,3,3,3,2,1,1,-1,-1,-2,-3
221,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2919,3,3,3,3,2,1,1,-1,-1,-2,-3
1685,-1,1,1,2,3,3,3,3,2,1,1
1354,-1,-1,1,1,2,3,3,3,3,2,1
1125,-1,1,1,2,3,3,3,3,2,1,1
1534,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3410,3,3,3,2,1,1,-1,-1,-2,-3,-3
2158,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2445,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2984,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1510,3,3,3,2,1,1,-1,-1,-2,-3,-3
2454,-1,-1,1,1,2,3,3,3,3,2,1
165,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3065,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3070,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1261,3,3,2,1,1,-1,-1,-2,-3,-3,-3
445,-1,1,1,2,3,3,3,3,2,1,1
2725,-1,1,1,2,3,3,3,3,2,1,1
1661,-3,-3,-2,-1,-1,1,1,2,3,3,3
87,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1516,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2742,-3,-2,-1,-1,1,1,2,3,3,3,3
1636,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2427,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
614,-1,-1,1,1,2,3,3,3,3,2,1
1451,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2204,-1,-1,1,1,2,3,3,3,3,2,1
89,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1220,3,3,3,2,1,1,-1,-1,-2,-3,-3
3445,-1,1,1,2,3,3,3,3,2,1,1
2906,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1864,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1525,-1,1,1,2,3,3,3,3,2,1,1
2500,3,3,3,2,1,1,-1,-1,-2,-3,-3
3186,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2280,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1181,3,3,2,1,1,-1,-1,-2,-3,-3,-3
927,1,2,3,3,3,3,2,1,1,-1,-1
3311,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1367,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1983,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3431,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1097,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1699,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2225,-1,1,1,2,3,3,3,3,2,1,1
2489,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
341,-3,-3,-2,-1,-1,1,1,2,3,3,3
129,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1663,-2,-1,-1,1,1,2,3,3,3,3,2
2423,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1416,1,1,2,3,3,3,3,2,1,1,-1
2114,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3266,1,1,2,3,3,3,3,2,1,1,-1
216,1,1,2,3,3,3,3,2,1,1,-1
145,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
376,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2487,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2160,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1036,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
433,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3457,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3379,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1550,3,3,3,2,1,1,-1,-1,-2,-3,-3
2325,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3000,3,3,3,2,1,1,-1,-1,-2,-3,-3
698,2,3,3,3,3,2,1,1,-1,-1,-2
1944,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2184,-1,-1,1,1,2,3,3,3,3,2,1
1618,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2267,1,2,3,3,3,3,2,1,1,-1,-1
2474,-1,-1,1,1,2,3,3,3,3,2,1
1168,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1022,-3,-2,-1,-1,1,1,2,3,3,3,3
2134,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
991,3,3,2,1,1,-1,-1,-2,-3,-3,-3
146,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1289,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
617,1,2,3,3,3,3,2,1,1,-1,-1
1830,-3,-3,-3,-2,-1,-1,1,1,2,3,3
130,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2066,1,1,2,3,3,3,3,2,1,1,-1
598,2,3,3,3,3,2,1,1,-1,-1,-2
3365,-1,1,1,2,3,3,3,3,2,1,1
2430,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2139,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2703,-2,-1,-1,1,1,2,3,3,3,3,2
2073,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
787,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1668,2,3,3,3,3,2,1,1,-1,-1,-2
2903,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1316,1,1,2,3,3,3,3,2,1,1,-1
1184,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2209,3,3,3,3,2,1,1,-1,-1,-2,-3
3225,-1,1,1,2,3,3,3,3,2,1,1
2957,1,2,3,3,3,3,2,1,1,-1,-1
2900,0,3,3,2,1,1,-1,-1,-2,-3,-3
1488,2,3,3,3,3,2,1,1,-1,-1,-2
2420,3,3,3,2,1,1,-1,-1,-2,-3,-3
140,3,3,3,2,1,1,-1,-1,-2,-3,-3
2036,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3245,-1,1,1,2,3,3,3,3,2,1,1
2321,3,3,2,1,1,-1,-1,-2,-3,-3,-3
212,-3,-2,-1,-1,1,1,2,3,3,3,3
2203,-2,-1,-1,1,1,2,3,3,3,3,2
2004,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2938,2,3,3,3,3,2,1,1,-1,-1,-2
3075,-1,1,1,2,3,3,3,3,2,1,1
1649,3,3,3,3,2,1,1,-1,-1,-2,-3
2828,2,3,3,3,3,2,1,1,-1,-1,-2
1070,3,3,3,2,1,1,-1,-1,-2,-3,-3
3173,-2,-1,-1,1,1,2,3,3,3,3,2
1765,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1015,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1500,-3,-3,-3,-2,-1,-1,1,1,2,3,3
842,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1491,3,3,2,1,1,-1,-1,-2,-3,-3,-3
639,3,3,3,3,2,1,1,-1,-1,-2,-3
2031,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1631,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1078,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1180,3,3,3,2,1,1,-1,-1,-2,-3,-3
2933,-2,-1,-1,1,1,2,3,3,3,3,2
2424,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3284,-1,-1,1,1,2,3,3,3,3,2,1
3059,3,3,3,3,2,1,1,-1,-1,-2,-3
761,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3251,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2752,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1657,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
133,-2,-1,-1,1,1,2,3,3,3,3,2
1062,-3,-2,-1,-1,1,1,2,3,3,3,3
410,3,3,3,2,1,1,-1,-1,-2,-3,-3
2621,-3,-3,-2,-1,-1,1,1,2,3,3,3
113,-2,-1,-1,1,1,2,3,3,3,3,2
3219,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3103,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2850,3,3,3,2,1,1,-1,-1,-2,-3,-3
1546,1,1,2,3,3,3,3,2,1,1,-1
970,3,3,3,2,1,1,-1,-1,-2,-3,-3
1711,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2723,-2,-1,-1,1,1,2,3,3,3,3,2
779,3,3,3,3,2,1,1,-1,-1,-2,-3
1610,3,3,3,2,1,1,-1,-1,-2,-3,-3
1962,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
284,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2093,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1585,-1,1,1,2,3,3,3,3,2,1,1
2189,3,3,3,3,2,1,1,-1,-1,-2,-3
2198,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
185,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
886,1,1,2,3,3,3,3,2,1,1,-1
1786,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2660,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2413,-2,-1,-1,1,1,2,3,3,3,3,2
3190,0,3,3,2,1,1,-1,-1,-2,-3,-3
632,-3,-2,-1,-1,1,1,2,3,3,3,3
1099,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2665,-1,1,1,2,3,3,3,3,2,1,1
1761,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2339,3,3,3,3,2,1,1,-1,-1,-2,-3
2028,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
283,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2159,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3028,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1915,-1,1,1,2,3,3,3,3,2,1,1
771,-3,-3,-2,-1,-1,1,1,2,3,3,3
1815,-1,1,1,2,3,3,3,3,2,1,1
638,2,3,3,3,3,2,1,1,-1,-1,-2
3157,1,2,3,3,3,3,2,1,1,-1,-1
1850,-3,-3,-3,-2,-1,-1,1,1,2,3,3
652,-3,-2,-1,-1,1,1,2,3,3,3,3
2611,3,3,2,1,1,-1,-1,-2,-3,-3,-3
746,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1842,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2834,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2367,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1634,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1978,2,3,3,3,3,2,1,1,-1,-1,-2
1957,1,2,3,3,3,3,2,1,1,-1,-1
554,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3140,3,3,3,2,1,1,-1,-1,-2,-3,-3
1796,1,1,2,3,3,3,3,2,1,1,-1
1303,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3020,3,3,3,2,1,1,-1,-1,-2,-3,-3
1253,-2,-1,-1,1,1,2,3,3,3,3,2
2521,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1646,1,1,2,3,3,3,3,2,1,1,-1
860,3,3,3,2,1,1,-1,-1,-2,-3,-3
998,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1185,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3170,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2507,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2082,-3,-2,-1,-1,1,1,2,3,3,3,3
1386,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1268,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2875,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1208,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1890,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1096,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1995,-1,1,1,2,3,3,3,3,2,1,1
2932,-3,-2,-1,-1,1,1,2,3,3,3,3
2737,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3346,1,1,2,3,3,3,3,2,1,1,-1
1712,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
196,1,1,2,3,3,3,3,2,1,1,-1
2369,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1695,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2491,-3,-3,-2,-1,-1,1,1,2,3,3,3
2960,3,3,3,2,1,1,-1,-1,-2,-3,-3
2254,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1322,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2432,-3,-2,-1,-1,1,1,2,3,3,3,3
2304,-1,-1,1,1,2,3,3,3,3,2,1
1234,-1,-1,1,1,2,3,3,3,3,2,1
2813,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2674,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1038,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
152,-3,-2,-1,-1,1,1,2,3,3,3,3
730,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1435,-1,1,1,2,3,3,3,3,2,1,1
3184,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1464,-1,-1,1,1,2,3,3,3,3,2,1
944,-1,-1,1,1,2,3,3,3,3,2,1
430,3,3,3,2,1,1,-1,-1,-2,-3,-3
1801,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1203,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1723,-2,-1,-1,1,1,2,3,3,3,3,2
2472,-3,-2,-1,-1,1,1,2,3,3,3,3
2590,-3,-3,-3,-2,-1,-1,1,1,2,3,3
533,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
718,2,3,3,3,3,2,1,1,-1,-1,-2
2642,-3,-2,-1,-1,1,1,2,3,3,3,3
926,1,1,2,3,3,3,3,2,1,1,-1
2248,2,3,3,3,3,2,1,1,-1,-1,-2
278,2,3,3,3,3,2,1,1,-1,-1,-2
555,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3160,3,3,3,2,1,1,-1,-1,-2,-3,-3
1584,-1,-1,1,1,2,3,3,3,3,2,1
1219,3,3,3,3,2,1,1,-1,-1,-2,-3
