"# Weather station Chisinau, Moldova, WMO_ID=33815,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=33815&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Chisinau,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.06.2020 14:00,26.4,748.8,762.8,0.2,56,Wind blowing from the north-west,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.9,,,,,,
24.06.2020 11:00,23.6,748.6,762.8,0.3,67,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.2,,,,,,
24.06.2020 08:00,18.3,748.3,762.7,1.0,85,Wind blowing from the north-northwest,4,,,100%., ,,,16.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.7,,,,,,
24.06.2020 05:00,17.7,747.3,761.9,0.2,85,Wind blowing from the north-northwest,2,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus castellanus or floccus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.1,,,,,,
24.06.2020 02:00,17.4,747.1,762.0,0.4,92,Wind blowing from the north-northwest,3,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.0,,,,,,
23.06.2020 23:00,18.7,746.7,761.5,1.4,82,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.5,,,,,,
23.06.2020 20:00,20.3,745.3,760.2,0.9,72,Wind blowing from the north,3,,,"90  or more, but not 100%", ,,,,27.5,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.0,,,,,,
23.06.2020 17:00,24.9,744.4,759.1,0.1,54,Wind blowing from the south,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.0,,,,,,
23.06.2020 14:00,26.9,744.3,758.6,-0.1,46,Wind blowing from the south-east,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.4,,,,,,
23.06.2020 11:00,24.3,744.4,759.1,0.7,64,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.0,,,,,,
23.06.2020 08:00,20.0,743.7,758.9,0.1,83,Wind blowing from the south-east,2,,,20–30%., ,,,15.7,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.0,,,,,,
23.06.2020 05:00,16.4,743.6,758.5,0.4,94,Wind blowing from the north-east,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,15.5,,,,,,
23.06.2020 02:00,17.2,743.2,758.0,0.7,91,Wind blowing from the south-southeast,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.7,,,,,,
22.06.2020 23:00,18.1,742.5,757.0,0.2,85,Wind blowing from the east-southeast,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.6,,,,,,
22.06.2020 20:00,18.6,742.3,756.7,0.6,78,Wind blowing from the south-east,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,25.7,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.6,,,,,,
22.06.2020 17:00,23.8,741.7,755.8,0.4,61,Wind blowing from the north-northeast,1,,,100%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.9,,,,,,
22.06.2020 14:00,25.3,741.3,755.5,-0.6,62,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.4,,,,,,
22.06.2020 11:00,23.0,741.9,755.9,0.8,70,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.2,,,,,,
22.06.2020 08:00,19.5,741.1,755.6,0.4,84,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.7,,,,,,
22.06.2020 05:00,17.1,740.7,755.4,-0.1,92,Wind blowing from the north-northeast,1,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.7,,,,,,
22.06.2020 02:00,18.0,740.8,755.6,-0.4,85,Wind blowing from the north,2,,,"10%  or less, but not 0",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.5,,,,,,
21.06.2020 23:00,18.1,741.2,755.2,0.2,90,Wind blowing from the south,1,,,70 – 80%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.4,,,,,,
21.06.2020 20:00,20.2,741.0,754.3,1.9,79,Wind blowing from the south-west,3,,,100%.,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,26.0,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.4,,,,,,
21.06.2020 17:00,25.5,739.1,753.4,-1.3,55,Wind blowing from the north-northwest,1,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.8,,,,,,
21.06.2020 14:00,24.6,740.4,754.5,0.3,58,Wind blowing from the south,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.7,,,,,,
21.06.2020 11:00,21.9,740.1,754.8,-0.1,73,Wind blowing from the west,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.9,,,,,,
21.06.2020 08:00,18.4,740.2,755.1,-0.3,88,Wind blowing from the west-northwest,2,,,100%., ,,,15.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,600-1000,,,20.0,16.3,,,,,,
21.06.2020 05:00,15.6,740.5,755.4,-0.1,97,Wind blowing from the west-southwest,1,,,60%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.2,,,,,,
21.06.2020 02:00,16.6,740.6,755.3,-0.1,94,Wind blowing from the west-northwest,2,,,50%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.6,,,,,,
20.06.2020 23:00,18.0,740.7,755.5,0.8,88,Wind blowing from the west,3,,,70 – 80%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.0,,,,,,
20.06.2020 20:00,20.1,739.9,754.6,0.0,87,Wind blowing from the west-northwest,2,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,24.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.9,0.6,12,,,,
20.06.2020 17:00,20.2,739.9,754.7,0.3,89,Wind blowing from the south,3,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,18.3,,,,,,
20.06.2020 14:00,22.7,739.6,754.5,-1.1,70,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.0,,,,,,
20.06.2020 11:00,22.2,740.7,755.4,-0.7,73,Wind blowing from the north-west,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.0,,,,,,
20.06.2020 08:00,19.9,741.4,756.0,0.0,77,Wind blowing from the north-west,3,,,70 – 80%., ,,,18.0,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.7,5,12,,,,
20.06.2020 05:00,19.1,741.4,755.8,0.7,77,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.9,,,,,,
20.06.2020 02:00,19.3,740.7,755.7,-1.5,77,Wind blowing from the north,6,,,60%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,15.2,,,,,,
19.06.2020 23:00,18.2,742.2,757.4,0.2,90,Wind blowing from the west-northwest,5,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,600-1000,,,10.0,16.5,,,,,,
19.06.2020 20:00,18.8,742.0,756.5,0.6,85,Wind blowing from the south-west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,28.4,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.3,20,12,,,,
19.06.2020 17:00,26.8,741.4,755.4,-0.5,49,Wind blowing from the north-east,5,,,100%.,"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation.  Maximum diameter of hailstones is 5 mm.",Thunderstorm(s) with or without precipitation.,"Snow, or rain and snow mixed.",,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,600-1000,,,1.0,15.2,,,,,,
19.06.2020 14:00,27.4,741.9,756.3,-1.1,47,Wind blowing from the east,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.0,,,,,,
19.06.2020 11:00,25.4,743.0,757.5,-0.5,55,Wind blowing from the east-northeast,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.6,,,,,,
19.06.2020 08:00,20.2,743.5,758.0,0.3,75,Wind blowing from the north-west,1,,,40%., ,,,16.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.5,,,,,,
19.06.2020 05:00,16.7,743.2,757.9,0.0,87,Wind blowing from the east-northeast,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,14.5,,,,,,
19.06.2020 02:00,17.4,743.2,757.7,0.6,88,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,20.0,15.4,,,,,,
18.06.2020 23:00,18.8,742.6,757.5,0.3,81,Wind blowing from the east-northeast,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,15.4,,,,,,
18.06.2020 20:00,21.2,742.3,757.0,0.2,78,Wind blowing from the north,2,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,24.8,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,17.1,5,12,,,,
18.06.2020 17:00,22.1,742.1,756.7,-0.3,76,Wind blowing from the north-northeast,2,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,17.7,,,,,,
18.06.2020 14:00,17.6,742.4,757.1,-1.6,91,Wind blowing from the west-southwest,4,,13,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation.  Maximum diameter of hailstones is 3 mm.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20.0,16.1,,,,,,
18.06.2020 11:00,22.2,744.0,758.1,0.1,73,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.2,,,,,,
18.06.2020 08:00,18.1,743.9,758.4,1.4,99,Wind blowing from the east-southeast,2,,,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.8,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4.0,17.9,,,,,,
18.06.2020 05:00,16.9,742.5,757.4,-0.8,98,Wind blowing from the east-southeast,2,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.6,,,,,,
18.06.2020 02:00,17.5,743.3,758.0,0.5,95,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,16.7,,,,,,
17.06.2020 23:00,18.1,742.8,757.4,0.5,90,Wind blowing from the south-east,2,,,60%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.5,,,,,,
17.06.2020 20:00,20.1,742.3,756.8,-0.1,79,Wind blowing from the east,2,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,24.5,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.4,6,12,,,,
17.06.2020 17:00,20.6,742.4,756.4,1.6,76,Wind blowing from the west,3,,,100%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.1,,,,,,
17.06.2020 14:00,23.9,740.8,755.7,-1.1,64,Wind blowing from the east,3,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Shower(s).,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.6,,,,,,
17.06.2020 11:00,20.6,741.9,756.7,-0.8,76,Wind blowing from the west-southwest,3,,,100%.,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.3,,,,,,
17.06.2020 08:00,19.1,742.7,757.1,0.1,86,Wind blowing from the east-southeast,2,,,100%.,"Rain shower(s), moderate or heavy. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.8,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,16.7,0.3,12,,,,
17.06.2020 05:00,17.5,742.6,757.3,0.2,89,Wind blowing from the north,1,,,70 – 80%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.7,,,,,,
17.06.2020 02:00,18.8,742.4,757.2,-1.1,81,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.4,,,,,,
16.06.2020 23:00,19.8,743.5,757.7,0.8,70,Wind blowing from the east,1,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.1,,,,,,
16.06.2020 20:00,21.1,742.7,757.1,0.3,67,Wind blowing from the east,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,23.5,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.6,10,12,,,,
16.06.2020 17:00,17.2,742.4,757.2,-1.2,88,Wind blowing from the south,2,,13,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.2,,,,,,
16.06.2020 14:00,22.1,743.6,758.1,-0.8,60,Wind blowing from the south-southwest,1,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.9,,,,,,
16.06.2020 11:00,21.6,744.4,758.6,-0.1,79,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.8,,,,,,
16.06.2020 08:00,21.2,744.5,758.8,2.2,78,Wind blowing from the north-east,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,17.2,,,,,,
16.06.2020 05:00,17.5,742.3,757.2,-0.3,91,"Calm, no wind",0,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.0,,,,,,
16.06.2020 02:00,18.8,742.6,757.3,-0.3,84,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.0,,,,,,
