"# Weather station Ljubljana, Slovenia, WMO_ID=14015,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=14015&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Ljubljana,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.06.2020 05:00,15.7,736.3,762.4,,83,Wind blowing from the south,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1500-2000,Altocumulus translucidus at a single level.,,40.0,12.8,,,,,,
20.06.2020 04:00,16.0,736.1,762.2,0.2,80,Wind blowing from the south-west,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,12.6,,,,,,
20.06.2020 03:00,15.8,736.0,762.1,,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,12.6,,,,,,
20.06.2020 02:00,15.6,735.9,762.0,,80,Wind blowing from the north,0,,,, ,,,,,,,,,,,12.1,,,,,,
20.06.2020 01:00,16.3,735.9,761.9,0.5,76,Wind blowing from the east,1,,,, ,,,,,,,,,,,12.1,,,,,,
20.06.2020 00:00,16.6,735.8,761.8,,73,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,11.8,,,,,,
19.06.2020 23:00,16.7,735.7,761.7,,75,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,12.2,,,,,,
19.06.2020 22:00,16.9,735.4,761.4,1.1,75,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.5,,,,,,
19.06.2020 21:00,17.8,735.2,761.1,,71,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",40.0,12.4,,,,,,
19.06.2020 20:00,18.9,734.5,760.3,,66,Wind blowing from the north-northwest,1,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1500-2000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",50.0,12.4,,,,,,
19.06.2020 19:00,20.4,734.3,760.0,0.7,63,Wind blowing from the north-northwest,1,,,50%.,Clouds generally dissolving or becoming less developed. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Thunderstorm(s) with or without precipitation.,,25.3,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1500-2000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",50.0,13.0,0.9,12,,,,
19.06.2020 18:00,21.2,734.3,759.9,,61,Wind blowing from the north-northwest,3,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,30.0,13.4,,,,,,
19.06.2020 17:00,22.9,734.0,759.4,,50,Wind blowing from the west,3,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,1000-1500,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,20.0,11.8,,,,,,
19.06.2020 16:00,23.1,733.6,759.0,-0.2,46,Wind blowing from the west-northwest,3,,,70 – 80%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,20.0,10.9,,,,,,
19.06.2020 15:00,23.7,733.7,759.1,,51,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,1000-1500,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,20.0,13.0,,,,,,
19.06.2020 14:00,22.7,733.7,759.1,,68,Wind blowing from the south,2,,,70 – 80%.,"Thunderstorm, but no precipitation at the time of observation. ",,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,1500-2000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,30.0,16.5,,,,,,
19.06.2020 13:00,23.6,733.8,759.1,-0.3,51,Wind blowing from the south-southwest,3,,,70 – 80%.,"Thunderstorm, but no precipitation at the time of observation. ",,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,1500-2000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,25.0,12.8,No precipitation,6,,,,
19.06.2020 12:00,24.2,733.8,759.1,,49,Wind blowing from the south-west,5,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,12.8,,,,,,
19.06.2020 11:00,24.0,734.0,759.3,,53,Wind blowing from the south-southwest,3,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.7,,,,,,
19.06.2020 10:00,23.7,734.1,759.4,-0.4,49,Wind blowing from the south-west,2,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,12.4,,,,,,
19.06.2020 09:00,21.9,734.3,759.8,,58,Wind blowing from the south-west,2,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.2,,,,,,
19.06.2020 08:00,21.3,734.6,760.2,,62,Wind blowing from the south-west,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.8,,,,,,
19.06.2020 07:00,19.0,734.5,760.2,0.4,70,Wind blowing from the east-northeast,1,,,20–30%., ,,,16.9,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.3,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,12.0,,
19.06.2020 06:00,18.0,734.5,760.3,,71,Wind blowing from the north-northeast,1,,,20–30%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,12.7,,,,,,
19.06.2020 05:00,16.9,734.3,760.3,,72,Wind blowing from the west-northwest,0,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40.0,11.7,,,,,,
19.06.2020 04:00,17.5,734.1,760.0,-0.1,68,Wind blowing from the west-northwest,1,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40.0,11.4,,,,,,
19.06.2020 03:00,18.1,734.2,760.0,,70,Wind blowing from the west,0,,,, ,,,,,,,,,,,12.5,,,,,,
19.06.2020 02:00,18.8,734.0,759.7,,70,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,13.1,,,,,,
19.06.2020 01:00,18.9,734.2,760.0,0.6,69,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.1,,,,,,
19.06.2020 00:00,18.7,733.9,759.7,,71,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,13.2,,,,,,
18.06.2020 23:00,18.8,733.9,759.6,,68,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,12.7,,,,,,
18.06.2020 22:00,19.3,733.6,759.3,1.3,65,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.5,,,,,,
18.06.2020 21:00,20.3,733.4,759.0,,60,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1500-2000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,12.3,,,,,,
18.06.2020 20:00,20.9,733.0,758.6,,60,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,12.7,,,,,,
18.06.2020 19:00,21.5,732.3,757.8,0.4,56,Wind blowing from the west,2,,,60%.,State of sky on the whole unchanged. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,26.1,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,1500-2000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,40.0,12.2,No precipitation,12,,,,
18.06.2020 18:00,22.2,732.2,757.6,,54,Wind blowing from the west-southwest,3,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,1500-2000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,30.0,12.5,,,,,,
18.06.2020 17:00,23.1,732.0,757.3,,48,Wind blowing from the west,3,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",1500-2000,Altocumulus cumulogenitus (or cumulonimbogenitus).,Cirrus spissatus cumulonimbogenitus.,40.0,11.6,,,,,,
18.06.2020 16:00,24.8,731.9,757.1,0.1,40,Wind blowing from the south-west,6,,,"10%  or less, but not 0",State of sky on the whole unchanged. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,50.0,10.4,,,,,,
18.06.2020 15:00,25.5,731.7,756.8,,41,Wind blowing from the west-southwest,5,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,50.0,11.2,,,,,,
18.06.2020 14:00,25.5,731.7,756.8,,42,Wind blowing from the west-southwest,6,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1000-1500,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.6,,,,,,
18.06.2020 13:00,25.2,731.8,757.0,-0.2,44,Wind blowing from the south-west,5,,,20–30%.,Clouds generally forming or developing. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,12.0,No precipitation,6,,,,
18.06.2020 12:00,25.2,732.0,757.1,,43,Wind blowing from the south-west,5,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.6,,,,,,
18.06.2020 11:00,24.9,732.0,757.2,,44,Wind blowing from the south-west,4,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.8,,,,,,
18.06.2020 10:00,23.8,732.0,757.3,0.1,45,Wind blowing from the south-west,5,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.0,,,,,,
18.06.2020 09:00,22.7,731.9,757.3,,53,Wind blowing from the south-west,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,12.6,,,,,,
18.06.2020 08:00,20.8,731.9,757.4,,68,Wind blowing from the north,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,14.6,,,,,,
18.06.2020 07:00,18.2,731.9,757.6,0.4,71,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,14.1,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",50.0,12.8,No precipitation,12,Surface of ground moist.,9.0,,
18.06.2020 06:00,16.7,731.9,757.8,,78,Wind blowing from the north,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",50.0,12.9,,,,,,
18.06.2020 05:00,14.2,731.7,757.8,,88,Wind blowing from the north-northwest,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",50.0,12.2,,,,,,
18.06.2020 04:00,14.5,731.5,757.6,-0.1,87,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,12.4,,,,,,
18.06.2020 03:00,15.3,731.3,757.3,,84,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,12.6,,,,,,
18.06.2020 02:00,16.5,731.4,757.3,,78,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,12.6,,,,,,
18.06.2020 01:00,17.1,731.6,757.4,0.1,76,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.8,,,,,,
18.06.2020 00:00,17.6,731.7,757.5,,73,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.6,,,,,,
17.06.2020 23:00,17.4,731.5,757.3,,73,Wind blowing from the west,1,,,, ,,,,,,,,,,,12.4,,,,,,
17.06.2020 22:00,18.2,731.5,757.3,1.0,69,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.3,,,,,,
17.06.2020 21:00,19.1,731.2,756.9,,62,Wind blowing from the west,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.7,,,,,,
17.06.2020 20:00,20.1,730.8,756.4,,57,Wind blowing from the west,2,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,11.2,,,,,,
17.06.2020 19:00,21.8,730.5,755.8,-0.5,57,Wind blowing from the south-west,3,,,40%., ,,,,24.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,12.9,No precipitation,12,,,,
17.06.2020 18:00,22.5,730.8,756.1,,57,Wind blowing from the west,1,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,13.5,,,,,,
17.06.2020 17:00,23.1,730.8,756.1,,52,Wind blowing from the west-southwest,3,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.8,,,,,,
17.06.2020 16:00,22.9,731.0,756.3,-0.1,51,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.2,,,,,,
17.06.2020 15:00,23.7,731.0,756.2,,51,Wind blowing from the west-southwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.8,,,,,,
17.06.2020 14:00,24.1,730.9,756.1,,52,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.6,,,,,,
17.06.2020 13:00,23.6,731.1,756.4,-0.7,50,Wind blowing from the north,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.4,No precipitation,6,,,,
17.06.2020 12:00,21.9,731.5,756.9,,66,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.2,,,,,,
17.06.2020 11:00,21.5,731.8,757.2,,67,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25.0,15.0,,,,,,
17.06.2020 10:00,21.1,731.8,757.3,0.0,65,Wind blowing from the north-east,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25.0,14.3,,,,,,
17.06.2020 09:00,20.4,731.8,757.3,,71,Wind blowing from the east-northeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.9,,,,,,
17.06.2020 08:00,19.3,731.9,757.6,,71,Wind blowing from the south-southeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.8,,,,,,
17.06.2020 07:00,18.2,731.8,757.5,0.0,75,Wind blowing from the east,0,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.3,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.7,0.1,12,Surface of ground moist.,14.0,,
17.06.2020 06:00,17.2,731.8,757.6,,81,Wind blowing from the south-east,0,,,"90  or more, but not 100%",Shower(s) of rain. ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.8,,,,,,
17.06.2020 05:00,16.6,731.8,757.6,,83,Wind blowing from the south-southwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",40.0,13.6,,,,,,
17.06.2020 04:00,16.4,731.8,757.6,-0.9,87,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",40.0,14.2,,,,,,
17.06.2020 03:00,16.7,731.9,757.8,,78,"Calm, no wind",0,,,, ,,,,,,,,,,,12.9,,,,,,
17.06.2020 02:00,17.2,732.4,758.2,,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.7,,,,,,
17.06.2020 01:00,17.6,732.7,758.5,-0.5,80,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,,14.1,,,,,,
17.06.2020 00:00,18.2,733.0,758.8,,75,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,13.7,,,,,,
16.06.2020 23:00,18.6,733.3,759.0,,74,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.9,,,,,,
16.06.2020 22:00,18.8,733.2,758.9,0.6,74,Wind blowing from the north,0,,,, ,,,,,,,,,,,14.1,,,,,,
16.06.2020 21:00,19.3,733.1,758.8,,69,Wind blowing from the north-northeast,1,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,13.5,,,,,,
16.06.2020 20:00,20.2,732.7,758.2,,59,Wind blowing from the south-southwest,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,11.9,,,,,,
