"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.06.2020 14:00,21.1,,,,53,,,,,, ,,,,,,,,,,,11.2,,,,,,
14.06.2020 13:00,21.5,,,,53,,,,,, ,,,,,,,,,,,11.4,,,,,,
14.06.2020 12:00,20.5,,,,55,,,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
14.06.2020 11:00,19.7,,,,59,,,,,, ,,,,,,,,,,,11.4,,,,,,
14.06.2020 10:00,19.8,,,,57,,,,,, ,,,,,,,,,,,11.1,,,,,,
14.06.2020 09:00,19.8,,,,64,,,,,, ,,,,,,,,,,,12.7,,,,,,
14.06.2020 08:00,18.5,,,,70,,,,,, ,,,,,,,,,,,12.8,,,,,,
14.06.2020 07:00,16.5,,,,80,,,,,, ,,,,,,,,,,,13.0,,,,,,
14.06.2020 06:00,15.3,,,,85,,,,,, ,,,13.7,,,,,,,,12.8,1,12,,,,
14.06.2020 05:00,14.2,,,,94,,,,,, ,,,,,,,,,,,13.3,,,,,,
14.06.2020 04:00,14.2,,,,95,,,,,, ,,,,,,,,,,,13.4,,,,,,
14.06.2020 03:00,13.8,,,,93,,,,,, ,,,,,,,,,,,12.7,,,,,,
14.06.2020 02:00,14.4,,,,89,,,,,, ,,,,,,,,,,,12.6,,,,,,
14.06.2020 01:00,15.5,,,,86,,,,,, ,,,,,,,,,,,13.1,,,,,,
14.06.2020 00:00,15.4,,,,79,,,,,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
13.06.2020 23:00,17.6,,,,76,,,,,, ,,,,,,,,,,,13.2,,,,,,
13.06.2020 22:00,18.1,,,,70,,,,,, ,,,,,,,,,,,12.5,,,,,,
13.06.2020 21:00,18.2,,,,69,,,,,, ,,,,,,,,,,,12.3,,,,,,
13.06.2020 20:00,18.0,,,,76,,,,,, ,,,,,,,,,,,13.7,,,,,,
13.06.2020 19:00,17.3,,,,82,,,,,, ,,,,,,,,,,,14.1,,,,,,
13.06.2020 18:00,20.6,,,,54,,,,,, ,,,,25.1,,,,,,,11.0,No precipitation,12,,,,
13.06.2020 17:00,23.2,,,,46,,,,,, ,,,,,,,,,,,10.9,,,,,,
13.06.2020 16:00,22.7,,,,46,,,,,, ,,,,,,,,,,,10.4,,,,,,
13.06.2020 15:00,22.6,,,,45,,,,,, ,,,,,,,,,,,10.0,,,,,,
13.06.2020 14:00,23.0,,,,43,,,,,, ,,,,,,,,,,,9.8,,,,,,
13.06.2020 13:00,23.1,,,,42,,,,,, ,,,,,,,,,,,9.5,,,,,,
13.06.2020 12:00,23.5,,,,42,,,,,, ,,,,,,,,,,,9.8,No precipitation,6,,,,
13.06.2020 11:00,22.4,,,,42,,,,,, ,,,,,,,,,,,8.8,,,,,,
13.06.2020 10:00,21.4,,,,50,,,,,, ,,,,,,,,,,,10.5,,,,,,
13.06.2020 09:00,20.5,,,,56,,,,,, ,,,,,,,,,,,11.4,,,,,,
13.06.2020 08:00,18.1,,,,63,,,,,, ,,,,,,,,,,,11.0,,,,,,
13.06.2020 07:00,16.1,,,,76,,,,,, ,,,,,,,,,,,11.8,,,,,,
13.06.2020 06:00,14.2,,,,88,,,,,, ,,,13.5,,,,,,,,12.2,No precipitation,12,,,,
13.06.2020 05:00,13.6,,,,90,,,,,, ,,,,,,,,,,,11.9,,,,,,
13.06.2020 04:00,13.8,,,,93,,,,,, ,,,,,,,,,,,12.6,,,,,,
13.06.2020 03:00,13.9,,,,93,,,,,, ,,,,,,,,,,,12.8,,,,,,
13.06.2020 02:00,14.1,,,,90,,,,,, ,,,,,,,,,,,12.5,,,,,,
13.06.2020 01:00,14.6,,,,88,,,,,, ,,,,,,,,,,,12.6,,,,,,
13.06.2020 00:00,16.5,,,,80,,,,,, ,,,,,,,,,,,13.1,1,6,,,,
12.06.2020 23:00,15.1,,,,87,,,,,, ,,,,,,,,,,,12.9,,,,,,
12.06.2020 22:00,15.8,,,,87,,,,,, ,,,,,,,,,,,13.7,,,,,,
12.06.2020 21:00,16.8,,,,83,,,,,, ,,,,,,,,,,,13.9,,,,,,
12.06.2020 20:00,17.2,,,,80,,,,,, ,,,,,,,,,,,13.7,,,,,,
12.06.2020 19:00,17.8,,,,74,,,,,, ,,,,,,,,,,,13.1,,,,,,
12.06.2020 18:00,18.3,,,,74,,,,,, ,,,,21.3,,,,,,,13.5,0.2,12,,,,
12.06.2020 17:00,18.3,,,,71,,,,,, ,,,,,,,,,,,13.0,,,,,,
12.06.2020 16:00,18.1,,,,73,,,,,, ,,,,,,,,,,,13.1,,,,,,
12.06.2020 15:00,18.1,,,,77,,,,,, ,,,,,,,,,,,14.0,,,,,,
12.06.2020 14:00,18.6,,,,75,,,,,, ,,,,,,,,,,,14.1,,,,,,
12.06.2020 13:00,18.6,,,,70,,,,,, ,,,,,,,,,,,12.9,,,,,,
12.06.2020 12:00,20.1,,,,62,,,,,, ,,,,,,,,,,,12.5,No precipitation,6,,,,
12.06.2020 11:00,19.5,,,,65,,,,,, ,,,,,,,,,,,12.7,,,,,,
12.06.2020 10:00,19.1,,,,69,,,,,, ,,,,,,,,,,,13.2,,,,,,
12.06.2020 09:00,18.7,,,,71,,,,,, ,,,,,,,,,,,13.3,,,,,,
12.06.2020 08:00,17.3,,,,77,,,,,, ,,,,,,,,,,,13.1,,,,,,
12.06.2020 07:00,15.8,,,,82,,,,,, ,,,,,,,,,,,12.7,,,,,,
12.06.2020 06:00,14.7,,,,86,,,,,, ,,,13.8,,,,,,,,12.3,No precipitation,12,,,,
12.06.2020 05:00,14.1,,,,88,,,,,, ,,,,,,,,,,,12.1,,,,,,
12.06.2020 04:00,14.5,,,,86,,,,,, ,,,,,,,,,,,12.2,,,,,,
12.06.2020 03:00,14.6,,,,85,,,,,, ,,,,,,,,,,,12.0,,,,,,
12.06.2020 02:00,14.5,,,,85,,,,,, ,,,,,,,,,,,11.9,,,,,,
12.06.2020 01:00,14.4,,,,87,,,,,, ,,,,,,,,,,,12.2,,,,,,
12.06.2020 00:00,15.0,,,,87,,,,,, ,,,,,,,,,,,12.8,No precipitation,6,,,,
11.06.2020 23:00,14.2,,,,85,,,,,, ,,,,,,,,,,,11.7,,,,,,
11.06.2020 22:00,14.4,,,,82,,,,,, ,,,,,,,,,,,11.3,,,,,,
11.06.2020 21:00,14.4,,,,79,,,,,, ,,,,,,,,,,,10.8,,,,,,
11.06.2020 20:00,14.9,,,,76,,,,,, ,,,,,,,,,,,10.7,,,,,,
11.06.2020 19:00,15.2,,,,73,,,,,, ,,,,,,,,,,,10.3,,,,,,
11.06.2020 18:00,16.3,,,,69,,,,,, ,,,,20.1,,,,,,,10.6,0.4,12,,,,
11.06.2020 17:00,17.4,,,,65,,,,,, ,,,,,,,,,,,10.6,,,,,,
11.06.2020 16:00,18.7,,,,61,,,,,, ,,,,,,,,,,,10.9,,,,,,
11.06.2020 15:00,19.2,,,,59,,,,,, ,,,,,,,,,,,10.9,,,,,,
11.06.2020 14:00,19.4,,,,60,,,,,, ,,,,,,,,,,,11.3,,,,,,
11.06.2020 13:00,18.8,,,,64,,,,,, ,,,,,,,,,,,11.8,,,,,,
11.06.2020 12:00,17.2,,,,78,,,,,, ,,,,,,,,,,,13.3,0.4,6,,,,
11.06.2020 11:00,15.8,,,,84,,,,,, ,,,,,,,,,,,13.1,,,,,,
11.06.2020 10:00,14.6,,,,91,,,,,, ,,,,,,,,,,,13.2,,,,,,
11.06.2020 09:00,15.2,,,,82,,,,,, ,,,,,,,,,,,12.1,,,,,,
11.06.2020 08:00,14.2,,,,85,,,,,, ,,,,,,,,,,,11.7,,,,,,
11.06.2020 07:00,13.7,,,,82,,,,,, ,,,,,,,,,,,10.6,,,,,,
11.06.2020 06:00,12.7,,,,83,,,,,, ,,,11.4,,,,,,,,9.9,0.2,12,,,,
11.06.2020 05:00,12.2,,,,83,,,,,, ,,,,,,,,,,,9.4,,,,,,
11.06.2020 04:00,12.5,,,,83,,,,,, ,,,,,,,,,,,9.6,,,,,,
11.06.2020 03:00,12.5,,,,83,,,,,, ,,,,,,,,,,,9.7,,,,,,
11.06.2020 02:00,12.4,,,,88,,,,,, ,,,,,,,,,,,10.4,,,,,,
11.06.2020 01:00,11.8,,,,87,,,,,, ,,,,,,,,,,,9.7,,,,,,
11.06.2020 00:00,11.8,,,,84,,,,,, ,,,,,,,,,,,9.1,0.2,6,,,,
10.06.2020 23:00,12.1,,,,84,,,,,, ,,,,,,,,,,,9.4,,,,,,
10.06.2020 22:00,12.1,,,,83,,,,,, ,,,,,,,,,,,9.2,,,,,,
10.06.2020 21:00,11.5,,,,86,,,,,, ,,,,,,,,,,,9.2,,,,,,
10.06.2020 20:00,12.5,,,,83,,,,,, ,,,,,,,,,,,9.7,,,,,,
10.06.2020 19:00,12.5,,,,83,,,,,, ,,,,,,,,,,,9.7,,,,,,
10.06.2020 18:00,13.1,,,,78,,,,,, ,,,,15.8,,,,,,,9.3,2,12,,,,
10.06.2020 17:00,13.6,,,,80,,,,,, ,,,,,,,,,,,10.2,,,,,,
10.06.2020 16:00,13.3,,,,84,,,,,, ,,,,,,,,,,,10.7,,,,,,
10.06.2020 15:00,13.0,,,,85,,,,,, ,,,,,,,,,,,10.5,,,,,,
10.06.2020 14:00,13.0,,,,81,,,,,, ,,,,,,,,,,,9.7,,,,,,
10.06.2020 13:00,14.2,,,,75,,,,,, ,,,,,,,,,,,9.7,,,,,,
10.06.2020 12:00,14.9,,,,72,,,,,, ,,,,,,,,,,,9.9,0.2,6,,,,
10.06.2020 11:00,15.2,,,,65,,,,,, ,,,,,,,,,,,8.5,,,,,,
10.06.2020 10:00,14.0,,,,78,,,,,, ,,,,,,,,,,,10.2,,,,,,
10.06.2020 09:00,13.9,,,,81,,,,,, ,,,,,,,,,,,10.6,,,,,,
10.06.2020 08:00,13.6,,,,86,,,,,, ,,,,,,,,,,,11.3,,,,,,
10.06.2020 07:00,13.4,,,,86,,,,,, ,,,,,,,,,,,11.1,,,,,,
10.06.2020 06:00,13.5,,,,81,,,,,, ,,,13.2,,,,,,,,10.3,No precipitation,12,,,,
10.06.2020 05:00,13.3,,,,80,,,,,, ,,,,,,,,,,,9.8,,,,,,
10.06.2020 04:00,13.4,,,,77,,,,,, ,,,,,,,,,,,9.4,,,,,,
10.06.2020 03:00,13.6,,,,75,,,,,, ,,,,,,,,,,,9.2,,,,,,
10.06.2020 02:00,13.5,,,,79,,,,,, ,,,,,,,,,,,9.9,,,,,,
10.06.2020 01:00,13.4,,,,82,,,,,, ,,,,,,,,,,,10.3,,,,,,
10.06.2020 00:00,13.8,,,,79,,,,,, ,,,,,,,,,,,10.2,No precipitation,6,,,,
09.06.2020 23:00,14.3,,,,75,,,,,, ,,,,,,,,,,,9.8,,,,,,
09.06.2020 22:00,14.9,,,,69,,,,,, ,,,,,,,,,,,9.3,,,,,,
09.06.2020 21:00,15.8,,,,64,,,,,, ,,,,,,,,,,,9.0,,,,,,
09.06.2020 20:00,16.3,,,,61,,,,,, ,,,,,,,,,,,8.8,,,,,,
09.06.2020 19:00,16.9,,,,56,,,,,, ,,,,,,,,,,,8.0,,,,,,
09.06.2020 18:00,18.2,,,,43,,,,,, ,,,,19.8,,,,,,,5.2,No precipitation,12,,,,
09.06.2020 17:00,18.6,,,,39,,,,,, ,,,,,,,,,,,4.4,,,,,,
09.06.2020 16:00,19.0,,,,39,,,,,, ,,,,,,,,,,,4.8,,,,,,
09.06.2020 15:00,18.4,,,,43,,,,,, ,,,,,,,,,,,5.4,,,,,,
09.06.2020 14:00,17.8,,,,42,,,,,, ,,,,,,,,,,,4.8,,,,,,
09.06.2020 13:00,17.3,,,,43,,,,,, ,,,,,,,,,,,4.4,,,,,,
09.06.2020 12:00,17.1,,,,44,,,,,, ,,,,,,,,,,,4.8,No precipitation,6,,,,
09.06.2020 11:00,16.5,,,,43,,,,,, ,,,,,,,,,,,3.9,,,,,,
09.06.2020 10:00,16.3,,,,46,,,,,, ,,,,,,,,,,,4.7,,,,,,
09.06.2020 09:00,13.9,,,,52,,,,,, ,,,,,,,,,,,4.0,,,,,,
09.06.2020 08:00,13.2,,,,58,,,,,, ,,,,,,,,,,,5.0,,,,,,
09.06.2020 07:00,12.2,,,,64,,,,,, ,,,,,,,,,,,5.6,,,,,,
09.06.2020 06:00,11.7,,,,66,,,,,, ,,,9.0,,,,,,,,5.4,No precipitation,12,,,,
09.06.2020 05:00,9.2,,,,78,,,,,, ,,,,,,,,,,,5.5,,,,,,
09.06.2020 04:00,9.8,,,,71,,,,,, ,,,,,,,,,,,4.7,,,,,,
09.06.2020 03:00,10.1,,,,70,,,,,, ,,,,,,,,,,,4.8,,,,,,
09.06.2020 02:00,10.9,,,,68,,,,,, ,,,,,,,,,,,5.1,,,,,,
09.06.2020 01:00,11.4,,,,64,,,,,, ,,,,,,,,,,,4.8,,,,,,
09.06.2020 00:00,11.7,,,,61,,,,,, ,,,,,,,,,,,4.4,No precipitation,6,,,,
08.06.2020 23:00,12.4,,,,61,,,,,, ,,,,,,,,,,,5.1,,,,,,
08.06.2020 22:00,12.8,,,,62,,,,,, ,,,,,,,,,,,5.6,,,,,,
08.06.2020 21:00,12.9,,,,61,,,,,, ,,,,,,,,,,,5.6,,,,,,
08.06.2020 20:00,13.7,,,,60,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.06.2020 19:00,14.4,,,,57,,,,,, ,,,,,,,,,,,6.0,,,,,,
08.06.2020 18:00,15.3,,,,55,,,,,, ,,,,16.2,,,,,,,6.3,No precipitation,12,,,,
08.06.2020 17:00,15.6,,,,53,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.06.2020 16:00,15.6,,,,52,,,,,, ,,,,,,,,,,,5.7,,,,,,
08.06.2020 15:00,15.6,,,,53,,,,,, ,,,,,,,,,,,6.0,,,,,,
08.06.2020 14:00,15.6,,,,58,,,,,, ,,,,,,,,,,,7.2,,,,,,
08.06.2020 13:00,14.8,,,,57,,,,,, ,,,,,,,,,,,6.3,,,,,,
08.06.2020 12:00,14.8,,,,59,,,,,, ,,,,,,,,,,,6.8,No precipitation,6,,,,
08.06.2020 11:00,14.3,,,,60,,,,,, ,,,,,,,,,,,6.5,,,,,,
08.06.2020 10:00,13.2,,,,63,,,,,, ,,,,,,,,,,,6.2,,,,,,
08.06.2020 09:00,12.4,,,,65,,,,,, ,,,,,,,,,,,6.0,,,,,,
08.06.2020 08:00,11.5,,,,69,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.06.2020 07:00,11.0,,,,74,,,,,, ,,,,,,,,,,,6.5,,,,,,
08.06.2020 06:00,10.8,,,,78,,,,,, ,,,10.6,,,,,,,,7.0,No precipitation,12,,,,
08.06.2020 05:00,10.8,,,,78,,,,,, ,,,,,,,,,,,7.0,,,,,,
08.06.2020 04:00,10.9,,,,78,,,,,, ,,,,,,,,,,,7.2,,,,,,
08.06.2020 03:00,11.1,,,,78,,,,,, ,,,,,,,,,,,7.3,,,,,,
08.06.2020 02:00,11.2,,,,78,,,,,, ,,,,,,,,,,,7.4,,,,,,
08.06.2020 01:00,11.4,,,,77,,,,,, ,,,,,,,,,,,7.4,,,,,,
08.06.2020 00:00,11.8,,,,77,,,,,, ,,,,,,,,,,,7.9,No precipitation,6,,,,
07.06.2020 23:00,12.0,,,,75,,,,,, ,,,,,,,,,,,7.7,,,,,,
07.06.2020 22:00,12.3,,,,72,,,,,, ,,,,,,,,,,,7.4,,,,,,
07.06.2020 21:00,12.9,,,,68,,,,,, ,,,,,,,,,,,7.1,,,,,,
07.06.2020 20:00,13.5,,,,67,,,,,, ,,,,,,,,,,,7.5,,,,,,
07.06.2020 19:00,14.2,,,,68,,,,,, ,,,,,,,,,,,8.4,,,,,,
07.06.2020 18:00,14.1,,,,71,,,,,, ,,,,18.8,,,,,,,8.9,0.2,12,,,,
07.06.2020 17:00,13.9,,,,77,,,,,, ,,,,,,,,,,,9.9,,,,,,
07.06.2020 16:00,14.4,,,,77,,,,,, ,,,,,,,,,,,10.3,,,,,,
07.06.2020 15:00,16.0,,,,65,,,,,, ,,,,,,,,,,,9.4,,,,,,
07.06.2020 14:00,16.9,,,,60,,,,,, ,,,,,,,,,,,9.0,,,,,,
07.06.2020 13:00,17.1,,,,52,,,,,, ,,,,,,,,,,,7.1,,,,,,
07.06.2020 12:00,17.4,,,,53,,,,,, ,,,,,,,,,,,7.7,0.2,6,,,,
07.06.2020 11:00,18.3,,,,49,,,,,, ,,,,,,,,,,,7.3,,,,,,
07.06.2020 10:00,16.7,,,,60,,,,,, ,,,,,,,,,,,8.9,,,,,,
07.06.2020 09:00,14.7,,,,70,,,,,, ,,,,,,,,,,,9.2,,,,,,
07.06.2020 08:00,13.0,,,,79,,,,,, ,,,,,,,,,,,9.4,,,,,,
07.06.2020 07:00,10.6,,,,92,,,,,, ,,,,,,,,,,,9.3,,,,,,
07.06.2020 06:00,9.3,,,,97,,,,,, ,,,7.5,,,,,,,,8.9,No precipitation,12,,,,
07.06.2020 05:00,8.2,,,,98,,,,,, ,,,,,,,,,,,7.9,,,,,,
07.06.2020 04:00,7.6,,,,97,,,,,, ,,,,,,,,,,,7.2,,,,,,
07.06.2020 03:00,7.8,,,,97,,,,,, ,,,,,,,,,,,7.4,,,,,,
07.06.2020 02:00,8.0,,,,96,,,,,, ,,,,,,,,,,,7.4,,,,,,
07.06.2020 01:00,8.4,,,,96,,,,,, ,,,,,,,,,,,7.8,,,,,,
07.06.2020 00:00,9.4,,,,96,,,,,, ,,,,,,,,,,,8.8,No precipitation,6,,,,
06.06.2020 23:00,9.4,,,,97,,,,,, ,,,,,,,,,,,8.9,,,,,,
06.06.2020 22:00,9.3,,,,96,,,,,, ,,,,,,,,,,,8.7,,,,,,
06.06.2020 21:00,9.7,,,,95,,,,,, ,,,,,,,,,,,9.0,,,,,,
06.06.2020 20:00,10.0,,,,94,,,,,, ,,,,,,,,,,,9.1,,,,,,
06.06.2020 19:00,10.0,,,,91,,,,,, ,,,,,,,,,,,8.6,,,,,,
06.06.2020 18:00,9.6,,,,89,,,,,, ,,,,13.5,,,,,,,7.9,8,12,,,,
06.06.2020 17:00,13.5,,,,75,,,,,, ,,,,,,,,,,,9.1,,,,,,
06.06.2020 16:00,13.1,,,,75,,,,,, ,,,,,,,,,,,8.7,,,,,,
06.06.2020 15:00,12.4,,,,77,,,,,, ,,,,,,,,,,,8.4,,,,,,
06.06.2020 14:00,12.2,,,,76,,,,,, ,,,,,,,,,,,8.0,,,,,,
06.06.2020 13:00,11.0,,,,85,,,,,, ,,,,,,,,,,,8.6,,,,,,
06.06.2020 12:00,11.3,,,,77,,,,,, ,,,,,,,,,,,7.4,0.4,6,,,,
06.06.2020 11:00,12.5,,,,67,,,,,, ,,,,,,,,,,,6.4,,,,,,
06.06.2020 10:00,12.5,,,,55,,,,,, ,,,,,,,,,,,3.5,,,,,,
06.06.2020 09:00,12.2,,,,55,,,,,, ,,,,,,,,,,,3.3,,,,,,
06.06.2020 08:00,12.0,,,,56,,,,,, ,,,,,,,,,,,3.3,,,,,,
06.06.2020 07:00,10.0,,,,62,,,,,, ,,,,,,,,,,,3.0,,,,,,
06.06.2020 06:00,8.9,,,,68,,,,,, ,,,7.9,,,,,,,,3.2,No precipitation,12,,,,
06.06.2020 05:00,8.2,,,,69,,,,,, ,,,,,,,,,,,2.8,,,,,,
06.06.2020 04:00,8.3,,,,70,,,,,, ,,,,,,,,,,,3.0,,,,,,
06.06.2020 03:00,8.5,,,,69,,,,,, ,,,,,,,,,,,3.1,,,,,,
06.06.2020 02:00,8.9,,,,66,,,,,, ,,,,,,,,,,,2.8,,,,,,
06.06.2020 01:00,9.7,,,,62,,,,,, ,,,,,,,,,,,2.7,,,,,,
06.06.2020 00:00,10.4,,,,58,,,,,, ,,,,,,,,,,,2.4,No precipitation,6,,,,
05.06.2020 23:00,11.4,,,,54,,,,,, ,,,,,,,,,,,2.3,,,,,,
05.06.2020 22:00,11.9,,,,53,,,,,, ,,,,,,,,,,,2.5,,,,,,
05.06.2020 21:00,12.7,,,,50,,,,,, ,,,,,,,,,,,2.4,,,,,,
05.06.2020 20:00,13.4,,,,45,,,,,, ,,,,,,,,,,,1.5,,,,,,
05.06.2020 19:00,13.9,,,,46,,,,,, ,,,,,,,,,,,2.5,,,,,,
05.06.2020 18:00,14.1,,,,44,,,,,, ,,,,17.6,,,,,,,1.8,0.4,12,,,,
05.06.2020 17:00,14.7,,,,55,,,,,, ,,,,,,,,,,,5.7,,,,,,
05.06.2020 16:00,11.5,,,,69,,,,,, ,,,,,,,,,,,5.9,,,,,,
05.06.2020 15:00,16.8,,,,36,,,,,, ,,,,,,,,,,,1.7,,,,,,
05.06.2020 14:00,14.2,,,,48,,,,,, ,,,,,,,,,,,3.4,,,,,,
05.06.2020 13:00,16.9,,,,41,,,,,, ,,,,,,,,,,,3.4,,,,,,
05.06.2020 12:00,12.9,,,,59,,,,,, ,,,,,,,,,,,5.1,No precipitation,6,,,,
05.06.2020 11:00,15.1,,,,51,,,,,, ,,,,,,,,,,,5.1,,,,,,
05.06.2020 10:00,13.4,,,,55,,,,,, ,,,,,,,,,,,4.4,,,,,,
05.06.2020 09:00,12.5,,,,59,,,,,, ,,,,,,,,,,,4.7,,,,,,
05.06.2020 08:00,12.0,,,,64,,,,,, ,,,,,,,,,,,5.4,,,,,,
05.06.2020 07:00,11.8,,,,70,,,,,, ,,,,,,,,,,,6.5,,,,,,
05.06.2020 06:00,10.5,,,,82,,,,,, ,,,10.3,,,,,,,,7.5,1,12,,,,
05.06.2020 05:00,10.4,,,,91,,,,,, ,,,,,,,,,,,8.9,,,,,,
05.06.2020 04:00,11.4,,,,81,,,,,, ,,,,,,,,,,,8.2,,,,,,
05.06.2020 03:00,11.9,,,,83,,,,,, ,,,,,,,,,,,9.1,,,,,,
05.06.2020 02:00,11.9,,,,81,,,,,, ,,,,,,,,,,,8.8,,,,,,
05.06.2020 01:00,11.8,,,,80,,,,,, ,,,,,,,,,,,8.5,,,,,,
05.06.2020 00:00,12.0,,,,78,,,,,, ,,,,,,,,,,,8.3,No precipitation,6,,,,
04.06.2020 23:00,12.4,,,,76,,,,,, ,,,,,,,,,,,8.2,,,,,,
04.06.2020 22:00,12.5,,,,74,,,,,, ,,,,,,,,,,,8.0,,,,,,
04.06.2020 21:00,12.9,,,,68,,,,,, ,,,,,,,,,,,7.0,,,,,,
04.06.2020 20:00,13.6,,,,59,,,,,, ,,,,,,,,,,,5.7,,,,,,
04.06.2020 19:00,13.8,,,,62,,,,,, ,,,,,,,,,,,6.6,,,,,,
04.06.2020 18:00,13.7,,,,60,,,,,, ,,,,17.0,,,,,,,5.9,No precipitation,12,,,,
04.06.2020 17:00,13.6,,,,60,,,,,, ,,,,,,,,,,,5.8,,,,,,
04.06.2020 16:00,14.5,,,,53,,,,,, ,,,,,,,,,,,5.0,,,,,,
04.06.2020 15:00,15.4,,,,46,,,,,, ,,,,,,,,,,,3.7,,,,,,
04.06.2020 14:00,15.7,,,,47,,,,,, ,,,,,,,,,,,4.2,,,,,,
04.06.2020 13:00,16.4,,,,44,,,,,, ,,,,,,,,,,,4.0,,,,,,
04.06.2020 12:00,15.6,,,,45,,,,,, ,,,,,,,,,,,3.5,No precipitation,6,,,,
04.06.2020 11:00,15.1,,,,49,,,,,, ,,,,,,,,,,,4.5,,,,,,
04.06.2020 10:00,14.4,,,,52,,,,,, ,,,,,,,,,,,4.7,,,,,,
04.06.2020 09:00,13.5,,,,64,,,,,, ,,,,,,,,,,,6.7,,,,,,
04.06.2020 08:00,12.5,,,,69,,,,,, ,,,,,,,,,,,7.0,,,,,,
04.06.2020 07:00,11.7,,,,77,,,,,, ,,,,,,,,,,,7.7,,,,,,
04.06.2020 06:00,11.5,,,,78,,,,,, ,,,10.9,,,,,,,,7.8,No precipitation,12,,,,
04.06.2020 05:00,11.1,,,,79,,,,,, ,,,,,,,,,,,7.6,,,,,,
04.06.2020 04:00,11.0,,,,80,,,,,, ,,,,,,,,,,,7.7,,,,,,
04.06.2020 03:00,11.1,,,,81,,,,,, ,,,,,,,,,,,8.0,,,,,,
04.06.2020 02:00,11.5,,,,82,,,,,, ,,,,,,,,,,,8.5,,,,,,
04.06.2020 01:00,11.7,,,,84,,,,,, ,,,,,,,,,,,9.1,,,,,,
04.06.2020 00:00,12.3,,,,83,,,,,, ,,,,,,,,,,,9.4,No precipitation,6,,,,
03.06.2020 23:00,12.7,,,,81,,,,,, ,,,,,,,,,,,9.5,,,,,,
03.06.2020 22:00,14.1,,,,72,,,,,, ,,,,,,,,,,,9.1,,,,,,
03.06.2020 21:00,14.7,,,,68,,,,,, ,,,,,,,,,,,8.7,,,,,,
03.06.2020 20:00,15.2,,,,64,,,,,, ,,,,,,,,,,,8.4,,,,,,
03.06.2020 19:00,15.8,,,,62,,,,,, ,,,,,,,,,,,8.4,,,,,,
03.06.2020 18:00,16.8,,,,62,,,,,, ,,,,19.4,,,,,,,9.4,No precipitation,12,,,,
03.06.2020 17:00,17.5,,,,60,,,,,, ,,,,,,,,,,,9.7,,,,,,
03.06.2020 16:00,17.7,,,,64,,,,,, ,,,,,,,,,,,10.8,,,,,,
03.06.2020 15:00,17.5,,,,65,,,,,, ,,,,,,,,,,,10.8,,,,,,
03.06.2020 14:00,18.3,,,,59,,,,,, ,,,,,,,,,,,10.0,,,,,,
03.06.2020 13:00,19.2,,,,48,,,,,, ,,,,,,,,,,,7.9,,,,,,
03.06.2020 12:00,18.7,,,,49,,,,,, ,,,,,,,,,,,7.6,No precipitation,6,,,,
03.06.2020 11:00,18.4,,,,50,,,,,, ,,,,,,,,,,,7.6,,,,,,
03.06.2020 10:00,18.4,,,,50,,,,,, ,,,,,,,,,,,7.7,,,,,,
03.06.2020 09:00,17.8,,,,53,,,,,, ,,,,,,,,,,,7.9,,,,,,
03.06.2020 08:00,17.8,,,,60,,,,,, ,,,,,,,,,,,9.8,,,,,,
03.06.2020 07:00,17.4,,,,69,,,,,, ,,,,,,,,,,,11.7,,,,,,
03.06.2020 06:00,16.7,,,,77,,,,,, ,,,13.9,,,,,,,,12.7,No precipitation,12,,,,
03.06.2020 05:00,15.4,,,,79,,,,,, ,,,,,,,,,,,11.7,,,,,,
03.06.2020 04:00,14.0,,,,72,,,,,, ,,,,,,,,,,,9.0,,,,,,
03.06.2020 03:00,14.6,,,,74,,,,,, ,,,,,,,,,,,9.9,,,,,,
03.06.2020 02:00,15.2,,,,73,,,,,, ,,,,,,,,,,,10.3,,,,,,
03.06.2020 01:00,16.1,,,,67,,,,,, ,,,,,,,,,,,9.9,,,,,,
03.06.2020 00:00,16.7,,,,60,,,,,, ,,,,,,,,,,,8.9,No precipitation,6,,,,
02.06.2020 23:00,15.9,,,,57,,,,,, ,,,,,,,,,,,7.2,,,,,,
02.06.2020 22:00,17.4,,,,52,,,,,, ,,,,,,,,,,,7.3,,,,,,
02.06.2020 21:00,19.3,,,,42,,,,,, ,,,,,,,,,,,6.1,,,,,,
