"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
30.06.2020 07:30,21.0,749.2,760.5,69,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,15.0
30.06.2020 07:00,20.0,749.2,760.5,78,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,16.0
30.06.2020 06:30,20.0,749.2,760.5,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0
30.06.2020 06:00,19.0,749.1,760.5,78,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,15.0
30.06.2020 05:30,16.0,749.0,760.5,94,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,15.0
30.06.2020 05:00,15.0,749.0,760.5,94,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,14.0
30.06.2020 04:30,14.0,748.1,759.7,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,13.0
30.06.2020 04:00,13.0,748.9,760.5,94,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,12.0
30.06.2020 03:30,15.0,748.2,759.7,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
30.06.2020 03:00,15.0,748.2,759.7,88,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,13.0
30.06.2020 02:30,16.0,748.2,759.7,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
30.06.2020 02:00,16.0,748.2,759.7,88,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,14.0
30.06.2020 01:30,17.0,748.2,759.7,83,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,14.0
30.06.2020 01:00,17.0,748.2,759.7,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,14.0
30.06.2020 00:30,17.0,748.2,759.7,88,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,15.0
30.06.2020 00:00,17.0,748.2,759.7,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,14.0
29.06.2020 23:30,18.0,748.3,759.7,83,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,15.0
29.06.2020 23:00,18.0,748.3,759.7,83,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,15.0
29.06.2020 22:30,19.0,748.3,759.7,73,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,14.0
29.06.2020 22:00,19.0,748.3,759.7,78,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,15.0
29.06.2020 21:30,18.0,748.3,759.7,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
29.06.2020 21:00,18.0,747.6,759.0,83,variable wind direction,1,,,,Few clouds (10-30%) 600 m,10.0 and more,15.0
29.06.2020 20:30,18.0,747.6,759.0,83,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 570 m,10.0 and more,15.0
29.06.2020 20:00,19.0,747.6,759.0,78,variable wind direction,1,,,,Few clouds (10-30%) 570 m,10.0 and more,15.0
29.06.2020 19:30,19.0,747.6,759.0,83,Wind blowing from the west,3,,,,Few clouds (10-30%) 600 m,10.0 and more,16.0
29.06.2020 19:00,20.0,747.7,759.0,78,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 600 m,10.0 and more,16.0
29.06.2020 18:30,20.0,747.7,759.0,78,Wind blowing from the west,4,,,,Few clouds (10-30%) 540 m,10.0 and more,16.0
29.06.2020 18:00,20.0,747.7,759.0,78,Wind blowing from the west,3,,,,Few clouds (10-30%) 300 m,10.0 and more,16.0
29.06.2020 17:30,19.0,747.6,759.0,83,Wind blowing from the west,4,,,,Few clouds (10-30%) 300 m,10.0 and more,16.0
29.06.2020 17:00,19.0,748.3,759.7,88,Wind blowing from the west,3,,,,Few clouds (10-30%) 150 m,10.0 and more,17.0
29.06.2020 16:30,19.0,747.6,759.0,83,Wind blowing from the north-northwest,3,,Light rain,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 3000 m",10.0 and more,16.0
29.06.2020 16:00,18.0,747.6,759.0,88,Wind blowing from the north-west,5,,Light rain,Rain,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 960 m, broken clouds (60-90%) 2460 m",10.0 and more,16.0
29.06.2020 15:30,18.0,748.3,759.7,94,Wind blowing from the west,6,,Rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 360 m, broken clouds (60-90%) 2580 m",10.0 and more,17.0
29.06.2020 15:16,18.0,747.6,759.0,94,Wind blowing from the west-northwest,6,,Light rain,Rain,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 2970 m",10.0 and more,17.0
29.06.2020 15:00,19.0,747.6,759.0,88,Wind blowing from the west-northwest,7,,Rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 1170 m, broken clouds (60-90%) 2880 m",10.0 and more,17.0
29.06.2020 14:30,20.0,748.4,759.7,83,Wind blowing from the west-southwest,4,,"Light shower(s), rain",,"Few clouds (10-30%) 270 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 2280 m",10.0 and more,17.0
29.06.2020 14:00,20.0,747.7,759.0,78,Wind blowing from the west-northwest,6,,"Light shower(s), rain",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,16.0
29.06.2020 13:30,21.0,747.7,759.0,73,Wind blowing from the west-northwest,6,,"Light shower(s), rain",,"Few clouds (10-30%) 360 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 2010 m",10.0 and more,16.0
29.06.2020 13:00,21.0,747.7,759.0,73,Wind blowing from the west,6,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1980 m, broken clouds (60-90%) 2100 m",10.0 and more,16.0
29.06.2020 12:44,21.0,747.7,759.0,69,Wind blowing from the north-northeast,5,,,,"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1950 m, broken clouds (60-90%) 2070 m",10.0 and more,15.0
29.06.2020 12:30,22.0,747.8,759.0,65,Wind blowing from the north-northwest,4,,,,"Few clouds (10-30%) 630 m, broken clouds (60-90%) 1920 m, broken clouds (60-90%) 2520 m",10.0 and more,15.0
29.06.2020 12:00,22.0,747.8,759.0,69,Wind blowing from the west-northwest,7,,,,"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1710 m",10.0 and more,16.0
29.06.2020 11:30,22.0,747.8,759.0,69,Wind blowing from the north-west,6,,,,"Few clouds (10-30%) 630 m, broken clouds (60-90%) 1650 m",10.0 and more,16.0
29.06.2020 11:00,22.0,747.8,759.0,73,Wind blowing from the north-west,5,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, cumulonimbus clouds , scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1440 m",10.0 and more,17.0
29.06.2020 10:30,23.0,747.8,759.0,69,Wind blowing from the north-west,4,,"Light shower(s), rain",,"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1200 m",10.0 and more,17.0
29.06.2020 10:00,22.0,747.0,758.2,73,Wind blowing from the north-west,6,,,,"Few clouds (10-30%) 690 m, broken clouds (60-90%) 1380 m",10.0 and more,17.0
29.06.2020 09:30,23.0,747.0,758.2,69,Wind blowing from the north-west,6,,,,"Few clouds (10-30%) 660 m, broken clouds (60-90%) 1350 m",10.0 and more,17.0
29.06.2020 09:00,23.0,747.0,758.2,74,Wind blowing from the north-west,7,,,,"Few clouds (10-30%) 570 m, broken clouds (60-90%) 1530 m",10.0 and more,18.0
29.06.2020 08:30,23.0,747.0,758.2,74,Wind blowing from the west-northwest,7,,,,"Few clouds (10-30%) 420 m, few clouds (10-30%) 660 m, cumulus congestus of great vertical extent",10.0 and more,18.0
29.06.2020 08:00,23.0,747.0,758.2,74,Wind blowing from the west-northwest,6,,,,Few clouds (10-30%) 390 m,10.0 and more,18.0
29.06.2020 07:30,23.0,747.0,758.2,74,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 420 m,10.0 and more,18.0
29.06.2020 07:00,22.0,747.0,758.2,78,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 360 m,10.0 and more,18.0
29.06.2020 06:30,22.0,747.0,758.2,73,Wind blowing from the west-southwest,2,,,,Few clouds (10-30%) 570 m,10.0 and more,17.0
29.06.2020 06:00,22.0,747.0,758.2,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 05:30,21.0,746.9,758.2,78,Wind blowing from the north-west,6,,Light rain,,No Significant Clouds,10.0 and more,17.0
29.06.2020 05:00,22.0,747.0,758.2,73,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 04:30,22.0,747.0,758.2,69,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,16.0
29.06.2020 04:00,22.0,747.0,758.2,69,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,16.0
29.06.2020 03:30,21.0,746.9,758.2,78,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 03:00,20.0,746.9,758.2,83,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 02:30,20.0,746.9,758.2,78,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,16.0
29.06.2020 02:00,21.0,747.7,759.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0
29.06.2020 01:30,21.0,747.7,759.0,78,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 01:00,21.0,747.7,759.0,78,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 00:30,21.0,747.7,759.0,78,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,17.0
29.06.2020 00:00,22.0,747.8,759.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 23:30,22.0,747.8,759.0,78,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 23:00,22.0,747.8,759.0,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 22:30,22.0,748.4,759.7,78,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 22:00,22.0,748.4,759.7,78,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 21:30,23.0,747.8,759.0,74,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 21:00,25.0,747.9,759.0,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 20:30,25.0,747.9,759.0,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 20:00,27.0,747.9,759.0,58,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 19:30,28.0,748.0,759.0,55,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 19:00,30.0,748.0,759.0,40,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,15.0
28.06.2020 18:30,31.0,748.8,759.7,40,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 18:00,31.0,748.8,759.7,38,variable wind direction,2,,,,No Significant Clouds,10.0 and more,15.0
28.06.2020 17:30,32.0,748.8,759.7,36,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,15.0
28.06.2020 17:00,31.0,748.8,759.7,40,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 16:30,32.0,748.8,759.7,36,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,15.0
28.06.2020 16:00,31.0,748.8,759.7,38,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,15.0
28.06.2020 15:30,31.0,748.8,759.7,40,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 15:00,31.0,748.8,759.7,40,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 14:30,31.0,749.6,760.5,40,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 14:00,31.0,749.6,760.5,43,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 13:30,30.0,749.5,760.5,43,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 13:00,30.0,749.5,760.5,46,variable wind direction,3,,,,Few clouds (10-30%) 1440 m,10.0 and more,17.0
28.06.2020 12:30,29.0,750.2,761.2,48,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 1380 m,10.0 and more,17.0
28.06.2020 12:00,29.0,750.2,761.2,51,variable wind direction,2,,,,Few clouds (10-30%) 1290 m,10.0 and more,18.0
28.06.2020 11:30,28.0,750.1,761.2,55,variable wind direction,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 11:00,28.0,750.1,761.2,58,variable wind direction,2,,,,No Significant Clouds,10.0 and more,19.0
28.06.2020 10:30,28.0,750.9,762.0,55,variable wind direction,2,,,,No Significant Clouds,10.0 and more,18.0
28.06.2020 10:00,27.0,750.9,762.0,54,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 09:30,27.0,750.9,762.0,54,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 09:00,25.0,750.8,762.0,57,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 08:30,25.0,750.8,762.0,57,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 08:00,25.0,750.8,762.0,57,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 07:30,26.0,750.1,761.2,54,variable wind direction,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 07:00,25.0,750.0,761.2,57,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 06:30,24.0,750.0,761.2,65,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 06:00,23.0,750.0,761.2,69,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 05:30,23.0,750.0,761.2,65,variable wind direction,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 05:00,23.0,750.0,761.2,65,variable wind direction,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 04:30,22.0,749.9,761.2,69,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 04:00,22.0,749.9,761.2,69,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 03:30,21.0,749.9,761.2,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 03:00,19.0,749.1,760.5,83,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 02:30,19.0,749.1,760.5,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 02:00,19.0,749.1,760.5,83,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 01:30,19.0,749.1,760.5,83,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 01:00,19.0,749.1,760.5,83,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,16.0
28.06.2020 00:30,19.0,749.1,760.5,88,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,17.0
28.06.2020 00:00,20.0,749.2,760.5,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 23:30,20.0,749.2,760.5,88,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 23:00,21.0,749.2,760.5,78,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 22:30,22.0,749.2,760.5,78,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 22:00,21.0,748.4,759.7,83,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 21:30,23.0,748.5,759.7,74,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 21:00,24.0,748.5,759.7,69,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 20:30,25.0,748.6,759.7,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 20:00,25.0,748.6,759.7,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 19:30,27.0,747.9,759.0,54,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 19:00,28.0,748.0,759.0,48,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,16.0
27.06.2020 18:30,29.0,748.0,759.0,45,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,16.0
27.06.2020 18:00,29.0,748.0,759.0,45,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,16.0
27.06.2020 17:30,29.0,748.7,759.7,45,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,16.0
27.06.2020 17:00,29.0,748.7,759.7,48,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 16:30,29.0,748.7,759.7,48,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 16:00,29.0,748.7,759.7,48,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 15:30,29.0,749.5,760.5,45,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,16.0
27.06.2020 15:00,29.0,749.5,760.5,48,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 14:30,29.0,749.5,760.5,48,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 14:00,29.0,749.5,760.5,48,variable wind direction,2,,,,Few clouds (10-30%) 1470 m,10.0 and more,17.0
27.06.2020 13:30,29.0,749.5,760.5,51,Wind blowing from the east,2,,,,Few clouds (10-30%) 1440 m,10.0 and more,18.0
27.06.2020 13:00,28.0,749.5,760.5,51,variable wind direction,2,,,,Few clouds (10-30%) 1320 m,10.0 and more,17.0
27.06.2020 12:30,28.0,750.1,761.2,55,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 1140 m,10.0 and more,18.0
27.06.2020 12:00,27.0,750.1,761.2,62,variable wind direction,2,,,,Few clouds (10-30%) 1110 m,10.0 and more,19.0
27.06.2020 11:30,27.0,750.1,761.2,62,variable wind direction,2,,,,Few clouds (10-30%) 930 m,10.0 and more,19.0
27.06.2020 11:00,26.0,750.1,761.2,65,variable wind direction,3,,,,Few clouds (10-30%) 840 m,10.0 and more,19.0
27.06.2020 10:30,26.0,750.1,761.2,65,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 750 m,10.0 and more,19.0
27.06.2020 10:00,25.0,750.0,761.2,69,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 720 m,10.0 and more,19.0
27.06.2020 09:30,24.0,750.0,761.2,74,Wind blowing from the east,4,,,,Few clouds (10-30%) 570 m,10.0 and more,19.0
27.06.2020 09:00,23.0,750.0,761.2,78,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 450 m,10.0 and more,19.0
27.06.2020 08:30,22.0,749.9,761.2,78,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,18.0
27.06.2020 08:00,22.0,749.9,761.2,83,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,19.0
27.06.2020 07:30,20.0,749.8,761.2,88,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 210 m,10.0 and more,18.0
27.06.2020 07:00,20.0,749.8,761.2,88,Wind blowing from the north-east,4,,,,Few clouds (10-30%) 210 m,10.0 and more,18.0
27.06.2020 06:30,19.0,749.8,761.2,88,Wind blowing from the north-northeast,3,,,,Few clouds (10-30%) 180 m,10.0 and more,17.0
27.06.2020 06:00,19.0,749.8,761.2,88,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 240 m,10.0 and more,17.0
27.06.2020 05:30,18.0,749.8,761.2,94,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 300 m,10.0 and more,17.0
27.06.2020 05:00,18.0,749.1,760.5,94,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 300 m,10.0 and more,17.0
27.06.2020 04:30,18.0,749.1,760.5,94,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 04:00,18.0,749.8,761.2,94,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 03:30,18.0,749.1,760.5,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 03:00,18.0,749.1,760.5,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 02:30,18.0,749.1,760.5,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 02:00,18.0,749.1,760.5,94,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 01:30,18.0,749.1,760.5,94,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 01:00,19.0,749.1,760.5,88,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 00:30,19.0,749.1,760.5,88,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,17.0
27.06.2020 00:00,19.0,749.1,760.5,88,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,17.0
26.06.2020 23:30,20.0,749.2,760.5,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
26.06.2020 23:00,20.0,749.2,760.5,88,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,18.0
26.06.2020 22:30,20.0,749.2,760.5,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,18.0
26.06.2020 22:00,21.0,749.2,760.5,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
26.06.2020 21:30,21.0,749.2,760.5,78,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,17.0
26.06.2020 21:00,21.0,749.2,760.5,78,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,17.0
26.06.2020 20:30,23.0,749.3,760.5,69,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,17.0
26.06.2020 20:00,24.0,748.5,759.7,65,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,17.0
26.06.2020 19:30,25.0,748.6,759.7,61,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,17.0
26.06.2020 19:00,26.0,748.6,759.7,58,Wind blowing from the south,3,,,,Few clouds (10-30%) 1050 m,10.0 and more,17.0
26.06.2020 18:30,25.0,748.6,759.7,61,Wind blowing from the south,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,17.0
26.06.2020 18:00,26.0,748.6,759.7,58,Wind blowing from the south,6,,,,Few clouds (10-30%) 1080 m,10.0 and more,17.0
26.06.2020 17:30,27.0,748.6,759.7,54,Wind blowing from the south,5,10,,,Few clouds (10-30%) 1080 m,10.0 and more,17.0
26.06.2020 17:00,26.0,748.6,759.7,54,Wind blowing from the south,5,,,,"Few clouds (10-30%) 990 m, few clouds (10-30%) 1200 m, cumulonimbus clouds",10.0 and more,16.0
26.06.2020 16:30,25.0,749.3,760.5,61,Wind blowing from the south,4,,,,"Few clouds (10-30%) 990 m, few clouds (10-30%) 1200 m, cumulonimbus clouds",10.0 and more,17.0
26.06.2020 16:00,26.0,749.4,760.5,54,Wind blowing from the south,5,,,,"Few clouds (10-30%) 990 m, few clouds (10-30%) 1200 m, cumulonimbus clouds",10.0 and more,16.0
26.06.2020 15:30,26.0,749.4,760.5,54,Wind blowing from the south,7,,,,"Few clouds (10-30%) 1380 m, few clouds (10-30%) 1500 m, cumulonimbus clouds",10.0 and more,16.0
26.06.2020 15:00,27.0,750.1,761.2,54,Wind blowing from the south-southwest,6,,,,Scattered clouds (40-50%) 1380 m,10.0 and more,17.0
26.06.2020 14:30,27.0,750.1,761.2,54,Wind blowing from the south-southwest,7,,,,Scattered clouds (40-50%) 1350 m,10.0 and more,17.0
26.06.2020 14:00,27.0,750.1,761.2,51,Wind blowing from the south,7,,,,Scattered clouds (40-50%) 1260 m,10.0 and more,16.0
26.06.2020 13:30,26.0,750.1,761.2,54,Wind blowing from the south-southwest,8,,,,Few clouds (10-30%) 1260 m,10.0 and more,16.0
26.06.2020 13:00,26.0,750.1,761.2,54,Wind blowing from the south,8,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
26.06.2020 12:30,25.0,750.8,762.0,57,Wind blowing from the south,7,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
26.06.2020 12:00,25.0,750.8,762.0,57,Wind blowing from the south-southeast,6,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,16.0
26.06.2020 11:30,25.0,750.8,762.0,57,Wind blowing from the south-southeast,7,,,,Broken clouds (60-90%) 1140 m,10.0 and more,16.0
26.06.2020 11:00,25.0,751.6,762.8,61,Wind blowing from the south,7,,,,Broken clouds (60-90%) 1080 m,10.0 and more,17.0
26.06.2020 10:30,24.0,751.6,762.8,61,Wind blowing from the south-southeast,7,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,16.0
26.06.2020 10:00,24.0,751.6,762.8,61,Wind blowing from the south-southeast,6,,,,Few clouds (10-30%) 990 m,10.0 and more,16.0
26.06.2020 09:30,23.0,752.2,763.5,65,Wind blowing from the south-southeast,5,,,,Few clouds (10-30%) 780 m,10.0 and more,16.0
26.06.2020 09:00,22.0,752.2,763.5,69,Wind blowing from the south-east,5,,,,Few clouds (10-30%) 660 m,10.0 and more,16.0
26.06.2020 08:30,21.0,752.1,763.5,73,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 540 m,10.0 and more,16.0
26.06.2020 08:00,20.0,752.1,763.5,78,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 450 m,10.0 and more,16.0
26.06.2020 07:30,20.0,752.1,763.5,78,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 360 m,10.0 and more,16.0
26.06.2020 07:00,19.0,752.1,763.5,78,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 300 m,10.0 and more,15.0
26.06.2020 06:30,17.0,752.0,763.5,94,Wind blowing from the east-southeast,4,,,,"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 2010 m",10.0 and more,16.0
26.06.2020 06:00,17.0,752.0,763.5,88,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 1020 m",10.0 and more,15.0
26.06.2020 05:30,17.0,752.0,763.5,94,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 2670 m",10.0 and more,16.0
