"# Weather station Paris, France, WMO_ID=7156,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=7156&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Paris,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.06.2020 02:00,19.6,751.2,758.0,-1.1,56,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,1,,,,
03.06.2020 01:00,20.5,751.6,758.5,-0.8,53,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,6,,,,
03.06.2020 00:00,21.8,752.0,758.8,-0.4,48,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.3,No precipitation,1,,,,
02.06.2020 23:00,22.5,752.3,759.1,-0.2,46,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.3,No precipitation,1,,,,
02.06.2020 22:00,23.2,752.4,759.1,-0.3,41,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.2,No precipitation,3,,,,
02.06.2020 21:00,24.8,752.4,759.1,-0.5,36,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.7,No precipitation,1,,,,
02.06.2020 20:00,26.8,752.5,759.2,-0.9,32,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.7,No precipitation,1,,,,
02.06.2020 19:00,28.4,752.7,759.4,-1.1,30,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,18.7,30.4,,,,,,20.0,9.1,No precipitation,12,,,,
02.06.2020 18:00,29.5,752.9,759.5,-1.4,27,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.5,No precipitation,1,,,,
02.06.2020 17:00,28.0,753.4,760.0,-1.4,27,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.3,No precipitation,1,,,,
02.06.2020 16:00,30.2,753.8,760.4,-1.4,27,Wind blowing from the north-east,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.1,No precipitation,3,,,,
02.06.2020 15:00,29.6,754.3,760.9,-1.3,26,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.1,No precipitation,1,,,,
02.06.2020 14:00,29.2,754.8,761.5,-1.2,27,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.3,No precipitation,1,,,,
02.06.2020 13:00,28.7,755.2,761.8,-1.0,28,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.4,No precipitation,6,,,,
02.06.2020 12:00,28.7,755.6,762.3,-0.8,28,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.4,No precipitation,1,,,,
02.06.2020 11:00,28.2,756.0,762.7,-0.3,31,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.5,No precipitation,1,,,,
02.06.2020 10:00,26.9,756.2,762.9,-0.2,37,Wind blowing from the east,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,11.0,No precipitation,3,,,,
02.06.2020 09:00,24.7,756.4,763.1,-0.1,45,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.0,No precipitation,1,,,,
02.06.2020 08:00,22.1,756.3,763.1,-0.1,52,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.8,No precipitation,1,,,,
02.06.2020 07:00,18.6,756.4,763.3,0.1,60,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,16.4,26.3,,,,,,20.0,10.7,No precipitation,12,,,,
02.06.2020 06:00,16.9,756.5,763.4,0.3,67,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.7,No precipitation,1,,,,
02.06.2020 05:00,16.7,756.4,763.4,0.1,68,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.8,No precipitation,1,,,,
02.06.2020 04:00,17.1,756.3,763.2,-0.1,66,Wind blowing from the north,3,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.7,No precipitation,3,,,,
02.06.2020 03:00,17.6,756.2,763.1,-0.2,63,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.5,No precipitation,1,,,,
02.06.2020 02:00,18.2,756.3,763.2,-0.2,61,Wind blowing from the north,3,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,1,,,,
02.06.2020 01:00,19.3,756.4,763.3,0.0,57,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,6,,,,
02.06.2020 00:00,19.8,756.4,763.3,0.2,52,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.7,No precipitation,1,,,,
01.06.2020 23:00,20.4,756.5,763.3,0.4,48,Wind blowing from the north-northeast,2,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.0,No precipitation,1,,,,
01.06.2020 22:00,21.4,756.4,763.3,0.4,44,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.6,No precipitation,3,,,,
01.06.2020 21:00,22.5,756.2,763.0,0.4,41,Wind blowing from the east-southeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.6,No precipitation,1,,,,
01.06.2020 20:00,24.3,756.1,762.8,0.2,38,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.1,No precipitation,1,,,,
01.06.2020 19:00,26.2,756.0,762.7,-0.1,35,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,,,16.2,27.7,,,,,,20.0,9.5,No precipitation,12,,,,
01.06.2020 18:00,26.7,755.8,762.4,-0.7,31,Wind blowing from the north-east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,8.2,No precipitation,1,,,,
01.06.2020 17:00,27.3,755.9,762.6,-0.7,32,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.2,No precipitation,1,,,,
01.06.2020 16:00,27.3,756.1,762.8,-0.7,33,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.6,No precipitation,3,,,,
01.06.2020 15:00,27.5,756.5,763.2,-0.5,31,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.9,No precipitation,1,,,,
01.06.2020 14:00,26.8,756.6,763.3,-0.4,32,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.7,No precipitation,1,,,,
01.06.2020 13:00,26.3,756.8,763.6,-0.4,33,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.7,No precipitation,6,,,,
01.06.2020 12:00,25.0,757.0,763.7,-0.3,33,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.6,No precipitation,1,,,,
01.06.2020 11:00,23.9,757.0,763.8,-0.2,33,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.6,No precipitation,1,,,,
01.06.2020 10:00,23.5,757.2,764.0,-0.1,39,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,8.7,No precipitation,3,,,,
01.06.2020 09:00,21.1,757.3,764.1,0.3,46,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.0,No precipitation,1,,,,
01.06.2020 08:00,18.7,757.2,764.1,0.5,48,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.5,No precipitation,1,,,,
01.06.2020 07:00,16.3,757.3,764.2,0.5,55,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,14.1,22.4,,,,,,20.0,7.2,No precipitation,12,,,,
01.06.2020 06:00,14.6,757.0,764.0,0.1,60,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,1,,,,
01.06.2020 05:00,14.2,756.7,763.7,-0.5,61,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.8,No precipitation,1,,,,
01.06.2020 04:00,15.5,756.8,763.8,-0.4,55,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.5,No precipitation,3,,,,
01.06.2020 03:00,16.5,756.9,763.9,-0.3,48,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
01.06.2020 02:00,16.8,757.2,764.2,0.2,47,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
01.06.2020 01:00,17.9,757.2,764.1,0.2,43,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.1,No precipitation,6,,,,
01.06.2020 00:00,17.7,757.2,764.1,0.4,47,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.2,No precipitation,1,,,,
31.05.2020 23:00,18.3,757.0,763.9,0.3,43,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.5,No precipitation,1,,,,
31.05.2020 22:00,18.9,757.0,763.9,0.4,41,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.3,No precipitation,3,,,,
31.05.2020 21:00,19.4,756.8,763.7,0.4,40,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
31.05.2020 20:00,20.9,756.7,763.6,-0.1,36,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.3,No precipitation,1,,,,
31.05.2020 19:00,22.4,756.6,763.4,-0.3,34,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,,,16.6,24.4,,,,,,20.0,5.8,No precipitation,12,,,,
31.05.2020 18:00,23.1,756.4,763.3,-0.6,31,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.0,No precipitation,1,,,,
31.05.2020 17:00,23.7,756.8,763.6,-0.4,30,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.1,No precipitation,1,,,,
31.05.2020 16:00,23.8,756.9,763.6,-0.5,33,Wind blowing from the east-northeast,4,,13,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.6,No precipitation,3,,,,
31.05.2020 15:00,23.9,757.0,763.8,-0.6,33,Wind blowing from the east-northeast,4,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.6,No precipitation,1,,,,
31.05.2020 14:00,23.5,757.2,764.0,-0.7,31,Wind blowing from the east,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.4,No precipitation,1,,,,
31.05.2020 13:00,23.4,757.4,764.2,-0.5,29,Wind blowing from the east,5,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.3,No precipitation,6,,,,
31.05.2020 12:00,23.2,757.6,764.5,-0.5,34,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.5,No precipitation,1,,,,
31.05.2020 11:00,22.6,757.9,764.7,0.0,30,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.1,No precipitation,1,,,,
31.05.2020 10:00,21.4,757.9,764.8,0.0,34,Wind blowing from the east,5,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.9,No precipitation,3,,,,
31.05.2020 09:00,20.4,758.1,765.0,0.3,38,Wind blowing from the east,5,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,1,,,,
31.05.2020 08:00,19.3,757.9,764.8,0.4,41,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.7,No precipitation,1,,,,
31.05.2020 07:00,16.5,757.9,764.9,0.6,46,Wind blowing from the east-southeast,4,,9,,Cloud development not observed or not observable. ,,,14.8,24.0,,,,,,20.0,4.8,No precipitation,12,,,,
31.05.2020 06:00,14.8,757.8,764.8,0.5,52,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.0,No precipitation,1,,,,
31.05.2020 05:00,15.0,757.5,764.5,0.2,51,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.9,No precipitation,1,,,,
31.05.2020 04:00,15.6,757.3,764.2,0.0,49,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.9,No precipitation,3,,,,
31.05.2020 03:00,16.3,757.3,764.2,0.0,48,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.3,No precipitation,1,,,,
31.05.2020 02:00,17.4,757.3,764.3,0.1,46,Wind blowing from the south-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.7,No precipitation,1,,,,
31.05.2020 01:00,17.7,757.3,764.2,0.1,45,Wind blowing from the east-southeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,6,,,,
31.05.2020 00:00,18.4,757.3,764.2,0.4,44,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.9,No precipitation,1,,,,
30.05.2020 23:00,18.7,757.2,764.1,0.5,44,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.2,No precipitation,1,,,,
30.05.2020 22:00,19.2,757.2,764.1,0.5,42,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.0,No precipitation,3,,,,
30.05.2020 21:00,20.9,756.9,763.7,0.2,38,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.0,No precipitation,1,,,,
30.05.2020 20:00,22.2,756.7,763.6,-0.2,37,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.8,No precipitation,1,,,,
30.05.2020 19:00,23.7,756.7,763.5,-0.4,32,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,16.3,26.1,,,,,,20.0,6.0,No precipitation,12,,,,
30.05.2020 18:00,24.6,756.7,763.4,-0.7,28,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.9,No precipitation,1,,,,
30.05.2020 17:00,25.2,756.9,763.6,-0.7,28,Wind blowing from the east,6,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
30.05.2020 16:00,25.3,757.1,763.9,-0.9,30,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.5,No precipitation,3,,,,
30.05.2020 15:00,25.8,757.4,764.2,-0.9,29,Wind blowing from the east,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.4,No precipitation,1,,,,
30.05.2020 14:00,25.7,757.6,764.3,-1.0,32,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,7.8,No precipitation,1,,,,
30.05.2020 13:00,25.4,758.0,764.8,-0.8,29,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.1,No precipitation,6,,,,
30.05.2020 12:00,24.4,758.3,765.1,-0.7,30,Wind blowing from the east-southeast,3,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.7,No precipitation,1,,,,
30.05.2020 11:00,23.5,758.6,765.4,-0.5,33,Wind blowing from the east-northeast,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.3,No precipitation,1,,,,
30.05.2020 10:00,23.1,758.8,765.7,-0.2,31,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.0,No precipitation,3,,,,
30.05.2020 09:00,20.9,759.0,765.9,0.1,38,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.0,No precipitation,1,,,,
30.05.2020 08:00,19.6,759.1,766.0,0.3,42,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.3,No precipitation,1,,,,
30.05.2020 07:00,16.3,759.0,766.0,0.2,52,Wind blowing from the east-northeast,2,,4,,Cloud development not observed or not observable. ,,,13.4,23.6,,,,,,20.0,6.4,No precipitation,12,,,,
30.05.2020 06:00,14.1,758.9,766.0,0.1,61,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.7,No precipitation,1,,,,
30.05.2020 05:00,14.1,758.8,765.9,-0.1,59,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.2,No precipitation,1,,,,
30.05.2020 04:00,15.3,758.8,765.8,-0.3,53,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.8,No precipitation,3,,,,
30.05.2020 03:00,15.7,758.8,765.8,-0.3,49,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.0,No precipitation,1,,,,
30.05.2020 02:00,16.3,758.9,765.9,-0.3,49,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,1,,,,
30.05.2020 01:00,16.7,759.1,766.1,-0.1,46,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,16.0,5.0,No precipitation,6,,,,
30.05.2020 00:00,17.3,759.1,766.1,0.0,42,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,4.3,No precipitation,1,,,,
29.05.2020 23:00,18.2,759.2,766.2,0.3,40,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,4.4,No precipitation,1,,,,
29.05.2020 22:00,19.5,759.2,766.1,0.2,37,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,4.4,No precipitation,3,,,,
29.05.2020 21:00,20.4,759.1,766.0,0.0,34,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,4.0,No precipitation,1,,,,
29.05.2020 20:00,21.5,758.9,765.8,-0.5,31,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.6,No precipitation,1,,,,
29.05.2020 19:00,23.7,759.0,765.8,-0.6,30,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,15.9,25.6,,,,,,19.0,5.1,No precipitation,12,,,,
29.05.2020 18:00,24.2,759.1,766.0,-0.9,28,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,4.5,No precipitation,1,,,,
29.05.2020 17:00,25.2,759.4,766.1,-1.1,27,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,4.9,No precipitation,1,,,,
29.05.2020 16:00,24.8,759.6,766.4,-1.6,23,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,2.2,No precipitation,3,,,,
29.05.2020 15:00,24.9,760.0,766.8,-1.5,24,Wind blowing from the east,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.9,No precipitation,1,,,,
29.05.2020 14:00,25.0,760.5,767.3,-1.4,27,Wind blowing from the north-east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.7,No precipitation,1,,,,
29.05.2020 13:00,24.7,761.2,768.0,-1.1,25,Wind blowing from the north-east,6,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,3.3,No precipitation,6,,,,
29.05.2020 12:00,23.6,761.5,768.3,-0.9,27,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.5,No precipitation,1,,,,
29.05.2020 11:00,22.6,761.9,768.8,-0.5,31,Wind blowing from the east,5,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.6,No precipitation,1,,,,
29.05.2020 10:00,21.5,762.3,769.2,-0.1,35,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,3,,,,
29.05.2020 09:00,19.6,762.4,769.3,0.0,39,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.3,No precipitation,1,,,,
29.05.2020 08:00,17.7,762.4,769.4,0.0,40,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.9,No precipitation,1,,,,
29.05.2020 07:00,15.9,762.4,769.5,0.2,45,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,,,13.8,23.9,,,,,,20.0,4.0,No precipitation,12,,,,
29.05.2020 06:00,14.0,762.4,769.5,0.0,49,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.4,No precipitation,1,,,,
29.05.2020 05:00,14.2,762.4,769.5,-0.3,49,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.6,No precipitation,1,,,,
29.05.2020 04:00,14.4,762.2,769.3,-0.5,48,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.5,No precipitation,3,,,,
29.05.2020 03:00,15.1,762.4,769.5,-0.6,46,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.6,No precipitation,1,,,,
29.05.2020 02:00,15.9,762.7,769.8,-0.4,43,Wind blowing from the east-northeast,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.3,No precipitation,1,,,,
29.05.2020 01:00,16.8,762.7,769.7,-0.3,42,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.8,No precipitation,6,,,,
29.05.2020 00:00,17.5,763.0,769.9,0.1,42,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.4,No precipitation,1,,,,
28.05.2020 23:00,18.9,763.1,770.1,0.4,37,Wind blowing from the east-northeast,6,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.9,No precipitation,1,,,,
28.05.2020 22:00,19.5,763.0,769.9,0.2,37,Wind blowing from the north-east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.4,No precipitation,3,,,,
28.05.2020 21:00,20.5,762.9,769.8,-0.1,35,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
28.05.2020 20:00,22.2,762.7,769.6,-0.6,31,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.3,No precipitation,1,,,,
28.05.2020 19:00,23.9,762.8,769.6,-0.8,28,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,13.4,25.3,,,,,,20.0,4.3,No precipitation,12,,,,
28.05.2020 18:00,24.8,763.0,769.9,-1.0,24,Wind blowing from the north-east,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.8,No precipitation,1,,,,
28.05.2020 17:00,24.9,763.3,770.1,-1.1,28,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.1,No precipitation,1,,,,
28.05.2020 16:00,24.9,763.6,770.4,-1.2,31,Wind blowing from the north-east,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.6,No precipitation,3,,,,
28.05.2020 15:00,25.0,764.0,770.8,-1.4,34,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.0,No precipitation,1,,,,
28.05.2020 14:00,24.0,764.4,771.2,-1.3,38,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,8.8,No precipitation,1,,,,
28.05.2020 13:00,23.6,764.8,771.7,-1.2,42,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.9,No precipitation,6,,,,
28.05.2020 12:00,22.6,765.4,772.3,-0.9,45,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.1,No precipitation,1,,,,
28.05.2020 11:00,21.4,765.7,772.6,-0.9,55,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,12.0,No precipitation,1,,,,
28.05.2020 10:00,18.4,766.0,773.0,-0.6,59,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.2,No precipitation,3,,,,
28.05.2020 09:00,17.5,766.3,773.3,-0.4,64,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.6,No precipitation,1,,,,
28.05.2020 08:00,15.5,766.6,773.6,-0.1,67,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.4,No precipitation,1,,,,
28.05.2020 07:00,13.4,766.6,773.8,0.0,70,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,,,12.6,24.4,,,,,,20.0,8.0,No precipitation,12,,,,
28.05.2020 06:00,12.7,766.7,773.8,-0.2,69,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.2,No precipitation,1,,,,
28.05.2020 05:00,12.9,766.7,773.8,-0.2,67,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,1,,,,
28.05.2020 04:00,13.7,766.6,773.8,-0.6,64,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,15.0,7.0,No precipitation,3,,,,
28.05.2020 03:00,14.8,766.9,774.0,-0.3,59,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,1,,,,
28.05.2020 02:00,15.7,766.9,773.9,-0.2,56,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,1,,,,
28.05.2020 01:00,16.6,767.2,774.2,0.1,52,Wind blowing from the north-east,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.7,No precipitation,6,,,,
28.05.2020 00:00,17.3,767.2,774.3,0.6,53,Wind blowing from the north-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.6,No precipitation,1,,,,
