"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
13.06.2020 11:00,19.0,703.9,762.8,46,Wind blowing from the west-southwest,3,,,,Scattered clouds (40-50%) 750 m,10.0 and more,7.0
13.06.2020 10:30,19.0,703.2,762.0,43,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,6.0
13.06.2020 10:00,17.0,702.8,762.0,52,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,7.0
13.06.2020 09:30,16.0,702.6,762.0,59,Wind blowing from the west,4,,,,Few clouds (10-30%) 540 m,10.0 and more,8.0
13.06.2020 09:00,16.0,702.6,762.0,63,Wind blowing from the west,4,,,,Few clouds (10-30%) 600 m,10.0 and more,9.0
13.06.2020 08:30,14.0,702.2,762.0,72,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 08:00,13.0,701.3,761.2,82,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 07:30,12.0,701.1,761.2,88,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 07:00,11.0,700.9,761.2,88,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 06:30,10.0,700.0,760.5,94,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 06:00,9.0,699.8,760.5,94,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,8.0
13.06.2020 05:30,10.0,699.3,759.7,94,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 05:00,10.0,699.3,759.7,94,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 04:30,10.0,699.3,759.7,94,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 04:00,10.0,699.3,759.7,94,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,9.0
13.06.2020 03:30,11.0,699.5,759.7,94,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 03:00,11.0,699.5,759.7,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 02:30,11.0,699.5,759.7,94,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 02:00,11.0,699.5,759.7,94,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 01:30,12.0,699.7,759.7,88,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 01:00,12.0,699.7,759.7,88,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 00:30,12.0,699.0,759.0,88,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,10.0
13.06.2020 00:00,12.0,699.0,759.0,88,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 930 m,10.0 and more,10.0
12.06.2020 23:30,12.0,699.0,759.0,88,Wind blowing from the south-west,3,,,,"Scattered clouds (40-50%) 990 m, scattered clouds (40-50%) 1290 m",10.0 and more,10.0
12.06.2020 23:00,12.0,699.0,759.0,88,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
12.06.2020 22:30,12.0,699.0,759.0,88,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,10.0
12.06.2020 22:00,12.0,698.3,758.2,88,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,10.0
12.06.2020 21:30,12.0,697.8,757.7,88,Wind blowing from the north-west,4,,In the vicinity thunderstorm,,"Scattered clouds (40-50%) 1230 m, broken clouds (60-90%) 1500 m, cumulonimbus clouds",10.0 and more,10.0
12.06.2020 21:00,14.0,698.7,758.2,63,Wind blowing from the west-southwest,9,,"In the vicinity thunderstorm, shower(s), rain",,"Scattered clouds (40-50%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1350 m",8,7.0
12.06.2020 20:30,16.0,698.6,757.7,52,Wind blowing from the west,5,,,,Few clouds (10-30%) 1410 m,10.0 and more,6.0
12.06.2020 20:00,17.0,698.1,756.9,52,Wind blowing from the west-southwest,7,,,,Few clouds (10-30%) 1410 m,10.0 and more,7.0
12.06.2020 19:30,18.0,698.3,756.9,49,Wind blowing from the west-southwest,7,,,,No Significant Clouds,10.0 and more,7.0
12.06.2020 19:00,18.0,697.6,756.2,46,Wind blowing from the west-southwest,7,,,,Few clouds (10-30%) 1560 m,10.0 and more,6.0
12.06.2020 18:30,20.0,698.0,756.2,38,Wind blowing from the west-southwest,9,,,,Scattered clouds (40-50%) 1560 m,10.0 and more,5.0
12.06.2020 18:00,20.0,698.0,756.2,38,Wind blowing from the south-west,8,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 17:30,20.0,697.3,755.4,38,Wind blowing from the west-southwest,9,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 17:00,20.0,697.3,755.4,40,Wind blowing from the south-west,9,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,6.0
12.06.2020 16:30,20.0,698.0,756.2,40,Wind blowing from the south-west,10,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,6.0
12.06.2020 16:00,21.0,697.5,755.4,38,Wind blowing from the south-west,9,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,6.0
12.06.2020 15:30,20.0,698.0,756.2,40,Wind blowing from the south-west,9,,,,Broken clouds (60-90%) 1470 m,10.0 and more,6.0
12.06.2020 15:00,19.0,697.1,755.4,43,Wind blowing from the south-west,9,,,,Broken clouds (60-90%) 1470 m,10.0 and more,6.0
12.06.2020 14:30,20.0,697.3,755.4,38,Wind blowing from the south-west,7,13,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 14:00,20.0,697.3,755.4,38,Wind blowing from the south-southwest,7,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 13:30,21.0,697.5,755.4,35,Wind blowing from the south-southwest,7,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 13:00,20.0,698.0,756.2,38,Wind blowing from the south-west,8,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,5.0
12.06.2020 12:30,19.0,697.8,756.2,40,Wind blowing from the west-southwest,7,,,,Broken clouds (60-90%) 1320 m,10.0 and more,5.0
12.06.2020 12:00,18.0,697.6,756.2,46,Wind blowing from the south-west,7,,,,Broken clouds (60-90%) 1320 m,10.0 and more,6.0
12.06.2020 11:30,18.0,697.6,756.2,46,Wind blowing from the south-west,7,,,,"Few clouds (10-30%) 1230 m, scattered clouds (40-50%) 1500 m",10.0 and more,6.0
12.06.2020 11:00,17.0,697.4,756.2,45,Wind blowing from the south-west,6,,,,"Few clouds (10-30%) 1230 m, scattered clouds (40-50%) 1500 m",10.0 and more,5.0
12.06.2020 10:30,18.0,697.6,756.2,46,Wind blowing from the south-west,6,,,,Scattered clouds (40-50%) 1560 m,10.0 and more,6.0
12.06.2020 10:00,16.0,697.3,756.2,48,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 1350 m,10.0 and more,5.0
12.06.2020 09:30,15.0,697.1,756.2,51,Wind blowing from the south-southwest,5,,,,Few clouds (10-30%) 1350 m,10.0 and more,5.0
12.06.2020 09:00,15.0,697.1,756.2,55,Wind blowing from the south-southwest,5,,,,Few clouds (10-30%) 1350 m,10.0 and more,6.0
12.06.2020 08:30,12.0,696.5,756.2,63,Wind blowing from the south-west,5,,,,Scattered clouds (40-50%) 1350 m,10.0 and more,5.0
12.06.2020 08:00,13.0,696.7,756.2,59,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 07:30,12.0,696.5,756.2,63,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 07:00,11.0,695.5,755.4,67,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 06:30,11.0,695.5,755.4,67,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 06:00,10.0,695.3,755.4,71,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 05:30,10.0,695.3,755.4,71,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 05:00,10.0,695.3,755.4,71,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 04:30,11.0,695.5,755.4,67,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,5.0
12.06.2020 04:00,11.0,694.8,754.6,67,Wind blowing from the south-west,5,,,,No Significant Clouds,9,5.0
12.06.2020 03:30,12.0,695.0,754.6,67,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 1320 m,10.0 and more,6.0
12.06.2020 03:00,13.0,695.2,754.6,55,Wind blowing from the west-southwest,5,,,,Overcast (100%) 1320 m,8,4.0
12.06.2020 02:30,13.0,695.2,754.6,55,Wind blowing from the west,5,,,,Overcast (100%) 1290 m,9,4.0
12.06.2020 02:00,14.0,696.1,755.4,51,Wind blowing from the west,6,,,,Overcast (100%) 1260 m,9,4.0
12.06.2020 01:30,14.0,696.1,755.4,51,Wind blowing from the west,6,,,,"Broken clouds (60-90%) 1260 m, overcast (100%) 1500 m",10.0 and more,4.0
12.06.2020 01:00,15.0,696.3,755.4,51,Wind blowing from the west,5,,,,Overcast (100%) 1260 m,9,5.0
12.06.2020 00:30,15.0,696.3,755.4,55,Wind blowing from the west,5,11,,,Overcast (100%) 1200 m,10.0 and more,6.0
12.06.2020 00:00,16.0,696.5,755.4,55,Wind blowing from the west-southwest,7,,,,Overcast (100%) 1260 m,10.0 and more,7.0
11.06.2020 23:30,16.0,695.8,754.6,55,Wind blowing from the west-southwest,8,,,,Overcast (100%) 1380 m,9,7.0
11.06.2020 23:00,16.0,695.8,754.6,52,Wind blowing from the west-southwest,5,,,,Broken clouds (60-90%) 1440 m,10.0 and more,6.0
11.06.2020 22:30,16.0,695.8,754.6,52,Wind blowing from the south-west,9,,,,No Significant Clouds,10.0 and more,6.0
11.06.2020 22:00,17.0,696.0,754.6,52,Wind blowing from the west-southwest,9,,,,No Significant Clouds,10.0 and more,7.0
11.06.2020 21:30,18.0,695.5,753.9,52,Wind blowing from the west-southwest,9,,,,No Significant Clouds,9,8.0
11.06.2020 21:00,18.0,695.5,753.9,64,Wind blowing from the west,7,,,,Few clouds (10-30%) 1380 m,10.0 and more,11.0
11.06.2020 20:00,21.0,696.1,753.9,46,Wind blowing from the west-southwest,11,16,,,Few clouds (10-30%) 1380 m,10.0 and more,9.0
11.06.2020 19:00,22.0,695.5,753.1,38,Wind blowing from the south-west,9,16,,,Few clouds (10-30%) 1740 m,10.0 and more,7.0
11.06.2020 18:00,24.0,696.6,753.9,34,Wind blowing from the south-west,9,,,,Few clouds (10-30%) 1740 m,10.0 and more,7.0
11.06.2020 17:30,23.0,696.5,753.9,38,Wind blowing from the west-southwest,11,,,,Few clouds (10-30%) 1680 m,10.0 and more,8.0
11.06.2020 17:00,25.0,696.8,753.9,36,Wind blowing from the south-west,9,15,,,Few clouds (10-30%) 1680 m,10.0 and more,9.0
11.06.2020 16:30,25.0,696.8,753.9,36,Wind blowing from the south-west,10,,,,Few clouds (10-30%) 1710 m,10.0 and more,9.0
11.06.2020 16:00,23.0,697.1,754.6,38,Wind blowing from the south-west,9,,,,Few clouds (10-30%) 1620 m,10.0 and more,8.0
11.06.2020 15:30,26.0,697.7,754.6,32,Wind blowing from the west-southwest,8,,,,Few clouds (10-30%) 1620 m,10.0 and more,8.0
11.06.2020 15:00,25.0,697.5,754.6,36,Wind blowing from the south-west,8,,,,Scattered clouds (40-50%) 1620 m,10.0 and more,9.0
11.06.2020 14:30,23.0,697.8,755.4,41,Wind blowing from the west-southwest,6,,,,Broken clouds (60-90%) 1620 m,10.0 and more,9.0
11.06.2020 14:00,23.0,697.8,755.4,41,Wind blowing from the west-southwest,6,11,,,Broken clouds (60-90%) 1680 m,10.0 and more,9.0
11.06.2020 13:30,25.0,698.2,755.4,36,Wind blowing from the south-west,6,,,,Scattered clouds (40-50%) 1680 m,10.0 and more,9.0
11.06.2020 13:00,23.0,698.6,756.2,38,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 1680 m,10.0 and more,8.0
11.06.2020 12:30,24.0,698.8,756.2,39,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 12:00,23.0,698.6,756.2,38,Wind blowing from the south-west,5,10,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 11:30,23.0,699.2,756.9,41,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 11:00,22.0,699.0,756.9,41,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 10:30,21.0,698.9,756.9,43,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 10:00,21.0,698.9,756.9,43,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 09:30,20.0,698.7,756.9,49,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 09:00,20.0,699.4,757.7,49,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 08:30,19.0,699.2,757.7,52,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 08:00,18.0,699.0,757.7,56,Wind blowing from the south-west,7,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 07:30,18.0,699.0,757.7,56,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 07:00,17.0,698.8,757.7,59,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,9.0
11.06.2020 06:30,15.0,698.9,758.2,63,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 06:00,14.0,698.7,758.2,67,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 05:30,15.0,698.9,758.2,63,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
11.06.2020 05:00,15.0,698.9,758.2,63,Wind blowing from the south-southwest,4,,,,No Significant Clouds,9,8.0
11.06.2020 04:30,16.0,699.1,758.2,59,Wind blowing from the south-southwest,3,,,,No Significant Clouds,9,8.0
11.06.2020 04:00,16.0,699.1,758.2,48,Wind blowing from the south-west,4,,,,No Significant Clouds,9,5.0
11.06.2020 03:30,16.0,699.8,759.0,45,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,4.0
11.06.2020 03:00,14.0,699.4,759.0,55,Wind blowing from the west-southwest,3,,,,No Significant Clouds,9,5.0
11.06.2020 02:30,14.0,699.4,759.0,51,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
11.06.2020 02:00,16.0,699.8,759.0,48,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
11.06.2020 01:30,16.0,700.5,759.7,45,Wind blowing from the west-southwest,4,,,,No Significant Clouds,8,4.0
11.06.2020 01:00,18.0,700.9,759.7,43,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
11.06.2020 00:30,18.0,700.9,759.7,43,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
11.06.2020 00:00,18.0,700.9,759.7,40,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 23:30,19.0,701.1,759.7,37,Wind blowing from the west-southwest,4,,,,No Significant Clouds,9,4.0
10.06.2020 23:00,19.0,701.1,759.7,37,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 22:30,20.0,701.3,759.7,33,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,3.0
10.06.2020 22:00,21.0,701.4,759.7,31,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,3.0
10.06.2020 21:30,21.0,701.4,759.7,31,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,3.0
10.06.2020 21:00,22.0,701.6,759.7,27,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,2.0
10.06.2020 20:30,23.0,701.8,759.7,25,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,2.0
10.06.2020 20:00,24.0,702.0,759.7,27,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 19:30,26.0,702.4,759.7,26,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 19:00,25.0,702.2,759.7,30,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 18:30,25.0,702.2,759.7,28,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 18:00,25.0,702.9,760.5,28,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 17:30,26.0,703.1,760.5,26,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 17:00,26.0,703.1,760.5,24,variable wind direction,2,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 16:30,26.0,703.1,760.5,26,variable wind direction,2,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 16:00,27.0,704.0,761.2,24,variable wind direction,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 15:30,27.0,704.0,761.2,24,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 15:00,25.0,703.6,761.2,26,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 14:30,25.0,704.3,762.0,28,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 14:00,25.0,704.3,762.0,26,variable wind direction,2,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 13:30,24.0,704.9,762.8,29,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 13:00,24.0,704.9,762.8,27,variable wind direction,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 12:30,23.0,704.7,762.8,29,variable wind direction,2,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 12:00,22.0,705.1,763.5,33,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 11:30,22.0,705.1,763.5,33,variable wind direction,2,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 11:00,21.0,705.0,763.5,35,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 10:30,19.0,705.3,764.3,40,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 10:00,20.0,705.5,764.3,38,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 09:30,19.0,705.3,764.3,40,variable wind direction,2,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 09:00,17.0,704.9,764.3,49,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 08:30,18.0,705.1,764.3,46,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 08:00,16.0,704.7,764.3,52,variable wind direction,2,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 07:30,15.0,704.5,764.3,55,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 07:00,13.0,704.1,764.3,63,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 06:30,12.0,703.9,764.3,67,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 06:00,11.0,703.7,764.3,67,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 05:30,11.0,703.7,764.3,72,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,6.0
10.06.2020 05:00,12.0,703.9,764.3,63,Wind blowing from the north,3,,,,No Significant Clouds,7,5.0
10.06.2020 04:30,13.0,704.1,764.3,59,Wind blowing from the north,3,,,,No Significant Clouds,9,5.0
10.06.2020 04:00,14.0,704.3,764.3,55,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 03:30,14.0,704.3,764.3,55,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 03:00,14.0,704.3,764.3,55,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 02:30,15.0,704.5,764.3,51,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,5.0
10.06.2020 02:00,15.0,704.5,764.3,51,Wind blowing from the north-east,2,,,,No Significant Clouds,9,5.0
10.06.2020 01:30,15.0,704.5,764.3,48,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 01:00,16.0,704.7,764.3,45,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 00:30,16.0,704.7,764.3,45,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,4.0
10.06.2020 00:00,17.0,704.9,764.3,39,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 23:30,17.0,704.9,764.3,39,variable wind direction,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 23:00,18.0,705.1,764.3,40,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,4.0
09.06.2020 22:30,18.0,705.1,764.3,37,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 22:00,18.0,704.4,763.5,37,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 21:30,18.0,704.4,763.5,37,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 21:00,19.0,704.6,763.5,35,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 20:30,20.0,704.1,762.8,33,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 20:00,21.0,704.3,762.8,31,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 19:30,22.0,704.5,762.8,29,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 19:00,23.0,704.7,762.8,25,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,2.0
09.06.2020 18:30,23.0,704.7,762.8,23,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,1.0
09.06.2020 18:00,24.0,704.9,762.8,22,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,1.0
09.06.2020 17:30,24.0,704.9,762.8,24,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,2.0
09.06.2020 17:00,24.0,704.9,762.8,25,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,3.0
09.06.2020 16:30,24.0,704.9,762.8,21,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,0.0
09.06.2020 16:00,23.0,704.7,762.8,25,variable wind direction,5,,,,Few clouds (10-30%) 1740 m,10.0 and more,2.0
09.06.2020 15:30,24.0,704.9,762.8,22,Wind blowing from the west,4,,,,Few clouds (10-30%) 1740 m,10.0 and more,1.0
09.06.2020 15:00,25.0,705.7,763.5,22,variable wind direction,4,10,,,Few clouds (10-30%) 1740 m,10.0 and more,2.0
09.06.2020 14:30,24.0,704.9,762.8,24,Wind blowing from the west,5,,,,Few clouds (10-30%) 1740 m,10.0 and more,2.0
09.06.2020 14:00,22.0,705.1,763.5,29,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 1740 m,10.0 and more,3.0
09.06.2020 13:30,23.0,705.3,763.5,29,Wind blowing from the west,3,,,,Few clouds (10-30%) 1710 m,10.0 and more,4.0
09.06.2020 13:00,21.0,705.0,763.5,35,variable wind direction,2,,,,Few clouds (10-30%) 1710 m,10.0 and more,5.0
09.06.2020 12:30,22.0,705.9,764.3,33,Wind blowing from the south-west,1,,,,Few clouds (10-30%) 1710 m,10.0 and more,5.0
09.06.2020 12:00,21.0,705.7,764.3,35,variable wind direction,3,,,,Few clouds (10-30%) 1710 m,10.0 and more,5.0
09.06.2020 11:30,21.0,705.7,764.3,35,variable wind direction,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 11:00,20.0,705.5,764.3,38,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 10:30,19.0,706.0,765.0,40,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 10:00,18.0,705.8,765.0,43,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 09:30,17.0,705.6,765.0,45,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 09:00,14.0,705.0,765.0,55,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 08:30,15.0,705.2,765.0,51,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 08:00,15.0,705.2,765.0,51,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 07:30,14.0,704.3,764.3,51,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,4.0
09.06.2020 07:00,13.0,704.1,764.3,59,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 06:30,12.0,703.9,764.3,58,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,4.0
09.06.2020 06:00,11.0,703.7,764.3,67,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 05:30,12.0,703.9,764.3,63,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 05:00,12.0,703.9,764.3,63,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 04:30,12.0,703.9,764.3,63,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 04:00,12.0,703.9,764.3,63,variable wind direction,3,,,,No Significant Clouds,10.0 and more,5.0
09.06.2020 03:30,13.0,704.1,764.3,59,Wind blowing from the north-east,3,,,,No Significant Clouds,9,5.0
09.06.2020 03:00,13.0,704.1,764.3,63,Wind blowing from the east-northeast,3,,,,No Significant Clouds,9,6.0
09.06.2020 02:30,13.0,704.1,764.3,63,Wind blowing from the east-northeast,3,,,,No Significant Clouds,7,6.0
09.06.2020 02:00,14.0,704.3,764.3,59,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
09.06.2020 01:30,14.0,704.3,764.3,63,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,7.0
09.06.2020 01:00,14.0,704.3,764.3,63,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
09.06.2020 00:30,15.0,704.5,764.3,59,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,7.0
