Local time in Milford Haven,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.08.2020 19:00,15.4,759.3,763.3,-0.3,78,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.5,,,,,,
01.08.2020 18:00,16.3,759.3,763.3,-0.4,76,Wind blowing from the west,5,,,, ,,,,18.8,,,300-600,,,50.0,12.0,No precipitation,12,,,,
01.08.2020 17:00,17.2,759.4,763.4,-0.1,74,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,45.0,12.4,,,,,,
01.08.2020 16:00,17.7,759.6,763.5,0.4,71,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,50.0,12.3,,,,,,
01.08.2020 15:00,17.7,759.7,763.6,0.4,74,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,45.0,12.9,,,,,,
01.08.2020 14:00,17.4,759.5,763.4,0.4,68,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,50.0,11.5,,,,,,
01.08.2020 13:00,17.9,759.2,763.2,0.5,67,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,55.0,11.6,,,,,,
01.08.2020 12:00,17.3,759.3,763.2,1.0,72,Wind blowing from the west,7,,,, ,,,,,,,1000-1500,,,60.0,12.2,No precipitation,6,,,,
01.08.2020 11:00,17.9,759.1,763.0,1.2,70,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,50.0,12.3,,,,,,
01.08.2020 10:00,17.1,758.7,762.6,1.4,75,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,50.0,12.6,,,,,,
01.08.2020 09:00,16.1,758.3,762.3,1.4,84,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,60.0,13.3,,,,,,
01.08.2020 08:00,14.9,757.9,761.8,1.2,94,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,45.0,14.0,,,,,,
01.08.2020 07:00,14.9,757.3,761.2,,96,Wind blowing from the north-west,4,,,, ,,,,,,,100-200,,,40.0,14.2,,,,,,
01.08.2020 06:00,15.1,756.9,760.9,0.5,97,Wind blowing from the west,4,,,, ,,,14.6,,,,100-200,,,23.0,14.6,1.0,12,,,,
01.08.2020 05:00,14.7,756.7,760.6,0.5,96,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,40.0,14.1,,,,,,
01.08.2020 04:00,15.3,756.3,760.2,0.2,98,Wind blowing from the west-southwest,5,,,, ,,,,,,,100-200,,,1.7,15.0,,,,,,
01.08.2020 03:00,15.6,756.4,760.3,0.2,98,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,13.0,15.3,,,,,,
01.08.2020 02:00,15.8,756.2,760.2,0.1,98,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,9.0,15.5,,,,,,
01.08.2020 01:00,16.1,756.1,760.0,0.3,98,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,8.0,15.8,,,,,,
01.08.2020 00:00,16.2,756.2,760.1,0.6,96,Wind blowing from the south-west,3,,,, ,,,,,,,200-300,,,13.0,15.5,No precipitation,6,,,,
31.07.2020 23:00,16.3,756.1,760.0,0.8,96,Wind blowing from the west-southwest,4,,,, ,,,,,,,200-300,,,14.0,15.6,,,,,,
31.07.2020 22:00,16.3,755.8,759.7,0.7,94,Wind blowing from the south-west,3,,,, ,,,,,,,300-600,,,20.0,15.4,,,,,,
31.07.2020 21:00,16.2,755.6,759.6,0.7,96,Wind blowing from the west-southwest,3,,,, ,,,,,,,100-200,,,15.0,15.5,,,,,,
31.07.2020 20:00,16.2,755.3,759.2,0.7,94,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,16.0,15.3,,,,,,
31.07.2020 19:00,16.7,755.1,759.0,0.9,93,Wind blowing from the west-southwest,4,,,, ,,,,,,,200-300,,,22.0,15.5,,,,,,
31.07.2020 18:00,17.3,754.9,758.8,1.0,90,Wind blowing from the west-southwest,4,,,, ,,,,21.3,,,200-300,,,25.0,15.6,0.2,12,,,,
31.07.2020 17:00,17.6,754.6,758.5,0.8,89,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,21.0,15.8,,,,,,
31.07.2020 16:00,17.3,754.2,758.1,0.4,99,Wind blowing from the west-southwest,5,,,, ,,,,,,,Less than  50,,,17.0,17.2,,,,,,
31.07.2020 15:00,17.0,753.9,757.9,0.2,99,Wind blowing from the south,6,,,, ,,,,,,,Less than  50,,,1.4,16.8,,,,,,
31.07.2020 14:00,17.2,753.8,757.7,0.4,96,Wind blowing from the south,6,,,, ,,,,,,,50-100,,,4.9,16.5,,,,,,
31.07.2020 13:00,17.1,753.8,757.7,1.0,91,Wind blowing from the south,6,,,, ,,,,,,,100-200,,,18.0,15.6,,,,,,
31.07.2020 12:00,18.0,753.7,757.6,1.2,87,Wind blowing from the south-southwest,4,,,, ,,,,,,,100-200,,,24.0,15.7,No precipitation,6,,,,
31.07.2020 11:00,19.7,753.4,757.3,1.0,83,Wind blowing from the south-west,5,,,, ,,,,,,,100-200,,,26.0,16.8,,,,,,
31.07.2020 10:00,20.6,752.8,756.7,0.1,77,Wind blowing from the south-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,16.5,,,,,,
31.07.2020 09:00,20.4,752.5,756.3,0.0,72,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,15.1,,,,,,
31.07.2020 08:00,19.7,752.4,756.3,0.0,74,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,15.0,,,,,,
31.07.2020 07:00,18.5,752.7,756.6,0.2,77,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,14.4,,,,,,
31.07.2020 06:00,17.8,752.5,756.4,-0.5,77,Wind blowing from the east-southeast,7,,,, ,,,17.4,,,,2500 or more or no clouds.,,,35.0,13.7,No precipitation,12,,,,
31.07.2020 05:00,17.7,752.4,756.3,-1.0,73,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.8,,,,,,
31.07.2020 04:00,17.9,752.5,756.4,-1.5,70,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,12.4,,,,,,
31.07.2020 03:00,17.6,753.0,756.9,-1.9,75,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,13.0,,,,,,
31.07.2020 02:00,17.7,753.4,757.3,-2.0,75,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,13.2,,,,,,
31.07.2020 01:00,17.6,754.0,757.9,-1.8,75,Wind blowing from the east-southeast,8,,,, ,,,,,,,1500-2000,,,60.0,13.1,,,,,,
31.07.2020 00:00,18.3,754.9,758.8,-0.7,66,Wind blowing from the south-east,9,,13,, ,,,,,,,1000-1500,,,65.0,11.7,No precipitation,6,,,,
30.07.2020 23:00,18.6,755.4,759.3,-0.1,64,Wind blowing from the south-east,9,,,, ,,,,,,,1000-1500,,,65.0,11.7,,,,,,
30.07.2020 22:00,18.6,755.8,759.7,0.1,70,Wind blowing from the south-east,8,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,13.0,,,,,,
30.07.2020 21:00,18.5,755.6,759.5,-0.5,75,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,13.9,,,,,,
30.07.2020 20:00,18.4,755.5,759.4,,79,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,14.7,,,,,,
30.07.2020 19:00,19.6,755.7,759.5,-1.5,70,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,14.0,,,,,,
30.07.2020 18:00,20.0,756.1,760.0,-1.3,70,Wind blowing from the east-southeast,5,,,, ,,,,21.7,,,2500 or more or no clouds.,,,65.0,14.4,No precipitation,12,,,,
30.07.2020 17:00,20.9,756.7,760.5,-1.1,65,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,14.0,,,,,,
30.07.2020 16:00,21.6,757.2,761.1,-0.7,61,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,13.8,,,,,,
30.07.2020 15:00,21.5,757.4,761.3,-1.0,64,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,14.4,,,,,,
30.07.2020 14:00,20.6,757.8,761.7,-0.9,66,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.9,,,,,,
30.07.2020 13:00,19.4,757.9,761.8,-0.9,70,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.7,,,,,,
30.07.2020 12:00,18.9,758.4,762.3,-0.4,69,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,13.0,No precipitation,6,,,,
30.07.2020 11:00,18.9,758.7,762.7,-0.1,71,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.4,,,,,,
30.07.2020 10:00,17.9,758.8,762.7,0.0,75,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.3,,,,,,
30.07.2020 09:00,16.9,758.8,762.8,-0.1,83,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,55.0,13.9,,,,,,
30.07.2020 08:00,16.6,758.8,762.7,0.1,82,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,60.0,13.5,,,,,,
30.07.2020 07:00,15.7,758.8,762.7,-0.2,89,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,45.0,13.8,,,,,,
30.07.2020 06:00,15.2,758.9,762.9,-0.2,92,Wind blowing from the south,4,,,, ,,,14.1,,,,300-600,,,30.0,13.9,0.2,12,,,,
30.07.2020 05:00,15.0,758.7,762.7,-0.7,94,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,30.0,14.0,,,,,,
30.07.2020 04:00,15.1,759.0,763.0,-0.6,95,Wind blowing from the south,5,,,, ,,,,,,,200-300,,,25.0,14.3,,,,,,
30.07.2020 03:00,15.0,759.1,763.0,-0.9,94,Wind blowing from the south,5,,,, ,,,,,,,1000-1500,,,25.0,14.0,,,,,,
30.07.2020 02:00,15.4,759.4,763.3,-0.6,92,Wind blowing from the south,6,,,, ,,,,,,,1000-1500,,,28.0,14.1,,,,,,
30.07.2020 01:00,15.5,759.6,763.6,-0.6,91,Wind blowing from the south,6,,,, ,,,,,,,1000-1500,,,30.0,14.0,,,,,,
30.07.2020 00:00,15.4,760.0,763.9,-0.5,91,Wind blowing from the south-southwest,5,,,, ,,,,,,,1000-1500,,,30.0,13.9,0.2,6,,,,
29.07.2020 23:00,15.3,760.0,763.9,-0.4,91,Wind blowing from the south,5,,,, ,,,,,,,1000-1500,,,30.0,13.8,,,,,,
29.07.2020 22:00,15.2,760.2,764.2,-0.4,93,Wind blowing from the south,4,,,, ,,,,,,,1000-1500,,,35.0,14.1,,,,,,
29.07.2020 21:00,15.0,760.5,764.5,-0.3,93,Wind blowing from the south,4,,,, ,,,,,,,1000-1500,,,40.0,13.8,,,,,,
29.07.2020 20:00,14.6,760.4,764.4,-0.6,96,Wind blowing from the south,3,,,, ,,,,,,,1000-1500,,,35.0,13.9,,,,,,
29.07.2020 19:00,14.1,760.6,764.5,-0.6,96,Wind blowing from the south-west,2,,,, ,,,,,,,100-200,,,19.0,13.4,,,,,,
29.07.2020 18:00,14.8,760.8,764.8,-0.6,90,Wind blowing from the south-west,3,,,, ,,,,18.9,,,300-600,,,9.0,13.1,No precipitation,12,,,,
29.07.2020 17:00,16.6,761.0,764.9,-0.5,83,Wind blowing from the south-southwest,4,,,, ,,,,,,,1000-1500,,,29.0,13.7,,,,,,
29.07.2020 16:00,16.1,761.2,765.1,-0.3,83,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,50.0,13.2,,,,,,
29.07.2020 15:00,16.7,761.4,765.4,-0.2,78,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,65.0,12.8,,,,,,
29.07.2020 14:00,17.5,761.5,765.4,-0.3,76,Wind blowing from the south-west,3,,,, ,,,,,,,300-600,,,60.0,13.2,,,,,,
29.07.2020 13:00,18.1,761.5,765.4,-0.3,73,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,60.0,13.1,,,,,,
29.07.2020 12:00,17.5,761.6,765.5,-0.2,76,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,55.0,13.1,No precipitation,6,,,,
29.07.2020 11:00,18.0,761.8,765.7,0.1,75,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,45.0,13.5,,,,,,
29.07.2020 10:00,16.6,761.8,765.8,0.4,79,Wind blowing from the south,4,,,, ,,,,,,,1000-1500,,,50.0,12.9,,,,,,
29.07.2020 09:00,15.5,761.8,765.7,0.5,79,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,45.0,11.9,,,,,,
29.07.2020 08:00,14.6,761.7,765.7,0.4,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,1000-1500,,,55.0,11.2,,,,,,
29.07.2020 07:00,14.4,761.4,765.4,0.1,89,Wind blowing from the south,1,,,, ,,,,,,,1000-1500,,,50.0,12.6,,,,,,
29.07.2020 06:00,13.1,761.3,765.3,0.0,91,Wind blowing from the west-southwest,1,,,, ,,,10.7,,,,1000-1500,,,60.0,11.7,No precipitation,12,,,,
29.07.2020 05:00,11.7,761.3,765.3,0.1,94,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,55.0,10.7,,,,,,
29.07.2020 04:00,11.2,761.3,765.3,0.1,94,Wind blowing from the north,2,,,, ,,,,,,,1000-1500,,,50.0,10.2,,,,,,
29.07.2020 03:00,10.8,761.3,765.4,0.0,94,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.9,,,,,,
29.07.2020 02:00,11.1,761.2,765.3,-0.1,94,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.1,,,,,,
29.07.2020 01:00,11.7,761.2,765.3,0.0,91,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,55.0,10.2,,,,,,
29.07.2020 00:00,13.9,761.3,765.3,0.1,87,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,55.0,11.7,No precipitation,6,,,,
28.07.2020 23:00,14.4,761.3,765.3,0.2,85,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,55.0,11.9,,,,,,
28.07.2020 22:00,14.7,761.2,765.2,0.3,86,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,40.0,12.4,,,,,,
28.07.2020 21:00,14.5,761.2,765.2,0.3,87,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,40.0,12.3,,,,,,
28.07.2020 20:00,14.4,761.1,765.1,0.4,83,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.5,,,,,,
28.07.2020 19:00,15.2,760.9,764.8,0.3,76,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,10.9,,,,,,
28.07.2020 18:00,16.0,760.9,764.8,0.4,65,Wind blowing from the west,5,,,, ,,,,17.6,,,2500 or more or no clouds.,,,71.0,9.3,No precipitation,12,,,,
28.07.2020 17:00,16.1,760.7,764.6,0.6,65,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,71.0,9.5,,,,,,
28.07.2020 16:00,15.9,760.6,764.6,0.8,66,Wind blowing from the west,7,,,, ,,,,,,,600-1000,,,71.0,9.4,,,,,,
28.07.2020 15:00,16.1,760.5,764.5,0.9,64,Wind blowing from the west,7,,,, ,,,,,,,1000-1500,,,65.0,9.3,,,,,,
28.07.2020 14:00,17.4,760.1,764.1,1.0,62,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,71.0,10.1,,,,,,
28.07.2020 13:00,16.7,759.8,763.8,1.1,63,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,70.0,9.6,,,,,,
28.07.2020 12:00,15.8,759.6,763.5,1.4,65,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,71.0,9.2,No precipitation,6,,,,
28.07.2020 11:00,16.1,759.1,763.1,1.3,63,Wind blowing from the west-northwest,5,,,, ,,,,,,,1000-1500,,,71.0,9.1,,,,,,
28.07.2020 10:00,15.7,758.7,762.7,1.4,69,Wind blowing from the north-west,6,,,, ,,,,,,,1500-2000,,,71.0,9.9,,,,,,
28.07.2020 09:00,14.7,758.2,762.2,1.5,78,Wind blowing from the west-northwest,5,,,, ,,,,,,,1500-2000,,,55.0,10.8,,,,,,
28.07.2020 08:00,13.7,757.8,761.8,1.6,81,Wind blowing from the north-west,6,,,, ,,,,,,,300-600,,,60.0,10.4,,,,,,
28.07.2020 07:00,14.3,757.3,761.2,1.6,82,Wind blowing from the north-west,5,,,, ,,,,,,,1500-2000,,,45.0,11.2,,,,,,
28.07.2020 06:00,13.0,756.7,760.7,1.2,87,Wind blowing from the west-northwest,5,,,, ,,,12.1,,,,300-600,,,45.0,10.9,No precipitation,12,,,,
28.07.2020 05:00,12.3,756.2,760.2,1.2,91,Wind blowing from the west-northwest,5,,,, ,,,,,,,300-600,,,35.0,10.8,,,,,,
28.07.2020 04:00,12.9,755.7,759.7,1.1,89,Wind blowing from the west-northwest,5,,,, ,,,,,,,1000-1500,,,35.0,11.1,,,,,,
28.07.2020 03:00,13.1,755.5,759.5,1.1,91,Wind blowing from the west-northwest,4,,,, ,,,,,,,1000-1500,,,30.0,11.6,,,,,,
28.07.2020 02:00,13.0,755.0,759.0,1.0,90,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,29.0,11.4,,,,,,
28.07.2020 01:00,13.2,754.6,758.6,1.1,89,Wind blowing from the west-northwest,6,,,, ,,,,,,,1500-2000,,,29.0,11.4,,,,,,
28.07.2020 00:00,13.7,754.4,758.3,1.6,90,Wind blowing from the west-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,12.0,No precipitation,6,,,,
27.07.2020 23:00,14.2,754.0,757.9,1.7,88,Wind blowing from the west,6,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.2,,,,,,
27.07.2020 22:00,14.4,753.5,757.5,1.6,86,Wind blowing from the west,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
27.07.2020 21:00,14.7,752.8,756.8,1.5,86,Wind blowing from the west,7,,,, ,,,,,,,1500-2000,,,30.0,12.3,,,,,,
27.07.2020 20:00,15.1,752.3,756.3,1.6,78,Wind blowing from the west,7,,,, ,,,,,,,1500-2000,,,35.0,11.2,,,,,,
27.07.2020 19:00,15.6,751.9,755.8,2.2,72,Wind blowing from the west,6,,,, ,,,,,,,1000-1500,,,50.0,10.6,,,,,,
27.07.2020 18:00,16.7,751.3,755.2,2.6,73,Wind blowing from the west,6,,,, ,,,,18.6,,,2500 or more or no clouds.,,,35.0,11.8,5.0,12,,,,
27.07.2020 17:00,17.5,750.7,754.6,2.7,69,Wind blowing from the west-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,11.6,,,,,,
27.07.2020 16:00,17.2,749.7,753.6,2.5,73,Wind blowing from the north-west,8,13,14,, ,,,,,,,600-1000,,,71.0,12.2,,,,,,
27.07.2020 15:00,18.0,748.7,752.6,2.0,77,Wind blowing from the west-northwest,9,,13,, ,,,,,,,600-1000,,,50.0,13.9,,,,,,
27.07.2020 14:00,17.3,748.0,751.9,1.8,90,Wind blowing from the west,8,,,, ,,,,,,,100-200,,,15.0,15.6,,,,,,
27.07.2020 13:00,16.6,747.2,751.1,1.3,94,Wind blowing from the west-southwest,7,,,, ,,,,,,,100-200,,,10.0,15.6,,,,,,
27.07.2020 12:00,16.7,746.7,750.6,0.8,93,Wind blowing from the west-southwest,8,,13,, ,,,,,,,200-300,,,11.0,15.6,5.0,6,,,,
27.07.2020 11:00,17.7,746.2,750.1,0.4,95,Wind blowing from the west-southwest,6,,,, ,,,,,,,200-300,,,11.0,16.9,,,,,,
27.07.2020 10:00,16.6,745.9,749.8,-0.1,98,Wind blowing from the south-west,8,,13,, ,,,,,,,100-200,,,1.5,16.2,,,,,,
27.07.2020 09:00,16.4,745.9,749.8,-0.9,98,Wind blowing from the south-west,9,,16,, ,,,,,,,200-300,,,6.0,16.1,,,,,,
27.07.2020 08:00,16.2,745.8,749.6,-2.2,99,Wind blowing from the south-southwest,12,,19,, ,,,,,,,100-200,,,5.0,16.0,,,,,,
27.07.2020 07:00,16.0,746.0,749.9,-2.7,99,Wind blowing from the south,12,,18,, ,,,,,,,100-200,,,3.4,15.9,,,,,,
27.07.2020 06:00,16.1,746.8,750.7,-3.2,98,Wind blowing from the south,11,,16,, ,,,14.5,,,,100-200,,,7.0,15.8,5.0,12,,,,
27.07.2020 05:00,15.3,748.0,751.9,-3.0,98,Wind blowing from the south,11,,17,, ,,,,,,,100-200,,,8.0,15.0,,,,,,
27.07.2020 04:00,14.8,748.7,752.6,-3.1,98,Wind blowing from the south-southeast,10,16,16,, ,,,,,,,100-200,,,1.7,14.5,,,,,,
27.07.2020 03:00,15.2,750.0,754.0,-2.7,97,Wind blowing from the south,11,19,19,, ,,,,,,,200-300,,,2.6,14.7,,,,,,
27.07.2020 02:00,15.5,751.0,754.9,-2.5,97,Wind blowing from the south,10,,13,, ,,,,,,,200-300,,,15.0,15.1,,,,,,
27.07.2020 01:00,15.6,751.8,755.8,-1.9,97,Wind blowing from the south,8,,,, ,,,,,,,100-200,,,12.0,15.1,,,,,,
27.07.2020 00:00,15.2,752.7,756.6,-1.1,94,Wind blowing from the south-southwest,6,,,, ,,,,,,,1500-2000,,,21.0,14.2,0.2,6,,,,
26.07.2020 23:00,15.4,753.5,757.4,-0.2,90,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,28.0,13.8,,,,,,
26.07.2020 22:00,15.6,753.7,757.6,-0.3,94,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,20.0,14.7,,,,,,
26.07.2020 21:00,15.8,753.8,757.7,-0.1,93,Wind blowing from the south-southwest,6,,,, ,,,,,,,300-600,,,15.0,14.7,,,,,,
26.07.2020 20:00,15.6,753.7,757.6,-0.3,91,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,19.0,14.2,,,,,,
26.07.2020 19:00,15.8,754.0,757.9,-0.2,88,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,24.0,13.8,,,,,,
26.07.2020 18:00,16.2,753.9,757.9,-0.4,87,Wind blowing from the south-west,5,,,, ,,,,19.0,,,1000-1500,,,25.0,14.0,0.2,12,,,,
26.07.2020 17:00,16.6,754.0,757.9,-0.1,85,Wind blowing from the west-southwest,5,10,,, ,,,,,,,1000-1500,,,24.0,14.0,,,,,,
26.07.2020 16:00,16.7,754.2,758.1,0.1,82,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,30.0,13.6,,,,,,
26.07.2020 15:00,17.3,754.3,758.2,0.1,81,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,24.0,14.0,,,,,,
26.07.2020 14:00,17.4,754.1,758.0,0.3,80,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,30.0,13.9,,,,,,
26.07.2020 13:00,16.8,754.1,758.0,0.2,84,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,22.0,14.0,,,,,,
26.07.2020 12:00,17.5,754.2,758.1,0.6,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,300-600,,,24.0,13.8,0.2,6,,,,
26.07.2020 11:00,18.3,753.8,757.7,0.4,79,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,26.0,14.5,,,,,,
26.07.2020 10:00,17.4,753.9,757.8,0.8,82,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,29.0,14.3,,,,,,
26.07.2020 09:00,16.7,753.6,757.5,0.8,84,Wind blowing from the west-southwest,6,,,, ,,,,,,,200-300,,,30.0,14.0,,,,,,
26.07.2020 08:00,15.0,753.4,757.4,1.1,92,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,20.0,13.7,,,,,,
26.07.2020 07:00,15.2,753.1,757.0,0.9,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,21.0,13.3,,,,,,
26.07.2020 06:00,14.7,752.8,756.7,0.9,91,Wind blowing from the west,6,,,, ,,,13.9,,,,300-600,,,17.0,13.3,0.2,12,,,,
26.07.2020 05:00,14.2,752.3,756.2,0.4,93,Wind blowing from the west,7,,,, ,,,,,,,300-600,,,20.0,13.1,,,,,,
26.07.2020 04:00,14.1,752.2,756.1,0.6,94,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,18.0,13.2,,,,,,
26.07.2020 03:00,14.0,751.9,755.8,0.3,96,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,19.0,13.3,,,,,,
26.07.2020 02:00,14.3,751.9,755.8,0.7,96,Wind blowing from the west,6,,,, ,,,,,,,1000-1500,,,19.0,13.6,,,,,,
26.07.2020 01:00,14.3,751.6,755.5,0.5,94,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,25.0,13.4,,,,,,
26.07.2020 00:00,14.1,751.6,755.5,0.7,96,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,13.5,0.2,6,,,,
25.07.2020 23:00,14.4,751.2,755.2,0.8,95,Wind blowing from the west,3,,,, ,,,,,,,200-300,,,17.0,13.6,,,,,,
25.07.2020 22:00,14.8,751.1,755.0,0.8,94,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,35.0,13.8,,,,,,
25.07.2020 21:00,14.8,750.9,754.8,0.7,95,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,35.0,14.0,,,,,,
25.07.2020 20:00,14.7,750.4,754.3,0.2,93,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,45.0,13.6,,,,,,
25.07.2020 19:00,15.0,750.3,754.2,0.0,92,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,60.0,13.7,,,,,,
25.07.2020 18:00,15.1,750.2,754.1,-0.1,90,Wind blowing from the west,4,,,, ,,,,18.3,,,2500 or more or no clouds.,,,35.0,13.4,No precipitation,12,,,,
25.07.2020 17:00,16.5,750.2,754.1,-0.2,80,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,71.0,13.1,,,,,,
25.07.2020 16:00,16.0,750.3,754.2,0.0,84,Wind blowing from the west,6,,,, ,,,,,,,300-600,,,60.0,13.3,,,,,,
25.07.2020 15:00,16.7,750.3,754.2,-0.3,81,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,60.0,13.4,,,,,,
25.07.2020 14:00,16.6,750.4,754.3,-0.8,86,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,29.0,14.3,,,,,,
25.07.2020 13:00,17.2,750.3,754.1,-0.5,86,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,30.0,14.9,,,,,,
25.07.2020 12:00,16.9,750.6,754.4,-0.4,89,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,26.0,15.1,No precipitation,6,,,,
25.07.2020 11:00,16.0,751.2,755.1,0.0,91,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,29.0,14.6,,,,,,
25.07.2020 10:00,16.5,750.8,754.7,0.1,90,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,30.0,14.9,,,,,,
