# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"10.06.2020 05:20";"10.0";"756.7";"762.8";"94";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"9.0";
"10.06.2020 04:50";"10.0";"756.7";"762.8";"94";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.06.2020 04:20";"10.0";"756.7";"762.8";"94";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 1230 m, overcast (100%) 1470 m";"10.0 and more";"9.0";
"10.06.2020 03:50";"11.0";"756.7";"762.8";"82";"Wind blowing from the west-northwest";"4";"";"Light rain";"";"No Significant Clouds";"9.0";"8.0";
"10.06.2020 03:20";"11.0";"756.7";"762.8";"82";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 1410 m";"10.0 and more";"8.0";
"10.06.2020 02:50";"11.0";"756.7";"762.8";"82";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.06.2020 02:20";"11.0";"756.7";"762.8";"82";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.06.2020 01:50";"12.0";"756.7";"762.8";"77";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.06.2020 01:20";"12.0";"757.4";"763.5";"82";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.06.2020 00:50";"12.0";"757.4";"763.5";"82";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.06.2020 00:20";"12.0";"757.4";"763.5";"77";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"09.06.2020 23:50";"12.0";"757.4";"763.5";"82";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 23:20";"12.0";"758.2";"764.3";"77";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"09.06.2020 22:50";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 22:20";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 21:50";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 21:20";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 20:50";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 20:20";"12.0";"758.2";"764.3";"82";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 19:50";"13.0";"758.2";"764.3";"72";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"09.06.2020 19:20";"13.0";"758.2";"764.3";"72";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"09.06.2020 18:50";"14.0";"758.2";"764.3";"67";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"09.06.2020 18:20";"14.0";"758.2";"764.3";"72";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 17:50";"14.0";"758.2";"764.3";"72";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 17:20";"15.0";"758.3";"764.3";"68";"Wind blowing from the west-northwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 16:50";"15.0";"758.3";"764.3";"68";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 16:20";"15.0";"758.3";"764.3";"72";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"09.06.2020 15:50";"15.0";"758.3";"764.3";"68";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 15:20";"15.0";"758.3";"764.3";"68";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 14:50";"16.0";"758.3";"764.3";"63";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 14:20";"17.0";"758.3";"764.3";"68";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"09.06.2020 13:50";"16.0";"759.0";"765.0";"72";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"09.06.2020 13:20";"17.0";"759.0";"765.0";"68";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"09.06.2020 12:50";"17.0";"759.0";"765.0";"64";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"09.06.2020 12:20";"17.0";"759.0";"765.0";"64";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"09.06.2020 11:50";"16.0";"759.0";"765.0";"68";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"09.06.2020 11:20";"16.0";"759.0";"765.0";"68";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 810 m";"10.0 and more";"10.0";
"09.06.2020 10:50";"16.0";"759.0";"765.0";"68";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1110 m";"10.0 and more";"10.0";
"09.06.2020 10:20";"16.0";"759.0";"765.0";"68";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 570 m";"10.0 and more";"10.0";
"09.06.2020 09:50";"15.0";"758.9";"765.0";"72";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 540 m";"10.0 and more";"10.0";
"09.06.2020 09:20";"15.0";"758.9";"765.0";"72";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"09.06.2020 08:50";"15.0";"758.9";"765.0";"68";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 08:20";"15.0";"759.7";"765.8";"68";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"09.06.2020 07:50";"14.0";"759.7";"765.8";"63";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"09.06.2020 07:20";"13.0";"759.7";"765.8";"63";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 06:50";"12.0";"758.9";"765.0";"67";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 06:20";"11.0";"758.9";"765.0";"72";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 05:50";"10.0";"758.8";"765.0";"71";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 05:20";"8.0";"758.8";"765.0";"82";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 04:50";"7.0";"758.8";"765.0";"87";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 04:20";"7.0";"758.8";"765.0";"81";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"09.06.2020 03:50";"7.0";"758.1";"764.3";"87";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 03:20";"7.0";"758.1";"764.3";"87";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 02:50";"8.0";"758.8";"765.0";"82";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"09.06.2020 02:20";"7.0";"758.8";"765.0";"93";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 01:50";"8.0";"758.8";"765.0";"87";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 01:20";"8.0";"758.8";"765.0";"87";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"09.06.2020 00:50";"9.0";"758.8";"765.0";"87";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"09.06.2020 00:20";"9.0";"758.8";"765.0";"87";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"08.06.2020 23:50";"10.0";"758.8";"765.0";"82";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"08.06.2020 23:20";"10.0";"758.8";"765.0";"82";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"08.06.2020 22:50";"11.0";"758.9";"765.0";"82";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"08.06.2020 22:20";"11.0";"758.9";"765.0";"82";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"08.06.2020 21:50";"12.0";"758.9";"765.0";"82";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"08.06.2020 21:20";"12.0";"758.9";"765.0";"88";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"08.06.2020 20:50";"13.0";"758.9";"765.0";"88";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 20:20";"13.0";"758.2";"764.3";"88";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 19:50";"14.0";"758.2";"764.3";"82";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 19:20";"14.0";"758.2";"764.3";"82";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 18:50";"15.0";"758.3";"764.3";"77";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 18:20";"15.0";"758.3";"764.3";"82";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"08.06.2020 17:50";"15.0";"758.3";"764.3";"82";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"08.06.2020 17:20";"15.0";"758.3";"764.3";"77";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 16:50";"16.0";"758.3";"764.3";"72";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 16:20";"17.0";"758.3";"764.3";"68";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 15:50";"17.0";"758.3";"764.3";"64";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"10.0";
"08.06.2020 15:20";"17.0";"758.3";"764.3";"68";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 14:50";"16.0";"759.0";"765.0";"68";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"10.0";
"08.06.2020 14:20";"16.0";"759.0";"765.0";"63";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 1230 m";"10.0 and more";"9.0";
"08.06.2020 13:50";"17.0";"759.0";"765.0";"56";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"08.06.2020 13:20";"16.0";"759.0";"765.0";"59";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"08.06.2020 12:50";"16.0";"759.0";"765.0";"59";"Wind blowing from the south-southwest";"2";"";"";"";"Few clouds (10-30%) 1020 m, scattered clouds (40-50%) 1200 m";"10.0 and more";"8.0";
"08.06.2020 12:20";"16.0";"759.0";"765.0";"59";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1440 m";"10.0 and more";"8.0";
"08.06.2020 11:50";"14.0";"758.9";"765.0";"67";"Wind blowing from the south";"3";"";"";"";"Broken clouds (60-90%) 1110 m, overcast (100%) 1440 m, cumulonimbus clouds";"10.0 and more";"8.0";
"08.06.2020 11:20";"14.0";"758.9";"765.0";"67";"Wind blowing from the south-southeast";"3";"";"";"";"Overcast (100%) 990 m";"10.0 and more";"8.0";
"08.06.2020 10:50";"14.0";"758.9";"765.0";"72";"Wind blowing from the south-east";"4";"";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 990 m, overcast (100%) 1200 m";"10.0 and more";"9.0";
"08.06.2020 10:20";"15.0";"758.9";"765.0";"68";"Wind blowing from the south-east";"4";"";"";"";"Broken clouds (60-90%) 720 m, broken clouds (60-90%) 900 m";"10.0 and more";"9.0";
"08.06.2020 09:50";"14.0";"758.9";"765.0";"72";"Wind blowing from the south-east";"5";"";"";"";"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 1140 m";"10.0 and more";"9.0";
"08.06.2020 09:20";"15.0";"758.3";"764.3";"68";"Wind blowing from the east-southeast";"5";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 870 m";"10.0 and more";"9.0";
"08.06.2020 08:50";"14.0";"758.2";"764.3";"67";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1020 m";"10.0 and more";"8.0";
"08.06.2020 08:20";"13.0";"758.2";"764.3";"77";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 1020 m";"10.0 and more";"9.0";
"08.06.2020 07:50";"13.0";"758.2";"764.3";"77";"Wind blowing from the east";"4";"";"";"";"Broken clouds (60-90%) 1020 m";"10.0 and more";"9.0";
"08.06.2020 07:20";"12.0";"758.2";"764.3";"82";"Wind blowing from the east-northeast";"5";"";"";"";"Scattered clouds (40-50%) 990 m";"10.0 and more";"9.0";
"08.06.2020 06:50";"12.0";"758.2";"764.3";"82";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 1050 m";"10.0 and more";"9.0";
"08.06.2020 06:20";"11.0";"757.4";"763.5";"88";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 1290 m";"10.0 and more";"9.0";
"08.06.2020 05:50";"11.0";"757.4";"763.5";"94";"Wind blowing from the east-northeast";"4";"";"";"";"Broken clouds (60-90%) 960 m, overcast (100%) 1290 m";"10.0 and more";"10.0";
"08.06.2020 05:20";"11.0";"757.4";"763.5";"94";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 960 m";"10.0 and more";"10.0";
"08.06.2020 04:50";"11.0";"757.4";"763.5";"94";"Wind blowing from the north-east";"4";"";"";"";"Overcast (100%) 840 m";"10.0 and more";"10.0";
"08.06.2020 04:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the north-east";"3";"";"";"";"Overcast (100%) 840 m";"10.0 and more";"10.0";
"08.06.2020 03:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 840 m";"10.0 and more";"10.0";
"08.06.2020 03:20";"11.0";"756.7";"762.8";"100";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 02:50";"11.0";"756.7";"762.8";"100";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 02:20";"11.0";"756.7";"762.8";"100";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"08.06.2020 01:50";"11.0";"756.7";"762.8";"100";"Wind blowing from the east";"4";"";"";"Rain";"Few clouds (10-30%) 390 m, cumulus congestus of great vertical extent";"10.0 and more";"11.0";
"08.06.2020 01:20";"12.0";"755.9";"762.0";"94";"Wind blowing from the east";"5";"";"Heavy rain";"";"Broken clouds (60-90%) 330 m, cumulonimbus clouds";"3.3";"11.0";
"08.06.2020 00:50";"12.0";"755.9";"762.0";"100";"Wind blowing from the east-northeast";"6";"";"Light rain";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 1320 m, cumulonimbus clouds";"10.0 and more";"12.0";
"08.06.2020 00:20";"13.0";"755.9";"762.0";"94";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 330 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 1260 m, cumulus congestus of great vertical extent";"10.0 and more";"12.0";
"07.06.2020 23:50";"13.0";"755.9";"762.0";"94";"Wind blowing from the east-northeast";"4";"";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 510 m, overcast (100%) 870 m, cumulonimbus clouds";"10.0 and more";"12.0";
"07.06.2020 23:20";"13.0";"755.9";"762.0";"94";"Wind blowing from the north-east";"3";"";"";"";"Broken clouds (60-90%) 840 m, cumulonimbus clouds";"10.0 and more";"12.0";
"07.06.2020 22:50";"13.0";"755.1";"761.2";"88";"Wind blowing from the north-northeast";"3";"";"";"";"Broken clouds (60-90%) 930 m, cumulus congestus of great vertical extent";"10.0 and more";"11.0";
"07.06.2020 22:20";"12.0";"755.1";"761.2";"94";"Wind blowing from the north";"3";"";"";"";"Cumulonimbus clouds";"10.0 and more";"11.0";
"07.06.2020 21:50";"13.0";"755.1";"761.2";"88";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"11.0";
"07.06.2020 21:20";"13.0";"754.4";"760.5";"88";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"07.06.2020 20:50";"13.0";"754.4";"760.5";"94";"Wind blowing from the east-northeast";"6";"";"Light rain";"Rain";"Scattered clouds (40-50%) 1230 m, cumulonimbus clouds";"5.0";"12.0";
"07.06.2020 20:20";"15.0";"754.5";"760.5";"77";"Wind blowing from the north-northwest";"5";"";"";"";"Broken clouds (60-90%) 1320 m, cumulonimbus clouds";"10.0 and more";"11.0";
"07.06.2020 19:50";"14.0";"753.7";"759.7";"77";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 1470 m, cumulonimbus clouds";"10.0 and more";"10.0";
"07.06.2020 19:20";"16.0";"753.7";"759.7";"68";"Wind blowing from the west";"4";"";"";"";"Cumulonimbus clouds";"10.0 and more";"10.0";
"07.06.2020 18:50";"15.0";"753.7";"759.7";"72";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.06.2020 18:20";"15.0";"753.0";"759.0";"77";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"07.06.2020 17:50";"15.0";"753.0";"759.0";"72";"Wind blowing from the west";"5";"";"";"";"Cumulonimbus clouds";"10.0 and more";"10.0";
"07.06.2020 17:20";"15.0";"753.0";"759.0";"72";"Wind blowing from the west-northwest";"7";"";"Light rain";"";"Few clouds (10-30%) 1470 m, cumulus congestus of great vertical extent";"10.0 and more";"10.0";
"07.06.2020 16:50";"17.0";"753.0";"759.0";"64";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 1230 m, scattered clouds (40-50%) 1440 m";"10.0 and more";"10.0";
"07.06.2020 16:20";"16.0";"753.0";"759.0";"68";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.06.2020 15:50";"16.0";"752.2";"758.2";"68";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 1290 m";"10.0 and more";"10.0";
"07.06.2020 15:20";"16.0";"752.2";"758.2";"68";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"10.0";
"07.06.2020 14:50";"18.0";"752.3";"758.2";"60";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 990 m, broken clouds (60-90%) 1230 m";"10.0 and more";"10.0";
"07.06.2020 14:20";"18.0";"752.3";"758.2";"60";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 990 m, broken clouds (60-90%) 1200 m";"10.0 and more";"10.0";
"07.06.2020 13:50";"18.0";"752.3";"758.2";"60";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"10.0";
"07.06.2020 13:20";"17.0";"752.2";"758.2";"59";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1230 m, broken clouds (60-90%) 1470 m";"10.0 and more";"9.0";
"07.06.2020 12:50";"17.0";"751.7";"757.7";"56";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 1080 m";"10.0 and more";"8.0";
"07.06.2020 12:20";"17.0";"751.7";"757.7";"56";"Wind blowing from the north-west";"5";"";"";"";"Scattered clouds (40-50%) 1020 m";"10.0 and more";"8.0";
"07.06.2020 11:50";"17.0";"751.7";"757.7";"59";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1350 m";"10.0 and more";"9.0";
"07.06.2020 11:20";"15.0";"751.7";"757.7";"72";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 960 m";"10.0 and more";"10.0";
"07.06.2020 10:50";"16.0";"751.7";"757.7";"68";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 810 m, scattered clouds (40-50%) 960 m";"10.0 and more";"10.0";
"07.06.2020 10:20";"16.0";"751.7";"757.7";"63";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 720 m, broken clouds (60-90%) 870 m";"10.0 and more";"9.0";
"07.06.2020 09:50";"16.0";"750.9";"756.9";"59";"Wind blowing from the west-northwest";"4";"";"";"";"Broken clouds (60-90%) 780 m";"10.0 and more";"8.0";
"07.06.2020 09:20";"15.0";"750.9";"756.9";"68";"Wind blowing from the west-northwest";"4";"";"";"";"Broken clouds (60-90%) 660 m";"10.0 and more";"9.0";
"07.06.2020 08:50";"14.0";"750.9";"756.9";"72";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 660 m";"10.0 and more";"9.0";
"07.06.2020 08:20";"14.0";"750.9";"756.9";"72";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"9.0";
"07.06.2020 07:50";"13.0";"750.9";"756.9";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"07.06.2020 07:20";"12.0";"750.2";"756.2";"88";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.06.2020 06:50";"10.0";"750.1";"756.2";"100";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.06.2020 06:20";"10.0";"750.1";"756.2";"100";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.06.2020 05:50";"9.0";"749.3";"755.4";"100";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"07.06.2020 05:20";"8.0";"749.3";"755.4";"100";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"07.06.2020 04:50";"8.0";"748.5";"754.6";"100";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"7.0";"8.0";
"07.06.2020 04:20";"8.0";"748.5";"754.6";"100";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"6.0";"8.0";
"07.06.2020 03:50";"8.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"07.06.2020 03:20";"7.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"9.0";"7.0";
"07.06.2020 02:50";"7.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"07.06.2020 02:20";"8.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"07.06.2020 01:50";"8.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"6.0";"8.0";
"07.06.2020 01:20";"8.0";"748.5";"754.6";"100";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"07.06.2020 00:50";"8.0";"747.8";"753.9";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"07.06.2020 00:20";"8.0";"747.8";"753.9";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"06.06.2020 23:50";"9.0";"747.8";"753.9";"100";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 23:20";"9.0";"747.8";"753.9";"94";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"06.06.2020 22:50";"9.0";"747.8";"753.9";"94";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"06.06.2020 22:20";"10.0";"747.8";"753.9";"94";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 21:50";"10.0";"747.0";"753.1";"94";"Wind blowing from the north-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 21:20";"10.0";"747.0";"753.1";"94";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 20:50";"11.0";"747.1";"753.1";"88";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 20:20";"11.0";"747.1";"753.1";"88";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 19:50";"11.0";"746.3";"752.3";"88";"Wind blowing from the west-northwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 19:20";"11.0";"746.3";"752.3";"88";"Wind blowing from the west-northwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"06.06.2020 18:50";"11.0";"746.3";"752.3";"94";"Wind blowing from the west-northwest";"7";"";"";"";"Scattered clouds (40-50%) 330 m, scattered clouds (40-50%) 540 m, broken clouds (60-90%) 1380 m";"10.0 and more";"10.0";
