# Weather station Valley (airport), UK, METAR=EGOV,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGOV&lang=en
#
"Local time in Valley (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"22.07.2020 09:21";"15.0";"766.5";"766.6";"94";"Wind blowing from the south-southwest";"10";"";"Light rain";"";"Few clouds (10-30%) 210 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2700 m";"10.0 and more";"14.0";
"22.07.2020 08:50";"15.0";"766.5";"766.6";"94";"Wind blowing from the south";"10";"";"";"";"Scattered clouds (40-50%) 210 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2700 m";"10.0 and more";"14.0";
"22.07.2020 08:26";"15.0";"766.5";"766.6";"94";"Wind blowing from the south";"10";"";"Light rain";"";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 2400 m, broken clouds (60-90%) 7500 m";"10.0 and more";"14.0";
"22.07.2020 07:50";"15.0";"766.5";"766.6";"94";"Wind blowing from the south";"10";"";"";"Rain";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 3000 m";"10.0 and more";"14.0";
"22.07.2020 07:21";"15.0";"766.5";"766.6";"88";"Wind blowing from the south";"9";"";"";"Rain";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 2100 m, broken clouds (60-90%) 3000 m";"10.0 and more";"13.0";
"22.07.2020 06:50";"15.0";"766.5";"766.6";"88";"Wind blowing from the south";"9";"";"Rain";"";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 270 m, broken clouds (60-90%) 2400 m";"10.0 and more";"13.0";
"22.07.2020 06:22";"15.0";"766.5";"766.6";"88";"Wind blowing from the south";"8";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m";"10.0 and more";"13.0";
"22.07.2020 05:50";"14.0";"767.2";"767.3";"94";"Wind blowing from the south";"7";"";"";"";"Few clouds (10-30%) 330 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m";"10.0 and more";"13.0";
"22.07.2020 04:50";"14.0";"767.2";"767.3";"88";"Wind blowing from the south";"8";"";"";"";"Overcast (100%) 2400 m";"10.0 and more";"12.0";
"22.07.2020 03:50";"14.0";"767.2";"767.3";"88";"Wind blowing from the south";"8";"";"";"Rain";"Overcast (100%) 2400 m";"10.0 and more";"12.0";
"22.07.2020 02:50";"14.0";"768.0";"768.1";"88";"Wind blowing from the south";"9";"";"Light rain";"";"Overcast (100%) 2700 m";"10.0 and more";"12.0";
"22.07.2020 01:50";"14.0";"768.0";"768.1";"88";"Wind blowing from the south";"8";"";"";"";"Overcast (100%) 2400 m";"10.0 and more";"12.0";
"22.07.2020 00:50";"14.0";"768.8";"768.9";"88";"Wind blowing from the south";"7";"";"";"";"Broken clouds (60-90%) 2700 m, broken clouds (60-90%) 3900 m";"10.0 and more";"12.0";
"21.07.2020 23:50";"14.0";"768.8";"768.9";"82";"Wind blowing from the south";"6";"";"";"";"Scattered clouds (40-50%) 3300 m";"10.0 and more";"11.0";
"21.07.2020 22:50";"14.0";"768.8";"768.9";"82";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 3000 m";"10.0 and more";"11.0";
"21.07.2020 21:50";"14.0";"768.8";"768.9";"88";"Wind blowing from the south-southwest";"4";"";"";"";"Few clouds (10-30%) 180 m, broken clouds (60-90%) 3000 m";"10.0 and more";"12.0";
"21.07.2020 20:50";"14.0";"768.8";"768.9";"88";"Wind blowing from the south-southwest";"4";"";"";"";"Few clouds (10-30%) 120 m, broken clouds (60-90%) 3000 m";"10.0 and more";"12.0";
"21.07.2020 19:50";"14.0";"768.8";"768.9";"94";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 3600 m";"10.0 and more";"13.0";
"21.07.2020 18:50";"14.0";"768.8";"768.9";"88";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 3300 m";"10.0 and more";"12.0";
"21.07.2020 17:50";"15.0";"768.8";"768.9";"82";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 3000 m";"10.0 and more";"12.0";
"21.07.2020 17:20";"15.0";"768.8";"768.9";"88";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 240 m";"10.0 and more";"13.0";
"21.07.2020 16:50";"16.0";"769.5";"769.6";"83";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.07.2020 16:20";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"12.0";
"21.07.2020 15:50";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"12.0";
"21.07.2020 15:20";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 660 m";"10.0 and more";"12.0";
"21.07.2020 14:50";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 660 m";"10.0 and more";"12.0";
"21.07.2020 14:21";"17.0";"769.5";"769.6";"77";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.07.2020 13:50";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.07.2020 13:20";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.07.2020 12:50";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 540 m";"10.0 and more";"12.0";
"21.07.2020 12:20";"17.0";"769.5";"769.6";"73";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 540 m";"10.0 and more";"12.0";
"21.07.2020 11:50";"16.0";"769.5";"769.6";"77";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 540 m";"10.0 and more";"12.0";
"21.07.2020 11:20";"16.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 2520 m";"10.0 and more";"12.0";
"21.07.2020 10:50";"16.0";"769.5";"769.6";"77";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 2640 m";"10.0 and more";"12.0";
"21.07.2020 10:20";"16.0";"770.3";"770.4";"77";"Wind blowing from the south-southwest";"4";"";"";"";"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 2400 m";"10.0 and more";"12.0";
"21.07.2020 09:50";"15.0";"769.5";"769.6";"82";"Wind blowing from the south-southwest";"4";"";"";"";"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2640 m";"10.0 and more";"12.0";
"21.07.2020 09:20";"15.0";"769.5";"769.6";"82";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2100 m";"10.0 and more";"12.0";
"21.07.2020 08:50";"15.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 510 m, broken clouds (60-90%) 1680 m";"10.0 and more";"11.0";
"21.07.2020 08:20";"15.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 1800 m";"10.0 and more";"11.0";
"21.07.2020 07:50";"15.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"21.07.2020 07:20";"15.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"21.07.2020 06:50";"14.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2940 m";"10.0 and more";"10.0";
"21.07.2020 06:20";"14.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 630 m";"10.0 and more";"10.0";
"21.07.2020 05:50";"14.0";"769.5";"769.6";"77";"Wind blowing from the south-southwest";"5";"";"";"";"Broken clouds (60-90%) 540 m";"10.0 and more";"10.0";
"21.07.2020 04:50";"13.0";"769.5";"769.6";"82";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 2100 m";"10.0 and more";"10.0";
"21.07.2020 03:50";"13.0";"768.8";"768.9";"82";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 2100 m";"10.0 and more";"10.0";
"21.07.2020 02:50";"12.0";"769.5";"769.6";"82";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2100 m";"10.0 and more";"9.0";
"21.07.2020 01:50";"11.0";"769.5";"769.6";"82";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"8.0";
"21.07.2020 00:50";"11.0";"769.5";"769.6";"82";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.07.2020 23:50";"12.0";"769.5";"769.6";"82";"Wind blowing from the west-southwest";"3";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"9.0";
"20.07.2020 22:50";"12.0";"769.5";"769.6";"82";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.07.2020 21:50";"12.0";"769.5";"769.6";"82";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.07.2020 20:50";"13.0";"769.5";"769.6";"77";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.07.2020 19:50";"14.0";"769.5";"769.6";"67";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.07.2020 18:50";"15.0";"768.8";"768.9";"59";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"20.07.2020 17:50";"16.0";"768.8";"768.9";"55";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"20.07.2020 17:20";"17.0";"768.8";"768.9";"52";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 9000 m";"10.0 and more";"7.0";
"20.07.2020 16:50";"17.0";"768.8";"768.9";"52";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 9000 m";"10.0 and more";"7.0";
"20.07.2020 15:50";"17.0";"768.8";"768.9";"42";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 1350 m";"10.0 and more";"4.0";
"20.07.2020 15:20";"17.0";"768.8";"768.9";"49";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1350 m";"10.0 and more";"6.0";
"20.07.2020 14:50";"17.0";"769.5";"769.6";"52";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 1260 m";"10.0 and more";"7.0";
"20.07.2020 13:50";"15.0";"769.5";"769.6";"55";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"6.0";
"20.07.2020 13:20";"16.0";"769.5";"769.6";"55";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 810 m";"10.0 and more";"7.0";
"20.07.2020 12:50";"16.0";"769.5";"769.6";"52";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"6.0";
"20.07.2020 12:20";"15.0";"769.5";"769.6";"63";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"8.0";
"20.07.2020 11:50";"15.0";"769.5";"769.6";"68";"Wind blowing from the north-west";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"9.0";
"20.07.2020 11:20";"15.0";"769.5";"769.6";"63";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"8.0";
"20.07.2020 10:50";"15.0";"769.5";"769.6";"63";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"8.0";
"20.07.2020 09:50";"15.0";"768.8";"768.9";"77";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"11.0";
"20.07.2020 09:20";"15.0";"768.8";"768.9";"68";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"9.0";
"20.07.2020 08:50";"15.0";"768.8";"768.9";"63";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"8.0";
"20.07.2020 08:20";"15.0";"768.8";"768.9";"68";"Wind blowing from the north-west";"3";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"9.0";
"20.07.2020 07:50";"14.0";"768.8";"768.9";"67";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"8.0";
"20.07.2020 07:20";"14.0";"768.0";"768.1";"72";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"9.0";
"20.07.2020 06:50";"14.0";"768.0";"768.1";"77";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"10.0";
"20.07.2020 05:50";"11.0";"768.0";"768.1";"94";"Wind blowing from the north-east";"1";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"10.0";
"20.07.2020 04:50";"9.0";"768.0";"768.1";"94";"Wind blowing from the east";"1";"";"";"";"Scattered clouds (40-50%) 540 m";"10.0 and more";"8.0";
"20.07.2020 03:50";"8.0";"767.2";"767.3";"100";"Wind blowing from the north-east";"2";"";"";"";"Scattered clouds (40-50%) 720 m";"10.0 and more";"8.0";
"20.07.2020 02:50";"9.0";"767.2";"767.3";"94";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.07.2020 01:50";"9.0";"767.2";"767.3";"94";"Wind blowing from the north";"1";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.07.2020 00:50";"10.0";"767.2";"767.3";"94";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 23:50";"11.0";"767.2";"767.3";"88";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 22:50";"12.0";"767.2";"767.3";"88";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.07.2020 21:50";"12.0";"767.2";"767.3";"82";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"9.0";
"19.07.2020 20:50";"13.0";"766.5";"766.6";"77";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 19:50";"14.0";"766.5";"766.6";"67";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.07.2020 18:50";"16.0";"766.5";"766.6";"59";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.07.2020 17:50";"16.0";"766.5";"766.6";"63";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 16:50";"17.0";"765.7";"765.8";"52";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.07.2020 15:50";"16.0";"766.5";"766.6";"55";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.07.2020 14:50";"16.0";"766.5";"766.6";"52";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"19.07.2020 13:50";"16.0";"766.5";"766.6";"55";"Wind blowing from the north-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.07.2020 12:50";"15.0";"766.5";"766.6";"68";"Wind blowing from the north-west";"6";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"9.0";
"19.07.2020 11:50";"15.0";"765.7";"765.8";"68";"Wind blowing from the north-northwest";"6";"";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"9.0";
"19.07.2020 10:50";"15.0";"765.7";"765.8";"63";"Wind blowing from the north-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.07.2020 09:50";"15.0";"765.7";"765.8";"68";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 08:50";"15.0";"764.9";"765.0";"63";"Wind blowing from the north-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.07.2020 07:50";"14.0";"764.9";"765.0";"72";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 06:50";"13.0";"764.9";"765.0";"82";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.07.2020 05:50";"12.0";"764.2";"764.3";"88";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.07.2020 04:50";"11.0";"764.2";"764.3";"88";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 03:50";"11.0";"764.2";"764.3";"88";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 02:50";"11.0";"764.2";"764.3";"88";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.07.2020 01:50";"12.0";"764.2";"764.3";"94";"Wind blowing from the north-northeast";"5";"";"";"";"Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 5400 m";"10.0 and more";"11.0";
"19.07.2020 00:50";"12.0";"763.4";"763.5";"94";"Wind blowing from the north-west";"3";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"11.0";
"18.07.2020 23:50";"13.0";"763.4";"763.5";"88";"Wind blowing from the north-northwest";"2";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"11.0";
"18.07.2020 22:50";"13.0";"763.4";"763.5";"94";"Wind blowing from the north-northwest";"1";"";"";"";"Overcast (100%) 1800 m";"10.0 and more";"12.0";
"18.07.2020 21:50";"13.0";"763.4";"763.5";"88";"Wind blowing from the north-west";"3";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"11.0";
"18.07.2020 20:50";"13.0";"763.4";"763.5";"88";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"11.0";
"18.07.2020 19:50";"15.0";"762.7";"762.8";"82";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"18.07.2020 18:50";"16.0";"762.7";"762.8";"72";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"18.07.2020 17:50";"16.0";"762.7";"762.8";"72";"Wind blowing from the west";"1";"";"";"";"Broken clouds (60-90%) 1500 m";"10.0 and more";"11.0";
"18.07.2020 16:50";"16.0";"762.7";"762.8";"59";"Wind blowing from the north-northwest";"2";"";"";"";"Overcast (100%) 1440 m";"10.0 and more";"8.0";
"18.07.2020 15:50";"15.0";"762.7";"762.8";"68";"Wind blowing from the north-northwest";"3";"";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"9.0";
"18.07.2020 14:50";"15.0";"762.7";"762.8";"72";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 1050 m";"10.0 and more";"10.0";
"18.07.2020 13:50";"15.0";"762.7";"762.8";"88";"Wind blowing from the north-west";"2";"";"";"Drizzle";"Few clouds (10-30%) 1230 m, broken clouds (60-90%) 1440 m";"10.0 and more";"13.0";
"18.07.2020 12:50";"13.0";"762.7";"762.8";"94";"Wind blowing from the north-west";"4";"";"Heavy drizzle";"";"Scattered clouds (40-50%) 120 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 840 m";"2.8";"12.0";
"18.07.2020 11:50";"14.0";"761.9";"762.0";"94";"Wind blowing from the north-northwest";"3";"";"";"Drizzle";"Few clouds (10-30%) 120 m, broken clouds (60-90%) 330 m";"10.0 and more";"13.0";
"18.07.2020 10:50";"14.0";"761.9";"762.0";"100";"Wind blowing from the north-northwest";"5";"";"Light drizzle";"";"Broken clouds (60-90%) 120 m";"4.0";"14.0";
"18.07.2020 09:50";"14.0";"761.9";"762.0";"100";"Wind blowing from the north-northwest";"5";"";"Light rain";"";"Broken clouds (60-90%) 90 m";"10.0 and more";"14.0";
"18.07.2020 08:50";"15.0";"761.1";"761.2";"100";"Wind blowing from the west-southwest";"8";"";"Light rain";"";"Overcast (100%) 60 m";"2.7";"15.0";
"18.07.2020 07:50";"15.0";"761.1";"761.2";"94";"Wind blowing from the south-west";"8";"";"Mist";"Drizzle";"Overcast (100%) 90 m";"6.0";"14.0";
"18.07.2020 06:50";"14.0";"761.1";"761.2";"100";"Wind blowing from the south-west";"9";"";"Light rain, drizzle";"";"Overcast (100%) 90 m";"5.0";"14.0";
"18.07.2020 05:50";"14.0";"761.1";"761.2";"100";"Wind blowing from the south-southwest";"9";"";"Light rain";"";"Overcast (100%) 60 m";"4.3";"14.0";
"18.07.2020 04:50";"14.0";"761.1";"761.2";"100";"Wind blowing from the south-west";"10";"";"Rain";"";"Broken clouds (60-90%) 60 m";"1.3";"14.0";
"18.07.2020 03:50";"14.0";"761.1";"761.2";"100";"Wind blowing from the south-west";"9";"";"Light rain";"";"Overcast (100%) 90 m";"1.8";"14.0";
"18.07.2020 02:50";"14.0";"761.9";"762.0";"100";"Wind blowing from the south-southwest";"9";"";"Heavy drizzle";"";"Broken clouds (60-90%) 90 m, broken clouds (60-90%) 630 m";"2.5";"14.0";
"18.07.2020 01:50";"14.0";"761.9";"762.0";"100";"Wind blowing from the south-southwest";"10";"";"Rain";"";"Overcast (100%) 90 m";"1.7";"14.0";
"18.07.2020 00:50";"15.0";"762.7";"762.8";"94";"Wind blowing from the south-southwest";"10";"";"Light rain";"";"Overcast (100%) 90 m";"5.0";"14.0";
"17.07.2020 23:50";"15.0";"762.7";"762.8";"94";"Wind blowing from the south-southwest";"9";"";"Light drizzle";"";"Scattered clouds (40-50%) 120 m, broken clouds (60-90%) 810 m";"6.0";"14.0";
"17.07.2020 22:50";"15.0";"762.7";"762.8";"94";"Wind blowing from the south-southwest";"9";"";"Mist";"Drizzle";"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 810 m, broken clouds (60-90%) 960 m";"7.0";"14.0";
"17.07.2020 21:50";"15.0";"762.7";"762.8";"94";"Wind blowing from the south-southwest";"9";"";"Light drizzle";"";"Broken clouds (60-90%) 960 m, broken clouds (60-90%) 2400 m";"6.0";"14.0";
"17.07.2020 20:50";"15.0";"762.7";"762.8";"94";"Wind blowing from the south-southwest";"9";"";"Mist";"Drizzle";"Few clouds (10-30%) 930 m, broken clouds (60-90%) 2100 m";"7.0";"14.0";
"17.07.2020 19:50";"15.0";"763.4";"763.5";"94";"Wind blowing from the south-southwest";"8";"";"Mist";"";"Few clouds (10-30%) 1020 m, broken clouds (60-90%) 1170 m, broken clouds (60-90%) 1800 m";"8.0";"14.0";
"17.07.2020 18:50";"15.0";"763.4";"763.5";"94";"Wind blowing from the south-southwest";"8";"";"Haze";"Drizzle";"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 2700 m";"7.0";"14.0";
"17.07.2020 17:50";"15.0";"763.4";"763.5";"94";"Wind blowing from the south-southwest";"9";"";"Haze";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 870 m";"9.0";"14.0";
"17.07.2020 16:50";"16.0";"763.4";"763.5";"88";"Wind blowing from the south";"9";"";"";"";"Few clouds (10-30%) 180 m, broken clouds (60-90%) 870 m";"10.0 and more";"14.0";
"17.07.2020 15:50";"16.0";"764.2";"764.3";"94";"Wind blowing from the south";"10";"";"";"";"Scattered clouds (40-50%) 60 m, broken clouds (60-90%) 900 m";"10.0 and more";"15.0";
"17.07.2020 14:50";"15.0";"764.2";"764.3";"94";"Wind blowing from the south";"10";"";"Mist";"";"Overcast (100%) 60 m";"6.0";"14.0";
"17.07.2020 13:50";"15.0";"764.9";"765.0";"94";"Wind blowing from the south-southwest";"11";"";"Haze";"";"Overcast (100%) 60 m";"7.0";"14.0";
"17.07.2020 12:50";"16.0";"764.2";"764.3";"88";"Wind blowing from the south-southwest";"10";"";"Haze";"";"Broken clouds (60-90%) 60 m";"9.0";"14.0";
"17.07.2020 11:50";"18.0";"764.9";"765.0";"83";"Wind blowing from the south-southwest";"10";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 2700 m";"10.0 and more";"15.0";
"17.07.2020 10:50";"16.0";"764.2";"764.3";"88";"Wind blowing from the south";"7";"";"";"";"Broken clouds (60-90%) 1140 m";"10.0 and more";"14.0";
"17.07.2020 09:50";"16.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1350 m";"10.0 and more";"14.0";
"17.07.2020 08:50";"15.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Overcast (100%) 1080 m";"10.0 and more";"13.0";
"17.07.2020 07:50";"16.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Broken clouds (60-90%) 990 m";"10.0 and more";"14.0";
"17.07.2020 06:50";"15.0";"764.2";"764.3";"88";"Wind blowing from the south-west";"7";"";"";"";"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1440 m";"10.0 and more";"13.0";
"17.07.2020 05:50";"15.0";"764.2";"764.3";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Broken clouds (60-90%) 900 m";"10.0 and more";"13.0";
"17.07.2020 04:50";"15.0";"764.9";"765.0";"88";"Wind blowing from the south-west";"6";"";"";"";"Scattered clouds (40-50%) 990 m, broken clouds (60-90%) 1320 m";"10.0 and more";"13.0";
"17.07.2020 03:50";"14.0";"764.9";"765.0";"94";"Wind blowing from the south-west";"5";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"13.0";
"17.07.2020 02:50";"15.0";"764.9";"765.0";"88";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"17.07.2020 01:50";"14.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.07.2020 00:50";"15.0";"764.9";"765.0";"88";"Wind blowing from the south-west";"5";"";"";"";"Few clouds (10-30%) 1380 m";"10.0 and more";"13.0";
