"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.07.2020 00:00,11.1,767.2,767.4,,87,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.0,No precipitation,6,,,,
06.07.2020 23:00,10.9,767.2,767.4,0.3,91,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,9.5,,,,,,
06.07.2020 22:00,11.0,767.3,767.5,0.5,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,8.1,,,,,,
06.07.2020 21:00,12.4,767.2,767.4,0.6,79,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,8.8,,,,,,
06.07.2020 20:00,15.8,766.9,767.0,0.4,64,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,8.9,,,,,,
06.07.2020 19:00,17.2,766.8,766.9,0.5,60,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,9.4,,,,,,
06.07.2020 18:00,18.9,766.6,766.8,0.4,53,Wind blowing from the north-west,3,,,, ,,,,20.8,,,,,,,9.1,No precipitation,12,,,,
06.07.2020 17:00,18.9,766.5,766.6,0.5,52,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,8.8,,,,,,
06.07.2020 16:00,19.3,766.3,766.5,0.6,53,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,9.3,,,,,,
06.07.2020 15:00,19.0,766.2,766.3,0.8,52,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,9.0,,,,,,
06.07.2020 14:00,19.2,766.0,766.1,1.0,51,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,8.8,,,,,,
06.07.2020 13:00,19.5,765.7,765.9,1.0,47,Wind blowing from the west,6,,,, ,,,,,,,,,,,7.9,,,,,,
06.07.2020 12:00,19.1,765.4,765.6,0.9,51,Wind blowing from the west,6,,,, ,,,,,,,,,,,8.7,No precipitation,6,,,,
06.07.2020 11:00,17.8,765.0,765.2,0.8,47,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,6.4,,,,,,
06.07.2020 10:00,17.1,764.7,764.8,0.9,53,Wind blowing from the west,7,,,, ,,,,,,,,,,,7.3,,,,,,
06.07.2020 09:00,16.3,764.5,764.7,1.2,59,Wind blowing from the west,7,,,, ,,,,,,,,,,,8.3,,,,,,
06.07.2020 08:00,16.1,764.2,764.3,1.5,64,Wind blowing from the west,7,,,, ,,,,,,,,,,,9.2,,,,,,
06.07.2020 07:00,14.6,763.8,763.9,1.3,74,Wind blowing from the west,6,,,, ,,,,,,,,,,,10.0,,,,,,
06.07.2020 06:00,12.3,763.3,763.5,1.0,83,Wind blowing from the west,6,,,, ,,,11.2,,,,,,,,9.5,No precipitation,12,,,,
06.07.2020 05:00,11.5,762.7,762.9,0.5,86,Wind blowing from the west,5,,,, ,,,,,,,,,,,9.2,,,,,,
06.07.2020 04:00,11.3,762.5,762.7,0.2,85,Wind blowing from the west,6,,,, ,,,,,,,,,,,8.9,,,,,,
06.07.2020 03:00,11.7,762.3,762.5,0.5,83,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,8.9,,,,,,
06.07.2020 02:00,12.0,762.2,762.4,0.4,79,Wind blowing from the west,6,,,, ,,,,,,,,,,,8.5,,,,,,
06.07.2020 01:00,12.3,762.3,762.5,0.6,76,Wind blowing from the west,4,,,, ,,,,,,,,,,,8.2,,,,,,
06.07.2020 00:00,11.1,767.2,767.4,5.9,87,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.0,No precipitation,6,,,,
05.07.2020 23:00,13.3,761.8,762.0,1.1,69,Wind blowing from the west,5,,,, ,,,,,,,,,,,7.6,,,,,,
05.07.2020 22:00,14.3,761.7,761.8,1.3,62,Wind blowing from the west,7,,,, ,,,,,,,,,,,7.0,,,,,,
05.07.2020 21:00,14.7,761.3,761.5,1.1,59,Wind blowing from the west,6,,,, ,,,,,,,,,,,6.8,,,,,,
05.07.2020 20:00,16.2,760.7,760.9,0.5,58,Wind blowing from the west,8,,15,, ,,,,,,,,,,,7.9,,,,,,
05.07.2020 19:00,16.5,760.4,760.6,0.4,73,Wind blowing from the west-southwest,11,,17,, ,,,,,,,,,,,11.6,,,,,,
05.07.2020 18:00,16.8,760.2,760.4,0.2,69,Wind blowing from the south-west,12,,18,, ,,,,20.6,,,,,,,11.1,No precipitation,12,,,,
05.07.2020 17:00,18.3,760.2,760.3,0.4,65,Wind blowing from the west-southwest,12,17,17,, ,,,,,,,,,,,11.6,,,,,,
05.07.2020 16:00,18.9,760.0,760.1,0.4,62,Wind blowing from the south-west,12,17,19,, ,,,,,,,,,,,11.5,,,,,,
05.07.2020 15:00,19.3,760.0,760.1,0.6,64,Wind blowing from the south-west,11,,19,, ,,,,,,,,,,,12.2,,,,,,
05.07.2020 14:00,18.8,759.8,760.0,0.6,67,Wind blowing from the south-west,11,,19,, ,,,,,,,,,,,12.5,,,,,,
05.07.2020 13:00,19.5,759.6,759.8,0.6,67,Wind blowing from the south-west,11,18,18,, ,,,,,,,,,,,13.1,,,,,,
05.07.2020 12:00,19.3,759.4,759.6,0.5,67,Wind blowing from the south-west,13,,17,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
05.07.2020 11:00,20.0,759.2,759.4,0.5,64,Wind blowing from the south-west,10,,17,, ,,,,,,,,,,,12.9,,,,,,
05.07.2020 10:00,19.1,759.0,759.1,0.7,79,Wind blowing from the south-west,12,,17,, ,,,,,,,,,,,15.4,,,,,,
05.07.2020 09:00,18.5,758.9,759.1,0.8,87,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,16.3,,,,,,
05.07.2020 08:00,16.6,758.7,758.9,0.6,94,Wind blowing from the west-southwest,11,16,16,, ,,,,,,,,,,,15.7,,,,,,
05.07.2020 07:00,16.3,758.3,758.5,0.1,96,Wind blowing from the west-southwest,10,15,16,, ,,,,,,,,,,,15.7,,,,,,
05.07.2020 06:00,16.2,758.1,758.2,0.1,96,Wind blowing from the west-southwest,11,18,18,, ,,,15.8,,,,,,,,15.5,No precipitation,12,,,,
05.07.2020 05:00,16.3,758.1,758.2,-0.4,94,Wind blowing from the west-southwest,10,15,17,, ,,,,,,,,,,,15.4,,,,,,
05.07.2020 04:00,16.1,758.2,758.4,-0.7,94,Wind blowing from the west-southwest,10,,18,, ,,,,,,,,,,,15.2,,,,,,
05.07.2020 03:00,16.0,758.0,758.2,-1.4,97,Wind blowing from the west-southwest,12,17,18,, ,,,,,,,,,,,15.5,,,,,,
05.07.2020 02:00,15.9,758.5,758.6,-0.9,96,Wind blowing from the south-west,11,16,17,, ,,,,,,,,,,,15.2,,,,,,
05.07.2020 01:00,15.9,758.9,759.1,-0.7,94,Wind blowing from the west-southwest,12,,17,, ,,,,,,,,,,,14.9,,,,,,
05.07.2020 00:00,15.9,759.4,759.5,-0.2,94,Wind blowing from the south-west,10,15,17,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
04.07.2020 23:00,16.3,759.4,759.6,0.0,91,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,14.9,,,,,,
04.07.2020 22:00,16.3,759.6,759.7,0.2,94,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,15.3,,,,,,
04.07.2020 21:00,16.2,759.6,759.7,0.2,96,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,15.5,,,,,,
04.07.2020 20:00,16.2,759.4,759.5,0.1,96,Wind blowing from the west-southwest,10,,15,, ,,,,,,,,,,,15.6,,,,,,
04.07.2020 19:00,16.3,759.4,759.5,0.0,96,Wind blowing from the west-southwest,9,,14,, ,,,,,,,,,,,15.6,,,,,,
04.07.2020 18:00,16.4,759.4,759.7,-0.3,96,Wind blowing from the west-southwest,9,,16,, ,,,,18.0,,,,,,,15.7,0.4,12,,,,
04.07.2020 17:00,16.5,759.3,759.4,-0.5,96,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,15.9,,,,,,
04.07.2020 16:00,16.5,759.4,759.5,-0.3,97,Wind blowing from the south-west,9,14,16,, ,,,,,,,,,,,16.0,,,,,,
04.07.2020 15:00,16.7,759.7,759.8,0.0,94,Wind blowing from the south-west,10,15,15,, ,,,,,,,,,,,15.7,,,,,,
04.07.2020 14:00,17.1,759.8,760.0,0.2,92,Wind blowing from the south-west,9,,16,, ,,,,,,,,,,,15.7,,,,,,
04.07.2020 13:00,17.8,759.7,759.9,0.3,90,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,16.2,,,,,,
04.07.2020 12:00,17.4,759.7,759.8,0.0,92,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,16.1,0.2,6,,,,
04.07.2020 11:00,17.0,759.6,759.8,0.2,94,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,16.0,,,,,,
04.07.2020 10:00,17.0,759.4,759.6,-0.3,97,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,16.5,,,,,,
04.07.2020 09:00,16.6,759.7,759.8,0.0,98,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,16.2,,,,,,
04.07.2020 08:00,16.4,759.4,759.6,-0.4,98,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,16.1,,,,,,
04.07.2020 07:00,16.1,759.7,759.8,-0.5,98,Wind blowing from the south-west,10,16,16,, ,,,,,,,,,,,15.8,,,,,,
04.07.2020 06:00,15.8,759.7,759.8,-0.6,98,Wind blowing from the south-west,11,,15,, ,,,15.0,,,,,,,,15.5,2,12,,,,
04.07.2020 05:00,15.5,759.8,760.0,-1.0,98,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,15.2,,,,,,
04.07.2020 04:00,15.3,760.2,760.4,-1.0,97,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,14.8,,,,,,
04.07.2020 03:00,15.3,760.3,760.5,-1.3,96,Wind blowing from the south-west,11,,15,, ,,,,,,,,,,,14.7,,,,,,
04.07.2020 02:00,15.2,760.8,761.0,-1.2,93,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,14.1,,,,,,
04.07.2020 01:00,15.7,761.2,761.4,-0.9,88,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,13.7,,,,,,
04.07.2020 00:00,15.2,761.6,761.8,,91,Wind blowing from the south-west,11,,34,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
03.07.2020 23:00,15.8,762.0,762.1,-0.3,82,Wind blowing from the south-west,9,,16,, ,,,,,,,,,,,12.7,,,,,,
03.07.2020 22:00,16.0,762.1,762.2,-0.5,80,Wind blowing from the south-west,12,,16,, ,,,,,,,,,,,12.5,,,,,,
03.07.2020 21:00,15.6,762.3,762.4,-0.4,82,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,12.6,,,,,,
03.07.2020 20:00,15.6,762.3,762.5,-0.7,80,Wind blowing from the west-southwest,10,15,15,, ,,,,,,,,,,,12.1,,,,,,
03.07.2020 19:00,15.9,762.6,762.7,-0.6,77,Wind blowing from the west-southwest,10,,16,, ,,,,,,,,,,,11.9,,,,,,
03.07.2020 18:00,16.1,762.7,762.9,-0.7,76,Wind blowing from the south-west,11,,15,, ,,,,19.2,,,,,,,11.9,No precipitation,12,,,,
03.07.2020 17:00,17.0,763.0,763.2,-0.4,71,Wind blowing from the west-southwest,10,,17,, ,,,,,,,,,,,11.6,,,,,,
03.07.2020 16:00,17.4,763.2,763.3,-0.1,70,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,11.9,,,,,,
03.07.2020 15:00,18.0,763.4,763.6,-0.4,72,Wind blowing from the south-west,11,16,16,, ,,,,,,,,,,,12.8,,,,,,
03.07.2020 14:00,18.8,763.4,763.6,-0.2,72,Wind blowing from the south-west,11,16,16,, ,,,,,,,,,,,13.7,,,,,,
03.07.2020 13:00,18.4,763.3,763.5,-0.2,70,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,12.7,,,,,,
03.07.2020 12:00,18.5,763.8,763.9,0.3,68,Wind blowing from the south-west,11,,15,, ,,,,,,,,,,,12.4,No precipitation,6,,,,
03.07.2020 11:00,18.0,763.6,763.9,0.2,67,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,11.8,,,,,,
03.07.2020 10:00,18.1,763.5,763.6,0.1,70,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,12.5,,,,,,
03.07.2020 09:00,17.4,763.5,763.6,0.0,69,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,11.6,,,,,,
03.07.2020 08:00,16.8,763.4,763.6,0.0,72,Wind blowing from the west-southwest,8,,,, ,,,,,,,,,,,11.7,,,,,,
03.07.2020 07:00,15.1,763.4,763.6,0.4,78,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,11.2,,,,,,
03.07.2020 06:00,13.0,763.5,763.7,0.7,92,Wind blowing from the west-southwest,3,,,, ,,,7.9,,,,,,,,11.8,No precipitation,12,,,,
03.07.2020 05:00,10.1,763.4,763.6,0.8,97,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.7,,,,,,
03.07.2020 04:00,8.1,763.0,763.2,0.6,90,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,6.6,,,,,,
03.07.2020 03:00,10.7,762.8,763.0,0.7,91,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,9.3,,,,,,
03.07.2020 02:00,11.7,762.6,762.8,0.7,91,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,10.2,,,,,,
03.07.2020 01:00,12.6,762.4,762.5,0.6,92,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.3,,,,,,
03.07.2020 00:00,15.2,761.6,761.8,,91,Wind blowing from the south-west,11,,34,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
02.07.2020 23:00,14.4,761.9,762.1,0.8,92,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.1,,,,,,
02.07.2020 22:00,15.1,761.8,762.0,1.0,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.0,,,,,,
02.07.2020 21:00,16.3,761.5,761.7,1.2,84,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,13.6,,,,,,
02.07.2020 20:00,16.6,761.1,761.3,0.9,82,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,13.5,,,,,,
02.07.2020 19:00,17.6,760.8,760.9,0.9,76,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,13.2,,,,,,
02.07.2020 18:00,18.3,760.3,760.6,0.5,73,Wind blowing from the south-west,8,,,, ,,,,20.3,,,,,,,13.4,No precipitation,12,,,,
02.07.2020 17:00,17.2,760.2,760.4,0.7,78,Wind blowing from the west-southwest,9,,13,, ,,,,,,,,,,,13.3,,,,,,
02.07.2020 16:00,17.6,759.9,760.0,0.8,78,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,13.6,,,,,,
02.07.2020 15:00,17.9,759.8,760.0,0.9,77,Wind blowing from the south-west,8,,14,, ,,,,,,,,,,,13.8,,,,,,
02.07.2020 14:00,20.3,759.5,759.7,0.8,71,Wind blowing from the south-west,9,,15,, ,,,,,,,,,,,14.9,,,,,,
02.07.2020 13:00,19.1,759.1,759.3,0.7,72,Wind blowing from the south-west,11,,15,, ,,,,,,,,,,,13.9,,,,,,
02.07.2020 12:00,19.4,758.9,759.1,0.7,70,Wind blowing from the south-west,10,15,15,, ,,,,,,,,,,,13.7,No precipitation,6,,,,
02.07.2020 11:00,18.7,758.7,758.9,0.6,70,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,13.0,,,,,,
02.07.2020 10:00,17.9,758.4,758.6,0.5,74,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,13.2,,,,,,
02.07.2020 09:00,17.2,758.2,758.4,0.7,77,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,13.2,,,,,,
02.07.2020 08:00,16.3,758.1,758.2,0.8,76,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,12.1,,,,,,
02.07.2020 07:00,15.6,757.9,758.0,0.6,80,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,12.1,,,,,,
02.07.2020 06:00,13.7,757.5,757.7,0.3,88,Wind blowing from the west,2,,,, ,,,10.6,,,,,,,,11.8,No precipitation,12,,,,
02.07.2020 05:00,12.3,757.3,757.6,0.1,96,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.6,,,,,,
02.07.2020 04:00,11.1,757.3,757.6,0.5,92,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,9.8,,,,,,
02.07.2020 03:00,12.0,757.2,757.4,0.5,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.2,,,,,,
02.07.2020 02:00,14.3,757.2,757.3,0.6,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.3,,,,,,
02.07.2020 01:00,15.1,756.8,757.0,0.3,90,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.5,,,,,,
02.07.2020 00:00,15.7,756.7,756.9,0.3,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.6,No precipitation,6,,,,
01.07.2020 23:00,16.1,756.6,756.8,0.5,88,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 22:00,16.1,756.5,756.7,0.4,88,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 21:00,16.2,756.4,756.5,0.6,87,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,14.0,,,,,,
01.07.2020 20:00,16.4,756.1,756.2,0.3,87,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,14.2,,,,,,
01.07.2020 19:00,16.7,756.1,756.2,0.4,86,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,14.3,,,,,,
01.07.2020 18:00,17.6,755.8,756.0,0.2,82,Wind blowing from the south-west,10,,14,, ,,,,20.0,,,,,,,14.4,No precipitation,12,,,,
01.07.2020 17:00,18.1,755.8,756.0,0.3,80,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,14.5,,,,,,
01.07.2020 16:00,18.9,755.7,755.8,0.5,76,Wind blowing from the south-west,11,,15,, ,,,,,,,,,,,14.5,,,,,,
01.07.2020 15:00,18.9,755.6,755.8,0.7,74,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 14:00,19.0,755.5,755.6,0.7,74,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,14.2,,,,,,
01.07.2020 13:00,19.4,755.2,755.5,0.5,75,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,14.9,,,,,,
01.07.2020 12:00,18.9,754.9,755.2,0.3,75,Wind blowing from the south-west,10,,13,, ,,,,,,,,,,,14.3,No precipitation,6,,,,
01.07.2020 11:00,18.9,754.8,754.9,0.3,73,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,13.9,,,,,,
01.07.2020 10:00,18.2,754.7,754.9,0.4,78,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,14.3,,,,,,
01.07.2020 09:00,18.5,754.6,754.8,0.6,75,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,13.9,,,,,,
01.07.2020 08:00,17.9,754.5,754.7,0.7,76,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,13.6,,,,,,
01.07.2020 07:00,16.3,754.3,754.4,0.5,81,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,13.1,,,,,,
01.07.2020 06:00,16.1,754.0,754.2,0.0,83,Wind blowing from the west-southwest,6,,,, ,,,15.2,,,,,,,,13.1,No precipitation,12,,,,
01.07.2020 05:00,15.5,753.8,754.0,-0.2,86,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,13.1,,,,,,
01.07.2020 04:00,15.3,753.8,754.0,-0.5,87,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,13.1,,,,,,
01.07.2020 03:00,15.6,754.0,754.1,-0.8,91,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 02:00,15.4,754.0,754.2,-1.0,92,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 01:00,15.4,754.3,754.5,-0.6,92,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,14.1,,,,,,
01.07.2020 00:00,16.0,754.8,754.9,-0.2,95,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,15.2,No precipitation,6,,,,
30.06.2020 23:00,16.0,755.0,755.2,0.0,95,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.2,,,,,,
30.06.2020 22:00,16.1,754.9,755.2,0.0,96,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.4,,,,,,
30.06.2020 21:00,16.2,755.0,755.2,-0.1,96,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,15.6,,,,,,
30.06.2020 20:00,16.1,755.0,755.2,-0.2,97,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,15.6,,,,,,
30.06.2020 19:00,16.2,754.9,755.2,-0.5,96,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,15.6,,,,,,
30.06.2020 18:00,16.3,755.1,755.3,-0.7,97,Wind blowing from the south-west,9,,13,, ,,,,16.7,,,,,,,15.8,7,12,,,,
30.06.2020 17:00,16.6,755.2,755.3,-0.8,98,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,16.2,,,,,,
30.06.2020 16:00,16.4,755.4,755.5,-0.7,98,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,16.0,,,,,,
30.06.2020 15:00,16.1,755.8,755.9,-0.1,97,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,15.7,,,,,,
30.06.2020 14:00,15.7,756.0,756.1,-0.1,97,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,15.2,,,,,,
30.06.2020 13:00,15.9,756.1,756.3,0.0,94,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,14.9,,,,,,
30.06.2020 12:00,16.0,755.9,756.1,-0.1,94,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,15.1,3,6,,,,
30.06.2020 11:00,16.0,756.1,756.2,-0.3,97,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,15.5,,,,,,
30.06.2020 10:00,16.1,756.1,756.2,-0.5,97,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,15.7,,,,,,
30.06.2020 09:00,15.7,756.0,756.1,-0.7,99,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,15.5,,,,,,
30.06.2020 08:00,15.2,756.4,756.5,-0.4,98,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,14.9,,,,,,
30.06.2020 07:00,15.0,756.6,756.7,-0.5,96,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.4,,,,,,
30.06.2020 06:00,15.5,756.7,756.8,-0.4,89,Wind blowing from the south-west,7,,,, ,,,13.8,,,,,,,,13.7,No precipitation,12,,,,
30.06.2020 05:00,14.9,756.8,757.0,-0.6,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,13.0,,,,,,
30.06.2020 04:00,14.2,757.1,757.3,-0.5,91,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,12.7,,,,,,
30.06.2020 03:00,14.8,757.1,757.3,-1.0,85,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,12.3,,,,,,
30.06.2020 02:00,14.9,757.4,757.6,-0.8,80,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,11.5,,,,,,
30.06.2020 01:00,15.0,757.6,757.9,-0.8,81,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,11.7,,,,,,
30.06.2020 00:00,14.8,758.1,758.2,-0.4,81,Wind blowing from the west-southwest,8,,,, ,,,,,,,,,,,11.5,No precipitation,6,,,,
29.06.2020 23:00,14.5,758.2,758.4,-0.2,80,Wind blowing from the west-southwest,7,,13,, ,,,,,,,,,,,11.1,,,,,,
29.06.2020 22:00,15.0,758.4,758.6,0.1,81,Wind blowing from the west-southwest,8,,14,, ,,,,,,,,,,,11.7,,,,,,
29.06.2020 21:00,15.1,758.5,758.7,0.2,79,Wind blowing from the west-southwest,9,,14,, ,,,,,,,,,,,11.4,,,,,,
29.06.2020 20:00,15.2,758.4,758.5,-0.1,76,Wind blowing from the west-southwest,9,,16,, ,,,,,,,,,,,11.0,,,,,,
29.06.2020 19:00,15.5,758.3,758.5,-0.3,75,Wind blowing from the west-southwest,11,,17,, ,,,,,,,,,,,11.1,,,,,,
29.06.2020 18:00,15.9,758.3,758.5,-0.5,71,Wind blowing from the west-southwest,11,17,17,, ,,,,18.0,,,,,,,10.6,No precipitation,12,,,,
29.06.2020 17:00,17.1,758.5,758.7,-0.3,66,Wind blowing from the south-west,11,,19,, ,,,,,,,,,,,10.7,,,,,,
29.06.2020 16:00,17.0,758.6,758.8,-0.4,67,Wind blowing from the south-west,12,,19,, ,,,,,,,,,,,10.7,,,,,,
29.06.2020 15:00,16.8,758.8,758.9,0.0,69,Wind blowing from the south-west,12,,18,, ,,,,,,,,,,,11.1,,,,,,
29.06.2020 14:00,16.1,758.8,758.9,-0.1,70,Wind blowing from the south-west,11,,17,, ,,,,,,,,,,,10.6,,,,,,
29.06.2020 13:00,16.2,759.0,759.1,0.1,72,Wind blowing from the south-west,12,17,18,, ,,,,,,,,,,,11.2,,,,,,
29.06.2020 12:00,16.8,758.8,759.0,0.0,64,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,9.8,No precipitation,6,,,,
29.06.2020 11:00,17.1,758.9,759.1,0.2,60,Wind blowing from the west-southwest,9,,14,, ,,,,,,,,,,,9.1,,,,,,
29.06.2020 10:00,17.0,758.9,759.1,0.4,56,Wind blowing from the west-southwest,10,,15,, ,,,,,,,,,,,8.0,,,,,,
29.06.2020 09:00,16.9,758.8,759.0,0.4,57,Wind blowing from the west-southwest,11,,15,, ,,,,,,,,,,,8.3,,,,,,
29.06.2020 08:00,16.7,758.7,758.9,0.5,56,Wind blowing from the west-southwest,9,,14,, ,,,,,,,,,,,7.9,,,,,,
29.06.2020 07:00,14.6,758.5,758.6,0.3,68,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,8.8,,,,,,
29.06.2020 06:00,14.6,758.4,758.5,0.0,65,Wind blowing from the west-southwest,8,,,, ,,,13.1,,,,,,,,8.0,No precipitation,12,,,,
29.06.2020 05:00,14.0,758.2,758.4,-0.4,68,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,8.2,,,,,,
29.06.2020 04:00,13.6,758.2,758.5,-0.6,72,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,8.5,,,,,,
29.06.2020 03:00,14.1,758.4,758.5,-0.1,73,Wind blowing from the west-southwest,8,13,13,, ,,,,,,,,,,,9.2,,,,,,
29.06.2020 02:00,13.7,758.6,758.8,-0.1,74,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,9.1,,,,,,
29.06.2020 01:00,14.3,758.8,759.0,-0.1,71,Wind blowing from the west,7,,13,, ,,,,,,,,,,,9.1,,,,,,
