# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.05.2020 09:00";"16.1";"774.1";"778.0";"0.2";"74";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"27.05.2020 08:00";"16.2";"774.1";"778.0";"0.4";"78";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"27.05.2020 07:00";"14.5";"774.1";"778.0";"0.5";"93";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"27.05.2020 06:00";"13.6";"773.9";"777.9";"0.3";"96";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"12.9";"";"";"";"";"";"";"";"13.0";"No precipitation";"12";"";"";"";"";
"27.05.2020 05:00";"13.1";"773.7";"777.7";"0.1";"96";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"27.05.2020 04:00";"13.0";"773.6";"777.6";"-0.1";"96";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"27.05.2020 03:00";"13.2";"773.6";"777.6";"-0.1";"95";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"27.05.2020 02:00";"13.9";"773.6";"777.6";"-0.1";"94";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"27.05.2020 01:00";"14.2";"773.7";"777.7";"0.1";"90";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"27.05.2020 00:00";"15.4";"773.7";"777.6";"0.0";"82";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"No precipitation";"6";"";"";"";"";
"26.05.2020 23:00";"15.7";"773.7";"777.6";"0.2";"82";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"26.05.2020 22:00";"16.1";"773.6";"777.5";"0.1";"81";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"26.05.2020 21:00";"17.2";"773.7";"777.6";"0.2";"76";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"26.05.2020 20:00";"18.1";"773.5";"777.4";"-0.3";"73";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"26.05.2020 19:00";"19.6";"773.5";"777.4";"-0.5";"65";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"26.05.2020 18:00";"19.3";"773.5";"777.4";"-0.6";"66";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"20.0";"";"";"";"";"";"";"12.7";"No precipitation";"12";"";"";"";"";
"26.05.2020 17:00";"18.8";"773.8";"777.7";"-0.6";"70";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"26.05.2020 16:00";"18.1";"774.0";"777.9";"-0.4";"79";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"26.05.2020 15:00";"18.4";"774.1";"778.0";"-0.5";"75";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"26.05.2020 14:00";"15.1";"774.4";"778.3";"-0.3";"85";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"26.05.2020 13:00";"15.7";"774.4";"778.4";"-0.3";"80";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"26.05.2020 12:00";"15.8";"774.6";"778.5";"-0.1";"77";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"26.05.2020 11:00";"15.5";"774.7";"778.6";"0.2";"81";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"26.05.2020 10:00";"15.2";"774.7";"778.6";"0.4";"84";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"26.05.2020 09:00";"15.5";"774.7";"778.6";"0.6";"82";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"26.05.2020 08:00";"13.8";"774.5";"778.5";"0.7";"81";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"26.05.2020 07:00";"13.9";"774.3";"778.3";"0.6";"86";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"26.05.2020 06:00";"12.9";"774.1";"778.0";"0.5";"89";"Wind blowing from the north";"1";"";"";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"11.1";"No precipitation";"12";"";"";"";"";
"26.05.2020 05:00";"11.9";"773.8";"777.8";"0.3";"89";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"26.05.2020 04:00";"12.2";"773.7";"777.7";"0.3";"87";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"26.05.2020 03:00";"11.9";"773.6";"777.7";"0.1";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"26.05.2020 02:00";"11.4";"773.5";"777.6";"0.0";"89";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"26.05.2020 01:00";"11.8";"773.4";"777.4";"-0.1";"88";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"26.05.2020 00:00";"11.9";"773.5";"777.6";"0.2";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"6";"";"";"";"";
"25.05.2020 23:00";"12.1";"773.5";"777.4";"0.5";"83";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"25.05.2020 22:00";"12.7";"773.5";"777.4";"0.9";"73";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"25.05.2020 21:00";"13.5";"773.3";"777.3";"0.7";"68";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"25.05.2020 20:00";"15.2";"773.0";"776.9";"0.4";"59";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"25.05.2020 19:00";"17.4";"772.6";"776.6";"-0.1";"51";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"25.05.2020 18:00";"18.0";"772.6";"776.5";"-0.3";"48";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"20.0";"";"";"";"";"";"";"6.8";"No precipitation";"12";"";"";"";"";
"25.05.2020 17:00";"18.7";"772.6";"776.5";"-0.3";"46";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"25.05.2020 16:00";"19.4";"772.7";"776.6";"-0.5";"43";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"25.05.2020 15:00";"16.9";"772.9";"776.8";"-0.6";"58";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"25.05.2020 14:00";"17.5";"772.9";"776.9";"-0.6";"49";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"25.05.2020 13:00";"16.2";"773.2";"777.1";"0.0";"61";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"25.05.2020 12:00";"15.2";"773.5";"777.4";"0.2";"72";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"25.05.2020 11:00";"13.6";"773.5";"777.4";"0.2";"75";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"25.05.2020 10:00";"13.4";"773.2";"777.2";"0.2";"76";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"25.05.2020 09:00";"13.1";"773.3";"777.3";"0.2";"72";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"25.05.2020 08:00";"12.5";"773.3";"777.3";"0.4";"77";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"25.05.2020 07:00";"12.1";"773.0";"777.0";"0.2";"84";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"25.05.2020 06:00";"10.2";"773.1";"777.1";"0.4";"89";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"9.1";"";"";"";"";"";"";"";"8.5";"No precipitation";"12";"";"";"";"";
"25.05.2020 05:00";"10.0";"772.9";"776.9";"0.1";"92";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"25.05.2020 04:00";"9.4";"772.8";"776.8";"-0.1";"89";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"25.05.2020 03:00";"9.4";"772.7";"776.8";"-0.3";"89";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"25.05.2020 02:00";"9.9";"772.8";"776.8";"0.1";"89";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"25.05.2020 01:00";"10.2";"772.9";"776.9";"0.0";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"25.05.2020 00:00";"10.0";"773.0";"777.1";"";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"24.05.2020 23:00";"10.8";"772.7";"776.7";"0.4";"90";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"24.05.2020 22:00";"11.1";"772.9";"776.8";"0.9";"90";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"24.05.2020 21:00";"11.4";"772.7";"776.7";"0.7";"90";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"24.05.2020 20:00";"12.0";"772.3";"776.3";"0.5";"88";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"24.05.2020 19:00";"12.5";"772.0";"776.0";"0.3";"86";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"24.05.2020 18:00";"13.0";"772.0";"776.0";"0.0";"84";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"14.5";"";"";"";"";"";"";"10.3";"No precipitation";"12";"";"";"";"";
"24.05.2020 17:00";"13.2";"771.8";"775.7";"0.1";"83";"Wind blowing from the west-southwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"24.05.2020 16:00";"13.6";"771.7";"775.6";"-0.1";"81";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"24.05.2020 15:00";"13.8";"772.0";"775.9";"0.5";"80";"Wind blowing from the west-southwest";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"24.05.2020 14:00";"13.8";"771.7";"775.6";"0.4";"78";"Wind blowing from the west-southwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"24.05.2020 13:00";"13.8";"771.8";"775.8";"0.6";"78";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"24.05.2020 12:00";"13.5";"771.5";"775.5";"0.7";"77";"Wind blowing from the west-southwest";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"24.05.2020 11:00";"13.4";"771.3";"775.3";"0.6";"79";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"24.05.2020 10:00";"12.9";"771.2";"775.2";"0.7";"79";"Wind blowing from the west-southwest";"8";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"24.05.2020 09:00";"12.5";"770.8";"774.8";"0.9";"83";"Wind blowing from the west-southwest";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"24.05.2020 08:00";"12.5";"770.7";"774.7";"1.5";"85";"Wind blowing from the west-southwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"24.05.2020 07:00";"12.1";"770.5";"774.4";"1.9";"84";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"24.05.2020 06:00";"11.9";"769.9";"773.9";"1.5";"86";"Wind blowing from the west";"6";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"9.6";"No precipitation";"12";"";"";"";"";
"24.05.2020 05:00";"11.7";"769.2";"773.2";"1.1";"86";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"24.05.2020 04:00";"11.9";"768.6";"772.5";"0.6";"85";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"24.05.2020 03:00";"12.0";"768.4";"772.4";"0.6";"87";"Wind blowing from the west";"8";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"24.05.2020 02:00";"12.0";"768.1";"772.1";"0.5";"87";"Wind blowing from the west";"9";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"24.05.2020 01:00";"12.1";"768.0";"772.0";"0.8";"85";"Wind blowing from the west";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"24.05.2020 00:00";"10.0";"773.0";"777.1";"6.1";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"23.05.2020 23:00";"12.0";"767.6";"771.6";"1.3";"85";"Wind blowing from the west";"11";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"23.05.2020 22:00";"11.9";"767.2";"771.1";"1.1";"84";"Wind blowing from the west";"11";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.05.2020 21:00";"11.7";"766.9";"770.8";"1.3";"83";"Wind blowing from the west";"9";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.05.2020 20:00";"11.8";"766.3";"770.2";"1.0";"81";"Wind blowing from the west";"12";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"23.05.2020 19:00";"12.3";"766.1";"770.1";"1.0";"80";"Wind blowing from the west";"13";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"23.05.2020 18:00";"12.5";"765.6";"769.6";"0.9";"79";"Wind blowing from the west-southwest";"16";"21";"21";"";" ";"";"";"";"13.6";"";"";"";"";"";"";"8.9";"4.0";"12";"";"";"";"";
"23.05.2020 17:00";"12.8";"765.3";"769.2";"0.9";"77";"Wind blowing from the west-southwest";"15";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.05.2020 16:00";"13.0";"765.1";"769.0";"1.4";"79";"Wind blowing from the west-southwest";"16";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"23.05.2020 15:00";"13.2";"764.7";"768.6";"1.1";"75";"Wind blowing from the west-southwest";"19";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.05.2020 14:00";"13.3";"764.4";"768.3";"1.2";"77";"Wind blowing from the west-southwest";"17";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.05.2020 13:00";"13.0";"763.7";"767.6";"0.7";"74";"Wind blowing from the west-southwest";"17";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"23.05.2020 12:00";"12.8";"763.6";"767.6";"1.2";"74";"Wind blowing from the west-southwest";"16";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"4.0";"6";"";"";"";"";
"23.05.2020 11:00";"12.7";"763.2";"767.1";"1.4";"78";"Wind blowing from the west-southwest";"16";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"23.05.2020 10:00";"10.6";"763.0";"766.9";"1.8";"85";"Wind blowing from the west-southwest";"14";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"23.05.2020 09:00";"12.4";"762.4";"766.3";"1.2";"82";"Wind blowing from the west-southwest";"14";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.05.2020 08:00";"11.7";"761.8";"765.7";"1.2";"78";"Wind blowing from the west-southwest";"16";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"23.05.2020 07:00";"12.2";"761.2";"765.1";"0.6";"80";"Wind blowing from the west-southwest";"16";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"23.05.2020 06:00";"11.8";"761.2";"765.1";"1.0";"81";"Wind blowing from the west-southwest";"15";"";"21";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"8.7";"0.2";"12";"";"";"";"";
"23.05.2020 05:00";"11.9";"760.6";"764.6";"0.6";"83";"Wind blowing from the west-southwest";"16";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"23.05.2020 04:00";"10.6";"760.6";"764.6";"0.5";"82";"Wind blowing from the west-southwest";"12";"";"23";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"23.05.2020 03:00";"12.1";"760.2";"764.1";"-0.1";"84";"Wind blowing from the south-west";"16";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"23.05.2020 02:00";"12.0";"760.0";"763.9";"-0.2";"85";"Wind blowing from the south-west";"16";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"23.05.2020 01:00";"12.0";"760.1";"764.0";"0.1";"83";"Wind blowing from the south-west";"15";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"23.05.2020 00:00";"12.0";"767.8";"771.7";"7.9";"87";"Wind blowing from the west";"11";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"22.05.2020 23:00";"12.2";"760.2";"764.2";"0.6";"85";"Wind blowing from the south-west";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"22.05.2020 22:00";"12.2";"760.0";"763.9";"0.8";"85";"Wind blowing from the south-west";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"22.05.2020 21:00";"12.3";"759.9";"763.8";"0.8";"85";"Wind blowing from the south-west";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"22.05.2020 20:00";"12.4";"759.6";"763.5";"0.8";"85";"Wind blowing from the south-west";"15";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"22.05.2020 19:00";"12.6";"759.2";"763.1";"0.7";"84";"Wind blowing from the south-west";"15";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"22.05.2020 18:00";"12.9";"759.1";"763.0";"0.7";"82";"Wind blowing from the south-west";"14";"";"18";"";" ";"";"";"";"15.1";"";"";"";"";"";"";"9.8";"No precipitation";"12";"";"";"";"";
"22.05.2020 17:00";"13.6";"758.8";"762.7";"0.4";"80";"Wind blowing from the south-west";"16";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"22.05.2020 16:00";"13.6";"758.5";"762.3";"0.3";"77";"Wind blowing from the south-west";"17";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"22.05.2020 15:00";"14.5";"758.4";"762.3";"0.5";"74";"Wind blowing from the south-west";"18";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"22.05.2020 14:00";"14.8";"758.4";"762.2";"0.7";"75";"Wind blowing from the south-west";"17";"";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"22.05.2020 13:00";"15.0";"758.2";"762.0";"0.9";"74";"Wind blowing from the south-west";"16";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"22.05.2020 12:00";"14.8";"757.9";"761.8";"1.0";"75";"Wind blowing from the south-west";"16";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"22.05.2020 11:00";"14.2";"757.7";"761.6";"1.6";"77";"Wind blowing from the south-west";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"22.05.2020 10:00";"13.8";"757.3";"761.2";"1.8";"80";"Wind blowing from the south-southwest";"13";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"22.05.2020 09:00";"13.3";"756.9";"760.8";"1.7";"83";"Wind blowing from the south-west";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"22.05.2020 08:00";"13.0";"756.1";"760.0";"1.6";"84";"Wind blowing from the south-west";"14";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"22.05.2020 07:00";"12.8";"755.5";"759.4";"1.4";"87";"Wind blowing from the south-west";"13";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"22.05.2020 06:00";"12.6";"755.2";"759.1";"1.4";"88";"Wind blowing from the south-west";"13";"";"16";"";" ";"";"";"12.6";"";"";"";"";"";"";"";"10.7";"5.0";"12";"";"";"";"";
"22.05.2020 05:00";"12.8";"754.5";"758.4";"0.3";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"22.05.2020 04:00";"12.9";"754.1";"758.0";"-0.4";"95";"Wind blowing from the south-west";"14";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"22.05.2020 03:00";"13.2";"753.8";"757.6";"-0.8";"95";"Wind blowing from the south-southwest";"16";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"22.05.2020 02:00";"13.0";"754.2";"758.0";"-0.4";"96";"Wind blowing from the south";"11";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"22.05.2020 01:00";"13.4";"754.5";"758.4";"-1.3";"86";"Wind blowing from the south-southwest";"14";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"22.05.2020 00:00";"12.2";"760.3";"764.2";"3.3";"87";"Wind blowing from the south-west";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"21.05.2020 23:00";"15.2";"754.6";"758.5";"-2.7";"70";"Wind blowing from the east-southeast";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"21.05.2020 22:00";"15.7";"755.8";"759.6";"-2.4";"67";"Wind blowing from the east-southeast";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"21.05.2020 21:00";"16.5";"757.0";"760.8";"-1.6";"67";"Wind blowing from the east-southeast";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"21.05.2020 20:00";"15.9";"757.3";"761.2";"-2.3";"66";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"21.05.2020 19:00";"15.3";"758.2";"762.1";"-1.9";"70";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"21.05.2020 18:00";"14.0";"758.6";"762.5";"-2.3";"79";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"17.2";"";"";"";"";"";"";"10.4";"No precipitation";"12";"";"";"";"";
"21.05.2020 17:00";"14.3";"759.6";"763.5";"-2.3";"75";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
